PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_273	chr1	59806101	59806546	+	0	NA	intron (FGGY, intron 4 of 16)	-intron (FGGY, intron 3 of 16)	43639	FGGY	FGGY	NM_018291			FGGY			NA
Interval_8347	chr9	137823328	137823560	+	0	NA	Intergenic	Intergenic	-13638	FCN1	FCN1	NM_002003			FCN1			NA
Interval_1315	chr11	65208407	65208701	+	0	NA	exon (NEAT1, exon 1 of 1)	-exon (NEAT1, exon 1 of 1)	-3375	MIR612	MIR612	NR_030343			MIR612			NA
Interval_5804	chr3	177055469	177055747	+	0	NA	Intergenic	Intergenic	43378	LINC00501	LINC00501	NR_047465			LINC00501			NA
Interval_1882	chr12	111837305	111837576	+	0	NA	Intergenic	Intergenic	-6312	SH2B3	SH2B3	NM_005475			SH2B3			NA
Interval_4290	chr2	61220189	61220477	+	0	NA	intron (PUS10, intron 4 of 17)	-intron (PUS10, intron 4 of 17)	-24479	PEX13	PEX13	NM_002618			PEX13			NA
Interval_5299	chr22	43515077	43515446	+	0	NA	intron (BIK, intron 1 of 4)	-intron (BIK, intron 1 of 4)	8507	BIK	BIK	NM_001197			BIK			NA
Interval_6435	chr5	96293790	96293992	+	0	NA	promoter-TSS (LNPEP)	-promoter-TSS (LNPEP)	-265	LNPEP	LNPEP	NM_175920			LNPEP			NA
Interval_7985	chr8	128707869	128708150	+	0	NA	Intergenic	Intergenic	38204	CASC11	CASC11	NR_117102			CASC11			NA
Interval_6175	chr4	145556196	145556447	+	0	NA	Intergenic	Intergenic	-10827	HHIP	HHIP	NM_022475			HHIP			NA
Interval_4632	chr2	197907678	197907883	+	0	NA	intron (ANKRD44, intron 16 of 27)	-intron (ANKRD44, intron 16 of 27)	-116326	PGAP1	PGAP1	NM_024989			PGAP1			NA
Interval_1557	chr12	6960975	6961237	+	0	NA	promoter-TSS (USP5)	-promoter-TSS (USP5)	124	CDCA3	CDCA3	NM_001297604			CDCA3			NA
Interval_5409	chr3	16939107	16939303	+	0	NA	intron (PLCL2, intron 3 of 7)	-intron (PLCL2, intron 3 of 7)	-35377	PLCL2	PLCL2	NM_001144382			PLCL2			NA
Interval_3216	chr17	25871431	25871934	+	0	NA	intron (KSR1, intron 2 of 20)	-intron (KSR1, intron 2 of 20)	72646	KSR1	KSR1	NM_014238			KSR1			NA
Interval_2438	chr14	102342767	102343267	+	0	NA	intron (PPP2R5C, intron 2 of 11)	-intron (PPP2R5C, intron 4 of 15)	66877	PPP2R5C	PPP2R5C	NM_002719			PPP2R5C			NA
Interval_6077	chr4	81341263	81341528	+	0	NA	intron (C4orf22, intron 2 of 5)	-intron (C4orf22, intron 2 of 6)	84521	C4orf22	C4orf22	NM_001206997			C4orf22			NA
Interval_7915	chr8	103973891	103974170	+	0	NA	intron (AZIN1-AS1, intron 2 of 2)	-intron (AZIN1-AS1, intron 2 of 3)	-59218	ATP6V1C1	ATP6V1C1	NM_001695			ATP6V1C1			NA
Interval_4918	chr20	43215039	43215361	+	0	NA	intron (PKIG, intron 3 of 5)	-intron (PKIG, intron 2 of 5)	54778	PKIG	PKIG	NM_007066			PKIG			NA
Interval_5397	chr3	16289357	16289607	+	0	NA	Intergenic	Intergenic	17014	DPH3	DPH3	NM_206831			DPH3			NA
Interval_3994	chr19	40949232	40949475	+	0	NA	promoter-TSS (SERTAD3)	-promoter-TSS (SERTAD3)	929	SERTAD3	SERTAD3	NM_203344			SERTAD3			NA
Interval_7445	chr7	69154052	69154271	+	0	NA	intron (AUTS2, intron 1 of 18)	-intron (AUTS2, intron 1 of 17)	90256	AUTS2	AUTS2	NM_001127231			AUTS2			NA
Interval_7957	chr8	125721926	125722143	+	0	NA	intron (MTSS1, intron 1 of 13)	-intron (MTSS1, intron 1 of 14)	18714	MTSS1	MTSS1	NM_014751			MTSS1			NA
Interval_5669	chr3	118501838	118502065	+	0	NA	Intergenic	Intergenic	-159972	IGSF11-AS1	IGSF11-AS1	NR_046230			IGSF11-AS1			NA
Interval_6923	chr6	45123860	45124056	+	0	NA	intron (SUPT3H, intron 2 of 10)	-intron (SUPT3H, intron 2 of 9)	41549	MIR586	MIR586	NR_030313			MIR586			NA
Interval_1904	chr12	116799074	116799439	+	0	NA	Intergenic	Intergenic	66867	MIR4472-2	MIR4472-2	NR_039683			MIR4472-2			NA
Interval_784	chr1	242011293	242011544	+	0	NA	promoter-TSS (EXO1)	-promoter-TSS (EXO1)	-75	EXO1	EXO1	NM_006027			EXO1			NA
Interval_7993	chr8	131340301	131340891	+	0	NA	intron (ASAP1, intron 3 of 29)	-intron (ASAP1, intron 4 of 30)	-31817	ASAP1-IT1	ASAP1-IT1	NR_002765			ASAP1-IT1			NA
Interval_4358	chr2	81477482	81477815	+	0	NA	Intergenic	Intergenic	216422	LOC100507201	LOC100507201	NR_110161			LOC100507201			NA
Interval_4928	chr20	44588974	44589198	+	0	NA	intron (ZNF335, intron 13 of 27)	-intron (ZNF335, intron 13 of 27)	11747	ZNF335	ZNF335	NM_022095			ZNF335			NA
Interval_2342	chr14	73881604	73881807	+	0	NA	intron (NUMB, intron 1 of 11)	-intron (NUMB, intron 1 of 12)	43581	NUMB	NUMB	NM_001005743			NUMB			NA
Interval_977	chr10	73132790	73133083	+	0	NA	Intergenic	Intergenic	-23755	CDH23	CDH23	NM_022124			CDH23			NA
Interval_2402	chr14	94444538	94444971	+	0	NA	Intergenic	Intergenic	-18888	LINC00521	LINC00521	NR_024183			LINC00521			NA
Interval_2015	chr13	34302883	34303315	+	0	NA	Intergenic	Intergenic	-89107	RFC3	RFC3	NM_181558			RFC3			NA
Interval_4758	chr2	237445429	237445697	+	0	NA	Intergenic	Intergenic	-29385	IQCA1	IQCA1	NM_001270584			IQCA1			NA
Interval_6463	chr5	110590423	110590665	+	0	NA	intron (CAMK4, intron 1 of 10)	-intron (CAMK4, intron 1 of 10)	30597	CAMK4	CAMK4	NM_001744			CAMK4			NA
Interval_919	chr10	44755731	44755963	+	0	NA	Intergenic	Intergenic	-32351	C10orf142	C10orf142	NM_001258000			C10orf142			NA
Interval_7857	chr8	70672290	70672678	+	0	NA	intron (SLCO5A1, intron 3 of 9)	-intron (SLCO5A1, intron 2 of 7)	74815	SLCO5A1	SLCO5A1	NM_030958			SLCO5A1			NA
Interval_2650	chr15	77473798	77474157	+	0	NA	exon (PEAK1, exon 5 of 8)	-exon (PEAK1, exon 5 of 8)	43769	LINC00597	LINC00597	NR_026813			LINC00597			NA
Interval_792	chr1	245809241	245809482	+	0	NA	intron (KIF26B, intron 9 of 14)	-intron (KIF26B, intron 9 of 14)	491074	KIF26B	KIF26B	NM_018012			KIF26B			NA
Interval_1582	chr12	10544967	10545316	+	0	NA	intron (KLRC4-KLRK1, intron 5 of 12)	-intron (KLRC4-KLRK1, intron 5 of 12)	-2488	KLRK1	KLRK1	NM_007360			KLRK1			NA
Interval_8194	chr9	97623107	97623760	+	0	NA	intron (C9orf3, intron 5 of 14)	-intron (C9orf3, intron 4 of 15)	51189	MIR2278	MIR2278	NR_031755			MIR2278			NA
Interval_7126	chr6	138057445	138057917	+	0	NA	intron (LOC100507406, intron 1 of 2)	-intron (LOC100507406, intron 1 of 2)	2493	LOC100507406	LOC100507406	NR_121618			LOC100507406			NA
Interval_7595	chr7	120496945	120497347	+	0	NA	intron (TSPAN12, intron 1 of 7)	-intron (TSPAN12, intron 1 of 7)	1031	TSPAN12	TSPAN12	NM_012338			TSPAN12			NA
Interval_1540	chr12	783670	784012	+	0	NA	Intergenic	Intergenic	-10934	NINJ2	NINJ2	NM_016533			NINJ2			NA
Interval_1141	chr10	127581286	127581583	+	0	NA	Intergenic	Intergenic	-3674	FANK1	FANK1	NM_145235			FANK1			NA
Interval_1278	chr11	59034836	59035140	+	0	NA	Intergenic	Intergenic	-54494	MPEG1	MPEG1	NM_001039396			MPEG1			NA
Interval_2314	chr14	68868539	68868962	+	0	NA	intron (RAD51B, intron 8 of 10)	-intron (RAD51B, intron 8 of 10)	391881	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_5455	chr3	35338013	35338324	+	0	NA	intron (LOC101928135, intron 2 of 3)	-intron (LOC101928135, intron 2 of 3)	97347	LOC101928135	LOC101928135	NR_110817			LOC101928135			NA
Interval_6655	chr5	162617474	162618138	+	0	NA	Intergenic	Intergenic	-246771	CCNG1	CCNG1	NM_199246			CCNG1			NA
Interval_7730	chr8	21350032	21350260	+	0	NA	Intergenic	Intergenic	194396	LOC101929172	LOC101929172	NR_104677			LOC101929172			NA
Interval_2730	chr16	134759	135298	+	0	NA	TTS (NPRL3)	-TTS (NPRL3)	6859	MPG	MPG	NM_002434			MPG			NA
Interval_305	chr1	82064225	82064704	+	0	NA	Intergenic	Intergenic	-41077	LOC101927434	LOC101927434	NR_125943			LOC101927434			NA
Interval_3575	chr18	19433032	19433225	+	0	NA	exon (MIB1, exon 18 of 21)	-exon (MIB1, exon 18 of 21)	-21761	MIR133A1HG	MIR133A1HG	NR_110369			MIR133A1HG			NA
Interval_4201	chr2	25706512	25706756	+	0	NA	intron (DTNB, intron 9 of 17)	-intron (DTNB, intron 9 of 19)	-141175	DNMT3A	DNMT3A	NM_175630			DNMT3A			NA
Interval_4806	chr20	5591485	5591873	+	0	NA	promoter-TSS (GPCPD1)	-promoter-TSS (GPCPD1)	-7	GPCPD1	GPCPD1	NM_019593			GPCPD1			NA
Interval_5584	chr3	72732149	72732555	+	0	NA	Intergenic	Intergenic	165246	SHQ1	SHQ1	NM_018130			SHQ1			NA
Interval_492	chr1	161464046	161464381	+	0	NA	Intergenic	Intergenic	-10992	FCGR2A	FCGR2A	NM_001136219			FCGR2A			NA
Interval_5400	chr3	16414073	16414325	+	0	NA	intron (RFTN1, intron 5 of 9)	-intron (RFTN1, intron 5 of 9)	107532	OXNAD1	OXNAD1	NM_138381			OXNAD1			NA
Interval_2981	chr16	66785352	66785738	+	0	NA	promoter-TSS (DYNC1LI2)	-promoter-TSS (DYNC1LI2)	-20	DYNC1LI2	DYNC1LI2	NM_006141			DYNC1LI2			NA
Interval_880	chr10	21259678	21259935	+	0	NA	intron (NEBL, intron 3 of 6)	-intron (NEBL, intron 3 of 6)	175682	C10orf113	C10orf113	NM_001177483			C10orf113			NA
Interval_7275	chr7	5270833	5271070	+	0	NA	exon (WIPI2, exon 13 of 13)	-exon (WIPI2, exon 13 of 13)	41116	WIPI2	WIPI2	NM_016003			WIPI2			NA
Interval_6779	chr6	15732582	15733111	+	0	NA	Intergenic	Intergenic	-69557	DTNBP1	DTNBP1	NM_183040			DTNBP1			NA
Interval_7404	chr7	44677746	44678004	+	0	NA	intron (OGDH, intron 2 of 22)	-intron (OGDH, intron 2 of 8)	31754	OGDH	OGDH	NM_002541			OGDH			NA
Interval_467	chr1	157219250	157219687	+	0	NA	Intergenic	Intergenic	-111291	ETV3	ETV3	NM_001145312			ETV3			NA
Interval_4925	chr20	44061010	44061299	+	0	NA	Intergenic	Intergenic	7004	MIR6812	MIR6812	NR_106870			MIR6812			NA
Interval_6024	chr4	54614487	54614872	+	0	NA	Intergenic	Intergenic	52611	LOC100506444	LOC100506444	NR_125918			LOC100506444			NA
Interval_4807	chr20	5627323	5627588	+	0	NA	Intergenic	Intergenic	-35783	GPCPD1	GPCPD1	NM_019593			GPCPD1			NA
Interval_3574	chr18	14236771	14236964	+	0	NA	Intergenic	Intergenic	57771	ANKRD20A5P	ANKRD20A5P	NR_040113			ANKRD20A5P			NA
Interval_7612	chr7	126359493	126359857	+	0	NA	intron (GRM8, intron 6 of 10)	-intron (GRM8, intron 6 of 9)	338563	MIR592	MIR592	NR_030323			MIR592			NA
Interval_3359	chr17	56414305	56414938	+	0	NA	promoter-TSS (BZRAP1-AS1)	-promoter-TSS (BZRAP1-AS1)	58	BZRAP1-AS1	BZRAP1-AS1	NR_038415			BZRAP1-AS1			NA
Interval_3188	chr17	17875616	17876267	+	0	NA	promoter-TSS (TOM1L2)	-promoter-TSS (TOM1L2)	-157	TOM1L2	TOM1L2	NM_001082968			TOM1L2			NA
Interval_6389	chr5	76028846	76029282	+	0	NA	exon (F2R, exon 2 of 2)	-exon (F2R, exon 2 of 2)	17196	F2R	F2R	NM_001992			F2R			NA
Interval_1199	chr11	15991576	15991860	+	0	NA	promoter-TSS (MIR6073)	-promoter-TSS (MIR6073)	-551	MIR6073	MIR6073	NR_106721			MIR6073			NA
Interval_1305	chr11	64633219	64633528	+	0	NA	intron (EHD1, intron 2 of 4)	-intron (EHD1, intron 4 of 6)	12867	EHD1	EHD1	NM_001282445			EHD1			NA
Interval_656	chr1	206853030	206853458	+	0	NA	Intergenic	Intergenic	-5121	MAPKAPK2	MAPKAPK2	NM_032960			MAPKAPK2			NA
Interval_8112	chr9	36458568	36458837	+	0	NA	Intergenic	Intergenic	-57782	RNF38	RNF38	NM_194330			RNF38			NA
Interval_5661	chr3	114051430	114051811	+	0	NA	exon (ZBTB20, exon 5 of 5)	-exon (ZBTB20, exon 5 of 5)	-16204	MIR568	MIR568	NR_030293			MIR568			NA
Interval_7921	chr8	109306630	109306963	+	0	NA	Intergenic	Intergenic	-45837	EIF3E	EIF3E	NM_001568			EIF3E			NA
Interval_4646	chr2	202022871	202023099	+	0	NA	promoter-TSS (CFLAR-AS1)	-promoter-TSS (CFLAR-AS1)	-470	CFLAR-AS1	CFLAR-AS1	NR_040030			CFLAR-AS1			NA
Interval_2316	chr14	69152308	69152667	+	0	NA	Intergenic	Intergenic	108144	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_8067	chr9	5516834	5517134	+	0	NA	intron (PDCD1LG2, intron 1 of 6)	-intron (PDCD1LG2, intron 1 of 6)	6439	PDCD1LG2	PDCD1LG2	NM_025239			PDCD1LG2			NA
Interval_1343	chr11	67159176	67159491	+	0	NA	promoter-TSS (RAD9A)	-promoter-TSS (RAD9A)	-90	RAD9A	RAD9A	NM_001243224			RAD9A			NA
Interval_3521	chr17	80477364	80477607	+	0	NA	promoter-TSS (FOXK2)	-promoter-TSS (FOXK2)	-109	FOXK2	FOXK2	NM_004514			FOXK2			NA
Interval_8213	chr9	102015567	102015783	+	0	NA	Intergenic	Intergenic	31105	SEC61B	SEC61B	NM_006808			SEC61B			NA
Interval_6933	chr6	47428211	47428425	+	0	NA	Intergenic	Intergenic	-17207	CD2AP	CD2AP	NM_012120			CD2AP			NA
Interval_4965	chr20	49133246	49133516	+	0	NA	intron (PTPN1, intron 1 of 8)	-intron (PTPN1, intron 1 of 8)	6523	PTPN1	PTPN1	NM_002827			PTPN1			NA
Interval_6513	chr5	126096917	126097111	+	0	NA	Intergenic	Intergenic	-15301	LMNB1	LMNB1	NM_001198557			LMNB1			NA
Interval_7299	chr7	8216823	8217112	+	0	NA	intron (ICA1, intron 6 of 13)	-intron (ICA1, intron 6 of 13)	84715	ICA1	ICA1	NM_004968			ICA1			NA
Interval_8259	chr9	114791103	114791354	+	0	NA	intron (MIR3134, intron 3 of 3)	-intron (MIR3134, intron 3 of 3)	96848	MIR4668	MIR4668	NR_039814			MIR4668			NA
Interval_2450	chr14	104181738	104182293	+	0	NA	promoter-TSS (XRCC3)	-promoter-TSS (XRCC3)	-66	ZFYVE21	ZFYVE21	NM_024071			ZFYVE21			NA
Interval_5828	chr3	186236824	186237112	+	0	NA	Intergenic	Intergenic	25199	CRYGS	CRYGS	NM_017541			CRYGS			NA
Interval_7013	chr6	92940824	92941378	+	0	NA	Intergenic	Intergenic	-540955	CASC6	CASC6	NR_104154			CASC6			NA
Interval_3337	chr17	47592429	47592874	+	0	NA	TTS (NGFR)	-TTS (NGFR)	4472	MIR6165	MIR6165	NR_106751			MIR6165			NA
Interval_225	chr1	42217759	42217986	+	0	NA	intron (HIVEP3, intron 1 of 8)	-intron (HIVEP3, intron 1 of 7)	-267518	EDN2	EDN2	NM_001956			EDN2			NA
Interval_5241	chr22	35806302	35806605	+	0	NA	intron (MCM5, intron 6 of 16)	-intron (MCM5, intron 6 of 16)	10337	MCM5	MCM5	NM_006739			MCM5			NA
Interval_2180	chr14	22952745	22953088	+	0	NA	Intergenic	Intergenic	105227	DAD1	DAD1	NM_001344			DAD1			NA
Interval_3226	chr17	28500732	28500971	+	0	NA	intron (NSRP1, intron 3 of 6)	-intron (NSRP1, intron 2 of 5)	-56673	MIR3184	MIR3184	NR_036149			MIR3184			NA
Interval_1514	chr11	127510910	127511309	+	0	NA	Intergenic	Intergenic	370144	LOC101929497	LOC101929497	NR_120580			LOC101929497			NA
Interval_5329	chr22	50964568	50965067	+	0	NA	promoter-TSS (SCO2)	-promoter-TSS (SCO2)	-783	SCO2	SCO2	NM_001169109			SCO2			NA
Interval_1427	chr11	102462514	102462723	+	0	NA	intron (MMP20, intron 8 of 9)	-intron (MMP20, intron 8 of 9)	33445	MMP20	MMP20	NM_004771			MMP20			NA
Interval_3038	chr16	84538157	84538414	+	0	NA	promoter-TSS (TLDC1)	-promoter-TSS (TLDC1)	3	TLDC1	TLDC1	NM_020947			TLDC1			NA
Interval_6262	chr5	1140429	1140699	+	0	NA	Intergenic	Intergenic	-28392	SLC12A7	SLC12A7	NM_006598			SLC12A7			NA
Interval_815	chr10	3827574	3827976	+	0	NA	promoter-TSS (KLF6)	-promoter-TSS (KLF6)	-302	KLF6	KLF6	NM_001160124			KLF6			NA
Interval_3942	chr19	23578251	23578488	+	0	NA	promoter-TSS (ZNF91)	-promoter-TSS (ZNF91)	-7	ZNF91	ZNF91	NM_001300951			ZNF91			NA
Interval_423	chr1	150159257	150159590	+	0	NA	Intergenic	Intergenic	37331	PLEKHO1	PLEKHO1	NM_016274			PLEKHO1			NA
Interval_4516	chr2	137120345	137120573	+	0	NA	Intergenic	Intergenic	-244734	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_7925	chr8	114628230	114628489	+	0	NA	Intergenic	Intergenic	-238977	CSMD3	CSMD3	NM_198123			CSMD3			NA
Interval_3367	chr17	56708742	56709245	+	0	NA	intron (TEX14, intron 2 of 32)	-intron (TEX14, intron 2 of 32)	60423	TEX14	TEX14	NM_001201457			TEX14			NA
Interval_1875	chr12	110969568	110969959	+	0	NA	exon (RAD9B, exon 11 of 11)	-exon (RAD9B, exon 11 of 11)	29758	RAD9B	RAD9B	NM_001286536			RAD9B			NA
Interval_6242	chr4	185435456	185435839	+	0	NA	Intergenic	Intergenic	-39921	IRF2	IRF2	NM_002199			IRF2			NA
Interval_5952	chr4	22633001	22633359	+	0	NA	Intergenic	Intergenic	-82532	GBA3	GBA3	NM_020973			GBA3			NA
Interval_7790	chr8	38662873	38663073	+	0	NA	intron (TACC1, intron 2 of 12)	-intron (TACC1, intron 1 of 10)	18251	TACC1	TACC1	NM_001146216			TACC1			NA
Interval_1991	chr13	28842887	28843286	+	0	NA	intron (PAN3, intron 12 of 18)	-intron (PAN3, intron 12 of 18)	-129775	PAN3-AS1	PAN3-AS1	NR_029383			PAN3-AS1			NA
Interval_4174	chr2	15872420	15872695	+	0	NA	Intergenic	Intergenic	41651	LOC101926966	LOC101926966	NR_110201			LOC101926966			NA
Interval_6738	chr6	7389667	7389896	+	0	NA	promoter-TSS (RIOK1)	-promoter-TSS (RIOK1)	161	CAGE1	CAGE1	NM_205864			CAGE1			NA
Interval_7673	chr7	155075456	155075718	+	0	NA	Intergenic	Intergenic	-13899	INSIG1	INSIG1	NM_198336			INSIG1			NA
Interval_1013	chr10	87831629	87831834	+	0	NA	intron (GRID1, intron 4 of 15)	-intron (GRID1, intron 4 of 15)	192814	MIR346	MIR346	NR_029907			MIR346			NA
Interval_4836	chr20	17972697	17973244	+	0	NA	Intergenic	Intergenic	23208	MGME1	MGME1	NM_052865			MGME1			NA
Interval_6931	chr6	47326098	47326553	+	0	NA	Intergenic	Intergenic	-48642	TNFRSF21	TNFRSF21	NM_014452			TNFRSF21			NA
Interval_3774	chr19	2950468	2950733	+	0	NA	Intergenic	Intergenic	-5631	ZNF77	ZNF77	NM_021217			ZNF77			NA
Interval_834	chr10	6534181	6534683	+	0	NA	intron (PRKCQ, intron 7 of 17)	-intron (PRKCQ, intron 7 of 16)	87831	PRKCQ	PRKCQ	NM_001282644			PRKCQ			NA
Interval_1060	chr10	102672045	102672663	+	0	NA	promoter-TSS (FAM178A)	-promoter-TSS (FAM178A)	28	FAM178A	FAM178A	NM_018121			FAM178A			NA
Interval_2565	chr15	59774920	59775183	+	0	NA	intron (FAM81A, intron 3 of 8)	-intron (FAM81A, intron 3 of 8)	44679	FAM81A	FAM81A	NM_152450			FAM81A			NA
Interval_5569	chr3	66531259	66531473	+	0	NA	intron (LRIG1, intron 1 of 18)	-intron (LRIG1, intron 1 of 18)	19479	LRIG1	LRIG1	NM_015541			LRIG1			NA
Interval_1075	chr10	104677885	104678084	+	0	NA	promoter-TSS (CNNM2)	-promoter-TSS (CNNM2)	-91	CNNM2	CNNM2	NM_017649			CNNM2			NA
Interval_168	chr1	31202192	31202440	+	0	NA	Intergenic	Intergenic	-5884	MATN1	MATN1	NM_002379			MATN1			NA
Interval_530	chr1	173267151	173267351	+	0	NA	intron (LOC100506023, intron 2 of 2)	-intron (LOC100506023, intron 2 of 2)	-90799	TNFSF4	TNFSF4	NM_003326			TNFSF4			NA
Interval_1383	chr11	75525767	75526279	+	0	NA	promoter-TSS (UVRAG)	-promoter-TSS (UVRAG)	-189	UVRAG	UVRAG	NM_003369			UVRAG			NA
Interval_4026	chr19	45621988	45622280	+	0	NA	intron (PPP1R37, intron 1 of 12)	-intron (PPP1R37, intron 1 of 12)	25703	PPP1R37	PPP1R37	NM_019121			PPP1R37			NA
Interval_3505	chr17	79818482	79818681	+	0	NA	promoter-TSS (P4HB)	-promoter-TSS (P4HB)	-37	P4HB	P4HB	NM_000918			P4HB			NA
Interval_6934	chr6	47445257	47445470	+	0	NA	promoter-TSS (CD2AP)	-promoter-TSS (CD2AP)	-162	CD2AP	CD2AP	NM_012120			CD2AP			NA
Interval_8508	chrX	115126172	115127148	+	0	NA	Intergenic	Intergenic	-41216	LOC642776	LOC642776	NR_130730			LOC642776			NA
Interval_2034	chr13	42658924	42659127	+	0	NA	intron (DGKH, intron 1 of 29)	-intron (DGKH, intron 2 of 29)	-53153	DGKH	DGKH	NR_123715			DGKH			NA
Interval_1488	chr11	121287845	121288156	+	0	NA	Intergenic	Intergenic	-34912	SORL1	SORL1	NM_003105			SORL1			NA
Interval_5029	chr20	62638354	62638636	+	0	NA	intron (PRPF6, intron 9 of 20)	-intron (PRPF6, intron 9 of 20)	26064	PRPF6	PRPF6	NM_012469			PRPF6			NA
Interval_4929	chr20	44593931	44594163	+	0	NA	intron (ZNF335, intron 7 of 27)	-intron (ZNF335, intron 7 of 27)	6786	ZNF335	ZNF335	NM_022095			ZNF335			NA
Interval_3501	chr17	79212789	79213289	+	0	NA	promoter-TSS (C17orf89)	-promoter-TSS (C17orf89)	-72	C17orf89	C17orf89	NM_001086521			C17orf89			NA
Interval_4691	chr2	219762924	219763228	+	0	NA	Intergenic	Intergenic	17821	WNT10A	WNT10A	NM_025216			WNT10A			NA
Interval_3471	chr17	75440695	75441994	+	0	NA	intron (SEPT9, intron 1 of 9)	-intron (SEPT9, intron 3 of 11)	-48208	MIR4316	MIR4316	NR_036200			MIR4316			NA
Interval_8328	chr9	134138234	134138447	+	0	NA	intron (FAM78A, intron 1 of 1)	-intron (FAM78A, intron 1 of 1)	13566	FAM78A	FAM78A	NM_033387			FAM78A			NA
Interval_2075	chr13	61068402	61068678	+	0	NA	intron (TDRD3, intron 7 of 13)	-intron (TDRD3, intron 7 of 13)	97949	TDRD3	TDRD3	NM_030794			TDRD3			NA
Interval_1653	chr12	26902797	26903069	+	0	NA	intron (ITPR2, intron 2 of 56)	-intron (ITPR2, intron 2 of 56)	83198	ITPR2	ITPR2	NM_002223			ITPR2			NA
Interval_8450	chrX	39714998	39715233	+	0	NA	Intergenic	Intergenic	194645	MIR3937	MIR3937	NR_037501			MIR3937			NA
Interval_3651	chr18	49479791	49480255	+	0	NA	Intergenic	Intergenic	-386519	DCC	DCC	NM_005215			DCC			NA
Interval_2455	chr14	105536276	105536866	+	0	NA	Intergenic	Intergenic	-4684	GPR132	GPR132	NM_013345			GPR132			NA
Interval_4494	chr2	135169464	135169815	+	0	NA	intron (MGAT5, intron 11 of 15)	-intron (MGAT5, intron 11 of 15)	157809	MGAT5	MGAT5	NM_002410			MGAT5			NA
Interval_6280	chr5	10353614	10354029	+	0	NA	promoter-TSS (MARCH6)	-promoter-TSS (MARCH6)	70	MARCH6	MARCH6	NM_001270661			MARCH6			NA
Interval_2794	chr16	10869055	10869541	+	0	NA	intron (TVP23A, intron 2 of 7)	-intron (TVP23A, intron 2 of 7)	31655	NUBP1	NUBP1	NM_001278506			NUBP1			NA
Interval_6039	chr4	71602842	71603130	+	0	NA	intron (RUFY3, intron 1 of 18)	-intron (RUFY3, intron 1 of 17)	15427	RUFY3	RUFY3	NM_001037442			RUFY3			NA
Interval_7617	chr7	128991191	128991412	+	0	NA	intron (AHCYL2, intron 1 of 16)	-intron (AHCYL2, intron 1 of 16)	-82973	STRIP2	STRIP2	NM_020704			STRIP2			NA
Interval_774	chr1	236221643	236221847	+	0	NA	intron (NID1, intron 1 of 19)	-intron (NID1, intron 1 of 19)	6736	NID1	NID1	NM_002508			NID1			NA
Interval_6850	chr6	31830559	31830849	+	0	NA	promoter-TSS (NEU1)	-promoter-TSS (NEU1)	5	NEU1	NEU1	NM_000434_6			NEU1			NA
Interval_8402	chrX	12461804	12462192	+	0	NA	intron (FRMPD4, intron 1 of 16)	-intron (FRMPD4, intron 1 of 16)	305413	FRMPD4	FRMPD4	NM_014728			FRMPD4			NA
Interval_5655	chr3	112280693	112280916	+	0	NA	promoter-TSS (ATG3)	-promoter-TSS (ATG3)	6	ATG3	ATG3	NM_022488			ATG3			NA
Interval_5414	chr3	17221311	17221636	+	0	NA	intron (TBC1D5, intron 19 of 21)	-intron (TBC1D5, intron 21 of 23)	246785	MIR3714	MIR3714	NR_037465			MIR3714			NA
Interval_6068	chr4	79627025	79627222	+	0	NA	Intergenic	Intergenic	59975	LINC01094	LINC01094	NR_038308			LINC01094			NA
Interval_1615	chr12	14306780	14307027	+	0	NA	Intergenic	Intergenic	-173881	GRIN2B	GRIN2B	NM_000834			GRIN2B			NA
Interval_4782	chr2	242702464	242702772	+	0	NA	intron (D2HGDH, intron 7 of 7)	-intron (D2HGDH, intron 8 of 8)	-13622	GAL3ST2	GAL3ST2	NM_022134			GAL3ST2			NA
Interval_1243	chr11	36310915	36311177	+	0	NA	promoter-TSS (COMMD9)	-promoter-TSS (COMMD9)	-47	COMMD9	COMMD9	NM_014186			COMMD9			NA
Interval_7319	chr7	21129345	21129633	+	0	NA	Intergenic	Intergenic	254439	LINC01162	LINC01162	NR_126381			LINC01162			NA
Interval_2551	chr15	54581955	54582325	+	0	NA	intron (UNC13C, intron 8 of 30)	-intron (UNC13C, intron 8 of 30)	277039	UNC13C	UNC13C	NM_001080534			UNC13C			NA
Interval_2670	chr15	81594100	81594484	+	0	NA	intron (IL16, intron 14 of 17)	-intron (IL16, intron 15 of 18)	22232	STARD5	STARD5	NM_181900			STARD5			NA
Interval_48	chr1	8709134	8709355	+	0	NA	intron (RERE, intron 3 of 23)	-intron (RERE, intron 2 of 22)	168455	RERE	RERE	NM_012102			RERE			NA
