PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6710	chr16	56235956	56236228	+	0	NA	intron (GNAO1, intron 2 of 7)	-intron (GNAO1, intron 2 of 8)	-7655	DKFZP434H168	DKFZP434H168	NR_026889			DKFZP434H168			NA
Interval_13163	chr4	114604281	114604632	+	0	NA	intron (CAMK2D, intron 2 of 17)	-intron (CAMK2D, intron 2 of 18)	78627	CAMK2D	CAMK2D	NM_172114			CAMK2D			NA
Interval_5097	chr14	20955283	20955509	+	0	NA	Intergenic	Intergenic	17858	PNP	PNP	NM_000270			PNP			NA
Interval_14165	chr5	130975354	130976425	+	0	NA	Intergenic	Intergenic	-4960	RAPGEF6	RAPGEF6	NM_001164390			RAPGEF6			NA
Interval_8479	chr19	29196735	29197050	+	0	NA	intron (LOC100420587, intron 5 of 9)	-intron (LOC100420587, intron 5 of 9)	21709	LOC100420587	LOC100420587	NR_110759			LOC100420587			NA
Interval_4345	chr12	109025846	109026023	+	0	NA	promoter-TSS (SELPLG)	-promoter-TSS (SELPLG)	1736	SELPLG	SELPLG	NM_003006			SELPLG			NA
Interval_7347	chr17	40636373	40636797	+	0	NA	intron (ATP6V0A1, intron 9 of 20)	-intron (ATP6V0A1, intron 9 of 20)	-10206	MIR548AT	MIR548AT	NR_049845			MIR548AT			NA
Interval_8341	chr19	11847522	11847815	+	0	NA	intron (ZNF823, intron 1 of 2)	-intron (ZNF823, intron 1 of 3)	2156	ZNF823	ZNF823	NM_001080493			ZNF823			NA
Interval_14763	chr6	22762955	22763303	+	0	NA	Intergenic	Intergenic	193451	HDGFL1	HDGFL1	NM_138574			HDGFL1			NA
Interval_2733	chr10	124318730	124319171	+	0	NA	Intergenic	Intergenic	-1231	DMBT1	DMBT1	NM_004406			DMBT1			NA
Interval_15652	chr7	1632162	1632433	+	0	NA	Intergenic	Intergenic	-21809	TFAMP1	TFAMP1	NR_001288			TFAMP1			NA
Interval_13022	chr4	89611222	89611549	+	0	NA	intron (HERC3, intron 23 of 25)	-intron (HERC3, intron 22 of 24)	7638	NAP1L5	NAP1L5	NM_153757			NAP1L5			NA
Interval_16859	chr8	80927909	80928086	+	0	NA	intron (MRPS28, intron 1 of 2)	-intron (MRPS28, intron 1 of 2)	14509	MRPS28	MRPS28	NM_014018			MRPS28			NA
Interval_11180	chr22	27043962	27044141	+	0	NA	Intergenic	Intergenic	-9395	MIAT	MIAT	NR_033320			MIAT			NA
Interval_7465	chr17	54284486	54284824	+	0	NA	intron (ANKFN1, intron 1 of 16)	-intron (ANKFN1, intron 1 of 16)	53819	ANKFN1	ANKFN1	NM_153228			ANKFN1			NA
Interval_2133	chr10	34334555	34334835	+	0	NA	Intergenic	Intergenic	-273087	LINC00838	LINC00838	NR_038932			LINC00838			NA
Interval_3884	chr12	27391252	27391497	+	0	NA	Intergenic	Intergenic	-5704	STK38L	STK38L	NM_015000			STK38L			NA
Interval_13799	chr5	67702256	67702468	+	0	NA	Intergenic	Intergenic	118110	PIK3R1	PIK3R1	NM_181523			PIK3R1			NA
Interval_12145	chr3	111030552	111030919	+	0	NA	Intergenic	Intergenic	-230191	CD96	CD96	NM_198196			CD96			NA
Interval_5532	chr14	91526539	91526817	+	0	NA	exon (RPS6KA5, exon 1 of 17)	-exon (RPS6KA5, exon 1 of 17)	315	RPS6KA5	RPS6KA5	NM_004755			RPS6KA5			NA
Interval_1609	chr1	226841013	226841524	+	0	NA	intron (ITPKB, intron 2 of 7)	-intron (ITPKB, intron 2 of 7)	21501	ITPKB-IT1	ITPKB-IT1	NR_103784			ITPKB-IT1			NA
Interval_10896	chr21	34604979	34605295	+	0	NA	intron (IFNAR2, intron 1 of 8)	-intron (IFNAR2, intron 1 of 8)	2937	IFNAR2	IFNAR2	NM_001289125			IFNAR2			NA
Interval_286	chr1	28523545	28523788	+	0	NA	Intergenic	Intergenic	-20211	PTAFR	PTAFR	NM_001164721			PTAFR			NA
Interval_13749	chr5	56791253	56791535	+	0	NA	Intergenic	Intergenic	-12758	ACTBL2	ACTBL2	NM_001017992			ACTBL2			NA
Interval_8097	chr18	57814585	57814910	+	0	NA	Intergenic	Intergenic	225254	MC4R	MC4R	NM_005912			MC4R			NA
Interval_17164	chr8	133893539	133893829	+	0	NA	intron (TG, intron 5 of 47)	-intron (TG, intron 5 of 47)	14479	TG	TG	NM_003235			TG			NA
Interval_898	chr1	113850941	113851279	+	0	NA	Intergenic	Intergenic	-82365	MAGI3	MAGI3	NM_001142782			MAGI3			NA
Interval_14150	chr5	128794468	128794651	+	0	NA	TTS (ADAMTS19-AS1)	-TTS (ADAMTS19-AS1)	-1544	ADAMTS19	ADAMTS19	NM_133638			ADAMTS19			NA
Interval_14422	chr5	160632427	160632807	+	0	NA	Intergenic	Intergenic	-266984	LOC285629	LOC285629	NR_027111			LOC285629			NA
Interval_1286	chr1	183163924	183164317	+	0	NA	intron (LAMC2, intron 1 of 21)	-intron (LAMC2, intron 1 of 22)	8946	LAMC2	LAMC2	NM_005562			LAMC2			NA
Interval_3662	chr11	134628842	134629263	+	0	NA	Intergenic	Intergenic	322676	LOC283177	LOC283177	NR_033852			LOC283177			NA
Interval_17791	chr9	123089138	123089422	+	0	NA	Intergenic	Intergenic	-81952	MIR147A	MIR147A	NR_029604			MIR147A			NA
Interval_8403	chr19	16189458	16189926	+	0	NA	intron (TPM4, intron 1 of 7)	-intron (TPM4, intron 2 of 8)	2557	TPM4	TPM4	NM_001145160			TPM4			NA
Interval_1187	chr1	169573991	169574303	+	0	NA	intron (SELP, intron 9 of 16)	-intron (SELP, intron 9 of 16)	-18378	F5	F5	NM_000130			F5			NA
Interval_11270	chr22	36851168	36851420	+	0	NA	Intergenic	Intergenic	26393	TXN2	TXN2	NM_012473			TXN2			NA
Interval_18127	chrX	46039723	46039966	+	0	NA	Intergenic	Intergenic	147265	LINC01186	LINC01186	NR_110388			LINC01186			NA
Interval_13191	chr4	123355497	123355857	+	0	NA	Intergenic	Intergenic	21973	IL2	IL2	NM_000586			IL2			NA
Interval_4326	chr12	105870360	105870865	+	0	NA	Intergenic	Intergenic	146198	C12orf75	C12orf75	NM_001145199			C12orf75			NA
Interval_13926	chr5	81916746	81917136	+	0	NA	Intergenic	Intergenic	-219033	MIR3977	MIR3977	NR_039773			MIR3977			NA
Interval_13172	chr4	118706715	118706954	+	0	NA	Intergenic	Intergenic	-248666	NDST3	NDST3	NM_004784			NDST3			NA
Interval_6775	chr16	68113603	68114306	+	0	NA	TTS (DUS2)	-TTS (DUS2)	-5315	NFATC3	NFATC3	NM_173165			NFATC3			NA
Interval_9300	chr2	97636720	97636914	+	0	NA	intron (FAM178B, intron 3 of 16)	-intron (FAM178B, intron 3 of 16)	51974	LOC101927053	LOC101927053	NR_110209			LOC101927053			NA
Interval_341	chr1	32716672	32716852	+	0	NA	promoter-TSS (LCK)	-promoter-TSS (LCK)	-78	LCK	LCK	NM_001042771			LCK			NA
Interval_17069	chr8	124179733	124179965	+	0	NA	Intergenic	Intergenic	-11438	FAM83A	FAM83A	NM_001288587			FAM83A			NA
Interval_17365	chr9	16179622	16179902	+	0	NA	Intergenic	Intergenic	96549	C9orf92	C9orf92	NR_073471			C9orf92			NA
Interval_7180	chr17	20945549	20945931	+	0	NA	intron (USP22, intron 1 of 12)	-intron (USP22, intron 1 of 12)	612	USP22	USP22	NM_015276			USP22			NA
Interval_10496	chr20	31258661	31259000	+	0	NA	Intergenic	Intergenic	-19047	C20orf203	C20orf203	NM_182584			C20orf203			NA
Interval_6654	chr16	46916381	46916727	+	0	NA	Intergenic	Intergenic	-1738	GPT2	GPT2	NM_001142466			GPT2			NA
Interval_18245	chrX	119468524	119468728	+	0	NA	Intergenic	Intergenic	-23235	TMEM255A	TMEM255A	NM_001104545			TMEM255A			NA
Interval_12315	chr3	138552009	138552417	+	0	NA	Intergenic	Intergenic	-74012	PIK3CB	PIK3CB	NM_006219			PIK3CB			NA
Interval_14897	chr6	36915621	36916078	+	0	NA	promoter-TSS (PI16)	-promoter-TSS (PI16)	-6360	PI16	PI16	NM_001199159			PI16			NA
Interval_4147	chr12	71448224	71448734	+	0	NA	Intergenic	Intergenic	103300	TSPAN8	TSPAN8	NM_004616			TSPAN8			NA
Interval_3482	chr11	116724365	116724669	+	0	NA	intron (SIK3, intron 20 of 23)	-intron (SIK3, intron 21 of 24)	-16179	APOA1	APOA1	NM_000039			APOA1			NA
Interval_18153	chrX	63284661	63284954	+	0	NA	Intergenic	Intergenic	140817	AMER1	AMER1	NM_152424			AMER1			NA
Interval_11291	chr22	38068178	38068577	+	0	NA	Intergenic	Intergenic	-3236	LGALS1	LGALS1	NM_002305			LGALS1			NA
Interval_16831	chr8	71053819	71054056	+	0	NA	intron (NCOA2, intron 13 of 22)	-intron (NCOA2, intron 13 of 22)	-70375	PRDM14	PRDM14	NM_024504			PRDM14			NA
Interval_3785	chr12	11135021	11135208	+	0	NA	intron (PRH1, intron 2 of 5)	-intron (PRH1, intron 2 of 6)	4397	TAS2R50	TAS2R50	NM_176890			TAS2R50			NA
Interval_10219	chr2	240181219	240181469	+	0	NA	intron (HDAC4, intron 2 of 26)	-intron (HDAC4, intron 2 of 26)	-45813	MIR4269	MIR4269	NR_036229			MIR4269			NA
Interval_2053	chr10	22971132	22971798	+	0	NA	intron (PIP4K2A, intron 1 of 9)	-intron (PIP4K2A, intron 1 of 9)	32038	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
Interval_11530	chr3	15313268	15313733	+	0	NA	intron (SH3BP5, intron 3 of 8)	-intron (SH3BP5, intron 3 of 8)	17809	SH3BP5-AS1	SH3BP5-AS1	NR_046084			SH3BP5-AS1			NA
Interval_13368	chr4	157558829	157559099	+	0	NA	Intergenic	Intergenic	333582	PDGFC	PDGFC	NM_016205			PDGFC			NA
Interval_1793	chr1	241675427	241675874	+	0	NA	intron (FH, intron 3 of 9)	-intron (FH, intron 3 of 9)	7435	FH	FH	NM_000143			FH			NA
Interval_13266	chr4	143328384	143328638	+	0	NA	intron (INPP4B, intron 6 of 26)	-intron (INPP4B, intron 5 of 25)	439093	INPP4B	INPP4B	NM_001101669			INPP4B			NA
Interval_9351	chr2	100851601	100851935	+	0	NA	intron (LINC01104, intron 1 of 2)	-intron (LINC01104, intron 1 of 2)	27052	LINC01104	LINC01104	NR_103730			LINC01104			NA
Interval_14018	chr5	107320891	107321068	+	0	NA	intron (FBXL17, intron 7 of 8)	-intron (FBXL17, intron 7 of 8)	-314383	EFNA5	EFNA5	NM_001962			EFNA5			NA
Interval_12153	chr3	111386611	111387186	+	0	NA	Intergenic	Intergenic	-6625	PLCXD2	PLCXD2	NM_153268			PLCXD2			NA
Interval_12818	chr4	39367800	39367994	+	0	NA	exon (RFC1, exon 1 of 25)	-exon (RFC1, exon 1 of 25)	104	RFC1	RFC1	NM_002913			RFC1			NA
Interval_18386	chrY	22687734	22687954	+	0	NA	Intergenic	Intergenic	-6730	TTTY10	TTTY10	NR_001542			TTTY10			NA
Interval_17989	chr9	139990175	139990401	+	0	NA	intron (MAN1B1, intron 4 of 13)	-intron (MAN1B1, intron 3 of 12)	8909	MAN1B1	MAN1B1	NM_016219			MAN1B1			NA
Interval_3487	chr11	117014731	117014908	+	0	NA	promoter-TSS (PAFAH1B2)	-promoter-TSS (PAFAH1B2)	-181	PAFAH1B2	PAFAH1B2	NR_110269			PAFAH1B2			NA
Interval_11638	chr3	27791260	27791437	+	0	NA	Intergenic	Intergenic	-27142	EOMES	EOMES	NM_001278183			EOMES			NA
Interval_6758	chr16	66556171	66556405	+	0	NA	intron (TK2, intron 5 of 8)	-intron (TK2, intron 6 of 9)	28027	TK2	TK2	NM_001271935			TK2			NA
Interval_9822	chr2	179387704	179387898	+	0	NA	promoter-TSS (TTN-AS1)	-promoter-TSS (TTN-AS1)	247	TTN-AS1	TTN-AS1	NR_038271			TTN-AS1			NA
Interval_3156	chr11	62528294	62528587	+	0	NA	promoter-TSS (POLR2G)	-promoter-TSS (POLR2G)	-571	POLR2G	POLR2G	NM_002696			POLR2G			NA
Interval_15121	chr6	75920840	75921363	+	0	NA	Intergenic	Intergenic	-5478	COL12A1	COL12A1	NM_080645			COL12A1			NA
Interval_1935	chr10	11208040	11208290	+	0	NA	intron (CELF2, intron 2 of 14)	-intron (CELF2, intron 2 of 14)	-60714	CELF2-AS2	CELF2-AS2	NR_046108			CELF2-AS2			NA
Interval_9940	chr2	199627085	199627719	+	0	NA	Intergenic	Intergenic	-387581	LOC101927619	LOC101927619	NR_110267			LOC101927619			NA
Interval_12109	chr3	106988113	106988374	+	0	NA	intron (LINC00883, intron 1 of 3)	-intron (LINC00883, intron 1 of 3)	28704	LINC00883	LINC00883	NR_028302			LINC00883			NA
Interval_17270	chr8	144598226	144598976	+	0	NA	intron (ZC3H3, intron 3 of 11)	-intron (ZC3H3, intron 3 of 11)	25019	ZC3H3	ZC3H3	NM_015117			ZC3H3			NA
Interval_17701	chr9	107954149	107954379	+	0	NA	Intergenic	Intergenic	-52630	SLC44A1	SLC44A1	NM_001286730			SLC44A1			NA
Interval_3104	chr11	58053141	58053569	+	0	NA	Intergenic	Intergenic	-17623	OR10W1	OR10W1	NM_207374			OR10W1			NA
Interval_15967	chr7	55536915	55537349	+	0	NA	Intergenic	Intergenic	103068	VOPP1	VOPP1	NM_030796			VOPP1			NA
Interval_11503	chr3	13276648	13276963	+	0	NA	Intergenic	Intergenic	185014	NUP210	NUP210	NM_024923			NUP210			NA
Interval_14543	chr6	1202469	1202808	+	0	NA	Intergenic	Intergenic	-101071	LOC285768	LOC285768	NR_027115			LOC285768			NA
Interval_4598	chr13	23529222	23529617	+	0	NA	Intergenic	Intergenic	-57099	BASP1P1	BASP1P1	NR_033774			BASP1P1			NA
Interval_1964	chr10	12490696	12491128	+	0	NA	intron (CAMK1D, intron 1 of 10)	-intron (CAMK1D, intron 1 of 9)	99370	CAMK1D	CAMK1D	NM_153498			CAMK1D			NA
Interval_1567	chr1	222302468	222302660	+	0	NA	Intergenic	Intergenic	-288556	LOC101929771	LOC101929771	NR_125989			LOC101929771			NA
Interval_11520	chr3	14320650	14320871	+	0	NA	Intergenic	Intergenic	73308	LINC01267	LINC01267	NR_110135			LINC01267			NA
Interval_15301	chr6	112163121	112163342	+	0	NA	intron (FYN, intron 2 of 13)	-intron (FYN, intron 2 of 13)	-82897	FYN	FYN	NM_002037			FYN			NA
Interval_13738	chr5	55396465	55396720	+	0	NA	intron (ANKRD55, intron 11 of 11)	-intron (ANKRD55, intron 11 of 11)	105597	FLJ31104	FLJ31104	NR_102755			FLJ31104			NA
Interval_12537	chr3	186307764	186308037	+	0	NA	Intergenic	Intergenic	19435	DNAJB11	DNAJB11	NM_016306			DNAJB11			NA
Interval_9958	chr2	201733526	201733703	+	0	NA	Intergenic	Intergenic	-4147	CLK1	CLK1	NM_004071			CLK1			NA
Interval_13218	chr4	129691921	129692306	+	0	NA	Intergenic	Intergenic	-38665	JADE1	JADE1	NM_001287443			JADE1			NA
Interval_10697	chr20	55823320	55823528	+	0	NA	intron (BMP7, intron 1 of 6)	-intron (BMP7, intron 1 of 6)	18283	BMP7	BMP7	NM_001719			BMP7			NA
Interval_17251	chr8	142114916	142115157	+	0	NA	Intergenic	Intergenic	-23684	DENND3	DENND3	NM_014957			DENND3			NA
Interval_18111	chrX	42793699	42793992	+	0	NA	Intergenic	Intergenic	-156359	PPP1R2P9	PPP1R2P9	NR_002191			PPP1R2P9			NA
Interval_12954	chr4	78100593	78101091	+	0	NA	Intergenic	Intergenic	22485	CCNG2	CCNG2	NM_004354			CCNG2			NA
Interval_16328	chr7	144133570	144133813	+	0	NA	Intergenic	Intergenic	-26371	NOBOX	NOBOX	NM_001080413			NOBOX			NA
Interval_8006	chr18	43266655	43267468	+	0	NA	Intergenic	Intergenic	-37031	SLC14A1	SLC14A1	NM_001146036			SLC14A1			NA
Interval_177	chr1	19808433	19808945	+	0	NA	intron (CAPZB, intron 1 of 8)	-intron (CAPZB, intron 1 of 9)	3446	CAPZB	CAPZB	NM_001206540			CAPZB			NA
Interval_1396	chr1	202129041	202129277	+	0	NA	promoter-TSS (PTPN7)	-promoter-TSS (PTPN7)	1557	PTPN7	PTPN7	NM_001199797			PTPN7			NA
Interval_4473	chr12	122811208	122811449	+	0	NA	intron (CLIP1, intron 15 of 23)	-intron (CLIP1, intron 17 of 25)	-60260	VPS33A	VPS33A	NM_022916			VPS33A			NA
Interval_3461	chr11	113968700	113968932	+	0	NA	intron (ZBTB16, intron 2 of 6)	-intron (ZBTB16, intron 2 of 6)	38385	ZBTB16	ZBTB16	NM_001018011			ZBTB16			NA
Interval_14206	chr5	133161544	133161744	+	0	NA	Intergenic	Intergenic	-87724	WSPAR	WSPAR	NR_131252			WSPAR			NA
Interval_9269	chr2	87052229	87052781	+	0	NA	intron (CD8B, intron 5 of 6)	-intron (CD8B, intron 3 of 3)	-33668	CD8A	CD8A	NM_001145873			CD8A			NA
Interval_4853	chr13	52737126	52737571	+	0	NA	Intergenic	Intergenic	-3352	NEK3	NEK3	NR_027415			NEK3			NA
Interval_8011	chr18	43578093	43578594	+	0	NA	intron (PSTPIP2, intron 8 of 14)	-intron (PSTPIP2, intron 8 of 14)	-31038	EPG5	EPG5	NM_020964			EPG5			NA
Interval_511	chr1	54748968	54749295	+	0	NA	intron (SSBP3, intron 4 of 17)	-intron (SSBP3, intron 4 of 16)	47015	SSBP3-AS1	SSBP3-AS1	NR_103541			SSBP3-AS1			NA
Interval_1555	chr1	221861477	221861764	+	0	NA	Intergenic	Intergenic	53898	DUSP10	DUSP10	NM_007207			DUSP10			NA
Interval_4627	chr13	26473745	26473974	+	0	NA	intron (ATP8A2, intron 33 of 36)	-intron (ATP8A2, intron 33 of 36)	151339	SHISA2	SHISA2	NM_001007538			SHISA2			NA
Interval_5009	chr13	100308936	100309408	+	0	NA	intron (CLYBL, intron 1 of 9)	-intron (CLYBL, intron 1 of 8)	13859	MIR4306	MIR4306	NR_036191			MIR4306			NA
Interval_12073	chr3	98450962	98451160	+	0	NA	promoter-TSS (ST3GAL6)	-promoter-TSS (ST3GAL6)	434	ST3GAL6-AS1	ST3GAL6-AS1	NR_046683			ST3GAL6-AS1			NA
Interval_18328	chrX	148584955	148585515	+	0	NA	intron (IDS, intron 2 of 8)	-intron (IDS, intron 2 of 8)	1649	IDS	IDS	NM_006123			IDS			NA
Interval_6246	chr15	86231969	86232203	+	0	NA	intron (AKAP13, intron 16 of 36)	-intron (AKAP13, intron 8 of 28)	69870	LOC101929679	LOC101929679	NR_120366			LOC101929679			NA
Interval_335	chr1	32409936	32410315	+	0	NA	Intergenic	Intergenic	-6137	PTP4A2	PTP4A2	NM_080391			PTP4A2			NA
Interval_4189	chr12	89325248	89325934	+	0	NA	Intergenic	Intergenic	87878	LOC728084	LOC728084	NR_038385			LOC728084			NA
Interval_6027	chr15	64914663	64915486	+	0	NA	exon (ZNF609, exon 2 of 9)	-exon (ZNF609, exon 2 of 9)	80406	OAZ2	OAZ2	NM_002537			OAZ2			NA
Interval_404	chr1	41260981	41261493	+	0	NA	intron (KCNQ4, intron 1 of 12)	-intron (KCNQ4, intron 1 of 13)	11553	KCNQ4	KCNQ4	NM_172163			KCNQ4			NA
Interval_5559	chr14	92997731	92998253	+	0	NA	intron (RIN3, intron 1 of 9)	-intron (RIN3, intron 1 of 9)	17867	RIN3	RIN3	NM_024832			RIN3			NA
Interval_3685	chr12	1851126	1851451	+	0	NA	intron (ADIPOR2, intron 1 of 7)	-intron (ADIPOR2, intron 1 of 7)	51041	ADIPOR2	ADIPOR2	NM_024551			ADIPOR2			NA
Interval_17502	chr9	79191182	79191568	+	0	NA	Intergenic	Intergenic	117307	GCNT1	GCNT1	NM_001097633			GCNT1			NA
Interval_1192	chr1	169663473	169663913	+	0	NA	intron (SELL, intron 6 of 6)	-intron (SELL, intron 8 of 8)	14304	SELL	SELL	NM_000655			SELL			NA
Interval_14667	chr6	14387044	14387239	+	0	NA	Intergenic	Intergenic	-101456	LINC01108	LINC01108	NR_108097			LINC01108			NA
Interval_17148	chr8	130912410	130912671	+	0	NA	intron (FAM49B, intron 3 of 13)	-intron (FAM49B, intron 3 of 12)	108159	MIR5194	MIR5194	NR_049826			MIR5194			NA
Interval_1583	chr1	223840345	223840608	+	0	NA	intron (CAPN8, intron 2 of 16)	-intron (CAPN8, intron 2 of 16)	12960	CAPN8	CAPN8	NM_001143962			CAPN8			NA
Interval_5953	chr15	58556158	58556783	+	0	NA	Intergenic	Intergenic	126062	AQP9	AQP9	NM_020980			AQP9			NA
Interval_3531	chr11	119576694	119577186	+	0	NA	intron (PVRL1, intron 1 of 5)	-intron (PVRL1, intron 1 of 5)	22495	PVRL1	PVRL1	NM_203285			PVRL1			NA
Interval_1607	chr1	226632678	226633067	+	0	NA	Intergenic	Intergenic	-37071	PARP1	PARP1	NM_001618			PARP1			NA
Interval_15143	chr6	84342713	84343178	+	0	NA	intron (SNAP91, intron 8 of 28)	-intron (SNAP91, intron 8 of 28)	76182	SNAP91	SNAP91	NM_001256717			SNAP91			NA
Interval_15755	chr7	21405958	21406263	+	0	NA	Intergenic	Intergenic	-61579	SP4	SP4	NM_003112			SP4			NA
Interval_15818	chr7	29196310	29196987	+	0	NA	intron (CHN2, intron 2 of 13)	-intron (CHN2, intron 2 of 13)	-10495	CPVL	CPVL	NM_031311			CPVL			NA
Interval_907	chr1	114873116	114873421	+	0	NA	Intergenic	Intergenic	-178206	SYT6	SYT6	NM_001270805			SYT6			NA
Interval_15112	chr6	69344890	69345252	+	0	NA	promoter-TSS (ADGRB3)	-promoter-TSS (ADGRB3)	-561	ADGRB3	ADGRB3	NM_001704			ADGRB3			NA
Interval_5210	chr14	50830693	50830900	+	0	NA	intron (CDKL1, intron 1 of 8)	-intron (CDKL1, intron 2 of 8)	31846	CDKL1	CDKL1	NM_001282236			CDKL1			NA
Interval_11225	chr22	30705916	30706132	+	0	NA	intron (TBC1D10A, intron 1 of 8)	-intron (TBC1D10A, intron 1 of 8)	16931	TBC1D10A	TBC1D10A	NM_001204240			TBC1D10A			NA
Interval_18200	chrX	78351834	78352094	+	0	NA	Intergenic	Intergenic	-74505	GPR174	GPR174	NM_032553			GPR174			NA
Interval_14353	chr5	152732245	152732883	+	0	NA	Intergenic	Intergenic	-137520	GRIA1	GRIA1	NM_001114183			GRIA1			NA
Interval_2957	chr11	19611463	19611853	+	0	NA	intron (NAV2, intron 1 of 37)	-intron (NAV2, intron 1 of 37)	14801	MIR4486	MIR4486	NR_039706			MIR4486			NA
Interval_15065	chr6	52041367	52041826	+	0	NA	Intergenic	Intergenic	-9589	IL17A	IL17A	NM_002190			IL17A			NA
Interval_18168	chrX	65231948	65232309	+	0	NA	Intergenic	Intergenic	-6584	MIR223	MIR223	NR_029637			MIR223			NA
Interval_7585	chr17	64198006	64198220	+	0	NA	Intergenic	Intergenic	27443	APOH	APOH	NM_000042			APOH			NA
Interval_12675	chr4	6260452	6260802	+	0	NA	Intergenic	Intergenic	-10950	WFS1	WFS1	NM_006005			WFS1			NA
Interval_580	chr1	62248356	62248720	+	0	NA	intron (INADL, intron 7 of 42)	-intron (INADL, intron 7 of 42)	40389	INADL	INADL	NM_176877			INADL			NA
Interval_9697	chr2	161339173	161339755	+	0	NA	intron (RBMS1, intron 1 of 13)	-intron (RBMS1, intron 1 of 13)	10854	RBMS1	RBMS1	NM_002897			RBMS1			NA
Interval_15101	chr6	53752142	53752547	+	0	NA	intron (LRRC1, intron 4 of 13)	-intron (LRRC1, intron 4 of 13)	-42436	LOC101927189	LOC101927189	NR_125842			LOC101927189			NA
Interval_8653	chr19	49908749	49908991	+	0	NA	intron (CCDC155, intron 9 of 19)	-intron (CCDC155, intron 9 of 19)	17395	CCDC155	CCDC155	NM_144688			CCDC155			NA
Interval_8301	chr19	8546028	8546556	+	0	NA	intron (HNRNPM, intron 13 of 16)	-intron (HNRNPM, intron 10 of 13)	21246	PRAM1	PRAM1	NM_032152			PRAM1			NA
Interval_398	chr1	40781021	40781198	+	0	NA	intron (COL9A2, intron 2 of 31)	-intron (COL9A2, intron 2 of 31)	1830	COL9A2	COL9A2	NM_001852			COL9A2			NA
Interval_2827	chr11	3192568	3192845	+	0	NA	Intergenic	Intergenic	-6124	OSBPL5	OSBPL5	NM_145638			OSBPL5			NA
Interval_2602	chr10	112072748	112073041	+	0	NA	Intergenic	Intergenic	-8187	SMNDC1	SMNDC1	NM_005871			SMNDC1			NA
Interval_9571	chr2	131870301	131870677	+	0	NA	intron (PLEKHB2, intron 1 of 6)	-intron (PLEKHB2, intron 1 of 7)	8069	PLEKHB2	PLEKHB2	NM_001309451			PLEKHB2			NA
Interval_6762	chr16	66595406	66595867	+	0	NA	intron (CKLF-CMTM1, intron 2 of 3)	-intron (CKLF-CMTM1, intron 2 of 3)	-4658	CMTM1	CMTM1	NM_181272			CMTM1			NA
Interval_9314	chr2	99082169	99082524	+	0	NA	intron (INPP4A, intron 1 of 25)	-intron (INPP4A, intron 1 of 25)	21025	INPP4A	INPP4A	NM_001134224			INPP4A			NA
Interval_8599	chr19	45057920	45058213	+	0	NA	intron (CEACAM22P, intron 1 of 7)	-intron (CEACAM22P, intron 1 of 7)	2084	CEACAM22P	CEACAM22P	NR_027754			CEACAM22P			NA
Interval_15912	chr7	44117290	44117517	+	0	NA	intron (POLM, intron 5 of 10)	-intron (POLM, intron 5 of 8)	-4371	MIR6838	MIR6838	NR_106897			MIR6838			NA
Interval_16815	chr8	66904692	66904985	+	0	NA	Intergenic	Intergenic	-28953	DNAJC5B	DNAJC5B	NM_033105			DNAJC5B			NA
Interval_10499	chr20	31360249	31360544	+	0	NA	intron (DNMT3B, intron 1 of 19)	-intron (DNMT3B, intron 1 of 18)	-7262	DNMT3B	DNMT3B	NM_001207055			DNMT3B			NA
Interval_16706	chr8	38854343	38854633	+	0	NA	promoter-TSS (TM2D2)	-promoter-TSS (TM2D2)	-17	ADAM9	ADAM9	NM_003816			ADAM9			NA
Interval_13601	chr5	32537057	32537250	+	0	NA	Intergenic	Intergenic	-48452	SUB1	SUB1	NM_006713			SUB1			NA
Interval_10657	chr20	50664568	50664834	+	0	NA	Intergenic	Intergenic	143823	ZFP64	ZFP64	NM_018197			ZFP64			NA
Interval_310	chr1	31216471	31216807	+	0	NA	intron (LAPTM5, intron 1 of 7)	-intron (LAPTM5, intron 1 of 7)	-4560	MIR4420	MIR4420	NR_039616			MIR4420			NA
Interval_12765	chr4	18059090	18059305	+	0	NA	Intergenic	Intergenic	-35714	LCORL	LCORL	NM_153686			LCORL			NA
Interval_13047	chr4	99611001	99611179	+	0	NA	Intergenic	Intergenic	-31278	TSPAN5	TSPAN5	NM_005723			TSPAN5			NA
Interval_9055	chr2	55233405	55233875	+	0	NA	intron (RTN4, intron 1 of 6)	-intron (RTN4, intron 1 of 6)	42686	RTN4	RTN4	NM_153828			RTN4			NA
Interval_17836	chr9	126441696	126442070	+	0	NA	intron (DENND1A, intron 5 of 20)	-intron (DENND1A, intron 5 of 21)	-193982	MIR7150	MIR7150	NR_106972			MIR7150			NA
Interval_4775	chr13	46758285	46758731	+	0	NA	Intergenic	Intergenic	-2049	LCP1	LCP1	NM_002298			LCP1			NA
Interval_48	chr1	8209847	8210111	+	0	NA	Intergenic	Intergenic	-58753	LOC102724539	LOC102724539	NR_125998			LOC102724539			NA
