PeakID (cmd=annotatePeaks.pl PRDM1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_765	chr17	39835015	39835641	+	0	NA	Intergenic	Intergenic	-9799	EIF1	EIF1	NM_005801			EIF1			NA
Interval_597	chr15	40368621	40368906	+	0	NA	Intergenic	Intergenic	29876	BMF	BMF	NM_001003943			BMF			NA
Interval_1138	chr20	3913326	3913841	+	0	NA	exon (RNF24, exon 6 of 6)	-exon (RNF24, exon 6 of 6)	-15373	MIR103B2	MIR103B2	NR_031722			MIR103B2			NA
Interval_692	chr16	22696122	22696614	+	0	NA	Intergenic	Intergenic	-33235	MIR548D2	MIR548D2	NR_030385			MIR548D2			NA
Interval_1711	chr7	132229524	132229964	+	0	NA	intron (PLXNA4, intron 2 of 4)	-intron (PLXNA4, intron 1 of 3)	103703	PLXNA4	PLXNA4	NM_181775			PLXNA4			NA
Interval_154	chr1	172501168	172501835	+	0	NA	promoter-TSS (SUCO)	-promoter-TSS (SUCO)	12	SUCO	SUCO	NM_001282750			SUCO			NA
Interval_1012	chr2	38760296	38760631	+	0	NA	Intergenic	Intergenic	-17581	LOC101929596	LOC101929596	NR_110259			LOC101929596			NA
Interval_1472	chr5	118703744	118704228	+	0	NA	intron (TNFAIP8, intron 1 of 1)	-intron (TNFAIP8, intron 1 of 1)	12471	TNFAIP8	TNFAIP8	NM_001077654			TNFAIP8			NA
Interval_1319	chr3	119656011	119656432	+	0	NA	intron (GSK3B, intron 3 of 11)	-intron (GSK3B, intron 3 of 10)	156890	NR1I2	NR1I2	NM_033013			NR1I2			NA
Interval_326	chr11	9623000	9623357	+	0	NA	Intergenic	Intergenic	27950	WEE1	WEE1	NM_001143976			WEE1			NA
Interval_1244	chr22	37589911	37590436	+	0	NA	Intergenic	Intergenic	-5843	C1QTNF6	C1QTNF6	NM_031910			C1QTNF6			NA
Interval_1137	chr20	2512055	2512548	+	0	NA	Intergenic	Intergenic	-4952	TMC2	TMC2	NM_080751			TMC2			NA
Interval_1017	chr2	39957613	39958405	+	0	NA	Intergenic	Intergenic	48407	THUMPD2	THUMPD2	NM_025264			THUMPD2			NA
Interval_1037	chr2	74155681	74156230	+	0	NA	intron (DGUOK, intron 1 of 4)	-intron (DGUOK, intron 1 of 6)	2002	DGUOK	DGUOK	NM_080916			DGUOK			NA
Interval_1723	chr7	138796093	138797653	+	0	NA	Intergenic	Intergenic	-2408	ZC3HAV1	ZC3HAV1	NM_024625			ZC3HAV1			NA
Interval_992	chr2	24148580	24149708	+	0	NA	intron (ATAD2B, intron 1 of 28)	-intron (ATAD2B, intron 1 of 27)	840	ATAD2B	ATAD2B	NM_017552			ATAD2B			NA
Interval_919	chr19	22017884	22018360	+	0	NA	intron (ZNF43, intron 1 of 3)	-intron (ZNF43, intron 1 of 3)	888	ZNF43	ZNF43	NM_001256653			ZNF43			NA
Interval_1892	chr9	131798542	131799094	+	0	NA	promoter-TSS (FAM73B)	-promoter-TSS (FAM73B)	-435	FAM73B	FAM73B	NM_032809			FAM73B			NA
Interval_1873	chr9	114981143	114981570	+	0	NA	exon (PTBP3, exon 14 of 14)	-exon (PTBP3, exon 14 of 14)	-43779	SUSD1	SUSD1	NM_001282643			SUSD1			NA
Interval_17	chr1	12509560	12510088	+	0	NA	intron (VPS13D, intron 64 of 68)	-intron (VPS13D, intron 65 of 69)	-57476	SNORA59B	SNORA59B	NR_003022_1			SNORA59B			NA
Interval_979	chr2	10950248	10950540	+	0	NA	exon (PDIA6, exon 2 of 14)	-exon (PDIA6, exon 2 of 14)	2571	PDIA6	PDIA6	NM_001282705			PDIA6			NA
Interval_1539	chr6	26365284	26365841	+	0	NA	exon (BTN3A2, exon 1 of 11)	-exon (BTN3A2, exon 1 of 11)	175	BTN3A2	BTN3A2	NM_001197246			BTN3A2			NA
Interval_1262	chr3	11138147	11138615	+	0	NA	Intergenic	Intergenic	-40398	HRH1	HRH1	NM_001098211			HRH1			NA
Interval_368	chr11	62554704	62555448	+	0	NA	TTS (TAF6L)	-TTS (TAF6L)	202	TMEM179B	TMEM179B	NM_199337			TMEM179B			NA
Interval_1530	chr6	13379258	13379689	+	0	NA	intron (GFOD1, intron 1 of 1)	-intron (GFOD1, intron 1 of 1)	-50658	TBC1D7	TBC1D7	NM_001258457			TBC1D7			NA
Interval_1630	chr7	4045684	4046083	+	0	NA	intron (SDK1, intron 14 of 44)	-intron (SDK1, intron 14 of 44)	-676047	FOXK1	FOXK1	NM_001037165			FOXK1			NA
Interval_1933	chrX	154208547	154209829	+	0	NA	intron (F8, intron 6 of 25)	-intron (F8, intron 6 of 25)	-45876	FUNDC2	FUNDC2	NM_023934			FUNDC2			NA
Interval_374	chr11	64008027	64008603	+	0	NA	promoter-TSS (FKBP2)	-promoter-TSS (FKBP2)	-1273	FKBP2	FKBP2	NM_057092			FKBP2			NA
Interval_41	chr1	33524071	33524519	+	0	NA	Intergenic	Intergenic	-21783	AK2	AK2	NM_001199199			AK2			NA
Interval_1228	chr22	23396795	23397245	+	0	NA	Intergenic	Intergenic	-15649	GNAZ	GNAZ	NM_002073			GNAZ			NA
Interval_451	chr12	95466262	95467080	+	0	NA	intron (NR2C1, intron 1 of 13)	-intron (NR2C1, intron 1 of 11)	733	NR2C1	NR2C1	NM_001127362			NR2C1			NA
Interval_183	chr1	206942594	206943113	+	0	NA	intron (IL10, intron 4 of 4)	-intron (IL10, intron 4 of 4)	2986	IL10	IL10	NM_000572			IL10			NA
Interval_607	chr15	44041211	44042945	+	0	NA	intron (PDIA3, intron 1 of 12)	-intron (PDIA3, intron 1 of 12)	3488	PDIA3	PDIA3	NM_005313			PDIA3			NA
Interval_1042	chr2	86584659	86585138	+	0	NA	Intergenic	Intergenic	-20121	REEP1	REEP1	NM_001164730			REEP1			NA
Interval_847	chr18	21242935	21243912	+	0	NA	promoter-TSS (ANKRD29)	-promoter-TSS (ANKRD29)	-574	ANKRD29	ANKRD29	NM_001308238			ANKRD29			NA
Interval_415	chr12	9795145	9795497	+	0	NA	promoter-TSS (LOC374443)	-promoter-TSS (LOC374443)	-5194	LOC374443	LOC374443	NR_046447			LOC374443			NA
Interval_54	chr1	40923944	40925230	+	0	NA	intron (ZFP69B, intron 4 of 4)	-intron (ZFP69B, intron 4 of 4)	8250	ZFP69B	ZFP69B	NM_023070			ZFP69B			NA
Interval_574	chr14	98169293	98169588	+	0	NA	Intergenic	Intergenic	-16445	LOC100129345	LOC100129345	NR_033943			LOC100129345			NA
Interval_268	chr10	48513154	48513551	+	0	NA	Intergenic	Intergenic	-74214	GDF10	GDF10	NM_004962			GDF10			NA
Interval_1635	chr7	12714578	12714985	+	0	NA	Intergenic	Intergenic	-11671	ARL4A	ARL4A	NM_005738			ARL4A			NA
Interval_1489	chr5	143550179	143550544	+	0	NA	promoter-TSS (YIPF5)	-promoter-TSS (YIPF5)	-76	KCTD16	KCTD16	NM_020768			KCTD16			NA
Interval_1172	chr20	49100252	49100573	+	0	NA	Intergenic	Intergenic	-26446	PTPN1	PTPN1	NM_002827			PTPN1			NA
Interval_1117	chr2	231191558	231192082	+	0	NA	promoter-TSS (SP140L)	-promoter-TSS (SP140L)	-74	SP140L	SP140L	NM_001308162			SP140L			NA
Interval_930	chr19	38704532	38704846	+	0	NA	intron (DPF1, intron 8 of 10)	-intron (DPF1, intron 9 of 11)	10201	DPF1	DPF1	NM_001135156			DPF1			NA
Interval_708	chr16	47043696	47043992	+	0	NA	Intergenic	Intergenic	-36219	DNAJA2	DNAJA2	NM_005880			DNAJA2			NA
Interval_1066	chr2	131134583	131134865	+	0	NA	Intergenic	Intergenic	21144	PTPN18	PTPN18	NM_014369			PTPN18			NA
Interval_657	chr15	85951576	85951874	+	0	NA	intron (AKAP13, intron 1 of 36)	-intron (AKAP13, intron 1 of 36)	27878	AKAP13	AKAP13	NM_007200			AKAP13			NA
Interval_1025	chr2	56185090	56185570	+	0	NA	Intergenic	Intergenic	24881	MIR217	MIR217	NR_029630			MIR217			NA
Interval_1890	chr9	130684320	130684795	+	0	NA	intron (PIP5KL1, intron 4 of 4)	-intron (PIP5KL1, intron 9 of 9)	5213	PIP5KL1	PIP5KL1	NM_001135219			PIP5KL1			NA
Interval_343	chr11	26986489	26986902	+	0	NA	Intergenic	Intergenic	-28933	FIBIN	FIBIN	NM_203371			FIBIN			NA
Interval_422	chr12	31926266	31926553	+	0	NA	Intergenic	Intergenic	18766	H3F3C	H3F3C	NM_001013699			H3F3C			NA
Interval_1112	chr2	223654163	223654519	+	0	NA	Intergenic	Intergenic	-71391	ACSL3	ACSL3	NM_004457			ACSL3			NA
Interval_110	chr1	147806399	147807204	+	0	NA	promoter-TSS (MIR5087)	-promoter-TSS (MIR5087)	-123	MIR5087	MIR5087	NR_049810			MIR5087			NA
Interval_1594	chr6	122644214	122644504	+	0	NA	Intergenic	Intergenic	-76337	HSF2	HSF2	NM_001135564			HSF2			NA
Interval_1288	chr3	48100374	48100666	+	0	NA	intron (MAP4, intron 1 of 3)	-intron (MAP4, intron 1 of 17)	30249	MAP4	MAP4	NM_030885			MAP4			NA
Interval_1013	chr2	38921574	38922390	+	0	NA	intron (GALM, intron 4 of 6)	-intron (GALM, intron 4 of 6)	28930	GALM	GALM	NM_138801			GALM			NA
Interval_475	chr12	121525694	121526137	+	0	NA	Intergenic	Intergenic	-44716	P2RX7	P2RX7	NM_002562			P2RX7			NA
Interval_688	chr16	21610714	21610987	+	0	NA	promoter-TSS (METTL9)	-promoter-TSS (METTL9)	53	METTL9	METTL9	NM_016025			METTL9			NA
Interval_334	chr11	18267906	18268749	+	0	NA	intron (SAA2, intron 2 of 3)	-intron (SAA2, intron 2 of 3)	1894	SAA2-SAA4	SAA2-SAA4	NM_001199744			SAA2-SAA4			NA
Interval_24	chr1	19337376	19337900	+	0	NA	Intergenic	Intergenic	-54812	IFFO2	IFFO2	NM_001136265			IFFO2			NA
Interval_1708	chr7	130597723	130598189	+	0	NA	promoter-TSS (LOC100506860)	-promoter-TSS (LOC100506860)	113	LINC-PINT	LINC-PINT	NR_109855			LINC-PINT			NA
Interval_92	chr1	111746552	111747443	+	0	NA	exon (DENND2D, exon 1 of 12)	-exon (DENND2D, exon 1 of 12)	-3672	DENND2D	DENND2D	NM_001271833			DENND2D			NA
Interval_860	chr18	48404872	48405247	+	0	NA	promoter-TSS (ME2)	-promoter-TSS (ME2)	-373	ME2	ME2	NM_002396			ME2			NA
Interval_1574	chr6	52430867	52431183	+	0	NA	intron (TRAM2, intron 1 of 10)	-intron (TRAM2, intron 1 of 10)	10837	TRAM2	TRAM2	NM_012288			TRAM2			NA
Interval_150	chr1	168588231	168588524	+	0	NA	Intergenic	Intergenic	42666	XCL1	XCL1	NM_002995			XCL1			NA
Interval_1206	chr21	38740520	38740996	+	0	NA	intron (DYRK1A, intron 1 of 12)	-intron (DYRK1A, intron 1 of 12)	-51843	DYRK1A	DYRK1A	NM_001396			DYRK1A			NA
Interval_628	chr15	66245439	66245890	+	0	NA	intron (MEGF11, intron 10 of 22)	-intron (MEGF11, intron 10 of 22)	83867	RAB11A	RAB11A	NM_004663			RAB11A			NA
Interval_907	chr19	13512286	13512857	+	0	NA	intron (CACNA1A, intron 3 of 46)	-intron (CACNA1A, intron 3 of 46)	104703	CACNA1A	CACNA1A	NM_001174080			CACNA1A			NA
Interval_146	chr1	166458895	166459489	+	0	NA	Intergenic	Intergenic	-113961	FMO9P	FMO9P	NR_002925			FMO9P			NA
Interval_205	chr1	229322375	229322656	+	0	NA	Intergenic	Intergenic	-11967	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
Interval_85	chr1	87205687	87206738	+	0	NA	intron (SH3GLB1, intron 7 of 8)	-intron (SH3GLB1, intron 8 of 9)	35959	SH3GLB1	SH3GLB1	NM_001206652			SH3GLB1			NA
Interval_111	chr1	148176207	148176504	+	0	NA	intron (NBPF8, intron 5 of 17)	-intron (NBPF8, intron 6 of 19)	170401	NBPF14	NBPF14	NM_015383			NBPF14			NA
Interval_738	chr17	2663750	2664021	+	0	NA	Intergenic	Intergenic	-12409	MIR1253	MIR1253	NR_031654			MIR1253			NA
Interval_1470	chr5	106210494	106211073	+	0	NA	intron (LOC102467213, intron 2 of 3)	-intron (LOC102467213, intron 2 of 3)	135932	LOC102467213	LOC102467213	NR_104671			LOC102467213			NA
Interval_407	chr11	118895085	118895578	+	0	NA	TTS (TRAPPC4)	-TTS (TRAPPC4)	5677	MIR3656	MIR3656	NR_037429			MIR3656			NA
Interval_360	chr11	46306360	46306654	+	0	NA	intron (CREB3L1, intron 1 of 11)	-intron (CREB3L1, intron 1 of 11)	7318	CREB3L1	CREB3L1	NM_052854			CREB3L1			NA
Interval_1098	chr2	192058702	192059254	+	0	NA	Intergenic	Intergenic	-42992	STAT4	STAT4	NM_001243835			STAT4			NA
Interval_76	chr1	66649282	66649816	+	0	NA	intron (PDE4B, intron 1 of 14)	-intron (PDE4B, intron 1 of 14)	-133148	LOC101927139	LOC101927139	NR_123718			LOC101927139			NA
Interval_1282	chr3	39326064	39326445	+	0	NA	Intergenic	Intergenic	-4727	CX3CR1	CX3CR1	NM_001171174			CX3CR1			NA
Interval_370	chr11	63303778	63304477	+	0	NA	promoter-TSS (RARRES3)	-promoter-TSS (RARRES3)	-146	RARRES3	RARRES3	NM_004585			RARRES3			NA
Interval_1851	chr9	91567352	91567652	+	0	NA	Intergenic	Intergenic	-38276	C9orf47	C9orf47	NM_001142413			C9orf47			NA
Interval_1298	chr3	71274918	71275829	+	0	NA	intron (FOXP1, intron 5 of 20)	-intron (FOXP1, intron 5 of 6)	-63536	FOXP1-AS1	FOXP1-AS1	NR_126463			FOXP1-AS1			NA
Interval_833	chr17	80068228	80068573	+	0	NA	intron (CCDC57, intron 16 of 16)	-intron (CCDC57, intron 16 of 16)	-12294	FASN	FASN	NM_004104			FASN			NA
Interval_68	chr1	54985246	54985658	+	0	NA	Intergenic	Intergenic	-28355	ACOT11	ACOT11	NM_015547			ACOT11			NA
Interval_299	chr10	112678068	112678498	+	0	NA	intron (BBIP1, intron 1 of 2)	-intron (BBIP1, intron 1 of 4)	841	BBIP1	BBIP1	NM_001195307			BBIP1			NA
Interval_760	chr17	37886836	37887911	+	0	NA	promoter-TSS (MIEN1)	-promoter-TSS (MIEN1)	-585	MIEN1	MIEN1	NM_032339			MIEN1			NA
Interval_1403	chr4	81129128	81129571	+	0	NA	Intergenic	Intergenic	22925	PRDM8	PRDM8	NM_020226			PRDM8			NA
Interval_681	chr16	11391330	11391933	+	0	NA	Intergenic	Intergenic	-16439	PRM1	PRM1	NM_002761			PRM1			NA
Interval_822	chr17	74749450	74749998	+	0	NA	intron (MFSD11, intron 8 of 13)	-intron (MFSD11, intron 7 of 12)	16141	MFSD11	MFSD11	NM_001242537			MFSD11			NA
Interval_1344	chr3	156892948	156893317	+	0	NA	Intergenic	Intergenic	-14583	CCNL1	CCNL1	NM_001308185			CCNL1			NA
Interval_926	chr19	36892461	36892786	+	0	NA	intron (ZFP82, intron 4 of 4)	-intron (ZFP82, intron 4 of 4)	16927	ZFP82	ZFP82	NM_133466			ZFP82			NA
Interval_551	chr14	74208162	74208636	+	0	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-17051	MIR4505	MIR4505	NR_039727			MIR4505			NA
Interval_804	chr17	62134040	62134392	+	0	NA	intron (ERN1, intron 12 of 21)	-intron (ERN1, intron 12 of 21)	-36222	ICAM2	ICAM2	NM_001099789			ICAM2			NA
Interval_790	chr17	56033092	56033976	+	0	NA	promoter-TSS (CUEDC1)	-promoter-TSS (CUEDC1)	32081	VEZF1	VEZF1	NM_007146			VEZF1			NA
Interval_766	chr17	40062060	40062856	+	0	NA	intron (ACLY, intron 8 of 27)	-intron (ACLY, intron 8 of 28)	12814	ACLY	ACLY	NM_001303275			ACLY			NA
Interval_1825	chr9	18604940	18605251	+	0	NA	intron (ADAMTSL1, intron 4 of 12)	-intron (ADAMTSL1, intron 4 of 28)	31791	MIR3152	MIR3152	NR_036107			MIR3152			NA
Interval_826	chr17	78044029	78045075	+	0	NA	intron (CCDC40, intron 10 of 19)	-intron (CCDC40, intron 10 of 17)	-30803	GAA	GAA	NM_001079803			GAA			NA
Interval_524	chr14	24911689	24912200	+	0	NA	promoter-TSS (SDR39U1)	-promoter-TSS (SDR39U1)	63	SDR39U1	SDR39U1	NM_001290292			SDR39U1			NA
Interval_1425	chr4	153552710	153553089	+	0	NA	intron (TMEM154, intron 6 of 6)	-intron (TMEM154, intron 6 of 6)	48418	TMEM154	TMEM154	NM_152680			TMEM154			NA
Interval_325	chr11	9285237	9286398	+	0	NA	intron (DENND5A, intron 1 of 22)	-intron (DENND5A, intron 1 of 22)	1056	DENND5A	DENND5A	NM_015213			DENND5A			NA
Interval_849	chr18	30310347	30310824	+	0	NA	intron (KLHL14, intron 3 of 8)	-intron (KLHL14, intron 3 of 8)	42389	KLHL14	KLHL14	NM_020805			KLHL14			NA
Interval_720	chr16	69123078	69123482	+	0	NA	Intergenic	Intergenic	-16849	HAS3	HAS3	NM_138612			HAS3			NA
Interval_1241	chr22	35705754	35706061	+	0	NA	intron (TOM1, intron 1 of 13)	-intron (TOM1, intron 1 of 14)	10110	TOM1	TOM1	NM_001135730			TOM1			NA
Interval_609	chr15	44955715	44956143	+	0	NA	promoter-TSS (SPG11)	-promoter-TSS (SPG11)	-53	SPG11	SPG11	NM_001160227			SPG11			NA
Interval_1870	chr9	114710549	114711090	+	0	NA	Intergenic	Intergenic	16439	MIR4668	MIR4668	NR_039814			MIR4668			NA
Interval_1036	chr2	69016618	69016910	+	0	NA	intron (ARHGAP25, intron 3 of 9)	-intron (ARHGAP25, intron 3 of 9)	14831	ARHGAP25	ARHGAP25	NM_014882			ARHGAP25			NA
Interval_1255	chr22	45081354	45081772	+	0	NA	intron (PRR5, intron 2 of 9)	-intron (PRR5, intron 1 of 8)	-16515	PRR5	PRR5	NM_001017528			PRR5			NA
Interval_1326	chr3	124840444	124840853	+	0	NA	intron (SLC12A8, intron 6 of 13)	-intron (SLC12A8, intron 5 of 12)	29748	MIR5092	MIR5092	NR_049815			MIR5092			NA
Interval_832	chr17	79334629	79335126	+	0	NA	Intergenic	Intergenic	24283	LOC100130370	LOC100130370	NM_001272086			LOC100130370			NA
Interval_1295	chr3	58027398	58027948	+	0	NA	intron (FLNB, intron 1 of 45)	-intron (FLNB, intron 1 of 46)	33546	FLNB	FLNB	NM_001457			FLNB			NA
Interval_394	chr11	78065801	78066249	+	0	NA	intron (GAB2, intron 1 of 9)	-intron (GAB2, intron 1 of 9)	62843	GAB2	GAB2	NM_080491			GAB2			NA
Interval_470	chr12	120246658	120247100	+	0	NA	intron (CIT, intron 9 of 46)	-intron (CIT, intron 9 of 47)	68216	CIT	CIT	NM_001206999			CIT			NA
Interval_1464	chr5	94870228	94871024	+	0	NA	intron (TTC37, intron 10 of 42)	-intron (TTC37, intron 10 of 42)	20083	TTC37	TTC37	NM_014639			TTC37			NA
Interval_64	chr1	49054397	49054674	+	0	NA	intron (AGBL4, intron 10 of 13)	-intron (AGBL4, intron 10 of 13)	-116655	SPATA6	SPATA6	NM_019073			SPATA6			NA
Interval_75	chr1	66428310	66428797	+	0	NA	intron (PDE4B, intron 3 of 16)	-intron (PDE4B, intron 3 of 16)	87848	LOC101927139	LOC101927139	NR_123718			LOC101927139			NA
Interval_450	chr12	95224916	95225203	+	0	NA	Intergenic	Intergenic	-3115	MIR492	MIR492	NR_030171			MIR492			NA
Interval_106	chr1	145208961	145209252	+	0	NA	promoter-TSS (NOTCH2NL)	-promoter-TSS (NOTCH2NL)	-7	NOTCH2NL	NOTCH2NL	NM_203458			NOTCH2NL			NA
Interval_11	chr1	9685872	9687296	+	0	NA	Intergenic	Intergenic	-25206	PIK3CD	PIK3CD	NM_005026			PIK3CD			NA
Interval_1378	chr4	8437103	8437690	+	0	NA	intron (ACOX3, intron 1 of 17)	-intron (ACOX3, intron 1 of 16)	5056	ACOX3	ACOX3	NM_001101667			ACOX3			NA
Interval_985	chr2	19505412	19505831	+	0	NA	Intergenic	Intergenic	-42569	MIR4757	MIR4757	NR_039914			MIR4757			NA
Interval_911	chr19	16438441	16439489	+	0	NA	TTS (KLF2)	-TTS (KLF2)	3314	KLF2	KLF2	NM_016270			KLF2			NA
Interval_757	chr17	34136140	34136475	+	0	NA	promoter-TSS (TAF15)	-promoter-TSS (TAF15)	-152	TAF15	TAF15	NM_139215			TAF15			NA
Interval_1309	chr3	107773267	107773552	+	0	NA	intron (CD47, intron 7 of 8)	-intron (CD47, intron 7 of 10)	36526	CD47	CD47	NM_001777			CD47			NA
Interval_1848	chr9	79370777	79371327	+	0	NA	intron (PRUNE2, intron 5 of 15)	-intron (PRUNE2, intron 6 of 17)	-8300	PCA3	PCA3	NR_132313			PCA3			NA
Interval_697	chr16	27702883	27703178	+	0	NA	intron (KIAA0556, intron 8 of 27)	-intron (KIAA0556, intron 8 of 27)	141562	KIAA0556	KIAA0556	NM_015202			KIAA0556			NA
Interval_948	chr19	47104060	47104505	+	0	NA	promoter-TSS (CALM3)	-promoter-TSS (CALM3)	175	PPP5D1	PPP5D1	NM_001205281			PPP5D1			NA
Interval_1840	chr9	36142995	36143303	+	0	NA	intron (GLIPR2, intron 2 of 6)	-intron (GLIPR2, intron 1 of 3)	6616	GLIPR2	GLIPR2	NM_001287010			GLIPR2			NA
Interval_751	chr17	29835833	29836118	+	0	NA	intron (RAB11FIP4, intron 1 of 12)	-intron (RAB11FIP4, intron 1 of 12)	-25926	MIR4724	MIR4724	NR_039877			MIR4724			NA
Interval_737	chr16	89037869	89038655	+	0	NA	intron (CBFA2T3, intron 1 of 11)	-intron (CBFA2T3, intron 1 of 11)	-30654	CBFA2T3	CBFA2T3	NM_005187			CBFA2T3			NA
Interval_1650	chr7	27929802	27930503	+	0	NA	intron (JAZF1, intron 3 of 4)	-intron (JAZF1, intron 3 of 4)	150438	TAX1BP1	TAX1BP1	NM_006024			TAX1BP1			NA
Interval_397	chr11	87749557	87749936	+	0	NA	Intergenic	Intergenic	158889	RAB38	RAB38	NM_022337			RAB38			NA
Interval_888	chr19	6601522	6601966	+	0	NA	Intergenic	Intergenic	-10581	CD70	CD70	NM_001252			CD70			NA
Interval_277	chr10	75217236	75218001	+	0	NA	intron (PPP3CB, intron 9 of 13)	-intron (PPP3CB, intron 9 of 13)	-24299	MSS51	MSS51	NM_001024593			MSS51			NA
Interval_331	chr11	17099054	17099330	+	0	NA	promoter-TSS (RPS13)	-promoter-TSS (RPS13)	28	RPS13	RPS13	NM_001017			RPS13			NA
Interval_250	chr10	11674292	11674733	+	0	NA	Intergenic	Intergenic	-20724	USP6NL	USP6NL	NR_125732			USP6NL			NA
Interval_287	chr10	97069885	97070162	+	0	NA	Intergenic	Intergenic	-19118	PDLIM1	PDLIM1	NM_020992			PDLIM1			NA
Interval_1839	chr9	36092564	36092930	+	0	NA	intron (RECK, intron 10 of 20)	-intron (RECK, intron 10 of 20)	-43786	GLIPR2	GLIPR2	NM_001287010			GLIPR2			NA
Interval_1570	chr6	42897869	42898204	+	0	NA	intron (CNPY3, intron 1 of 5)	-intron (CNPY3, intron 1 of 5)	1176	CNPY3	CNPY3	NM_006586			CNPY3			NA
Interval_73	chr1	65348533	65348958	+	0	NA	intron (JAK1, intron 3 of 24)	-intron (JAK1, intron 3 of 24)	83442	JAK1	JAK1	NM_002227			JAK1			NA
Interval_1031	chr2	65271064	65271399	+	0	NA	Intergenic	Intergenic	-12264	CEP68	CEP68	NM_015147			CEP68			NA
Interval_88	chr1	99998707	99999034	+	0	NA	Intergenic	Intergenic	-45510	LOC101928270	LOC101928270	NR_125951			LOC101928270			NA
Interval_1597	chr6	134274041	134274427	+	0	NA	promoter-TSS (TBPL1)	-promoter-TSS (TBPL1)	-67	TBPL1	TBPL1	NM_004865			TBPL1			NA
Interval_1301	chr3	86244636	86244933	+	0	NA	Intergenic	Intergenic	245577	RNU6-69P	RNU6-69P	NR_046939			RNU6-69P			NA
Interval_519	chr14	23046624	23046942	+	0	NA	intron (DAD1, intron 1 of 2)	-intron (DAD1, intron 1 of 2)	11360	DAD1	DAD1	NM_001344			DAD1			NA
Interval_527	chr14	31677457	31677917	+	0	NA	promoter-TSS (HECTD1)	-promoter-TSS (HECTD1)	-958	HECTD1	HECTD1	NM_015382			HECTD1			NA
Interval_1608	chr6	150259800	150260746	+	0	NA	Intergenic	Intergenic	-2801	ULBP2	ULBP2	NM_025217			ULBP2			NA
Interval_1909	chrX	39927718	39927997	+	0	NA	intron (BCOR, intron 6 of 14)	-intron (BCOR, intron 6 of 14)	28862	BCOR	BCOR	NM_001123383			BCOR			NA
Interval_1057	chr2	114451291	114451696	+	0	NA	Intergenic	Intergenic	27452	MIR4782	MIR4782	NR_039943			MIR4782			NA
Interval_27	chr1	21005205	21005777	+	0	NA	intron (KIF17, intron 11 of 14)	-intron (KIF17, intron 11 of 14)	-17454	DDOST	DDOST	NM_005216			DDOST			NA
Interval_529	chr14	33116511	33116867	+	0	NA	intron (AKAP6, intron 7 of 13)	-intron (AKAP6, intron 7 of 13)	-291770	NPAS3	NPAS3	NM_001165893			NPAS3			NA
Interval_155	chr1	172714995	172715963	+	0	NA	Intergenic	Intergenic	87331	FASLG	FASLG	NM_000639			FASLG			NA
Interval_772	chr17	43389292	43389666	+	0	NA	intron (MAP3K14, intron 1 of 15)	-intron (MAP3K14, intron 1 of 15)	4951	MAP3K14	MAP3K14	NM_003954			MAP3K14			NA
Interval_490	chr13	47371115	47371711	+	0	NA	promoter-TSS (ESD)	-promoter-TSS (ESD)	-46	ESD	ESD	NM_001984			ESD			NA
Interval_1552	chr6	28726120	28726420	+	0	NA	Intergenic	Intergenic	105184	LOC401242	LOC401242	NR_033379_4			LOC401242			NA
Interval_1460	chr5	88464599	88464901	+	0	NA	Intergenic	Intergenic	-285467	MEF2C	MEF2C	NM_001193347			MEF2C			NA
Interval_1029	chr2	62429526	62429846	+	0	NA	intron (B3GNT2, intron 1 of 1)	-intron (B3GNT2, intron 1 of 1)	-3275	MIR5192	MIR5192	NR_049824			MIR5192			NA
Interval_539	chr14	62497016	62497380	+	0	NA	intron (SYT16, intron 1 of 5)	-intron (SYT16, intron 1 of 5)	34657	SYT16	SYT16	NM_031914			SYT16			NA
Interval_566	chr14	91961562	91962030	+	0	NA	intron (PPP4R3A, intron 1 of 12)	-intron (PPP4R3A, intron 1 of 14)	15028	PPP4R3A	PPP4R3A	NM_001284280			PPP4R3A			NA
Interval_376	chr11	64477246	64477657	+	0	NA	intron (NRXN2, intron 2 of 19)	-intron (NRXN2, intron 2 of 22)	35477	RASGRP2	RASGRP2	NM_153819			RASGRP2			NA
Interval_1307	chr3	101419923	101420401	+	0	NA	Intergenic	Intergenic	-11116	PDCL3P4	PDCL3P4	NR_002941			PDCL3P4			NA
Interval_1550	chr6	28323601	28324048	+	0	NA	intron (ZKSCAN3, intron 2 of 6)	-intron (ZKSCAN3, intron 2 of 6)	6133	ZKSCAN3	ZKSCAN3	NM_001242895			ZKSCAN3			NA
Interval_1214	chr21	43933380	43933692	+	0	NA	intron (SLC37A1, intron 2 of 20)	-intron (SLC37A1, intron 2 of 20)	13794	SLC37A1	SLC37A1	NM_018964			SLC37A1			NA
Interval_1576	chr6	52860426	52860709	+	0	NA	promoter-TSS (GSTA4)	-promoter-TSS (GSTA4)	-389	GSTA4	GSTA4	NM_001512			GSTA4			NA
