PeakID (cmd=annotatePeaks.pl anti-GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2026	chr10	116616816	116617075	+	0	NA	intron (FAM160B1, intron 14 of 16)	-intron (FAM160B1, intron 14 of 16)	35442	FAM160B1	FAM160B1	NM_001135051			FAM160B1			NA
Interval_5929	chr18	11587929	11588208	+	0	NA	Intergenic	Intergenic	-21489	SLC35G4	SLC35G4	NM_001282300			SLC35G4			NA
Interval_13486	chr8	116676010	116676169	+	0	NA	intron (TRPS1, intron 1 of 6)	-intron (TRPS1, intron 1 of 5)	5166	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_8863	chr3	36948005	36948316	+	0	NA	intron (TRANK1, intron 1 of 22)	-intron (TRANK1, intron 1 of 22)	38388	TRANK1	TRANK1	NM_014831			TRANK1			NA
Interval_4653	chr15	57256494	57256772	+	0	NA	intron (TCF12, intron 3 of 19)	-intron (TCF12, intron 3 of 19)	-45936	LOC145783	LOC145783	NR_015419			LOC145783			NA
Interval_12460	chr7	29149479	29149653	+	0	NA	intron (CPVL, intron 3 of 12)	-intron (CPVL, intron 3 of 12)	-15083	LOC101928168	LOC101928168	NR_120523			LOC101928168			NA
Interval_9552	chr3	177256992	177257195	+	0	NA	intron (LINC00578, intron 1 of 3)	-intron (LINC00578, intron 1 of 3)	97384	LINC00578	LINC00578	NR_047568			LINC00578			NA
Interval_9700	chr4	93219	93378	+	0	NA	intron (ZNF718, intron 3 of 4)	-intron (ZNF718, intron 4 of 4)	-31060	ZNF718	ZNF718	NR_110528			ZNF718			NA
Interval_311	chr1	54183456	54183631	+	0	NA	intron (GLIS1, intron 1 of 9)	-intron (GLIS1, intron 1 of 9)	16334	GLIS1	GLIS1	NM_147193			GLIS1			NA
Interval_1846	chr10	83833702	83833946	+	0	NA	intron (NRG3, intron 1 of 10)	-intron (NRG3, intron 1 of 8)	158852	NRG3-AS1	NRG3-AS1	NR_120666			NRG3-AS1			NA
Interval_7728	chr2	225782624	225782815	+	0	NA	intron (DOCK10, intron 2 of 55)	-intron (DOCK10, intron 2 of 55)	92538	MIR4439	MIR4439	NR_039641			MIR4439			NA
Interval_14058	chr9	109205849	109206222	+	0	NA	Intergenic	Intergenic	-157174	MIR8081	MIR8081	NR_107048			MIR8081			NA
Interval_13020	chr8	6566827	6567128	+	0	NA	intron (AGPAT5, intron 1 of 7)	-intron (AGPAT5, intron 1 of 7)	1099	AGPAT5	AGPAT5	NM_018361			AGPAT5			NA
Interval_6285	chr19	12404664	12404918	+	0	NA	intron (ZNF44, intron 1 of 4)	-intron (ZNF44, intron 1 of 4)	923	ZNF44	ZNF44	NM_001164276			ZNF44			NA
Interval_3664	chr13	46345573	46345732	+	0	NA	Intergenic	Intergenic	69213	SPERT	SPERT	NM_152719			SPERT			NA
Interval_11828	chr6	83961874	83962056	+	0	NA	intron (ME1, intron 7 of 13)	-intron (ME1, intron 7 of 13)	58933	RWDD2A	RWDD2A	NM_033411			RWDD2A			NA
Interval_625	chr1	111741899	111742246	+	0	NA	intron (DENND2D, intron 2 of 11)	-intron (DENND2D, intron 2 of 11)	1253	DENND2D	DENND2D	NM_001271833			DENND2D			NA
Interval_10558	chr5	20525640	20525799	+	0	NA	intron (CDH18, intron 1 of 14)	-intron (CDH18, intron 1 of 14)	-537366	CDH18	CDH18	NM_001291956			CDH18			NA
Interval_6367	chr19	29185852	29186112	+	0	NA	intron (LOC100420587, intron 5 of 9)	-intron (LOC100420587, intron 5 of 9)	32619	LOC100420587	LOC100420587	NR_110759			LOC100420587			NA
Interval_11234	chr5	158580045	158580204	+	0	NA	Intergenic	Intergenic	52633	LOC101927740	LOC101927740	NR_109890			LOC101927740			NA
Interval_6009	chr18	29620908	29621285	+	0	NA	intron (RNF125, intron 2 of 5)	-intron (RNF125, intron 2 of 5)	22651	RNF125	RNF125	NM_017831			RNF125			NA
Interval_4630	chr15	55513867	55514104	+	0	NA	intron (RAB27A, intron 6 of 6)	-intron (RAB27A, intron 5 of 5)	-24754	RSL24D1	RSL24D1	NM_016304			RSL24D1			NA
Interval_13885	chr9	76436326	76436632	+	0	NA	intron (MIR6130, intron 7 of 7)	-intron (MIR6130, intron 7 of 7)	-549968	LOC101927358	LOC101927358	NR_121182			LOC101927358			NA
Interval_6259	chr19	9929052	9929213	+	0	NA	intron (FBXL12, intron 2 of 2)	-intron (FBXL12, intron 2 of 2)	599	FBXL12	FBXL12	NM_017703			FBXL12			NA
Interval_3546	chr13	24764680	24764839	+	0	NA	intron (SPATA13, intron 1 of 11)	-intron (SPATA13, intron 1 of 12)	28204	MIR2276	MIR2276	NR_031753			MIR2276			NA
Interval_10832	chr5	80566529	80566718	+	0	NA	intron (CKMT2-AS1, intron 1 of 3)	-intron (RNU5E-1, intron 1 of 1)	30765	CKMT2-AS1	CKMT2-AS1	NR_034121			CKMT2-AS1			NA
Interval_1536	chr10	20724323	20724482	+	0	NA	Intergenic	Intergenic	-116497	MIR4675	MIR4675	NR_039822			MIR4675			NA
Interval_8494	chr22	35695209	35695483	+	0	NA	promoter-TSS (TOM1)	-promoter-TSS (TOM1)	-451	TOM1	TOM1	NM_001135730			TOM1			NA
Interval_12679	chr7	87685062	87685221	+	0	NA	intron (ADAM22, intron 3 of 30)	-intron (ADAM22, intron 3 of 28)	121575	ADAM22	ADAM22	NM_016351			ADAM22			NA
Interval_1940	chr10	102792781	102793002	+	0	NA	intron (SFXN3, intron 2 of 11)	-intron (SFXN3, intron 2 of 11)	1895	SFXN3	SFXN3	NM_030971			SFXN3			NA
Interval_4555	chr15	42072250	42072490	+	0	NA	intron (MAPKBP1, intron 2 of 28)	-intron (MAPKBP1, intron 2 of 31)	5738	MAPKBP1	MAPKBP1	NM_001265611			MAPKBP1			NA
Interval_6626	chr2	26017452	26017744	+	0	NA	intron (ASXL2, intron 4 of 11)	-intron (ASXL2, intron 4 of 11)	83714	ASXL2	ASXL2	NM_018263			ASXL2			NA
Interval_6471	chr19	50379884	50380054	+	0	NA	promoter-TSS (TBC1D17)	-promoter-TSS (TBC1D17)	675	AKT1S1	AKT1S1	NM_001278160			AKT1S1			NA
Interval_9638	chr3	188271573	188271750	+	0	NA	intron (LPP, intron 5 of 10)	-intron (LPP, intron 5 of 10)	14793	LPP-AS1	LPP-AS1	NR_046623			LPP-AS1			NA
Interval_7897	chr20	13070698	13070950	+	0	NA	intron (SPTLC3, intron 4 of 11)	-intron (SPTLC3, intron 4 of 11)	81197	SPTLC3	SPTLC3	NM_018327			SPTLC3			NA
Interval_9722	chr4	3870169	3870435	+	0	NA	Intergenic	Intergenic	86853	FAM86EP	FAM86EP	NR_130742			FAM86EP			NA
Interval_3708	chr13	50666883	50667042	+	0	NA	intron (DLEU1, intron 2 of 6)	-intron (DLEU1, intron 2 of 6)	10657	DLEU1	DLEU1	NR_109974			DLEU1			NA
Interval_13417	chr8	101477046	101477205	+	0	NA	Intergenic	Intergenic	82134	MIR4471	MIR4471	NR_039681			MIR4471			NA
Interval_9569	chr3	179497834	179498104	+	0	NA	intron (USP13, intron 19 of 20)	-intron (USP13, intron 19 of 20)	-119356	LOC101928790	LOC101928790	NR_110059			LOC101928790			NA
Interval_2457	chr11	77996209	77996494	+	0	NA	intron (GAB2, intron 1 of 9)	-intron (GAB2, intron 1 of 9)	96493	USP35	USP35	NM_020798			USP35			NA
Interval_1325	chr1	239247715	239247907	+	0	NA	Intergenic	Intergenic	-544562	CHRM3	CHRM3	NM_000740			CHRM3			NA
Interval_3253	chr12	89818672	89818888	+	0	NA	intron (POC1B, intron 9 of 9)	-intron (POC1B, intron 10 of 10)	-72144	DUSP6	DUSP6	NM_022652			DUSP6			NA
Interval_5847	chr17	79067574	79067748	+	0	NA	intron (BAIAP2, intron 6 of 14)	-intron (BAIAP2, intron 6 of 13)	31512	MIR657	MIR657	NR_030394			MIR657			NA
Interval_4864	chr15	91204689	91204849	+	0	NA	intron (LINC01585, intron 2 of 2)	-intron (LINC01585, intron 2 of 2)	1304	LINC01585	LINC01585	NR_120371			LINC01585			NA
Interval_4981	chr16	11188290	11188464	+	0	NA	intron (CLEC16A, intron 18 of 22)	-intron (CLEC16A, intron 18 of 20)	150032	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
Interval_7699	chr2	218247602	218247821	+	0	NA	intron (DIRC3, intron 8 of 12)	-intron (DIRC3, intron 8 of 12)	373605	DIRC3	DIRC3	NR_026597			DIRC3			NA
Interval_4211	chr14	70826486	70826667	+	0	NA	promoter-TSS (COX16)	-promoter-TSS (COX16)	-128	COX16	COX16	NM_016468			COX16			NA
Interval_3898	chr13	100180412	100180572	+	0	NA	intron (TM9SF2, intron 3 of 16)	-intron (TM9SF2, intron 3 of 16)	26864	TM9SF2	TM9SF2	NM_004800			TM9SF2			NA
Interval_11315	chr5	177865969	177866130	+	0	NA	intron (COL23A1, intron 2 of 28)	-intron (COL23A1, intron 2 of 28)	151507	COL23A1	COL23A1	NM_173465			COL23A1			NA
Interval_13988	chr9	93809802	93810215	+	0	NA	Intergenic	Intergenic	27406	LOC100129316	LOC100129316	NR_033912			LOC100129316			NA
Interval_1254	chr1	229073675	229074016	+	0	NA	Intergenic	Intergenic	236703	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
Interval_7628	chr2	204605431	204605639	+	0	NA	Intergenic	Intergenic	34337	CD28	CD28	NM_006139			CD28			NA
Interval_1831	chr10	81205409	81205627	+	0	NA	promoter-TSS (ZCCHC24)	-promoter-TSS (ZCCHC24)	-135	ZCCHC24	ZCCHC24	NM_153367			ZCCHC24			NA
Interval_2103	chr11	450977	451248	+	0	NA	intron (PTDSS2, intron 1 of 11)	-intron (PTDSS2, intron 1 of 11)	832	PTDSS2	PTDSS2	NM_030783			PTDSS2			NA
Interval_3007	chr12	44111427	44111586	+	0	NA	Intergenic	Intergenic	41114	PUS7L	PUS7L	NM_001271826			PUS7L			NA
Interval_7745	chr2	228185014	228185200	+	0	NA	intron (LOC654841, intron 1 of 13)	-intron (LOC654841, intron 1 of 13)	-4760	MFF	MFF	NM_001277066			MFF			NA
Interval_13184	chr8	38502362	38502676	+	0	NA	Intergenic	Intergenic	-43744	RNF5P1	RNF5P1	NR_003129_7			RNF5P1			NA
Interval_4837	chr15	85518435	85518723	+	0	NA	Intergenic	Intergenic	-6626	PDE8A	PDE8A	NM_173454			PDE8A			NA
Interval_8399	chr22	21271174	21271380	+	0	NA	promoter-TSS (CRKL)	-promoter-TSS (CRKL)	-437	CRKL	CRKL	NM_005207			CRKL			NA
Interval_11035	chr5	121868108	121868292	+	0	NA	Intergenic	Intergenic	-53418	MGC32805	MGC32805	NR_051996			MGC32805			NA
Interval_2004	chr10	114521001	114521174	+	0	NA	intron (VTI1A, intron 7 of 7)	-intron (VTI1A, intron 7 of 7)	-62168	LOC103344931	LOC103344931	NR_120684			LOC103344931			NA
Interval_12113	chr6	139434262	139434742	+	0	NA	Intergenic	Intergenic	-21747	HECA	HECA	NM_016217			HECA			NA
Interval_13153	chr8	29948450	29948610	+	0	NA	intron (MIR548O2, intron 1 of 1)	-intron (MIR548O2, intron 1 of 1)	-4392	LEPROTL1	LEPROTL1	NM_001128208			LEPROTL1			NA
Interval_8255	chr21	35398260	35398538	+	0	NA	Intergenic	Intergenic	-47424	SLC5A3	SLC5A3	NM_006933			SLC5A3			NA
Interval_14541	chrX	148202117	148202387	+	0	NA	Intergenic	Intergenic	384632	IDS	IDS	NM_006123			IDS			NA
Interval_7270	chr2	136996309	136996556	+	0	NA	Intergenic	Intergenic	-120707	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_1280	chr1	232471181	232471340	+	0	NA	Intergenic	Intergenic	179983	SIPA1L2	SIPA1L2	NM_020808			SIPA1L2			NA
Interval_10619	chr5	39187198	39187626	+	0	NA	intron (FYB, intron 2 of 17)	-intron (FYB, intron 2 of 18)	32268	FYB	FYB	NM_001243093			FYB			NA
Interval_6104	chr18	51673938	51674200	+	0	NA	Intergenic	Intergenic	74713	SNORA37	SNORA37	NR_002970			SNORA37			NA
Interval_12595	chr7	57459765	57460044	+	0	NA	Intergenic	Intergenic	-12827	MIR3147	MIR3147	NR_036102			MIR3147			NA
Interval_4794	chr15	76156969	76157167	+	0	NA	intron (UBE2Q2, intron 3 of 12)	-intron (UBE2Q2, intron 3 of 12)	21441	UBE2Q2	UBE2Q2	NM_001284382			UBE2Q2			NA
Interval_7141	chr2	111604557	111604796	+	0	NA	intron (ACOXL, intron 10 of 17)	-intron (ACOXL, intron 10 of 17)	114526	ACOXL	ACOXL	NM_001142807			ACOXL			NA
Interval_7214	chr2	129763492	129763651	+	0	NA	Intergenic	Intergenic	141397	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
Interval_13867	chr9	72448004	72448163	+	0	NA	intron (C9orf135, intron 1 of 2)	-intron (C9orf135, intron 1 of 5)	12362	C9orf135	C9orf135	NM_001308085			C9orf135			NA
Interval_13483	chr8	116454065	116454224	+	0	NA	intron (TRPS1, intron 5 of 6)	-intron (TRPS1, intron 4 of 5)	227111	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_13573	chr8	128098438	128098599	+	0	NA	exon (PRNCR1, exon 1 of 1)	-exon (PRNCR1, exon 1 of 1)	-4052	PCAT2	PCAT2	NR_119373			PCAT2			NA
Interval_12564	chr7	50252857	50253201	+	0	NA	Intergenic	Intergenic	-91236	IKZF1	IKZF1	NM_001291840			IKZF1			NA
Interval_11208	chr5	151844223	151844447	+	0	NA	Intergenic	Intergenic	-59495	NMUR2	NMUR2	NM_020167			NMUR2			NA
Interval_1612	chr10	31610528	31610768	+	0	NA	intron (ZEB1, intron 1 of 8)	-intron (ZEB1, intron 1 of 8)	2547	ZEB1	ZEB1	NM_001174096			ZEB1			NA
Interval_14150	chr9	124495564	124495962	+	0	NA	intron (DAB2IP, intron 3 of 16)	-intron (DAB2IP, intron 3 of 16)	-9301	DAB2IP	DAB2IP	NM_032552			DAB2IP			NA
Interval_7487	chr2	182258408	182258555	+	0	NA	intron (LOC101927156, intron 4 of 4)	-intron (LOC101927156, intron 4 of 4)	-63138	ITGA4	ITGA4	NM_000885			ITGA4			NA
Interval_4113	chr14	55368538	55368900	+	0	NA	intron (GCH1, intron 1 of 5)	-intron (GCH1, intron 1 of 5)	823	GCH1	GCH1	NM_001024024			GCH1			NA
Interval_14334	chrX	29936643	29936827	+	0	NA	intron (IL1RAPL1, intron 7 of 10)	-intron (IL1RAPL1, intron 7 of 10)	-296940	MAGEB2	MAGEB2	NM_002364			MAGEB2			NA
Interval_137	chr1	26001134	26001305	+	0	NA	intron (MAN1C1, intron 1 of 11)	-intron (MAN1C1, intron 1 of 11)	57260	MAN1C1	MAN1C1	NM_001289010			MAN1C1			NA
Interval_11764	chr6	64213149	64213321	+	0	NA	Intergenic	Intergenic	-68682	PTP4A1	PTP4A1	NM_003463			PTP4A1			NA
Interval_3522	chr13	20577052	20577340	+	0	NA	exon (ZMYM2, exon 5 of 26)	-exon (ZMYM2, exon 5 of 26)	44386	ZMYM2	ZMYM2	NM_003453			ZMYM2			NA
Interval_7457	chr2	176819999	176820173	+	0	NA	intron (KIAA1715, intron 9 of 14)	-intron (KIAA1715, intron 8 of 12)	47481	KIAA1715	KIAA1715	NR_130941			KIAA1715			NA
Interval_10066	chr4	89534868	89535020	+	0	NA	intron (HERC3, intron 3 of 25)	-intron (HERC3, intron 2 of 24)	21370	HERC3	HERC3	NM_001271602			HERC3			NA
Interval_5442	chr17	15829510	15829764	+	0	NA	Intergenic	Intergenic	-18594	ADORA2B	ADORA2B	NM_000676			ADORA2B			NA
Interval_7678	chr2	213795324	213795567	+	0	NA	Intergenic	Intergenic	-4385	MIR4776-2	MIR4776-2	NR_039936			MIR4776-2			NA
Interval_2177	chr11	14457315	14457562	+	0	NA	Intergenic	Intergenic	63966	COPB1	COPB1	NM_001144062			COPB1			NA
Interval_6764	chr2	43595427	43595655	+	0	NA	intron (THADA, intron 27 of 35)	-intron (THADA, intron 29 of 37)	141191	LINC01126	LINC01126	NR_027251			LINC01126			NA
Interval_10981	chr5	109630968	109631161	+	0	NA	Intergenic	Intergenic	218552	MIR548F3	MIR548F3	NR_031644_1			MIR548F3			NA
Interval_8764	chr3	22492495	22492842	+	0	NA	Intergenic	Intergenic	494037	ZNF385D-AS2	ZNF385D-AS2	NR_046876			ZNF385D-AS2			NA
Interval_14390	chrX	44189557	44189716	+	0	NA	intron (EFHC2, intron 1 of 14)	-intron (EFHC2, intron 1 of 14)	13287	EFHC2	EFHC2	NM_025184			EFHC2			NA
Interval_7840	chr20	346688	346993	+	0	NA	Intergenic	Intergenic	-14433	TRIB3	TRIB3	NM_001301190			TRIB3			NA
Interval_8339	chr21	45117636	45117917	+	0	NA	Intergenic	Intergenic	-21202	PDXK	PDXK	NM_003681			PDXK			NA
Interval_5904	chr18	9142314	9142502	+	0	NA	intron (ANKRD12, intron 1 of 11)	-intron (ANKRD12, intron 1 of 11)	5657	ANKRD12	ANKRD12	NM_001204056			ANKRD12			NA
Interval_12744	chr7	105633422	105633716	+	0	NA	intron (CDHR3, intron 4 of 18)	-intron (CDHR3, intron 3 of 17)	29912	CDHR3	CDHR3	NM_001301161			CDHR3			NA
Interval_7712	chr2	220365080	220365240	+	0	NA	intron (GMPPA, intron 3 of 12)	-intron (GMPPA, intron 3 of 12)	1543	GMPPA	GMPPA	NM_205847			GMPPA			NA
Interval_2974	chr12	31858604	31858921	+	0	NA	intron (AMN1, intron 1 of 5)	-intron (AMN1, intron 2 of 6)	23346	AMN1	AMN1	NM_001113402			AMN1			NA
Interval_13326	chr8	79298659	79298818	+	0	NA	Intergenic	Intergenic	-129598	PKIA	PKIA	NM_006823			PKIA			NA
Interval_10260	chr4	129634363	129634618	+	0	NA	Intergenic	Intergenic	-96288	JADE1	JADE1	NM_001287443			JADE1			NA
Interval_8352	chr21	46347515	46347681	+	0	NA	intron (ITGB2-AS1, intron 3 of 3)	-intron (ITGB2, intron 1 of 15)	6648	ITGB2-AS1	ITGB2-AS1	NR_038312			ITGB2-AS1			NA
Interval_2068	chr10	125919617	125919904	+	0	NA	Intergenic	Intergenic	-67820	CHST15	CHST15	NM_001270764			CHST15			NA
Interval_3384	chr12	111430726	111431075	+	0	NA	Intergenic	Intergenic	-40928	CUX2	CUX2	NM_015267			CUX2			NA
Interval_14508	chrX	131577276	131577519	+	0	NA	intron (MBNL3, intron 1 of 8)	-intron (MBNL3, intron 1 of 8)	-3679	MBNL3	MBNL3	NM_001170704			MBNL3			NA
Interval_8209	chr21	26502556	26502746	+	0	NA	Intergenic	Intergenic	289787	LOC339622	LOC339622	NR_046198			LOC339622			NA
Interval_11438	chr6	15032282	15032482	+	0	NA	Intergenic	Intergenic	-213824	JARID2	JARID2	NM_001267040			JARID2			NA
Interval_7259	chr2	136549997	136550188	+	0	NA	intron (LCT, intron 14 of 16)	-intron (LCT, intron 14 of 16)	-27669	LOC100507600	LOC100507600	NR_045486			LOC100507600			NA
Interval_3843	chr13	86460348	86460539	+	0	NA	Intergenic	Intergenic	-86960	SLITRK6	SLITRK6	NM_032229			SLITRK6			NA
Interval_8776	chr3	24547868	24548027	+	0	NA	Intergenic	Intergenic	-11634	THRB	THRB	NM_001128176			THRB			NA
Interval_4560	chr15	42494989	42495186	+	0	NA	intron (VPS39, intron 1 of 24)	-intron (VPS39, intron 1 of 25)	-3223	MIR627	MIR627	NR_030357			MIR627			NA
Interval_8094	chr20	50087578	50087835	+	0	NA	intron (NFATC2, intron 5 of 9)	-intron (NFATC2, intron 5 of 10)	-18192	MIR3194	MIR3194	NR_036162			MIR3194			NA
Interval_13589	chr8	129402842	129403038	+	0	NA	Intergenic	Intergenic	173985	LINC00824	LINC00824	NR_121672			LINC00824			NA
Interval_8554	chr22	41107598	41107853	+	0	NA	Intergenic	Intergenic	32543	MCHR1	MCHR1	NM_005297			MCHR1			NA
Interval_13924	chr9	81387954	81388113	+	0	NA	Intergenic	Intergenic	372548	LOC101927450	LOC101927450	NR_109771			LOC101927450			NA
Interval_7010	chr2	87046147	87046451	+	0	NA	intron (CD8B, intron 3 of 3)	-intron (CD8B, intron 3 of 3)	-27462	CD8A	CD8A	NM_001145873			CD8A			NA
Interval_12191	chr6	150739042	150739258	+	0	NA	Intergenic	Intergenic	49122	IYD	IYD	NM_203395			IYD			NA
Interval_5090	chr16	30870103	30870343	+	0	NA	intron (BCL7C, intron 5 of 5)	-intron (BCL7C, intron 5 of 5)	16421	MIR4519	MIR4519	NR_039744			MIR4519			NA
Interval_5487	chr17	28452344	28452491	+	0	NA	intron (NSRP1, intron 2 of 6)	-intron (NSRP1, intron 1 of 5)	-8239	MIR3184	MIR3184	NR_036149			MIR3184			NA
Interval_12919	chr7	142508777	142509054	+	0	NA	Intergenic	Intergenic	30158	PRSS3P2	PRSS3P2	NR_001296			PRSS3P2			NA
Interval_3579	chr13	30963550	30963773	+	0	NA	Intergenic	Intergenic	-15610	LINC00426	LINC00426	NR_024464			LINC00426			NA
Interval_5301	chr16	85368516	85368706	+	0	NA	Intergenic	Intergenic	-28680	MIR5093	MIR5093	NR_049816			MIR5093			NA
Interval_13239	chr8	59355419	59355636	+	0	NA	intron (UBXN2B, intron 6 of 7)	-intron (UBXN2B, intron 6 of 7)	31704	UBXN2B	UBXN2B	NM_001077619			UBXN2B			NA
Interval_6451	chr19	46865308	46865539	+	0	NA	intron (PPP5C, intron 2 of 12)	-intron (PPP5C, intron 2 of 11)	15172	PPP5C	PPP5C	NM_006247			PPP5C			NA
Interval_14128	chr9	120588311	120588521	+	0	NA	Intergenic	Intergenic	121963	TLR4	TLR4	NM_138557			TLR4			NA
Interval_6311	chr19	15270557	15270733	+	0	NA	exon (NOTCH3, exon 33 of 33)	-exon (NOTCH3, exon 33 of 33)	19516	MIR6795	MIR6795	NR_106853			MIR6795			NA
Interval_6964	chr2	75959734	75959893	+	0	NA	Intergenic	Intergenic	-21702	GCFC2	GCFC2	NM_001201335			GCFC2			NA
Interval_6024	chr18	32869575	32870069	+	0	NA	promoter-TSS (ZNF271P)	-promoter-TSS (ZNF271P)	387	ZSCAN30	ZSCAN30	NM_001288711			ZSCAN30			NA
Interval_153	chr1	26704951	26705260	+	0	NA	Intergenic	Intergenic	-5820	ZNF683	ZNF683	NM_001307925			ZNF683			NA
Interval_13990	chr9	93940148	93940640	+	0	NA	Intergenic	Intergenic	-102980	LOC100129316	LOC100129316	NR_033912			LOC100129316			NA
Interval_8862	chr3	36942362	36942646	+	0	NA	intron (TRANK1, intron 2 of 22)	-intron (TRANK1, intron 2 of 22)	44044	TRANK1	TRANK1	NM_014831			TRANK1			NA
Interval_14266	chr9	139378082	139378241	+	0	NA	promoter-TSS (SEC16A)	-promoter-TSS (SEC16A)	214	C9orf163	C9orf163	NM_152571			C9orf163			NA
Interval_13029	chr8	8157189	8157400	+	0	NA	Intergenic	Intergenic	71202	FAM86B3P	FAM86B3P	NR_024361			FAM86B3P			NA
Interval_570	chr1	101577590	101577995	+	0	NA	Intergenic	Intergenic	86390	LOC102606465	LOC102606465	NR_109849			LOC102606465			NA
Interval_8666	chr3	10433243	10433430	+	0	NA	intron (ATP2B2, intron 5 of 19)	-intron (ATP2B2, intron 5 of 22)	2910	MIR885	MIR885	NR_030614			MIR885			NA
Interval_11190	chr5	148431477	148431717	+	0	NA	intron (SH3TC2, intron 2 of 16)	-intron (SH3TC2, intron 2 of 16)	11140	SH3TC2	SH3TC2	NM_024577			SH3TC2			NA
Interval_515	chr1	92970951	92971129	+	0	NA	Intergenic	Intergenic	-18607	GFI1	GFI1	NM_005263			GFI1			NA
Interval_6318	chr19	16197249	16197427	+	0	NA	exon (TPM4, exon 4 of 9)	-exon (TPM4, exon 4 of 9)	10203	TPM4	TPM4	NM_001145160			TPM4			NA
Interval_565	chr1	101392935	101393235	+	0	NA	intron (SLC30A7, intron 8 of 10)	-intron (SLC30A7, intron 8 of 11)	31451	SLC30A7	SLC30A7	NM_001144884			SLC30A7			NA
Interval_10261	chr4	129679589	129679821	+	0	NA	Intergenic	Intergenic	-51073	JADE1	JADE1	NM_001287443			JADE1			NA
Interval_561	chr1	100715541	100715695	+	0	NA	promoter-TSS (DBT)	-promoter-TSS (DBT)	-209	DBT	DBT	NM_001918			DBT			NA
Interval_11867	chr6	91107710	91107975	+	0	NA	Intergenic	Intergenic	85381	MIR4464	MIR4464	NR_039671			MIR4464			NA
Interval_6490	chr19	54875197	54875524	+	0	NA	intron (LAIR1, intron 1 of 8)	-intron (LAIR1, intron 2 of 8)	1361	LAIR1	LAIR1	NM_001289026			LAIR1			NA
Interval_6736	chr2	40896425	40896696	+	0	NA	Intergenic	Intergenic	-239116	SLC8A1	SLC8A1	NM_001112802			SLC8A1			NA
Interval_9195	chr3	107695029	107695292	+	0	NA	Intergenic	Intergenic	93108	LINC00636	LINC00636	NR_015394			LINC00636			NA
Interval_6638	chr2	26924957	26925181	+	0	NA	intron (KCNK3, intron 1 of 1)	-intron (KCNK3, intron 1 of 1)	9488	KCNK3	KCNK3	NM_002246			KCNK3			NA
Interval_14365	chrX	40007933	40008091	+	0	NA	intron (BCOR, intron 1 of 13)	-intron (BCOR, intron 1 of 14)	-51293	BCOR	BCOR	NM_001123383			BCOR			NA
Interval_11152	chr5	142150925	142151153	+	0	NA	intron (ARHGAP26, intron 1 of 22)	-intron (ARHGAP26, intron 1 of 22)	747	ARHGAP26	ARHGAP26	NM_001135608			ARHGAP26			NA
Interval_11633	chr6	37526992	37527260	+	0	NA	Intergenic	Intergenic	-3928	MIR4462	MIR4462	NR_039669			MIR4462			NA
Interval_4669	chr15	59141666	59141861	+	0	NA	intron (FAM63B, intron 7 of 8)	-intron (FAM63B, intron 7 of 8)	78370	FAM63B	FAM63B	NM_001040453			FAM63B			NA
Interval_7750	chr2	229615818	229615977	+	0	NA	Intergenic	Intergenic	520160	PID1	PID1	NM_001100818			PID1			NA
Interval_9088	chr3	72305166	72305385	+	0	NA	Intergenic	Intergenic	104867	LINC00870	LINC00870	NR_038221			LINC00870			NA
Interval_8513	chr22	37703665	37703841	+	0	NA	intron (CYTH4, intron 8 of 12)	-intron (CYTH4, intron 8 of 12)	25258	CYTH4	CYTH4	NM_013385			CYTH4			NA
Interval_210	chr1	35562947	35563226	+	0	NA	exon (ZMYM1, exon 5 of 11)	-exon (ZMYM1, exon 5 of 11)	18122	ZMYM1	ZMYM1	NM_001289090			ZMYM1			NA
Interval_626	chr1	111837077	111837407	+	0	NA	intron (CHIA, intron 1 of 8)	-intron (CHIA, intron 1 of 9)	3768	CHIA	CHIA	NM_001040623			CHIA			NA
Interval_7228	chr2	133026626	133027172	+	0	NA	Intergenic	Intergenic	-11357	ANKRD30BL	ANKRD30BL	NR_027020			ANKRD30BL			NA
Interval_3790	chr13	73797957	73798147	+	0	NA	Intergenic	Intergenic	165122	KLF5	KLF5	NM_001286818			KLF5			NA
Interval_13307	chr8	73080401	73080560	+	0	NA	Intergenic	Intergenic	83389	LOC392232	LOC392232	NR_033867			LOC392232			NA
Interval_11031	chr5	119432671	119432830	+	0	NA	Intergenic	Intergenic	-367223	PRR16	PRR16	NM_001300783			PRR16			NA
Interval_11062	chr5	129245343	129245570	+	0	NA	intron (CHSY3, intron 2 of 2)	-intron (CHSY3, intron 2 of 2)	4933	CHSY3	CHSY3	NM_175856			CHSY3			NA
Interval_13141	chr8	29387103	29387333	+	0	NA	Intergenic	Intergenic	-180896	DUSP4	DUSP4	NM_001394			DUSP4			NA
