PeakID (cmd=annotatePeaks.pl ENCAB606JHO.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6431	chr17	30393957	30394477	+	0	NA	Intergenic	Intergenic	26862	SH3GL1P1	SH3GL1P1	NR_033412			SH3GL1P1			NA
Interval_7168	chr18	43620607	43620882	+	0	NA	intron (PSTPIP2, intron 1 of 14)	-intron (PSTPIP2, intron 1 of 14)	31506	PSTPIP2	PSTPIP2	NM_024430			PSTPIP2			NA
Interval_8139	chr19	49250276	49250769	+	0	NA	promoter-TSS (IZUMO1)	-promoter-TSS (IZUMO1)	-356	IZUMO1	IZUMO1	NM_182575			IZUMO1			NA
Interval_1267	chr1	156610353	156610582	+	0	NA	Intergenic	Intergenic	-1273	BCAN	BCAN	NM_021948			BCAN			NA
Interval_6313	chr17	18076246	18076529	+	0	NA	intron (MYO15A, intron 63 of 64)	-intron (MYO15A, intron 63 of 64)	-10480	ALKBH5	ALKBH5	NM_017758			ALKBH5			NA
Interval_3929	chr12	67662312	67663018	+	0	NA	promoter-TSS (CAND1)	-promoter-TSS (CAND1)	-396	CAND1	CAND1	NM_018448			CAND1			NA
Interval_9721	chr20	33680477	33681131	+	0	NA	promoter-TSS (TRPC4AP)	-promoter-TSS (TRPC4AP)	-186	TRPC4AP	TRPC4AP	NM_199368			TRPC4AP			NA
Interval_8946	chr2	101178974	101180076	+	0	NA	exon (PDCL3, exon 1 of 6)	-exon (PDCL3, exon 1 of 6)	107	PDCL3	PDCL3	NM_024065			PDCL3			NA
Interval_542	chr1	40177276	40177728	+	0	NA	Intergenic	Intergenic	-20120	HPCAL4	HPCAL4	NM_016257			HPCAL4			NA
Interval_4917	chr14	81901588	81901842	+	0	NA	Intergenic	Intergenic	-8159	STON2	STON2	NM_001256430			STON2			NA
Interval_14219	chr7	44587158	44587890	+	0	NA	Intergenic	Intergenic	-6610	NPC1L1	NPC1L1	NM_001300967			NPC1L1			NA
Interval_5326	chr15	74890767	74891111	+	0	NA	TTS (ARID3B)	-TTS (ARID3B)	-9774	CLK3	CLK3	NM_001130028			CLK3			NA
Interval_587	chr1	43609190	43609469	+	0	NA	Intergenic	Intergenic	-4265	FAM183A	FAM183A	NM_001101376			FAM183A			NA
Interval_4366	chr13	20410829	20411288	+	0	NA	TTS (ZMYM5)	-TTS (ZMYM5)	26718	ZMYM5	ZMYM5	NM_001142684			ZMYM5			NA
Interval_10709	chr3	40518122	40518851	+	0	NA	promoter-TSS (ZNF619)	-promoter-TSS (ZNF619)	-118	ZNF619	ZNF619	NM_001145093			ZNF619			NA
Interval_264	chr1	23874276	23874573	+	0	NA	Intergenic	Intergenic	11861	ID3	ID3	NM_002167			ID3			NA
Interval_11830	chr4	123654525	123654818	+	0	NA	intron (BBS12, intron 1 of 1)	-intron (BBS12, intron 1 of 2)	814	BBS12	BBS12	NM_001178007			BBS12			NA
Interval_5968	chr16	68877343	68877855	+	0	NA	promoter-TSS (TANGO6)	-promoter-TSS (TANGO6)	90	TANGO6	TANGO6	NM_024562			TANGO6			NA
Interval_13986	chr7	2393831	2394427	+	0	NA	promoter-TSS (EIF3B)	-promoter-TSS (EIF3B)	-345	EIF3B	EIF3B	NM_003751			EIF3B			NA
Interval_12756	chr5	180611405	180612015	+	0	NA	Intergenic	Intergenic	7198	LOC102577426	LOC102577426	NR_108031			LOC102577426			NA
Interval_14430	chr7	96746597	96747051	+	0	NA	exon (SDHAF3, exon 1 of 2)	-exon (SDHAF3, exon 1 of 2)	919	SDHAF3	SDHAF3	NM_020186			SDHAF3			NA
Interval_3988	chr12	82751874	82752640	+	0	NA	promoter-TSS (CCDC59)	-promoter-TSS (CCDC59)	-19	METTL25	METTL25	NM_032230			METTL25			NA
Interval_10770	chr3	47029428	47029706	+	0	NA	intron (NBEAL2, intron 1 of 53)	-intron (NBEAL2, intron 1 of 53)	8394	NBEAL2	NBEAL2	NM_015175			NBEAL2			NA
Interval_5469	chr15	93362662	93363542	+	0	NA	Intergenic	Intergenic	24388	ASB9P1	ASB9P1	NR_033769			ASB9P1			NA
Interval_6265	chr17	9547869	9548283	+	0	NA	promoter-TSS (USP43)	-promoter-TSS (USP43)	-778	USP43	USP43	NM_001267576			USP43			NA
Interval_8658	chr2	43446713	43447494	+	0	NA	Intergenic	Intergenic	6642	ZFP36L2	ZFP36L2	NM_006887			ZFP36L2			NA
Interval_10262	chr22	22901439	22902015	+	0	NA	promoter-TSS (PRAME)	-promoter-TSS (PRAME)	-23	LL22NC03-63E9.3	LL22NC03-63E9	NR_027426			LL22NC03-63E9.3			NA
Interval_4399	chr13	29148800	29149317	+	0	NA	Intergenic	Intergenic	-79793	FLT1	FLT1	NM_001159920			FLT1			NA
Interval_2759	chr11	28131548	28132096	+	0	NA	exon (METTL15, exon 2 of 7)	-exon (METTL15, exon 2 of 7)	2024	METTL15	METTL15	NM_001113528			METTL15			NA
Interval_10067	chr21	34423625	34424003	+	0	NA	Intergenic	Intergenic	-6321	LINC00945	LINC00945	NR_104056			LINC00945			NA
Interval_3893	chr12	58240417	58240662	+	0	NA	exon (CTDSP2, exon 1 of 8)	-exon (CTDSP2, exon 1 of 8)	208	CTDSP2	CTDSP2	NM_005730			CTDSP2			NA
Interval_6978	chr17	78193293	78193733	+	0	NA	promoter-TSS (SLC26A11)	-promoter-TSS (SLC26A11)	686	SGSH	SGSH	NM_000199			SGSH			NA
Interval_13868	chr6	157207704	157207933	+	0	NA	intron (ARID1B, intron 3 of 19)	-intron (ARID1B, intron 2 of 18)	-106953	MIR4466	MIR4466	NR_039676			MIR4466			NA
Interval_14824	chr7	148824141	148824457	+	0	NA	promoter-TSS (ZNF425)	-promoter-TSS (ZNF425)	-861	ZNF425	ZNF425	NM_001001661			ZNF425			NA
Interval_12933	chr6	20211703	20212233	+	0	NA	intron (MBOAT1, intron 1 of 12)	-intron (MBOAT1, intron 1 of 12)	727	MBOAT1	MBOAT1	NM_001080480			MBOAT1			NA
Interval_103	chr1	9989446	9989854	+	0	NA	TTS (LZIC)	-TTS (LZIC)	13176	LZIC	LZIC	NM_032368			LZIC			NA
Interval_6871	chr17	71088591	71088991	+	0	NA	promoter-TSS (SLC39A11)	-promoter-TSS (SLC39A11)	62	SLC39A11	SLC39A11	NM_001159770			SLC39A11			NA
Interval_13136	chr6	28862969	28863593	+	0	NA	Intergenic	Intergenic	-1026	HCG14	HCG14	NR_104117_5			HCG14			NA
Interval_7325	chr19	2900640	2900901	+	0	NA	promoter-TSS (ZNF57)	-promoter-TSS (ZNF57)	-126	ZNF57	ZNF57	NM_173480			ZNF57			NA
Interval_8695	chr2	48735783	48736243	+	0	NA	intron (PPP1R21, intron 19 of 21)	-intron (PPP1R21, intron 19 of 21)	-21295	STON1	STON1	NM_001198595			STON1			NA
Interval_3889	chr12	58165684	58165919	+	0	NA	promoter-TSS (METTL21B)	-promoter-TSS (METTL21B)	113	METTL1	METTL1	NM_023033			METTL1			NA
Interval_2909	chr11	60929270	60929500	+	0	NA	promoter-TSS (VPS37C)	-promoter-TSS (VPS37C)	-469	VPS37C	VPS37C	NM_017966			VPS37C			NA
Interval_3181	chr11	75119619	75120224	+	0	NA	intron (RPS3, intron 6 of 6)	-intron (RPS3, intron 6 of 6)	4456	SNORD15B	SNORD15B	NR_000025			SNORD15B			NA
Interval_1152	chr1	151735870	151736299	+	0	NA	exon (MRPL9, exon 1 of 6)	-intron (OAZ3, intron 1 of 4)	308	MRPL9	MRPL9	NM_031420			MRPL9			NA
Interval_6367	chr17	26403043	26403533	+	0	NA	intron (NLK, intron 1 of 10)	-intron (NLK, intron 1 of 10)	33600	NLK	NLK	NM_016231			NLK			NA
Interval_3337	chr11	110305973	110306309	+	0	NA	intron (FDX1, intron 1 of 3)	-intron (FDX1, intron 1 of 3)	5480	FDX1	FDX1	NM_004109			FDX1			NA
Interval_8010	chr19	45946955	45947221	+	0	NA	Intergenic	Intergenic	7176	MIR6088	MIR6088	NR_106736			MIR6088			NA
Interval_6584	chr17	40927429	40927821	+	0	NA	intron (VPS25, intron 4 of 5)	-intron (VPS25, intron 4 of 5)	2171	VPS25	VPS25	NM_032353			VPS25			NA
Interval_2442	chr10	102118820	102119168	+	0	NA	intron (SCD, intron 5 of 5)	-intron (SCD, intron 5 of 5)	12222	SCD	SCD	NM_005063			SCD			NA
Interval_359	chr1	28099693	28099982	+	0	NA	exon (STX12, exon 1 of 9)	-exon (STX12, exon 1 of 9)	143	STX12	STX12	NM_177424			STX12			NA
Interval_9541	chr2	240007979	240008268	+	0	NA	promoter-TSS (MIR4441)	-promoter-TSS (MIR4441)	-501	MIR4441	MIR4441	NR_039643			MIR4441			NA
Interval_2052	chr10	25013254	25013591	+	0	NA	promoter-TSS (ARHGAP21)	-promoter-TSS (ARHGAP21)	-825	ARHGAP21	ARHGAP21	NM_020824			ARHGAP21			NA
Interval_6442	chr17	31236914	31237382	+	0	NA	Intergenic	Intergenic	-17780	TMEM98	TMEM98	NM_015544			TMEM98			NA
Interval_990	chr1	114556269	114556700	+	0	NA	Intergenic	Intergenic	34471	OLFML3	OLFML3	NM_001286352			OLFML3			NA
Interval_1285	chr1	157373025	157373332	+	0	NA	Intergenic	Intergenic	149132	FCRL5	FCRL5	NM_001195388			FCRL5			NA
Interval_10745	chr3	44802738	44803407	+	0	NA	promoter-TSS (KIF15)	-promoter-TSS (KIF15)	101	KIAA1143	KIAA1143	NM_020696			KIAA1143			NA
Interval_8442	chr2	677216	677765	+	0	NA	promoter-TSS (TMEM18)	-promoter-TSS (TMEM18)	-51	TMEM18	TMEM18	NM_152834			TMEM18			NA
Interval_4589	chr13	115093027	115093725	+	0	NA	TTS (CHAMP1)	-TTS (CHAMP1)	6047	LINC01054	LINC01054	NR_126391			LINC01054			NA
Interval_13111	chr6	28459453	28459818	+	0	NA	Intergenic	Intergenic	23935	GPX6	GPX6	NM_182701			GPX6			NA
Interval_91	chr1	8927335	8929940	+	0	NA	intron (ENO1, intron 4 of 11)	-intron (ENO1, intron 1 of 8)	-1988	MIR6728	MIR6728	NR_106786			MIR6728			NA
Interval_12564	chr5	145827469	145828049	+	0	NA	intron (TCERG1, intron 1 of 21)	-intron (TCERG1, intron 1 of 20)	886	TCERG1	TCERG1	NM_001040006			TCERG1			NA
Interval_2373	chr10	93682926	93683591	+	0	NA	promoter-TSS (BTAF1)	-promoter-TSS (BTAF1)	-478	BTAF1	BTAF1	NM_003972			BTAF1			NA
Interval_13301	chr6	34855470	34856280	+	0	NA	promoter-TSS (TAF11)	-promoter-TSS (TAF11)	-27	TAF11	TAF11	NM_001270488			TAF11			NA
Interval_10948	chr3	101344230	101344514	+	0	NA	Intergenic	Intergenic	-50902	ZBTB11-AS1	ZBTB11-AS1	NR_024407			ZBTB11-AS1			NA
Interval_11864	chr4	139823719	139824193	+	0	NA	Intergenic	Intergenic	-112957	NOCT	NOCT	NM_012118			NOCT			NA
Interval_16172	chrX	44401878	44402559	+	0	NA	promoter-TSS (FUNDC1)	-promoter-TSS (FUNDC1)	3	FUNDC1	FUNDC1	NM_173794			FUNDC1			NA
Interval_10741	chr3	44690083	44690461	+	0	NA	promoter-TSS (ZNF35)	-promoter-TSS (ZNF35)	39	ZNF35	ZNF35	NM_003420			ZNF35			NA
Interval_10450	chr22	41840391	41840648	+	0	NA	intron (TOB2, intron 1 of 1)	-intron (TOB2, intron 1 of 1)	2508	TOB2	TOB2	NM_016272			TOB2			NA
Interval_13215	chr6	31693635	31694076	+	0	NA	TTS (DDAH2)	-TTS (DDAH2)	2734	C6orf25	C6orf25	NM_138273_6			C6orf25			NA
Interval_6744	chr17	54280773	54281278	+	0	NA	intron (ANKFN1, intron 1 of 16)	-intron (ANKFN1, intron 1 of 16)	50189	ANKFN1	ANKFN1	NM_153228			ANKFN1			NA
Interval_7465	chr19	9546039	9546419	+	0	NA	promoter-TSS (ZNF266)	-promoter-TSS (ZNF266)	25	ZNF266	ZNF266	NM_006631			ZNF266			NA
Interval_10110	chr21	38336748	38337013	+	0	NA	intron (HLCS, intron 1 of 11)	-intron (HLCS, intron 1 of 11)	16384	HLCS	HLCS	NM_000411			HLCS			NA
Interval_14617	chr7	112758103	112759199	+	0	NA	promoter-TSS (LINC00998)	-promoter-TSS (LINC00998)	-14	LINC00998	LINC00998	NR_015442			LINC00998			NA
Interval_6063	chr16	81779713	81780192	+	0	NA	Intergenic	Intergenic	-32911	PLCG2	PLCG2	NM_002661			PLCG2			NA
Interval_698	chr1	54447961	54448299	+	0	NA	Intergenic	Intergenic	35729	LDLRAD1	LDLRAD1	NM_001276392			LDLRAD1			NA
Interval_7615	chr19	14545599	14545990	+	0	NA	intron (PKN1, intron 1 of 21)	-intron (PKN1, intron 1 of 21)	-5292	PKN1	PKN1	NM_002741			PKN1			NA
Interval_5202	chr15	58702563	58702913	+	0	NA	Intergenic	Intergenic	-21437	LIPC	LIPC	NM_000236			LIPC			NA
Interval_10953	chr3	101398221	101398505	+	0	NA	TTS (ZBTB11-AS1)	-TTS (ZBTB11-AS1)	-2375	ZBTB11	ZBTB11	NM_014415			ZBTB11			NA
Interval_12405	chr5	121297390	121297889	+	0	NA	promoter-TSS (SRFBP1)	-promoter-TSS (SRFBP1)	-17	SRFBP1	SRFBP1	NM_152546			SRFBP1			NA
Interval_11401	chr3	197574311	197574578	+	0	NA	intron (LRCH3, intron 11 of 18)	-intron (LRCH3, intron 11 of 18)	56347	LRCH3	LRCH3	NM_032773			LRCH3			NA
Interval_9846	chr20	46025942	46026214	+	0	NA	Intergenic	Intergenic	-40445	ZMYND8	ZMYND8	NM_001281769			ZMYND8			NA
Interval_9993	chr20	62587752	62588140	+	0	NA	promoter-TSS (UCKL1)	-promoter-TSS (UCKL1)	-146	UCKL1	UCKL1	NM_017859			UCKL1			NA
Interval_12045	chr5	1816709	1817041	+	0	NA	TTS (NDUFS6)	-TTS (NDUFS6)	15379	NDUFS6	NDUFS6	NM_004553			NDUFS6			NA
Interval_12286	chr5	81648282	81648604	+	0	NA	Intergenic	Intergenic	73162	ATP6AP1L	ATP6AP1L	NM_001017971			ATP6AP1L			NA
Interval_3715	chr12	49715795	49716228	+	0	NA	promoter-TSS (TROAP)	-promoter-TSS (TROAP)	-960	TROAP	TROAP	NM_005480			TROAP			NA
Interval_7386	chr19	5433839	5435065	+	0	NA	Intergenic	Intergenic	-20974	ZNRF4	ZNRF4	NM_181710			ZNRF4			NA
Interval_15509	chr9	3534612	3535091	+	0	NA	Intergenic	Intergenic	-8850	RFX3	RFX3	NM_134428			RFX3			NA
Interval_5699	chr16	21311806	21312296	+	0	NA	promoter-TSS (CRYM-AS1)	-promoter-TSS (CRYM-AS1)	-119	CRYM-AS1	CRYM-AS1	NR_026675			CRYM-AS1			NA
Interval_15151	chr8	67575857	67576278	+	0	NA	intron (VCPIP1, intron 1 of 2)	-intron (VCPIP1, intron 1 of 2)	3385	VCPIP1	VCPIP1	NM_025054			VCPIP1			NA
Interval_13400	chr6	43021452	43022038	+	0	NA	promoter-TSS (CUL7)	-promoter-TSS (CUL7)	-62	CUL7	CUL7	NM_001168370			CUL7			NA
Interval_12807	chr6	6592192	6592529	+	0	NA	intron (LY86, intron 1 of 4)	-intron (LY86, intron 1 of 4)	3426	LY86	LY86	NM_004271			LY86			NA
Interval_9877	chr20	48381505	48382110	+	0	NA	Intergenic	Intergenic	-47443	SLC9A8	SLC9A8	NM_001260491			SLC9A8			NA
Interval_2728	chr11	18343420	18344312	+	0	NA	promoter-TSS (GTF2H1)	-promoter-TSS (GTF2H1)	50	GTF2H1	GTF2H1	NM_005316			GTF2H1			NA
Interval_4718	chr14	37637732	37638050	+	0	NA	intron (SLC25A21, intron 1 of 9)	-intron (SLC25A21, intron 1 of 10)	-3340	SLC25A21-AS1	SLC25A21-AS1	NR_033240			SLC25A21-AS1			NA
Interval_7	chr1	713813	714322	+	0	NA	promoter-TSS (LOC100288069)	-promoter-TSS (LOC100288069)	1	LOC100288069	LOC100288069	NR_033908			LOC100288069			NA
Interval_4121	chr12	108955851	108956149	+	0	NA	promoter-TSS (SART3)	-promoter-TSS (SART3)	761	ISCU	ISCU	NM_213595			ISCU			NA
Interval_15592	chr9	35603887	35604378	+	0	NA	Intergenic	Intergenic	-1149	TESK1	TESK1	NM_006285			TESK1			NA
Interval_13344	chr6	37394784	37395094	+	0	NA	Intergenic	Intergenic	-5968	CMTR1	CMTR1	NM_015050			CMTR1			NA
Interval_1972	chr10	11940314	11941018	+	0	NA	Intergenic	Intergenic	-3957	PROSER2-AS1	PROSER2-AS1	NR_038222			PROSER2-AS1			NA
Interval_11922	chr4	154564470	154564875	+	0	NA	Intergenic	Intergenic	-40769	TLR2	TLR2	NM_003264			TLR2			NA
Interval_10127	chr21	39492740	39493775	+	0	NA	promoter-TSS (DSCR8)	-promoter-TSS (DSCR8)	197	DSCR4	DSCR4	NM_005867			DSCR4			NA
Interval_2746	chr11	20378742	20379048	+	0	NA	Intergenic	Intergenic	-6336	HTATIP2	HTATIP2	NM_006410			HTATIP2			NA
Interval_6987	chr17	79127130	79127421	+	0	NA	intron (AATK, intron 1 of 13)	-intron (AATK, intron 1 of 13)	-12032	AATK-AS1	AATK-AS1	NR_027255			AATK-AS1			NA
Interval_1943	chr10	5982618	5982972	+	0	NA	Intergenic	Intergenic	37355	IL15RA	IL15RA	NM_001243539			IL15RA			NA
Interval_14781	chr7	139043225	139043529	+	0	NA	intron (C7orf55-LUC7L2, intron 2 of 10)	-intron (C7orf55-LUC7L2, intron 2 of 10)	-1215	LUC7L2	LUC7L2	NM_001270643			LUC7L2			NA
Interval_12645	chr5	168006603	168007094	+	0	NA	promoter-TSS (PANK3)	-promoter-TSS (PANK3)	-234	PANK3	PANK3	NM_024594			PANK3			NA
Interval_13486	chr6	53348399	53348695	+	0	NA	Intergenic	Intergenic	61380	GCLC	GCLC	NM_001197115			GCLC			NA
Interval_12435	chr5	130600660	130601672	+	0	NA	intron (CDC42SE2, intron 1 of 4)	-intron (CDC42SE2, intron 1 of 4)	1464	CDC42SE2	CDC42SE2	NM_020240			CDC42SE2			NA
Interval_8926	chr2	97197982	97198278	+	0	NA	Intergenic	Intergenic	-4334	ARID5A	ARID5A	NM_212481			ARID5A			NA
Interval_5523	chr16	1187612	1187965	+	0	NA	Intergenic	Intergenic	-15453	CACNA1H	CACNA1H	NM_021098			CACNA1H			NA
Interval_9115	chr2	145115478	145115866	+	0	NA	Intergenic	Intergenic	-120766	GTDC1	GTDC1	NM_001164629			GTDC1			NA
Interval_7903	chr19	40675428	40675735	+	0	NA	Intergenic	Intergenic	-22070	MAP3K10	MAP3K10	NM_002446			MAP3K10			NA
Interval_8423	chr19	58892473	58893074	+	0	NA	promoter-TSS (ZNF837)	-promoter-TSS (ZNF837)	-384	ZNF837	ZNF837	NM_138466			ZNF837			NA
Interval_15034	chr8	33432109	33432610	+	0	NA	Intergenic	Intergenic	-7713	RNF122	RNF122	NM_024787			RNF122			NA
Interval_1497	chr1	185991346	185991631	+	0	NA	intron (HMCN1, intron 35 of 106)	-intron (HMCN1, intron 35 of 106)	-273917	PRG4	PRG4	NM_001303232			PRG4			NA
Interval_14002	chr7	5492577	5492853	+	0	NA	Intergenic	Intergenic	-29538	TNRC18	TNRC18	NM_001080495			TNRC18			NA
Interval_11440	chr4	2470577	2471064	+	0	NA	promoter-TSS (RNF4)	-promoter-TSS (RNF4)	25	RNF4	RNF4	NM_002938			RNF4			NA
Interval_9898	chr20	49126345	49127026	+	0	NA	promoter-TSS (PTPN1)	-promoter-TSS (PTPN1)	-173	PTPN1	PTPN1	NM_002827			PTPN1			NA
Interval_9344	chr2	192697660	192697943	+	0	NA	Intergenic	Intergenic	14205	SDPR	SDPR	NM_004657			SDPR			NA
Interval_2999	chr11	64570828	64571225	+	0	NA	promoter-TSS (MAP4K2)	-promoter-TSS (MAP4K2)	-300	MAP4K2	MAP4K2	NM_001307990			MAP4K2			NA
Interval_687	chr1	52888607	52888868	+	0	NA	TTS (ZCCHC11)	-TTS (ZCCHC11)	18518	PRPF38A	PRPF38A	NM_032864			PRPF38A			NA
Interval_12417	chr5	125849634	125850765	+	0	NA	Intergenic	Intergenic	80883	ALDH7A1	ALDH7A1	NM_001202404			ALDH7A1			NA
Interval_12835	chr6	7580735	7581005	+	0	NA	exon (DSP, exon 23 of 24)	-exon (DSP, exon 23 of 24)	-9562	SNRNP48	SNRNP48	NM_152551			SNRNP48			NA
Interval_13979	chr7	1781620	1781971	+	0	NA	intron (ELFN1-AS1, intron 1 of 1)	-intron (ELFN1, intron 1 of 1)	151	ELFN1-AS1	ELFN1-AS1	NR_120510			ELFN1-AS1			NA
Interval_6300	chr17	17208745	17209170	+	0	NA	intron (NT5M, intron 1 of 4)	-intron (NT5M, intron 1 of 4)	2277	NT5M	NT5M	NM_020201			NT5M			NA
Interval_4614	chr14	21711341	21711619	+	0	NA	intron (HNRNPC, intron 1 of 7)	-intron (HNRNPC, intron 1 of 7)	26158	HNRNPC	HNRNPC	NM_001077442			HNRNPC			NA
Interval_15182	chr8	75262363	75262877	+	0	NA	promoter-TSS (GDAP1)	-promoter-TSS (GDAP1)	2	GDAP1	GDAP1	NM_018972			GDAP1			NA
Interval_6389	chr17	27181537	27182424	+	0	NA	promoter-TSS (ERAL1)	-promoter-TSS (ERAL1)	-63	ERAL1	ERAL1	NM_005702			ERAL1			NA
Interval_13696	chr6	130005208	130005502	+	0	NA	intron (ARHGAP18, intron 1 of 14)	-intron (ARHGAP18, intron 1 of 14)	26015	ARHGAP18	ARHGAP18	NM_033515			ARHGAP18			NA
Interval_3045	chr11	65420223	65420764	+	0	NA	TTS (RELA)	-TTS (RELA)	3830	MIR4489	MIR4489	NR_039709			MIR4489			NA
Interval_10148	chr21	44516417	44516682	+	0	NA	intron (U2AF1, intron 3 of 7)	-intron (U2AF1, intron 3 of 7)	11139	U2AF1	U2AF1	NM_006758			U2AF1			NA
Interval_11307	chr3	184459973	184460222	+	0	NA	Intergenic	Intergenic	-30261	MAGEF1	MAGEF1	NM_022149			MAGEF1			NA
Interval_5734	chr16	25122692	25123146	+	0	NA	promoter-TSS (LCMT1)	-promoter-TSS (LCMT1)	-43	LCMT1-AS1	LCMT1-AS1	NR_120306			LCMT1-AS1			NA
Interval_1357	chr1	163291254	163292170	+	0	NA	promoter-TSS (RGS5)	-promoter-TSS (RGS5)	-11	NUF2	NUF2	NM_145697			NUF2			NA
Interval_4913	chr14	81636825	81637059	+	0	NA	Intergenic	Intergenic	32236	SNORA79	SNORA79	NR_003021			SNORA79			NA
Interval_8175	chr19	49658172	49659478	+	0	NA	promoter-TSS (HRC)	-promoter-TSS (HRC)	-144	HRC	HRC	NM_002152			HRC			NA
Interval_2529	chr10	118946805	118947246	+	0	NA	Intergenic	Intergenic	-9975	KCNK18	KCNK18	NM_181840			KCNK18			NA
Interval_7048	chr18	816838	817148	+	0	NA	Intergenic	Intergenic	-4666	YES1	YES1	NM_005433			YES1			NA
Interval_393	chr1	29506412	29506697	+	0	NA	intron (SRSF4, intron 1 of 5)	-intron (SRSF4, intron 1 of 5)	2083	SRSF4	SRSF4	NM_005626			SRSF4			NA
Interval_14456	chr7	99096995	99098174	+	0	NA	exon (ZNF394, exon 1 of 3)	-exon (ZNF394, exon 1 of 3)	293	ZNF394	ZNF394	NM_032164			ZNF394			NA
Interval_1157	chr1	151882021	151882704	+	0	NA	promoter-TSS (THEM4)	-promoter-TSS (THEM4)	-1	THEM4	THEM4	NM_053055			THEM4			NA
Interval_2274	chr10	74385696	74386309	+	0	NA	promoter-TSS (MICU1)	-promoter-TSS (MICU1)	-53	MICU1	MICU1	NM_006077			MICU1			NA
Interval_5736	chr16	25282705	25283056	+	0	NA	Intergenic	Intergenic	-14025	ZKSCAN2	ZKSCAN2	NM_001012981			ZKSCAN2			NA
Interval_9112	chr2	144966613	144966876	+	0	NA	intron (GTDC1, intron 3 of 9)	-intron (GTDC1, intron 3 of 11)	28162	GTDC1	GTDC1	NM_001164629			GTDC1			NA
Interval_14982	chr8	22931783	22932594	+	0	NA	intron (LOC286059, intron 1 of 2)	-intron (LOC286059, intron 1 of 2)	-5488	TNFRSF10B	TNFRSF10B	NM_003842			TNFRSF10B			NA
Interval_4867	chr14	74229112	74229577	+	0	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-2343	ELMSAN1	ELMSAN1	NM_001043318			ELMSAN1			NA
Interval_16488	chrX	149736642	149736989	+	0	NA	promoter-TSS (MTM1)	-promoter-TSS (MTM1)	-232	MTM1	MTM1	NM_000252			MTM1			NA
Interval_5783	chr16	29827101	29827738	+	0	NA	promoter-TSS (PAGR1)	-promoter-TSS (PAGR1)	-109	PAGR1	PAGR1	NM_024516			PAGR1			NA
Interval_11224	chr3	169872349	169872618	+	0	NA	intron (PHC3, intron 4 of 14)	-intron (PHC3, intron 4 of 14)	27054	PHC3	PHC3	NM_024947			PHC3			NA
Interval_3979	chr12	76926885	76927210	+	0	NA	intron (OSBPL8, intron 1 of 23)	-intron (OSBPL8, intron 1 of 22)	26542	OSBPL8	OSBPL8	NM_020841			OSBPL8			NA
Interval_11090	chr3	140629775	140630016	+	0	NA	Intergenic	Intergenic	-30767	SLC25A36	SLC25A36	NM_001104647			SLC25A36			NA
Interval_15989	chr9	134955016	134955511	+	0	NA	promoter-TSS (MED27)	-promoter-TSS (MED27)	11	MED27	MED27	NM_001253882			MED27			NA
Interval_6972	chr17	76858450	76858985	+	0	NA	intron (TIMP2, intron 3 of 4)	-intron (TIMP2, intron 3 of 4)	-21748	USP36	USP36	NM_025090			USP36			NA
Interval_16089	chrX	15534042	15534450	+	0	NA	exon (BMX, exon 5 of 19)	-exon (BMX, exon 5 of 19)	15346	BMX	BMX	NM_203281			BMX			NA
Interval_8000	chr19	45595977	45596431	+	0	NA	promoter-TSS (PPP1R37)	-promoter-TSS (PPP1R37)	-227	PPP1R37	PPP1R37	NM_019121			PPP1R37			NA
Interval_1456	chr1	180451553	180451818	+	0	NA	intron (ACBD6, intron 3 of 7)	-intron (ACBD6, intron 3 of 7)	20337	ACBD6	ACBD6	NM_032360			ACBD6			NA
Interval_12239	chr5	72793887	72794491	+	0	NA	promoter-TSS (BTF3)	-promoter-TSS (BTF3)	-61	BTF3	BTF3	NM_001207			BTF3			NA
Interval_1088	chr1	149605400	149606315	+	0	NA	promoter-TSS (RNVU1-20)	-promoter-TSS (RNVU1-20)	-60	RNVU1-20	RNVU1-20	NR_125392			RNVU1-20			NA
Interval_6061	chr16	81504624	81505177	+	0	NA	intron (CMIP, intron 1 of 20)	-intron (CMIP, intron 1 of 20)	26125	CMIP	CMIP	NM_030629			CMIP			NA
Interval_10712	chr3	40964581	40964949	+	0	NA	Intergenic	Intergenic	-276177	CTNNB1	CTNNB1	NM_001098210			CTNNB1			NA
Interval_4402	chr13	29233004	29233376	+	0	NA	promoter-TSS (POMP)	-promoter-TSS (POMP)	49	POMP	POMP	NM_015932			POMP			NA
Interval_1791	chr1	235002915	235003262	+	0	NA	Intergenic	Intergenic	96658	LOC101927851	LOC101927851	NR_125945			LOC101927851			NA
Interval_2183	chr10	53401276	53401570	+	0	NA	intron (PRKG1, intron 3 of 17)	-intron (PRKG1, intron 3 of 17)	57932	CSTF2T	CSTF2T	NM_015235			CSTF2T			NA
Interval_12210	chr5	67512266	67513156	+	0	NA	intron (PIK3R1, intron 1 of 15)	-intron (PIK3R1, intron 1 of 15)	27007	LOC102467655	LOC102467655	NR_105003			LOC102467655			NA
