PeakID (cmd=annotatePeaks.pl ENCAB521XDP.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4268	chr15	45517750	45518091	+	0	NA	Intergenic	Intergenic	-24547	SHF	SHF	NM_138356			SHF			NA
Interval_5275	chr16	84612242	84612707	+	0	NA	intron (COTL1, intron 3 of 3)	-intron (COTL1, intron 3 of 3)	39228	COTL1	COTL1	NM_021149			COTL1			NA
Interval_3295	chr13	21951540	21951812	+	0	NA	intron (ZDHHC20, intron 12 of 12)	-intron (ZDHHC20, intron 10 of 10)	-32678	LINC00539	LINC00539	NR_103841			LINC00539			NA
Interval_11979	chr6	6932719	6933049	+	0	NA	Intergenic	Intergenic	-174946	RREB1	RREB1	NM_001003698			RREB1			NA
Interval_7255	chr2	8259988	8260346	+	0	NA	intron (LINC00299, intron 7 of 8)	-intron (LINC00299, intron 7 of 8)	-143222	LINC00298	LINC00298	NR_015405			LINC00298			NA
Interval_2934	chr12	76508165	76508454	+	0	NA	Intergenic	Intergenic	-29496	NAP1L1	NAP1L1	NM_001307924			NAP1L1			NA
Interval_11059	chr4	84118799	84119029	+	0	NA	Intergenic	Intergenic	-83003	PLAC8	PLAC8	NM_016619			PLAC8			NA
Interval_5688	chr17	35969369	35969593	+	0	NA	promoter-TSS (SYNRG)	-promoter-TSS (SYNRG)	5	SYNRG	SYNRG	NM_007247			SYNRG			NA
Interval_12249	chr6	37665739	37665980	+	0	NA	promoter-TSS (MDGA1)	-promoter-TSS (MDGA1)	-93	MDGA1	MDGA1	NM_153487			MDGA1			NA
Interval_5747	chr17	39956886	39957203	+	0	NA	Intergenic	Intergenic	11407	P3H4	P3H4	NM_006455			P3H4			NA
Interval_3599	chr14	24017153	24017537	+	0	NA	intron (ZFHX2, intron 1 of 9)	-intron (ZFHX2, intron 1 of 9)	3513	ZFHX2	ZFHX2	NM_033400			ZFHX2			NA
Interval_2244	chr11	63867002	63867254	+	0	NA	intron (MACROD1, intron 3 of 10)	-intron (MACROD1, intron 3 of 10)	-4234	FLRT1	FLRT1	NM_013280			FLRT1			NA
Interval_7180	chr2	526817	527459	+	0	NA	Intergenic	Intergenic	150301	TMEM18	TMEM18	NM_152834			TMEM18			NA
Interval_6799	chr19	14328165	14328560	+	0	NA	Intergenic	Intergenic	-11365	ADGRL1	ADGRL1	NM_001008701			ADGRL1			NA
Interval_11476	chr5	55633987	55634253	+	0	NA	Intergenic	Intergenic	-104934	ANKRD55	ANKRD55	NM_024669			ANKRD55			NA
Interval_503	chr1	53563291	53563521	+	0	NA	intron (SLC1A7, intron 5 of 10)	-intron (SLC1A7, intron 5 of 10)	35682	PODN	PODN	NM_001199081			PODN			NA
Interval_5367	chr16	87970164	87970419	+	0	NA	promoter-TSS (CA5A)	-promoter-TSS (CA5A)	-179	CA5A	CA5A	NM_001739			CA5A			NA
Interval_551	chr1	59753731	59754065	+	0	NA	Intergenic	Intergenic	-8786	FGGY	FGGY	NM_018291			FGGY			NA
Interval_7706	chr2	85726176	85726604	+	0	NA	Intergenic	Intergenic	39619	PARTICL	PARTICL	NR_038942			PARTICL			NA
Interval_267	chr1	26910779	26911039	+	0	NA	Intergenic	Intergenic	29876	MIR1976	MIR1976	NR_031740			MIR1976			NA
Interval_4443	chr15	80447739	80448125	+	0	NA	intron (FAH, intron 1 of 13)	-intron (FAH, intron 1 of 13)	2699	FAH	FAH	NM_000137			FAH			NA
Interval_7738	chr2	87643559	87643947	+	0	NA	Intergenic	Intergenic	-111221	LINC00152	LINC00152	NR_024206			LINC00152			NA
Interval_9100	chr20	42587934	42588399	+	0	NA	intron (TOX2, intron 2 of 9)	-intron (TOX2, intron 1 of 8)	43384	TOX2	TOX2	NM_001098798			TOX2			NA
Interval_3128	chr12	119013389	119013865	+	0	NA	Intergenic	Intergenic	199269	SUDS3	SUDS3	NM_022491			SUDS3			NA
Interval_7431	chr2	29439899	29440150	+	0	NA	intron (ALK, intron 23 of 28)	-intron (ALK, intron 23 of 28)	102280	CLIP4	CLIP4	NM_001287527			CLIP4			NA
Interval_11278	chr4	175575798	175576113	+	0	NA	intron (GLRA3, intron 8 of 8)	-intron (GLRA3, intron 8 of 8)	-131906	HPGD	HPGD	NM_001256301			HPGD			NA
Interval_3750	chr14	31883098	31883343	+	0	NA	intron (HEATR5A, intron 1 of 35)	-intron (HEATR5A, intron 1 of 35)	6568	HEATR5A	HEATR5A	NM_015473			HEATR5A			NA
Interval_531	chr1	56974182	56974542	+	0	NA	intron (PPAP2B, intron 5 of 5)	-intron (PPAP2B, intron 5 of 5)	70895	PPAP2B	PPAP2B	NM_003713			PPAP2B			NA
Interval_7165	chr19	57546011	57546244	+	0	NA	Intergenic	Intergenic	-85382	USP29	USP29	NM_020903			USP29			NA
Interval_10384	chr3	99808653	99808908	+	0	NA	intron (FILIP1L, intron 1 of 5)	-intron (FILIP1L, intron 1 of 4)	24577	FILIP1L	FILIP1L	NM_001042459			FILIP1L			NA
Interval_7296	chr2	10508033	10508920	+	0	NA	promoter-TSS (HPCAL1)	-promoter-TSS (HPCAL1)	64650	HPCAL1	HPCAL1	NM_134421			HPCAL1			NA
Interval_4104	chr14	100814518	100814760	+	0	NA	intron (WARS, intron 5 of 9)	-intron (WARS, intron 6 of 10)	24960	SLC25A47	SLC25A47	NM_207117			SLC25A47			NA
Interval_11484	chr5	60148711	60149108	+	0	NA	Intergenic	Intergenic	-8808	ELOVL7	ELOVL7	NM_024930			ELOVL7			NA
Interval_17	chr1	1296214	1296540	+	0	NA	intron (MXRA8, intron 1 of 10)	-intron (MXRA8, intron 1 of 10)	-2203	MXRA8	MXRA8	NM_001282582			MXRA8			NA
Interval_13647	chr8	27355686	27355930	+	0	NA	intron (EPHX2, intron 1 of 17)	-intron (EPHX2, intron 1 of 18)	7289	EPHX2	EPHX2	NM_001979			EPHX2			NA
Interval_2072	chr11	19463760	19464146	+	0	NA	intron (NAV2, intron 1 of 37)	-intron (NAV2, intron 1 of 37)	64823	NAV2-AS5	NAV2-AS5	NR_049725			NAV2-AS5			NA
Interval_9039	chr20	36713066	36713367	+	0	NA	intron (RPRD1B, intron 6 of 6)	-intron (RPRD1B, intron 6 of 6)	51268	RPRD1B	RPRD1B	NM_021215			RPRD1B			NA
Interval_5784	chr17	42186150	42186559	+	0	NA	intron (HDAC5, intron 3 of 26)	-intron (HDAC5, intron 3 of 26)	14660	HDAC5	HDAC5	NM_005474			HDAC5			NA
Interval_426	chr1	43415184	43415505	+	0	NA	intron (SLC2A1, intron 1 of 9)	-intron (SLC2A1, intron 1 of 9)	-9376	SLC2A1-AS1	SLC2A1-AS1	NR_033967			SLC2A1-AS1			NA
Interval_13826	chr8	96113829	96114064	+	0	NA	Intergenic	Intergenic	-28722	MIR3150B	MIR3150B	NR_037484			MIR3150B			NA
Interval_14393	chr9	113133538	113134164	+	0	NA	intron (SVEP1, intron 46 of 47)	-intron (SVEP1, intron 46 of 47)	-33687	TXNDC8	TXNDC8	NM_001003936			TXNDC8			NA
Interval_1190	chr1	228352293	228352567	+	0	NA	exon (IBA57-AS1, exon 1 of 2)	-exon (IBA57-AS1, exon 1 of 2)	783	IBA57-AS1	IBA57-AS1	NR_103540			IBA57-AS1			NA
Interval_7219	chr2	3306502	3306866	+	0	NA	intron (TSSC1, intron 3 of 8)	-intron (TSSC1, intron 3 of 8)	74969	TSSC1	TSSC1	NM_003310			TSSC1			NA
Interval_2009	chr11	9121110	9121439	+	0	NA	Intergenic	Intergenic	5364	KRT8P41	KRT8P41	NR_027713			KRT8P41			NA
Interval_14759	chrX	57147573	57147902	+	0	NA	exon (SPIN2B, exon 1 of 2)	-exon (SPIN2B, exon 1 of 2)	252	SPIN2B	SPIN2B	NM_001282462			SPIN2B			NA
Interval_1515	chr10	44691080	44691363	+	0	NA	Intergenic	Intergenic	-96977	C10orf142	C10orf142	NM_001258000			C10orf142			NA
Interval_10700	chr3	185272694	185273226	+	0	NA	Intergenic	Intergenic	-2591	LIPH	LIPH	NM_139248			LIPH			NA
Interval_5753	chr17	40373884	40374244	+	0	NA	intron (STAT5B, intron 5 of 18)	-intron (STAT5B, intron 5 of 18)	-27514	GHDC	GHDC	NM_001142623			GHDC			NA
Interval_9955	chr22	41919663	41919906	+	0	NA	intron (ACO2, intron 11 of 17)	-intron (ACO2, intron 11 of 17)	20709	POLR3H	POLR3H	NM_001282884			POLR3H			NA
Interval_7879	chr2	112004125	112004461	+	0	NA	Intergenic	Intergenic	74370	MIR4435-2	MIR4435-2	NR_039636_1			MIR4435-2			NA
Interval_13015	chr7	44186998	44187348	+	0	NA	intron (GCK, intron 8 of 10)	-intron (GCK, intron 7 of 9)	-6257	MYL7	MYL7	NM_021223			MYL7			NA
Interval_12096	chr6	20575392	20575845	+	0	NA	intron (CDKAL1, intron 4 of 15)	-intron (CDKAL1, intron 4 of 15)	40930	CDKAL1	CDKAL1	NM_017774			CDKAL1			NA
Interval_3041	chr12	109249486	109249932	+	0	NA	intron (SSH1, intron 1 of 14)	-intron (SSH1, intron 1 of 13)	1650	SSH1	SSH1	NM_018984			SSH1			NA
Interval_3938	chr14	56686701	56687049	+	0	NA	intron (PELI2, intron 2 of 5)	-intron (PELI2, intron 2 of 5)	101782	PELI2	PELI2	NM_021255			PELI2			NA
Interval_5150	chr16	67575991	67576432	+	0	NA	exon (FAM65A, exon 13 of 22)	-exon (FAM65A, exon 13 of 22)	13494	FAM65A	FAM65A	NM_024519			FAM65A			NA
Interval_11432	chr5	38069447	38069731	+	0	NA	Intergenic	Intergenic	199580	GDNF-AS1	GDNF-AS1	NM_001278094			GDNF-AS1			NA
Interval_1305	chr1	249184957	249185332	+	0	NA	Intergenic	Intergenic	-15298	PGBD2	PGBD2	NM_001017434			PGBD2			NA
Interval_9364	chr20	57002189	57002918	+	0	NA	intron (VAPB, intron 2 of 2)	-intron (VAPB, intron 2 of 2)	38378	VAPB	VAPB	NM_004738			VAPB			NA
Interval_7350	chr2	20307696	20307934	+	0	NA	Intergenic	Intergenic	-56026	LAPTM4A	LAPTM4A	NM_014713			LAPTM4A			NA
Interval_7551	chr2	48731867	48732121	+	0	NA	intron (PPP1R21, intron 17 of 20)	-intron (PPP1R21, intron 17 of 21)	-25314	STON1	STON1	NM_001198595			STON1			NA
Interval_6759	chr19	11379637	11379969	+	0	NA	Intergenic	Intergenic	-6635	DOCK6	DOCK6	NM_020812			DOCK6			NA
Interval_4718	chr16	12887358	12887848	+	0	NA	intron (CPPED1, intron 1 of 3)	-intron (CPPED1, intron 1 of 2)	10141	CPPED1	CPPED1	NM_018340			CPPED1			NA
Interval_5336	chr16	86965799	86966550	+	0	NA	Intergenic	Intergenic	-125216	LOC440390	LOC440390	NR_126008			LOC440390			NA
Interval_4327	chr15	63592075	63592550	+	0	NA	intron (APH1B, intron 4 of 5)	-intron (APH1B, intron 3 of 4)	22563	APH1B	APH1B	NM_001145646			APH1B			NA
Interval_1716	chr10	97774300	97774664	+	0	NA	intron (CC2D2B, intron 6 of 11)	-intron (CC2D2B, intron 5 of 8)	14634	CC2D2B	CC2D2B	NM_001159747			CC2D2B			NA
Interval_11571	chr5	86447384	86447644	+	0	NA	intron (LOC101929380, intron 2 of 3)	-intron (LOC101929380, intron 2 of 3)	31549	LOC101929380	LOC101929380	NR_105018			LOC101929380			NA
Interval_1620	chr10	75490207	75490545	+	0	NA	promoter-TSS (BMS1P4)	-promoter-TSS (BMS1P4)	-104	BMS1P4	BMS1P4	NR_026592			BMS1P4			NA
Interval_4097	chr14	100032826	100033095	+	0	NA	intron (CCDC85C, intron 1 of 5)	-intron (CCDC85C, intron 1 of 5)	37767	CCDC85C	CCDC85C	NM_001144995			CCDC85C			NA
Interval_12520	chr6	130031404	130031660	+	0	NA	promoter-TSS (ARHGAP18)	-promoter-TSS (ARHGAP18)	-162	ARHGAP18	ARHGAP18	NM_033515			ARHGAP18			NA
Interval_3676	chr14	24740496	24740955	+	0	NA	exon (RABGGTA, exon 1 of 16)	-exon (RABGGTA, exon 1 of 16)	108	RABGGTA	RABGGTA	NM_182836			RABGGTA			NA
Interval_11058	chr4	83941260	83941601	+	0	NA	Intergenic	Intergenic	-9443	LIN54	LIN54	NM_001115007			LIN54			NA
Interval_12545	chr6	134516757	134517080	+	0	NA	intron (SGK1, intron 3 of 13)	-intron (SGK1, intron 3 of 13)	-20884	SGK1	SGK1	NM_001143676			SGK1			NA
Interval_2338	chr11	69827577	69827900	+	0	NA	Intergenic	Intergenic	82292	LOC101928443	LOC101928443	NR_120529			LOC101928443			NA
Interval_292	chr1	28193643	28194167	+	0	NA	Intergenic	Intergenic	-5149	THEMIS2	THEMIS2	NM_001286115			THEMIS2			NA
Interval_9033	chr20	36491652	36491884	+	0	NA	intron (CTNNBL1, intron 15 of 15)	-intron (CTNNBL1, intron 16 of 16)	-39731	VSTM2L	VSTM2L	NM_080607			VSTM2L			NA
Interval_1848	chr10	126277606	126278139	+	0	NA	intron (LHPP, intron 6 of 6)	-intron (LHPP, intron 5 of 5)	-114725	FAM53B-AS1	FAM53B-AS1	NR_120631			FAM53B-AS1			NA
Interval_5004	chr16	32350078	32350429	+	0	NA	Intergenic	Intergenic	85608	TP53TG3D	TP53TG3D	NM_001243722			TP53TG3D			NA
Interval_13232	chr7	102760115	102760625	+	0	NA	exon (NAPEPLD, exon 3 of 5)	-exon (NAPEPLD, exon 3 of 5)	22480	RPL19P12	RPL19P12	NR_026660			RPL19P12			NA
Interval_14159	chr9	35518269	35518518	+	0	NA	intron (RUSC2, intron 1 of 11)	-intron (RUSC2, intron 1 of 11)	28444	RUSC2	RUSC2	NM_014806			RUSC2			NA
Interval_5646	chr17	29667285	29667620	+	0	NA	intron (NF1, intron 46 of 57)	-intron (NF1, intron 45 of 56)	-18685	EVI2A	EVI2A	NM_014210			EVI2A			NA
Interval_12112	chr6	26075354	26075583	+	0	NA	Intergenic	Intergenic	-12041	HFE	HFE	NM_001300749			HFE			NA
Interval_4366	chr15	66131870	66132175	+	0	NA	Intergenic	Intergenic	-29775	RAB11A	RAB11A	NM_004663			RAB11A			NA
Interval_14787	chrX	78622762	78623220	+	0	NA	promoter-TSS (ITM2A)	-promoter-TSS (ITM2A)	58	ITM2A	ITM2A	NM_001171581			ITM2A			NA
Interval_1867	chr10	130832234	130832590	+	0	NA	Intergenic	Intergenic	-433042	MGMT	MGMT	NM_002412			MGMT			NA
Interval_75	chr1	6489716	6490235	+	0	NA	promoter-TSS (MIR4252)	-promoter-TSS (MIR4252)	-19	MIR4252	MIR4252	NR_036218			MIR4252			NA
Interval_3114	chr12	117479969	117481044	+	0	NA	intron (TESC, intron 6 of 7)	-intron (TESC, intron 5 of 6)	-55364	LOC100506551	LOC100506551	NR_103809			LOC100506551			NA
Interval_4372	chr15	67184175	67184420	+	0	NA	Intergenic	Intergenic	-173898	SMAD3	SMAD3	NM_005902			SMAD3			NA
Interval_1542	chr10	50420875	50421160	+	0	NA	Intergenic	Intergenic	-24572	C10orf128	C10orf128	NM_001010863			C10orf128			NA
Interval_13736	chr8	54583464	54583710	+	0	NA	Intergenic	Intergenic	172015	ATP6V1H	ATP6V1H	NM_015941			ATP6V1H			NA
Interval_5201	chr16	71860502	71860817	+	0	NA	Intergenic	Intergenic	-17683	AP1G1	AP1G1	NM_001030007			AP1G1			NA
Interval_876	chr1	157249290	157249726	+	0	NA	Intergenic	Intergenic	-141331	ETV3	ETV3	NM_001145312			ETV3			NA
Interval_4249	chr15	41525709	41525977	+	0	NA	intron (CHP1, intron 1 of 6)	-intron (CHP1, intron 1 of 6)	2406	CHP1	CHP1	NM_007236			CHP1			NA
Interval_2738	chr12	32207080	32207458	+	0	NA	Intergenic	Intergenic	-52916	BICD1	BICD1	NM_001714			BICD1			NA
Interval_12673	chr6	159273981	159274619	+	0	NA	intron (OSTCP1, intron 2 of 2)	-intron (OSTCP1, intron 2 of 2)	4364	OSTCP1	OSTCP1	NR_028496			OSTCP1			NA
Interval_5728	chr17	38605022	38605354	+	0	NA	intron (IGFBP4, intron 1 of 3)	-intron (IGFBP4, intron 1 of 3)	5512	IGFBP4	IGFBP4	NM_001552			IGFBP4			NA
Interval_11021	chr4	77222609	77222983	+	0	NA	intron (FAM47E-STBD1, intron 6 of 6)	-intron (FAM47E-STBD1, intron 6 of 6)	-4383	STBD1	STBD1	NM_003943			STBD1			NA
Interval_8007	chr2	129546054	129546576	+	0	NA	Intergenic	Intergenic	-75859	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
Interval_6428	chr18	54138055	54138334	+	0	NA	Intergenic	Intergenic	167726	TXNL1	TXNL1	NM_004786			TXNL1			NA
Interval_5163	chr16	68297831	68298265	+	0	NA	promoter-TSS (SLC7A6)	-promoter-TSS (SLC7A6)	-371	SLC7A6	SLC7A6	NM_001076785			SLC7A6			NA
Interval_8382	chr2	219867406	219867699	+	0	NA	TTS (CCDC108)	-TTS (CCDC108)	615	LOC100129175	LOC100129175	NR_046086			LOC100129175			NA
Interval_1581	chr10	71068068	71068499	+	0	NA	intron (HK1, intron 5 of 21)	-intron (HK1, intron 4 of 20)	38527	HK1	HK1	NM_033497			HK1			NA
Interval_7222	chr2	3383419	3383716	+	0	NA	exon (TRAPPC12, exon 1 of 12)	-exon (TRAPPC12, exon 1 of 12)	121	TRAPPC12	TRAPPC12	NM_016030			TRAPPC12			NA
Interval_4827	chr16	21244743	21245243	+	0	NA	promoter-TSS (ANKS4B)	-promoter-TSS (ANKS4B)	-23	ANKS4B	ANKS4B	NM_145865			ANKS4B			NA
Interval_4669	chr16	10952935	10953519	+	0	NA	Intergenic	Intergenic	-17828	CIITA	CIITA	NM_000246			CIITA			NA
Interval_5682	chr17	34956980	34957277	+	0	NA	promoter-TSS (MRM1)	-promoter-TSS (MRM1)	-897	MRM1	MRM1	NM_024864			MRM1			NA
Interval_4695	chr16	11828039	11828390	+	0	NA	intron (TXNDC11, intron 2 of 11)	-intron (TXNDC11, intron 2 of 12)	8520	TXNDC11	TXNDC11	NM_001303447			TXNDC11			NA
Interval_2018	chr11	10329484	10329865	+	0	NA	promoter-TSS (CAND1.11)	-promoter-TSS (CAND1.11)	-186	CAND1.11	CAND1	NR_103765			CAND1.11			NA
Interval_9232	chr20	48654472	48654746	+	0	NA	Intergenic	Intergenic	3557	TRERNA1	TRERNA1	NR_051976			TRERNA1			NA
Interval_8477	chr2	234763301	234763616	+	0	NA	promoter-TSS (HJURP)	-promoter-TSS (HJURP)	-246	HJURP	HJURP	NM_018410			HJURP			NA
Interval_8848	chr20	23781159	23781853	+	0	NA	Intergenic	Intergenic	25806	CST2	CST2	NM_001322			CST2			NA
Interval_3791	chr14	34456719	34457087	+	0	NA	Intergenic	Intergenic	-36619	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_6659	chr19	4715844	4716109	+	0	NA	intron (DPP9, intron 3 of 21)	-intron (DPP9, intron 3 of 21)	7879	DPP9	DPP9	NM_139159			DPP9			NA
Interval_12801	chr6	170459855	170460304	+	0	NA	Intergenic	Intergenic	-15787	LOC102724511	LOC102724511	NR_125878			LOC102724511			NA
Interval_7032	chr19	46833618	46833993	+	0	NA	intron (HIF3A, intron 12 of 14)	-intron (HIF3A, intron 11 of 13)	-16446	PPP5C	PPP5C	NM_006247			PPP5C			NA
Interval_14375	chr9	109923654	109923959	+	0	NA	Intergenic	Intergenic	-58537	LOC340512	LOC340512	NR_126029			LOC340512			NA
Interval_12385	chr6	74220567	74220820	+	0	NA	Intergenic	Intergenic	10062	EEF1A1	EEF1A1	NM_001402			EEF1A1			NA
Interval_3966	chr14	65950412	65950931	+	0	NA	intron (FUT8, intron 2 of 9)	-intron (FUT8, intron 2 of 9)	12851	MIR625	MIR625	NR_030355			MIR625			NA
Interval_10605	chr3	156251230	156251604	+	0	NA	intron (KCNAB1, intron 13 of 13)	-intron (KCNAB1, intron 12 of 12)	21572	SSR3	SSR3	NM_007107			SSR3			NA
Interval_12472	chr6	113963937	113964218	+	0	NA	intron (LOC101927686, intron 1 of 2)	-intron (LOC101927686, intron 1 of 2)	7200	LOC101927686	LOC101927686	NR_125844			LOC101927686			NA
Interval_1464	chr10	28783243	28784183	+	0	NA	Intergenic	Intergenic	37570	WAC-AS1	WAC-AS1	NR_033805			WAC-AS1			NA
Interval_14870	chrX	133392252	133392586	+	0	NA	Intergenic	Intergenic	21342	CCDC160	CCDC160	NM_001101357			CCDC160			NA
Interval_1904	chr10	135203757	135204028	+	0	NA	intron (PAOX, intron 4 of 4)	-intron (PAOX, intron 6 of 6)	-3729	MTG1	MTG1	NM_138384			MTG1			NA
Interval_6723	chr19	8674750	8675403	+	0	NA	intron (ADAMTS10, intron 1 of 25)	-intron (ADAMTS10, intron 1 of 25)	544	ADAMTS10	ADAMTS10	NM_030957			ADAMTS10			NA
Interval_12912	chr7	16308403	16309088	+	0	NA	exon (ISPD-AS1, exon 5 of 5)	-exon (ISPD-AS1, exon 5 of 5)	58634	ISPD-AS1	ISPD-AS1	NR_038947			ISPD-AS1			NA
Interval_6299	chr18	8730430	8730665	+	0	NA	intron (MTCL1, intron 4 of 16)	-intron (MTCL1, intron 4 of 16)	13178	MTCL1	MTCL1	NM_015210			MTCL1			NA
Interval_13949	chr8	126193179	126193501	+	0	NA	intron (NSMCE2, intron 4 of 7)	-intron (NSMCE2, intron 4 of 7)	89257	NSMCE2	NSMCE2	NM_173685			NSMCE2			NA
Interval_6366	chr18	32690624	32690977	+	0	NA	intron (MAPRE2, intron 4 of 6)	-intron (MAPRE2, intron 5 of 7)	69186	MAPRE2	MAPRE2	NM_001256420			MAPRE2			NA
Interval_13594	chr8	16402835	16403123	+	0	NA	Intergenic	Intergenic	-352679	MSR1	MSR1	NM_138715			MSR1			NA
Interval_7410	chr2	27585916	27586214	+	0	NA	Intergenic	Intergenic	-6164	GTF3C2	GTF3C2	NM_001521			GTF3C2			NA
Interval_11574	chr5	88220110	88220418	+	0	NA	intron (MEF2C-AS1, intron 3 of 3)	-intron (MEF2C-AS1, intron 2 of 3)	-40981	MEF2C	MEF2C	NM_001193347			MEF2C			NA
Interval_5168	chr16	68993088	68993374	+	0	NA	intron (TANGO6, intron 14 of 17)	-intron (TANGO6, intron 14 of 17)	115722	TANGO6	TANGO6	NM_024562			TANGO6			NA
Interval_1181	chr1	227619684	227620093	+	0	NA	Intergenic	Intergenic	-114062	CDC42BPA	CDC42BPA	NM_014826			CDC42BPA			NA
Interval_7181	chr2	604859	605486	+	0	NA	Intergenic	Intergenic	72267	TMEM18	TMEM18	NM_152834			TMEM18			NA
Interval_13939	chr8	125663328	125663739	+	0	NA	intron (MTSS1, intron 3 of 13)	-intron (MTSS1, intron 3 of 14)	77215	MTSS1	MTSS1	NM_014751			MTSS1			NA
Interval_6005	chr17	66729943	66730267	+	0	NA	Intergenic	Intergenic	105810	LINC01482	LINC01482	NR_110825			LINC01482			NA
Interval_13380	chr7	139608617	139608937	+	0	NA	intron (TBXAS1, intron 3 of 12)	-intron (TBXAS1, intron 3 of 12)	79825	TBXAS1	TBXAS1	NM_001166254			TBXAS1			NA
Interval_1555	chr10	54534429	54534756	+	0	NA	Intergenic	Intergenic	-3132	MBL2	MBL2	NM_000242			MBL2			NA
Interval_3215	chr12	125314025	125314311	+	0	NA	intron (SCARB1, intron 1 of 12)	-intron (SCARB1, intron 1 of 11)	34351	SCARB1	SCARB1	NM_005505			SCARB1			NA
Interval_2866	chr12	60538079	60538563	+	0	NA	Intergenic	Intergenic	455203	SLC16A7	SLC16A7	NM_004731			SLC16A7			NA
Interval_13923	chr8	124408697	124408996	+	0	NA	promoter-TSS (ATAD2)	-promoter-TSS (ATAD2)	-141	ATAD2	ATAD2	NM_014109			ATAD2			NA
Interval_3607	chr14	24045813	24046038	+	0	NA	intron (JPH4, intron 3 of 6)	-intron (JPH4, intron 2 of 5)	2084	JPH4	JPH4	NM_032452			JPH4			NA
Interval_13726	chr8	49379072	49379601	+	0	NA	Intergenic	Intergenic	-84791	LOC101929268	LOC101929268	NR_105002			LOC101929268			NA
Interval_10107	chr3	13036636	13037027	+	0	NA	intron (IQSEC1, intron 1 of 14)	-intron (IQSEC1, intron 1 of 14)	-27633	IQSEC1	IQSEC1	NM_001134382			IQSEC1			NA
Interval_6978	chr19	40970472	40971021	+	0	NA	intron (BLVRB, intron 1 of 4)	-intron (BLVRB, intron 1 of 4)	979	BLVRB	BLVRB	NM_000713			BLVRB			NA
Interval_4189	chr15	23406531	23407002	+	0	NA	intron (GOLGA6L22, intron 10 of 11)	-intron (GOLGA6L22, intron 10 of 11)	16044	HERC2P7	HERC2P7	NR_036470			HERC2P7			NA
Interval_6026	chr17	71064536	71064938	+	0	NA	intron (SLC39A11, intron 3 of 9)	-intron (SLC39A11, intron 3 of 9)	24116	SLC39A11	SLC39A11	NM_001159770			SLC39A11			NA
Interval_11874	chr5	174556113	174556507	+	0	NA	Intergenic	Intergenic	-133576	FLJ16171	FLJ16171	NR_046113			FLJ16171			NA
Interval_6194	chr17	78602719	78603707	+	0	NA	intron (RPTOR, intron 2 of 33)	-intron (RPTOR, intron 2 of 29)	84588	RPTOR	RPTOR	NM_001163034			RPTOR			NA
Interval_1541	chr10	50369575	50369828	+	0	NA	intron (C10orf128, intron 3 of 4)	-intron (C10orf128, intron 4 of 5)	26744	C10orf128	C10orf128	NM_001010863			C10orf128			NA
Interval_13118	chr7	73463933	73464157	+	0	NA	intron (ELN, intron 15 of 33)	-intron (ELN, intron 15 of 32)	21926	ELN	ELN	NM_001081755			ELN			NA
Interval_11146	chr4	127693013	127693330	+	0	NA	Intergenic	Intergenic	-860916	INTU	INTU	NM_015693			INTU			NA
Interval_7260	chr2	8714215	8715108	+	0	NA	intron (LOC101929567, intron 4 of 5)	-intron (LOC101929567, intron 4 of 5)	9261	LOC101929567	LOC101929567	NR_110257			LOC101929567			NA
Interval_9172	chr20	45319154	45319582	+	0	NA	Intergenic	Intergenic	-1092	TP53RK	TP53RK	NM_033550			TP53RK			NA
Interval_1822	chr10	120879995	120880343	+	0	NA	intron (FAM45B, intron 5 of 8)	-intron (FAM45A, intron 6 of 9)	16540	FAM45B	FAM45B	NR_027141_1			FAM45B			NA
Interval_9401	chr20	59998993	59999481	+	0	NA	intron (CDH4, intron 2 of 15)	-intron (CDH4, intron 2 of 15)	171755	CDH4	CDH4	NM_001794			CDH4			NA
Interval_13360	chr7	136174532	136174931	+	0	NA	Intergenic	Intergenic	-379101	CHRM2	CHRM2	NM_001006631			CHRM2			NA
Interval_8546	chr2	240218972	240219250	+	0	NA	intron (HDAC4, intron 2 of 26)	-intron (HDAC4, intron 2 of 26)	-8046	MIR4269	MIR4269	NR_036229			MIR4269			NA
Interval_7074	chr19	49376636	49377221	+	0	NA	exon (PPP1R15A, exon 2 of 3)	-exon (PPP1R15A, exon 2 of 3)	1279	PPP1R15A	PPP1R15A	NM_014330			PPP1R15A			NA
Interval_8102	chr2	158903625	158903908	+	0	NA	intron (UPP2, intron 2 of 8)	-intron (UPP2, intron 2 of 8)	-54616	UPP2	UPP2	NM_001135098			UPP2			NA
Interval_5884	chr17	53862674	53862975	+	0	NA	Intergenic	Intergenic	34484	PCTP	PCTP	NM_001102402			PCTP			NA
Interval_7147	chr19	55955250	55955534	+	0	NA	Intergenic	Intergenic	-1162	SHISA7	SHISA7	NM_001145176			SHISA7			NA
Interval_1002	chr1	192246839	192247163	+	0	NA	Intergenic	Intergenic	-39121	RGS21	RGS21	NM_001039152			RGS21			NA
