Chr	Start	End	Entrez ID
chr11	65479748	65480061	KAT5
chr1	206668489	206668943	MIR6769B
chr1	32064549	32065042	HCRTR1
chr1	228352867	228354452	IBA57-AS1
chr19	55658155	55658542	TNNT1
chr11	86454330	86454970	PRSS23
chr6	43445047	43445419	TJAP1
chr17	47865636	47866656	KAT7
chr21	38738077	38738388	DYRK1A
chr1	205756544	205756861	RAB29
chr7	99149486	99150059	FAM200A
chr14	67707529	67708738	MPP5
chr17	1531050	1532889	SLC43A2
chr16	81110021	81110618	C16orf46
chr20	43921998	43922800	RBPJL
chr19	53868841	53869307	ZNF525
chr16	67595677	67597595	CTCF
chr22	22676271	22676797	BMS1P20
chr12	54332136	54332801	HOXC13
chr12	49658128	49659686	TUBA1C
chr1	92171926	92172239	TGFBR3
chr11	804872	805850	PIDD1
chr3	9943980	9944475	IL17RE
chr10	25431484	25431869	LINC01516
chr1	183958162	183958627	COLGALT2
chr1	149224347	149224880	LOC388692
chr2	32264573	32265312	DPY30
chr8	10873667	10874555	MIR598
chr9	130486919	130487383	TTC16
chr8	38758323	38758640	PLEKHA2
chr6	22025753	22026153	NBAT1
chr8	133787270	133787823	PHF20L1
chrX	9001917	9002531	FAM9B
chr17	22194063	22194422	MTRNR2L1
chr7	47478847	47479386	TNS3
chr1	172418987	172419589	PIGC
chr1	53685675	53686721	C1orf123
chr3	194304288	194305079	TMEM44-AS1
chr6	147204883	147205288	KATNBL1P6
chrX	79590604	79590903	CHMP1B2P
chr12	113795962	113796708	PLBD2
chr16	10673876	10674798	EMP2
chr1	9017016	9017331	CA6
chr10	60027461	60029768	CISD1
chr8	48872299	48874409	MCM4
chr17	46723979	46724333	MIR196A1
chr11	12068981	12069298	DKK3
chr8	144717465	144718870	ZNF623
chr16	83986520	83987173	OSGIN1
chr1	2287959	2288334	LOC100129534
chr1	204476770	204477227	MDM4
chrX	30265088	30265426	MAGEB1
chr9	131798467	131799328	FAM73B
chr7	65215599	65216357	LOC441242
chr11	124670087	124670577	LOC100507283
chr1	198650968	198651312	PTPRC
chr12	40372167	40372598	SLC2A13
chr1	182873473	182873974	SHCBP1L
chr5	85806457	85806793	COX7C
chr19	56135685	56136421	ZNF784
chr11	111848972	111849701	DIXDC1
chr16	70221971	70222574	CLEC18C
chr19	56037714	56038157	SBK2
chr2	210867091	210867541	RPE
chr11	3175394	3175867	OSBPL5
chr16	85335952	85336431	MIR5093
chr1	159787280	159787893	SLAMF8
chr19	59055121	59056530	TRIM28
chr19	4607064	4607563	TNFAIP8L1
chr20	34129340	34130171	ERGIC3
chr19	49946812	49947235	SLC17A7
chr8	59571994	59572651	NSMAF
chr17	45726462	45727422	KPNB1
chr15	66084571	66085063	DENND4A
chr22	17995965	17996523	CECR2
chr17	71188474	71189567	COG1
chr17	73851205	73852253	WBP2
chr1	110162149	110162532	AMPD2
chr10	121484859	121485876	INPP5F
chr10	111682946	111683623	XPNPEP1
chr16	57836272	57837172	KIFC3
chr3	48506910	48507351	TREX1
chr9	140772814	140773449	CACNA1B
chr6	52926200	52926991	ICK
chr12	122710274	122711345	LOC101593348
chr20	30326550	30327329	TPX2
chr13	41363304	41364014	SLC25A15
chr9	135854118	135854682	MIR548AW
chr20	61426500	61428065	MRGBP
chr2	9346173	9346702	ASAP2
chr1	149214629	149214997	LOC388692
chr6	31926477	31927039	NELFE
chr1	154324978	154326016	ATP8B2
chr22	40395343	40395739	FAM83F
chr19	13044053	13045231	FARSA
chr15	85278293	85278742	ZNF592
chr19	4288124	4288584	SHD
chr18	23669772	23671531	SS18
chr2	75874139	75874635	MRPL19
chr13	40229355	40230215	COG6
chr20	36661605	36662552	RPRD1B
chr22	17675138	17675559	CECR1
chr7	5160724	5161285	ZNF890P
chr16	30076018	30077756	ALDOA
chr9	140082662	140083762	ANAPC2
chr3	13787092	13787553	LINC00620
chr9	102583217	102584445	NR4A3
chr9	139872335	139872909	PTGDS
chr10	126606756	126607085	ZRANB1
chr10	88853793	88854790	GLUD1
chr4	141075292	141076053	MAML3
chr13	110768211	110768825	LINC00396
chr1	54871982	54872421	SSBP3
chr11	69257893	69258587	LINC01488
chr19	10679086	10680184	CDKN2D
chr12	111136173	111136759	HVCN1
chr2	27294295	27294903	OST4
chr11	119191523	119192269	MCAM
chr2	8684890	8685493	LOC101929567
chr15	83006657	83007276	GOLGA6L10
chr22	51181056	51181678	ACR
chr12	77786209	77786677	E2F7
chr9	130186015	130186974	ZNF79
chr2	106093601	106093931	FHL2
chr12	50377648	50378135	AQP6
chr15	44084117	44084674	SERF2
chr16	8768341	8768660	ABAT
chr3	50638436	50639873	CISH
chr12	112819943	112820563	HECTD4
chr9	96928034	96929026	MIRLET7A1
chr11	67418102	67418462	ACY3
chr18	29058699	29059063	DSG2
chr6	41504737	41505214	FOXP4-AS1
chr12	105629448	105630319	APPL2
chr1	243650731	243651421	MIR4677
chr2	162016797	162017256	TANK
chr12	6744939	6745258	LPAR5
chr2	42360193	42360538	EML4
chr2	85359924	85360585	TCF7L1
chr3	56590965	56591276	CCDC66
chr20	31170706	31171152	LOC149950
chr5	132165526	132166727	SHROOM1
chr9	69381317	69381975	ANKRD20A4
chr17	79917104	79918075	NOTUM
chr5	177026413	177027443	B4GALT7
chr17	76975984	76976500	LGALS3BP
chr15	98522247	98522567	ARRDC4
chr2	1971355	1971680	PXDN
chr7	150974114	150974613	SMARCD3
chr16	1882761	1883495	FAHD1
chr9	35811821	35812564	SPAG8
chr18	37522660	37522981	LINC01477
chr6	44232893	44233456	NFKBIE
chr1	246960776	246961539	LINC01341
chr7	96338804	96339239	SHFM1
chr16	88752460	88753350	SNAI3
chr4	140187708	140188200	MGARP
chr11	116706403	116707140	APOA1-AS
chr7	158301067	158301671	MIR595
chr11	134288452	134288761	B3GAT1
chr4	110624016	110624759	CASP6
chr4	100870324	100871993	H2AFZ
chr6	43594874	43595267	GTPBP2
chr1	157043915	157044241	ETV3L
chr16	70729383	70729890	MTSS1L
chr12	123011305	123011991	RSRC2
chr8	121135727	121136301	COL14A1
chr17	54910788	54912771	DGKE
chr1	167683476	167683906	MPZL1
chr5	141030731	141031334	FCHSD1
chr19	54662799	54663909	LENG1
chr3	32186901	32187345	GPD1L
chr16	85355349	85355828	MIR5093
chr5	27171790	27172289	CDH9
chr12	105351661	105352689	C12orf45
chr5	72744294	72744645	FOXD1
chrX	48858259	48859061	GRIPAP1
chr19	51231457	51232050	CLEC11A
chr2	27988464	27989299	MRPL33
chr16	50420111	50420461	BRD7
chr5	150459841	150461139	TNIP1
chr3	195716799	195717977	SDHAP1
chr6	131384223	131384876	EPB41L2
chr2	179315241	179316242	PRKRA
chr6	28715502	28715901	LOC401242
chr6	146284790	146285984	SHPRH
chr1	246669860	246671078	LOC255654
chr11	113746006	113747264	USP28
chr8	74884264	74885115	TCEB1
chr5	140700033	140700822	TAF7
chr17	15554888	15555359	TRIM16
chrX	9430867	9431524	TBL1X
chr7	74489573	74490001	WBSCR16
chr4	37687763	37689148	RELL1
chr19	46497947	46499044	CCDC61
chr7	64126279	64126695	ZNF107
chr19	59066121	59067003	CHMP2A
chr17	15207119	15207494	TEKT3
chr2	8818066	8819316	ID2-AS1
chr1	205290300	205291190	NUAK2
chr16	88518944	88519455	ZFPM1
chr4	10458782	10459538	ZNF518B
chr7	154467933	154468379	PAXIP1-AS2
chr1	8020984	8022223	PARK7
chr4	85219984	85220483	LOC101928978
chr17	16487449	16488112	ZNF287
chr19	47987210	47987901	NAPA-AS1
chr17	30770894	30772291	PSMD11
chr17	8446470	8446866	MYH10
chr3	155855165	155855511	KCNAB1
chr16	31469210	31469735	ARMC5
chr1	162392778	162393094	SH2D1B
chr3	49208450	49209250	KLHDC8B
chr8	75778750	75779161	PI15
chr19	35837455	35837937	MIR5196
chr15	69111313	69111626	ANP32A
chr15	57998672	57999099	POLR2M
chr1	44047901	44048229	PTPRF
chr8	95486622	95487789	RAD54B
chr3	186500768	186502245	EIF4A2
chr1	9884350	9884672	CLSTN1
chr19	18267793	18268358	PIK3R2
chr6	97730745	97731365	MMS22L
chr10	126233248	126233676	LHPP
chr2	7057511	7058317	RNF144A
chr13	114784954	114785898	RASA3
chr19	1239710	1240729	ATP5D
chr22	39745667	39746325	SYNGR1
chr9	133977972	133978366	AIF1L
chr10	23216563	23217306	ARMC3
chr12	124196446	124196848	ATP6V0A2
chr21	9968170	9969033	TEKT4P2
chrX	70502674	70503675	NONO
chr1	7081518	7081940	CAMTA1
chr11	44291542	44292391	ALX4
chr18	45280759	45281118	SMAD2
chr7	72992647	72993477	TBL2
chr16	66361053	66361531	CDH5
chr20	4067783	4068237	SMOX
chr19	48076328	48076686	ZNF541
chr17	9432385	9432828	STX8
chr3	101231783	101232493	SENP7
chr1	9065086	9065576	SLC2A7
chr22	17517877	17518471	CECR7
chr22	21410948	21411278	LRRC74B
chr2	121200378	121201078	LINC01101
chr15	45410223	45410623	DUOXA2
chr3	138161249	138161654	ESYT3
chr3	52018017	52018328	ACY1
chr10	63555236	63555643	ARID5B
chr1	62901695	62902930	USP1
chr20	22140844	22141352	LINC01432
chr9	132124515	132124847	LINC01503
chr6	2965221	2965887	SERPINB6
chr2	242908113	242908454	LOC102723927
chr4	1786769	1787350	FGFR3
chr4	95372597	95373364	PDLIM5
chr9	103235185	103235931	TMEFF1
chr11	76571594	76572271	ACER3
chr4	124426744	124427123	SPRY1
chr1	94703114	94703505	ARHGAP29
chr4	154387054	154388157	KIAA0922
chr2	20250214	20252152	LAPTM4A
chr14	60558271	60559247	PCNXL4
chr19	17970180	17971017	RPL18A
chr4	15682882	15683791	FAM200B
chr16	3332436	3334210	ZNF263
chrX	151029216	151029747	MAGEA4
chr5	52095429	52096685	ITGA1
chr17	78579099	78579417	RPTOR
chr3	147136614	147137403	LOC440982
chr3	193852412	193853143	HES1
chr15	34102229	34103205	CHRM5
chr1	33895822	33896851	ZSCAN20
chr3	182971260	182971680	B3GNT5
chr7	153949027	153949642	DPP6
chr6	146864456	146865068	RAB32
chr1	228112809	228113363	MIR5008
chr2	218113057	218113686	LOC101928327
chr18	53560189	53560720	LINC01416
chr12	56223218	56223754	DNAJC14
chr15	69597869	69598320	PAQR5
chr1	204797457	204798002	NFASC
chr18	33875937	33876241	FHOD3
chr16	70099544	70100608	PDXDC2P
chr9	93955436	93956422	LOC100129316
chr6	28183213	28183520	TOB2P1
chr19	54561581	54561895	VSTM1
chr12	52426515	52427177	NR4A1
chr2	10691519	10692036	LOC101929715
chr12	122459197	122460175	BCL7A
chr19	42657227	42657851	MIR4323
chr6	33176020	33176346	RING1
chr19	9481109	9481500	ZNF177
chr5	154320228	154321014	MRPL22
chr19	51897387	51898247	C19orf84
chr1	155057614	155058921	EFNA3
chr2	30144094	30144555	ALK
chr19	45656823	45657276	NKPD1
chr19	50353638	50354518	PTOV1
chr22	20255885	20256184	RTN4R
chr10	93367433	93367872	HECTD2-AS1
chr9	141111262	141111656	FAM157B
chr5	133577785	133578122	PPP2CA
chr12	22289446	22289996	CMAS
chr10	6828431	6828870	LINC00707
chr8	26923822	26924320	STMN4
chr1	148240894	148241305	NBPF14
chr17	36792314	36792779	SRCIN1
chr4	47486982	47487539	ATP10D
chr7	155081749	155082061	INSIG1
chr17	47074726	47075723	IGF2BP1
chr3	150421533	150422022	ERICH6
chr12	112545974	112547244	NAA25
chr1	228462875	228463741	C1orf145
chr4	155579827	155580242	FGG
chr4	153986434	153986858	FHDC1
chr5	78280183	78281352	ARSB
chr20	25731361	25732026	FAM182B
chr2	231578400	231578861	CAB39
chr16	27560954	27561690	GTF3C1
chr6	35330936	35331444	PPARD
chr17	40705302	40705672	HSD17B1
chr3	196014329	196015078	PCYT1A
chr9	140512774	140513522	ARRDC1-AS1
chr4	6675003	6676640	LOC93622
chr12	113830790	113831273	SDS
chr5	179719068	179719825	MAPK9
chr19	47123028	47123360	PTGIR
chr16	2059080	2060009	ZNF598
chr14	69262537	69263116	ZFP36L1
chr6	126277681	126278419	HINT3
chr1	226850447	226850838	ITPKB-IT1
chr19	41076223	41076987	SHKBP1
chr17	21187177	21188292	MAP2K3
chr6	24666325	24667702	TDP2
chr1	93319893	93320316	SNORA66
chr9	139481401	139482092	LINC01573
chr11	94964315	94964844	SESN3
chr8	93619777	93620519	LOC102724710
chr19	40931411	40932482	SERTAD1
chr9	101558340	101559350	ANKS6
chr1	23494136	23494527	LUZP1
chr14	23563484	23565371	C14orf119
chr9	136474484	136474793	DBH
chrX	131862250	131862755	HS6ST2-AS1
chr17	39956782	39957253	P3H4
chr12	68041555	68043509	DYRK2
chr13	99921791	99922309	GPR18
chr5	77805977	77806481	LHFPL2
chr8	16884292	16884619	MICU3
chr4	57824361	57824693	NOA1
chr16	4674439	4675575	MGRN1
chr1	20462695	20463186	PLA2G2F
chr1	25664349	25665300	TMEM50A
chr20	719641	720163	SLC52A3
chr8	93191557	93191946	MIR7641-2
chr1	12112074	12112473	TNFRSF8
chr11	63438736	63439508	ATL3
chr7	139762090	139763134	PARP12
chr1	231175727	231176377	FAM89A
chr1	226777225	226777617	C1orf95
chr19	1725314	1726026	ONECUT3
chr19	45682632	45683172	BLOC1S3
chr15	83478224	83479476	WHAMM
chr2	216979231	216980047	XRCC5
chr2	37458544	37459278	NDUFAF7
chr12	56367337	56367907	RAB5B
chr2	11719966	11720403	MIR4429
chr7	73256639	73256949	WBSCR27
chrX	30906795	30908091	TAB3
chr2	198668808	198669573	PLCL1
chr16	53164054	53165178	CHD9
chr10	111985254	111987407	MXI1
chr5	133233098	133233548	WSPAR
chr2	113011998	113013284	ZC3H8
chr2	112078520	112078901	MIR4435-1
chr1	21043895	21044767	KIF17
chr18	12093332	12094081	ANKRD62
chr3	128128893	128129319	DNAJB8-AS1
chr5	149509173	149509610	PDGFRB
chr1	876901	877466	SAMD11
chr3	50374467	50375729	RASSF1-AS1
chr5	149736788	149737460	TCOF1
chr8	144016113	144016534	CYP11B2
chr14	93581403	93581735	ITPK1
chr3	40498338	40499428	RPL14
chr1	23538390	23538905	HTR1D
chr10	405137	405514	MIR7641-2
chr8	22926352	22927024	TNFRSF10B
chr3	33155010	33156339	CRTAP
chr16	81503534	81503869	CMIP
chr8	21776785	21777550	XPO7
chr2	234694858	234695212	MROH2A
chr6	28311992	28312398	ZKSCAN3
chr16	58426326	58426981	GINS3
chr7	45456844	45457231	ADCY1
chr17	80408192	80408905	C17orf62
chr6	160567401	160568009	SLC22A1
chr9	79791949	79792851	VPS13A
chr10	102045854	102046878	BLOC1S2
chr12	105063302	105063624	MIR3922
chr12	27535803	27536314	ARNTL2
chr9	126418283	126418622	MIR7150
chr20	652739	653251	SCRT2
chr20	61195822	61196378	MIR133A2
chr18	11960907	11961456	IMPA2
chr22	38197870	38198850	H1F0
chr19	41633603	41634229	CYP2F1
chr14	50159676	50160055	KLHDC1
chr3	120067415	120068710	LRRC58
chr3	32147582	32148414	GPD1L
chr15	40719348	40719851	BAHD1
chr2	215674155	215675232	BARD1
chr2	75937595	75938464	GCFC2
chr19	49925543	49926249	PTH2
chr19	51109275	51109835	SNAR-F
chr19	13972968	13973313	MIR181C
chr19	17690541	17690997	COLGALT1
chr11	62607641	62608314	WDR74
chr17	19552195	19552619	ALDH3A2
chr8	143595513	143595916	ADGRB1
chr9	132349849	132350300	C9orf50
chr8	21913887	21914233	DMTN
chr12	117348528	117349032	FBXW8
chr9	86594883	86596273	RMI1
chr7	5886905	5887442	ZNF815P
chr12	57811913	57812403	INHBC
chr7	99101941	99102809	ZKSCAN5
chr11	18033796	18035091	SERGEF
chr1	40502241	40502596	CAP1
chr14	24684963	24685423	MDP1
chr11	59522122	59523224	STX3
chr8	7212520	7213239	FAM66B
chr16	22960028	22960348	HS3ST2
chr11	107752715	107753435	SLC35F2
chr7	29845759	29846402	WIPF3
chr7	25783359	25784120	RNU6-16P
chr14	100199988	100200549	CYP46A1
chrX	44731535	44732449	KDM6A
chr10	97320811	97321523	SORBS1
chr6	3162318	3163309	TUBB2A
chr2	97018573	97019128	NCAPH
chr7	150756418	150756958	SLC4A2
chr3	197353984	197355576	LOC220729
chr4	25967202	25967710	SMIM20
chr17	73511440	73513196	TSEN54
chr17	80196572	80197096	MIR6787
chr9	37650875	37651198	FRMPD1
chr16	69599337	69600208	MIR1538
chr3	53925586	53926145	SELK
chr15	95398547	95399922	LOC440311
chr20	33680497	33681229	TRPC4AP
chr7	5122761	5123225	RBAKDN
chr15	74392418	74392869	GOLGA6A
chr11	122976879	122977449	HSPA8
chr17	21827333	21827713	FAM27L
chr14	61787985	61788454	PRKCH
chr3	182833560	182834487	MCCC1
chr16	87902585	87903308	SLC7A5
chr3	130180888	130181390	COL6A6
chr1	149759428	149759832	FCGR1A
chr12	102513813	102514114	PARPBP
chr22	42466459	42467467	NAGA
chr14	38065140	38065550	TTC6
chr16	18495167	18495514	MIR3180-2
chrX	47239629	47240067	SNORA11C
chr19	55727513	55728257	PTPRH
chr7	157197652	157198137	LOC101927914
chr1	245970271	245970572	SMYD3
chr3	58153020	58153535	DNASE1L3
chr12	125533915	125534337	AACS
chr15	40574258	40575344	ANKRD63
chr7	98821856	98822415	KPNA7
chr6	116421594	116422790	NT5DC1
chr10	45869661	45869961	ALOX5
chr13	113115794	113116188	SPACA7
chr1	154908919	154910085	PMVK
chr7	101917142	101917469	SH2B2
chr8	27805708	27806165	SCARA5
chr12	1799704	1800675	ADIPOR2
chrX	62974723	62975310	ARHGEF9
chr14	102982792	102984089	ANKRD9
chr16	31153357	31154413	PRSS8
chr1	146713941	146715061	CHD1L
chr4	5709994	5710665	EVC2
chr5	56333266	56333598	MIER3
chr9	139440094	139441560	MIR4674
chr12	8394695	8396527	FAM86FP
chr20	25841834	25842809	LOC101926935
chr11	4474289	4474862	OR52K2
chr9	98277985	98278454	PTCH1
chr19	44455065	44455566	ZNF221
chr8	142412440	142413138	PTP4A3
chr22	43252241	43253868	ARFGAP3
chr16	3055588	3056080	CLDN9
chr2	24582722	24583634	ITSN2
chr22	29058832	29059748	TTC28
chr10	99399856	99400861	PI4K2A
chr16	778119	778822	HAGHL
chr3	13521036	13522304	HDAC11
chr13	20532655	20534458	ZMYM2
chr7	130021559	130021891	CPA1
chr10	1851106	1851938	ADARB2
chr1	187982556	187982997	LINC01036
chr1	204386699	204387048	PPP1R15B
chr12	862276	862733	WNK1
chr19	11750440	11751027	ZNF833P
chr1	39956998	39957668	BMP8A
chr7	148822749	148823664	ZNF425
chrX	53100897	53101259	TSPYL2
chr21	38382024	38382639	RIPPLY3
chr19	1439685	1440503	RPS15
chr4	57301446	57303526	PAICS
chr15	23931600	23932754	NDN
chr16	67360392	67361037	LRRC36
chr17	53381035	53381345	HLF
chr1	151342570	151343055	SELENBP1
chr13	77900314	77901648	MYCBP2
chr2	113402957	113404143	SLC20A1
chr11	6440291	6440984	APBB1
chr16	474743	475608	RAB11FIP3
chr10	45719764	45720366	MIR3156-1
chr5	172229699	172230110	ERGIC1
chr7	67517817	67518380	LOC102723427
chr1	65885548	65886609	LEPROT
chr1	90701995	90702492	ZNF326
chrX	52949882	52950908	FAM156B
chr20	1549912	1550355	SIRPD
chr2	237086663	237087159	GBX2
chr10	103326046	103326871	POLL
chr14	56662358	56662755	PELI2
chr4	1634033	1634629	FAM53A
chr16	2569660	2570214	AMDHD2
chr1	27816836	27817269	WASF2
chrX	152676470	152677249	ZFP92
chr19	16998177	16998602	F2RL3
chr12	120672502	120672967	PXN
chr3	130105520	130105824	COL6A5
chr10	135061507	135061924	MIR202HG
chr1	204233903	204234508	GOLT1A
chr15	96816872	96817341	NR2F2-AS1
chr9	138986220	138987984	NACC2
chr17	75544196	75544941	LOC100507351
chr12	48396479	48396820	COL2A1
chr14	23489873	23490281	C14orf93
chr1	205045248	205045858	TMEM81
chr16	75284549	75285930	BCAR1
chr13	50697909	50699538	DLEU2
chr5	14359483	14359822	TRIO
chr2	165860252	165860723	SLC38A11
chr16	2581605	2583453	MIR3178
chr2	129066876	129067231	HS6ST1
chr17	44270628	44271853	KANSL1-AS1
chr6	150184470	150185822	LRP11
chr12	56660540	56661266	COQ10A
chr18	5237724	5238397	LINC00526
chr14	74238208	74238868	ELMSAN1
chr15	29149562	29150179	GOLGA6L7P
chr19	44952480	44952902	ZNF229
chr8	24857335	24857847	NEFL
chr14	61789039	61789479	PRKCH
chr10	12110557	12111145	DHTKD1
chr13	79177472	79178281	POU4F1
chr12	56584144	56584491	SMARCC2
chr15	43994448	43994836	CKMT1A
chr17	21831087	21832527	FAM27L
chr11	96122867	96123405	JRKL
chr6	36807551	36808169	CPNE5
chr7	25534885	25535294	NPVF
chr6	99841485	99842330	COQ3
chr5	39424874	39425731	DAB2
chr13	67965086	67965467	LINC00364
chr1	249184055	249184396	PGBD2
chr19	36103450	36103954	HAUS5
chr11	77348423	77349110	CLNS1A
chr21	38444640	38446584	PIGP
chr11	60673025	60674485	PRPF19
chr1	247802502	247803176	OR13G1
chr12	133706599	133707556	ZNF891
chr19	12903107	12905065	JUNB
chr6	18749550	18750029	MIR548A1
chr5	1008632	1009134	NKD2
chr1	8257854	8258176	LOC102724539
chr1	202045967	202046516	GPR37L1
chr15	83761318	83761635	TM6SF1
chr19	1079498	1079960	HMHA1
chr2	209118722	209119354	IDH1
chr16	1727941	1728567	HN1L
chr15	90776678	90777837	GDPGP1
chrX	134654962	134656185	DDX26B-AS1
chr8	10507119	10507597	RP1L1
chr22	20008068	20009328	ARVCF
chr1	43423881	43425089	SLC2A1-AS1
chrX	153191469	153192074	ARHGAP4
chr10	27792658	27793710	RAB18
chr11	67187930	67188916	CARNS1
chr6	474897	475209	IRF4
chr8	144842989	144843353	FAM83H-AS1
chr2	24149803	24150210	ATAD2B
chr8	23314727	23315510	ENTPD4
chr19	34532756	34533095	LSM14A
chr19	13336712	13337205	IER2
chr11	6273132	6273444	CCKBR
chr3	63849204	63849606	THOC7
chr20	40901126	40901586	LOC101927159
chr15	79237137	79237646	CTSH
chr12	122096505	122097328	MORN3
chr22	19263476	19263772	CLTCL1
chr11	3888586	3889075	MIR4687
chr5	134734704	134735247	H2AFY
chr22	31364592	31365664	TUG1
chr13	41238817	41239150	FOXO1
chr1	201797871	201798640	IPO9
chr16	23160714	23161029	USP31
chr10	71593756	71594162	COL13A1
chr1	211750923	211751515	SLC30A1
chr16	50099266	50100792	HEATR3
chr8	29884628	29885136	SARAF
chr10	14995472	14996473	DCLRE1C
chr4	10319013	10319357	ZNF518B
chr15	99458497	99458867	PGPEP1L
chr5	135468092	135469644	SMAD5
chr11	66623406	66623918	LRFN4
chr9	130587970	130588405	ENG
chr22	47133486	47134014	CERK
chr5	176513173	176514625	FGFR4
chr21	38593321	38593834	DSCR9
chr19	12888961	12889424	HOOK2
chr2	132439955	132440254	C2orf27A
chr7	123273480	123273900	LOC102724555
chr9	134248610	134249612	PRRC2B
chr3	47557595	47557945	ELP6
chr22	39101201	39102140	GTPBP1
chr14	50778477	50779307	L2HGDH
chr22	47486734	47487594	TBC1D22A-AS1
chr3	64382862	64383182	ADAMTS9-AS1
chr19	4342460	4343555	MPND
chr1	36863237	36863844	LSM10
chr2	219153634	219153967	TMBIM1
chr18	60742286	60742602	BCL2
chrX	118986767	118987343	UPF3B
chr8	67782766	67783238	MCMDC2
chr7	130352894	130353902	COPG2
chr14	105633485	105634462	JAG2
chr12	2921615	2922517	ITFG2
chr5	56468824	56470020	GPBP1
chr17	78074796	78075745	GAA
chr4	2263769	2264712	MXD4
chr1	229406405	229407664	RAB4A
chr3	47554605	47555586	ELP6
chr7	55256322	55256687	EGFR-AS1
chr18	71510076	71510402	FBXO15
chr11	129765116	129765870	NFRKB
chr3	126901791	126902190	C3orf56
chr15	74890569	74891140	CLK3
chr17	4458266	4459104	MYBBP1A
chr22	51225300	51225773	RPL23AP82
chr10	16478748	16479523	PTER
chr19	46512747	46513448	MIR769
chr19	42723890	42724843	ZNF526
chr16	32194786	32195313	HERC2P4
chr11	61582315	61584645	MIR1908
chr20	32803758	32804394	ASIP
chr4	8268706	8269138	HTRA3
chr4	925701	926649	TMEM175
chr14	76448156	76448602	TGFB3
chr12	115450771	115451095	TBX3
chr5	72861201	72861915	UTP15
chr5	36875387	36876828	NIPBL-AS1
chr2	17374574	17375196	RAD51AP2
chr1	159895024	159895635	TAGLN2
chr17	37309784	37310761	PLXDC1
chr9	132565321	132565656	TOR1B
chr7	152160397	152162137	LINC01003
chr1	149297607	149298178	FAM231D
chr15	89382056	89382400	ACAN
chr10	72972086	72972721	UNC5B
chr8	104426935	104427767	SLC25A32
chr15	100346658	100347526	DNM1P46
chr14	100784477	100784819	SLC25A47
chr8	27177358	27177855	PTK2B
chr9	139090450	139090951	LHX3
chr2	22410478	22410933	LOC102723362
chr19	45447062	45447358	APOC4
chr18	3593702	3594331	DLGAP1-AS1
chr21	45568286	45568657	C21orf33
chr1	149215473	149215791	LOC388692
chr5	31357129	31357563	CDH6
chr1	150601586	150602401	ENSA
chr10	43079178	43079748	ZNF37BP
chr12	6959997	6961941	CDCA3
chr1	203296337	203297095	BTG2
chr16	3692753	3693127	DNASE1
chr19	1164939	1165417	SBNO2
chr10	97453366	97453980	TCTN3
chr2	99757396	99758579	TSGA10
chr17	74448827	74449534	UBE2O
chr6	169809754	169810321	THBS2
chr19	41146372	41146973	LTBP4
chr11	12316063	12316374	MICALCL
chr14	60797770	60798231	PPM1A
chr4	85517950	85518263	CDS1
chr2	120516821	120517999	PTPN4
chr2	799576	799939	LINC01115
chr14	106936055	106936806	LINC00221
chr10	121169312	121169807	MIR4681
chr5	133589943	133590273	PPP2CA
chr5	137827544	137828386	EGR1
chr8	103822422	103823547	AZIN1
chr19	51321495	51321979	MGC45922
chr10	94002745	94003360	CPEB3
chr11	65837713	65838259	PACS1
chr7	139930305	139931331	JHDM1D-AS1
chr19	13215099	13215700	LYL1
chr18	77793240	77794868	RBFA
chr17	19456416	19456788	SNORA59B
chr20	34042216	34043647	CEP250
chr11	12745864	12746417	TEAD1
chr5	172835467	172835797	MIR8056
chr4	155471188	155471985	PLRG1
chr1	55081169	55081762	FAM151A
chr2	241075644	241076069	MYEOV2
chr19	38877890	38878383	GGN
chr9	37119943	37121012	ZCCHC7
chr22	22457345	22457871	TOP3B
chr10	123687128	123688016	ATE1-AS1
chr1	242121135	242121615	BECN2
chr10	126432567	126433277	FAM53B
chr22	39416261	39417378	APOBEC3D
chr14	105864403	105865227	TEX22
chrX	16964516	16964826	REPS2
chr16	30346170	30347034	SMG1P5
chr3	11685073	11685826	VGLL4
chr10	32635777	32636610	EPC1
chr10	63540052	63540522	C10orf107
chr8	57905713	57906441	IMPAD1
chr10	52031774	52032093	ASAH2
chr22	38808262	38808816	LOC400927
chr5	175815461	175816643	HIGD2A
chr11	59668706	59669114	TCN1
chr1	247241930	247242324	ZNF670-ZNF695
chr17	1619433	1620910	WDR81
chr1	68004897	68005343	SERBP1
chr19	10535069	10535621	CDC37
chr3	156892384	156893255	CCNL1
chr2	83518199	83518633	LOC1720
chr18	71839796	71840448	TIMM21
chr10	73025981	73026395	UNC5B-AS1
chrX	48366775	48367647	PORCN
chr10	104179066	104179926	FBXL15
chr22	31891763	31893090	SFI1
chr16	12183483	12184036	SNX29
chr10	15209637	15210706	NMT2
chr4	39701224	39701670	UBE2K
chr9	34665766	34666346	CCL27
chr11	2907849	2908202	CDKN1C
chr7	129074100	129074494	STRIP2
chr10	71216689	71217021	TSPAN15
chr1	223307087	223307544	TLR5
chr4	57842931	57844181	NOA1
chr10	46222826	46223262	FAM21C
chr16	68623111	68623435	ZFP90
chr3	97690608	97691447	MINA
chr6	52929499	52930603	FBXO9
chr5	130970419	130971381	RAPGEF6
chr2	86421908	86423053	IMMT
chr16	3079429	3079991	LOC100128770
