PeakID (cmd=annotatePeaks.pl ENCAB000BLK.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_7296	chr16	77224469	77224957	+	0	NA	promoter-TSS (MON1B)	-promoter-TSS (MON1B)	-103	MON1B	MON1B	NM_014940			MON1B			NA
Interval_7624	chr17	6402452	6402895	+	0	NA	intron (PITPNM3, intron 4 of 19)	-intron (PITPNM3, intron 3 of 18)	54938	FAM64A	FAM64A	NM_001195228			FAM64A			NA
Interval_12771	chr22	20199328	20200138	+	0	NA	Intergenic	Intergenic	5878	LINC00896	LINC00896	NR_026919			LINC00896			NA
Interval_10907	chr2	55508899	55509842	+	0	NA	promoter-TSS (PRORSD1P)	-promoter-TSS (PRORSD1P)	-85	PRORSD1P	PRORSD1P	NR_027258			PRORSD1P			NA
Interval_9768	chr19	22018596	22019005	+	0	NA	intron (ZNF43, intron 1 of 3)	-intron (ZNF43, intron 1 of 3)	210	ZNF43	ZNF43	NM_001256653			ZNF43			NA
Interval_7572	chr17	2496405	2497155	+	0	NA	promoter-TSS (PAFAH1B1)	-promoter-TSS (PAFAH1B1)	-143	PAFAH1B1	PAFAH1B1	NM_000430			PAFAH1B1			NA
Interval_60	chr1	1655519	1656324	+	0	NA	promoter-TSS (CDK11B)	-promoter-TSS (CDK11B)	-62	CDK11B	CDK11B	NM_001291345			CDK11B			NA
Interval_19136	chr9	126101687	126102166	+	0	NA	Intergenic	Intergenic	-29132	CRB2	CRB2	NR_104603			CRB2			NA
Interval_1065	chr1	95538129	95539112	+	0	NA	promoter-TSS (ALG14)	-promoter-TSS (ALG14)	-113	ALG14	ALG14	NM_144988			ALG14			NA
Interval_4266	chr12	46963473	46963995	+	0	NA	intron (LOC100288798, intron 3 of 3)	-intron (LOC100288798, intron 2 of 3)	185844	LOC100288798	LOC100288798	NR_125380			LOC100288798			NA
Interval_16306	chr6	39329649	39330042	+	0	NA	intron (KIF6, intron 17 of 22)	-intron (KIF6, intron 16 of 21)	-39515	KCNK16	KCNK16	NM_001135107			KCNK16			NA
Interval_9508	chr19	12951248	12952587	+	0	NA	intron (MAST1, intron 3 of 25)	-intron (MAST1, intron 3 of 25)	2658	MAST1	MAST1	NM_014975			MAST1			NA
Interval_17230	chr7	54826597	54827458	+	0	NA	promoter-TSS (SEC61G)	-promoter-TSS (SEC61G)	21	LOC100996654	LOC100996654	NR_110040			LOC100996654			NA
Interval_923	chr1	61542289	61543023	+	0	NA	promoter-TSS (NFIA)	-promoter-TSS (NFIA)	-5324	NFIA	NFIA	NM_005595			NFIA			NA
Interval_10950	chr2	64833743	64834677	+	0	NA	promoter-TSS (LOC339807)	-promoter-TSS (LOC339807)	-236	LOC339807	LOC339807	NR_034023			LOC339807			NA
Interval_872	chr1	53704045	53704429	+	0	NA	promoter-TSS (MAGOH)	-promoter-TSS (MAGOH)	45	MAGOH	MAGOH	NM_002370			MAGOH			NA
Interval_8	chr1	805143	805566	+	0	NA	intron (FAM41C, intron 2 of 2)	-intron (FAM41C, intron 2 of 2)	6828	FAM41C	FAM41C	NR_027055			FAM41C			NA
Interval_18071	chr8	22462051	22462757	+	0	NA	promoter-TSS (CCAR2)	-promoter-TSS (CCAR2)	259	CCAR2	CCAR2	NM_021174			CCAR2			NA
Interval_17146	chr7	37013176	37013601	+	0	NA	intron (ELMO1, intron 16 of 21)	-intron (ELMO1, intron 1 of 6)	12483	ELMO1	ELMO1	NM_001206480			ELMO1			NA
Interval_11583	chr2	192542132	192543060	+	0	NA	promoter-TSS (NABP1)	-promoter-TSS (NABP1)	-266	NABP1	NABP1	NM_001254736			NABP1			NA
Interval_5131	chr13	50570508	50570814	+	0	NA	promoter-TSS (TRIM13)	-promoter-TSS (TRIM13)	-24	MIR3613	MIR3613	NR_037407			MIR3613			NA
Interval_4346	chr12	50898608	50898997	+	0	NA	promoter-TSS (DIP2B)	-promoter-TSS (DIP2B)	34	DIP2B	DIP2B	NM_173602			DIP2B			NA
Interval_7872	chr17	27139147	27139650	+	0	NA	promoter-TSS (FAM222B)	-promoter-TSS (FAM222B)	30459	FAM222B	FAM222B	NM_018182			FAM222B			NA
Interval_14967	chr5	1799529	1802007	+	0	NA	promoter-TSS (NDUFS6)	-promoter-TSS (NDUFS6)	-728	NDUFS6	NDUFS6	NM_004553			NDUFS6			NA
Interval_12365	chr20	61342591	61343334	+	0	NA	intron (NTSR1, intron 1 of 3)	-intron (NTSR1, intron 1 of 3)	2773	NTSR1	NTSR1	NM_002531			NTSR1			NA
Interval_16851	chr6	164460813	164461681	+	0	NA	Intergenic	Intergenic	625572	QKI	QKI	NM_001301085			QKI			NA
Interval_1961	chr1	230202263	230203480	+	0	NA	promoter-TSS (GALNT2)	-promoter-TSS (GALNT2)	-71	GALNT2	GALNT2	NM_004481			GALNT2			NA
Interval_2980	chr11	808984	810227	+	0	NA	promoter-TSS (RPLP2)	-promoter-TSS (RPLP2)	-331	RPLP2	RPLP2	NM_001004			RPLP2			NA
Interval_8097	chr17	41131697	41132045	+	0	NA	promoter-TSS (RUNDC1)	-promoter-TSS (RUNDC1)	149	PTGES3L-AARSD1	PTGES3L-AARSD1	NM_001136042			PTGES3L-AARSD1			NA
Interval_12303	chr20	52210059	52211568	+	0	NA	Intergenic	Intergenic	-11177	ZNF217	ZNF217	NM_006526			ZNF217			NA
Interval_17906	chr7	156870777	156871090	+	0	NA	Intergenic	Intergenic	-60722	UBE3C	UBE3C	NM_014671			UBE3C			NA
Interval_11507	chr2	174828188	174828990	+	0	NA	exon (SP3, exon 1 of 5)	-exon (SP3, exon 1 of 5)	1841	SP3	SP3	NM_003111			SP3			NA
Interval_6218	chr15	67813021	67814155	+	0	NA	promoter-TSS (C15orf61)	-promoter-TSS (C15orf61)	66	C15orf61	C15orf61	NM_001143936			C15orf61			NA
Interval_13882	chr3	128296453	128296926	+	0	NA	Intergenic	Intergenic	-1760	LINC01565	LINC01565	NR_125802			LINC01565			NA
Interval_10884	chr2	48371993	48372316	+	0	NA	Intergenic	Intergenic	-169641	FOXN2	FOXN2	NM_002158			FOXN2			NA
Interval_6690	chr16	3507469	3508895	+	0	NA	intron (NAA60, intron 1 of 6)	-intron (NAA60, intron 1 of 6)	190	NAA60	NAA60	NM_001083601			NAA60			NA
Interval_7894	chr17	27916572	27917820	+	0	NA	promoter-TSS (GIT1)	-promoter-TSS (GIT1)	-586	GIT1	GIT1	NM_014030			GIT1			NA
Interval_17763	chr7	139875211	139875803	+	0	NA	intron (KDM7A, intron 1 of 19)	-intron (KDM7A, intron 1 of 19)	1234	KDM7A	KDM7A	NM_030647			KDM7A			NA
Interval_5629	chr14	75885924	75886247	+	0	NA	Intergenic	Intergenic	-8975	JDP2	JDP2	NM_001135049			JDP2			NA
Interval_4482	chr12	57632107	57632534	+	0	NA	intron (NDUFA4L2, intron 1 of 4)	-intron (NDUFA4L2, intron 1 of 4)	2155	NDUFA4L2	NDUFA4L2	NM_020142			NDUFA4L2			NA
Interval_9140	chr19	2049884	2050453	+	0	NA	intron (MKNK2, intron 2 of 13)	-intron (MKNK2, intron 2 of 13)	1075	MKNK2	MKNK2	NM_199054			MKNK2			NA
Interval_2679	chr10	99496397	99497582	+	0	NA	exon (ZFYVE27, exon 1 of 12)	-exon (ZFYVE27, exon 1 of 12)	111	ZFYVE27	ZFYVE27	NM_001174122			ZFYVE27			NA
Interval_6695	chr16	3930655	3931739	+	0	NA	Intergenic	Intergenic	-1076	CREBBP	CREBBP	NM_001079846			CREBBP			NA
Interval_4605	chr12	95598268	95598679	+	0	NA	intron (FGD6, intron 2 of 20)	-intron (FGD6, intron 2 of 20)	12767	FGD6	FGD6	NM_018351			FGD6			NA
Interval_16268	chr6	36646112	36648579	+	0	NA	intron (CDKN1A, intron 1 of 2)	-intron (CDKN1A, intron 1 of 2)	3078	CDKN1A	CDKN1A	NM_000389			CDKN1A			NA
Interval_8547	chr17	75883519	75884273	+	0	NA	Intergenic	Intergenic	-3727	FLJ45079	FLJ45079	NR_028337			FLJ45079			NA
Interval_1938	chr1	228565741	228566768	+	0	NA	intron (OBSCN, intron 115 of 115)	-intron (OBSCN, intron 104 of 104)	18556	MIR6742	MIR6742	NR_106800			MIR6742			NA
Interval_18645	chr8	145638503	145639406	+	0	NA	promoter-TSS (SLC39A4)	-promoter-TSS (SLC39A4)	3325	SLC39A4	SLC39A4	NM_130849			SLC39A4			NA
Interval_816	chr1	46268528	46269775	+	0	NA	promoter-TSS (MAST2)	-promoter-TSS (MAST2)	-134	MAST2	MAST2	NM_015112			MAST2			NA
Interval_7336	chr16	83863671	83864087	+	0	NA	Intergenic	Intergenic	22371	HSBP1	HSBP1	NM_001537			HSBP1			NA
Interval_17122	chr7	32819373	32819870	+	0	NA	Intergenic	Intergenic	21723	LINC00997	LINC00997	NR_036501			LINC00997			NA
Interval_6176	chr15	65133489	65133826	+	0	NA	promoter-TSS (PLEKHO2)	-promoter-TSS (PLEKHO2)	-425	PLEKHO2	PLEKHO2	NM_025201			PLEKHO2			NA
Interval_10155	chr19	45953797	45954557	+	0	NA	Intergenic	Intergenic	14265	MIR6088	MIR6088	NR_106736			MIR6088			NA
Interval_17771	chr7	140396146	140397380	+	0	NA	exon (NDUFB2-AS1, exon 1 of 2)	-exon (NDUFB2-AS1, exon 1 of 2)	114	NDUFB2-AS1	NDUFB2-AS1	NR_024454			NDUFB2-AS1			NA
Interval_14340	chr4	3767024	3767451	+	0	NA	Intergenic	Intergenic	-1059	ADRA2C	ADRA2C	NM_000683			ADRA2C			NA
Interval_10503	chr19	55979068	55979503	+	0	NA	Intergenic	Intergenic	-6236	ISOC2	ISOC2	NM_001136201			ISOC2			NA
Interval_18249	chr8	57030490	57030959	+	0	NA	Intergenic	Intergenic	-4183	MOS	MOS	NM_005372			MOS			NA
Interval_2139	chr10	5936792	5937382	+	0	NA	exon (FBXO18, exon 2 of 22)	-exon (FBXO18, exon 2 of 22)	4921	FBXO18	FBXO18	NM_001258452			FBXO18			NA
Interval_10020	chr19	41073758	41074058	+	0	NA	exon (SPTBN4, exon 31 of 36)	-exon (SPTBN4, exon 31 of 36)	-8849	SHKBP1	SHKBP1	NM_138392			SHKBP1			NA
Interval_1530	chr1	168435355	168435932	+	0	NA	intron (LOC101928565, intron 4 of 4)	-intron (LOC101928565, intron 4 of 4)	29239	LOC101928565	LOC101928565	NR_125956			LOC101928565			NA
Interval_18636	chr8	145538538	145538983	+	0	NA	TTS (HSF1)	-TTS (HSF1)	2218	MIR6848	MIR6848	NR_106907			MIR6848			NA
Interval_11931	chr20	3826968	3827965	+	0	NA	promoter-TSS (MAVS)	-promoter-TSS (MAVS)	20	MAVS	MAVS	NM_001206491			MAVS			NA
Interval_6994	chr16	31191012	31192327	+	0	NA	intron (FUS, intron 1 of 13)	-intron (FUS, intron 1 of 14)	238	FUS	FUS	NM_004960			FUS			NA
Interval_9303	chr19	6703771	6704075	+	0	NA	intron (C3, intron 17 of 40)	-intron (C3, intron 17 of 40)	16770	C3	C3	NM_000064			C3			NA
Interval_770	chr1	43994699	43995249	+	0	NA	Intergenic	Intergenic	-1573	PTPRF	PTPRF	NM_130440			PTPRF			NA
Interval_11902	chr20	1396584	1397008	+	0	NA	Intergenic	Intergenic	-22980	FKBP1A	FKBP1A	NM_000801			FKBP1A			NA
Interval_18797	chr9	37027412	37028106	+	0	NA	intron (PAX5, intron 1 of 9)	-intron (PAX5, intron 1 of 8)	6717	PAX5	PAX5	NM_001280547			PAX5			NA
Interval_9639	chr19	17371747	17372074	+	0	NA	intron (USHBP1, intron 4 of 12)	-intron (USHBP1, intron 3 of 11)	3634	USHBP1	USHBP1	NM_001297703			USHBP1			NA
Interval_7438	chr16	88131349	88131802	+	0	NA	Intergenic	Intergenic	3016	LOC400553	LOC400553	NR_120310			LOC400553			NA
Interval_8387	chr17	62222991	62224123	+	0	NA	promoter-TSS (SNORA76C)	-promoter-TSS (SNORA76C)	119	SNORD104	SNORD104	NR_004380			SNORD104			NA
Interval_9677	chr19	18043196	18044153	+	0	NA	promoter-TSS (CCDC124)	-promoter-TSS (CCDC124)	-2231	CCDC124	CCDC124	NM_138442			CCDC124			NA
Interval_13225	chr22	50781211	50781986	+	0	NA	promoter-TSS (PPP6R2)	-promoter-TSS (PPP6R2)	-148	PPP6R2	PPP6R2	NM_014678			PPP6R2			NA
Interval_5654	chr14	77624582	77625058	+	0	NA	Intergenic	Intergenic	-16686	ZDHHC22	ZDHHC22	NM_174976			ZDHHC22			NA
Interval_16454	chr6	69285836	69286423	+	0	NA	Intergenic	Intergenic	58087	LOC101928307	LOC101928307	NR_125872			LOC101928307			NA
Interval_17328	chr7	72834413	72834858	+	0	NA	Intergenic	Intergenic	-13474	FZD9	FZD9	NM_003508			FZD9			NA
Interval_8625	chr17	78991971	78993071	+	0	NA	Intergenic	Intergenic	15998	BAIAP2-AS1	BAIAP2-AS1	NR_026857			BAIAP2-AS1			NA
Interval_4391	chr12	53645986	53646395	+	0	NA	intron (MFSD5, intron 1 of 1)	-intron (MFSD5, intron 1 of 1)	314	MFSD5	MFSD5	NM_001170790			MFSD5			NA
Interval_17388	chr7	75987441	75989077	+	0	NA	promoter-TSS (YWHAG)	-promoter-TSS (YWHAG)	83	YWHAG	YWHAG	NM_012479			YWHAG			NA
Interval_13909	chr3	129612011	129613045	+	0	NA	promoter-TSS (TMCC1)	-promoter-TSS (TMCC1)	-186	TMCC1-AS1	TMCC1-AS1	NR_037893			TMCC1-AS1			NA
Interval_3641	chr11	71497460	71499425	+	0	NA	promoter-TSS (FAM86C1)	-promoter-TSS (FAM86C1)	-115	FAM86C1	FAM86C1	NM_018172			FAM86C1			NA
Interval_7002	chr16	31463030	31463374	+	0	NA	Intergenic	Intergenic	-7115	ARMC5	ARMC5	NM_001301820			ARMC5			NA
Interval_14859	chr4	170947259	170949071	+	0	NA	promoter-TSS (MFAP3L)	-promoter-TSS (MFAP3L)	6014	MFAP3L	MFAP3L	NR_125890			MFAP3L			NA
Interval_17610	chr7	107220192	107221192	+	0	NA	promoter-TSS (BCAP29)	-promoter-TSS (BCAP29)	270	BCAP29	BCAP29	NM_001008405			BCAP29			NA
Interval_19706	chrX	51239423	51240028	+	0	NA	promoter-TSS (NUDT11)	-promoter-TSS (NUDT11)	-266	NUDT11	NUDT11	NM_018159			NUDT11			NA
Interval_2205	chr10	17045204	17045565	+	0	NA	intron (CUBN, intron 28 of 66)	-intron (CUBN, intron 28 of 66)	126432	CUBN	CUBN	NM_001081			CUBN			NA
Interval_14295	chr4	1522901	1523290	+	0	NA	Intergenic	Intergenic	-122865	NKX1-1	NKX1-1	NM_001290079			NKX1-1			NA
Interval_2608	chr10	88855158	88855630	+	0	NA	promoter-TSS (GLUD1)	-promoter-TSS (GLUD1)	441	FAM35A	FAM35A	NM_019054			FAM35A			NA
Interval_12961	chr22	34046379	34046775	+	0	NA	exon (LARGE, exon 4 of 16)	-exon (LARGE, exon 4 of 16)	-74395	LARGE-AS1	LARGE-AS1	NR_038950			LARGE-AS1			NA
Interval_7798	chr17	19281153	19282007	+	0	NA	promoter-TSS (B9D1)	-promoter-TSS (B9D1)	-194	MAPK7	MAPK7	NM_002749			MAPK7			NA
Interval_15501	chr5	140751151	140751927	+	0	NA	exon (PCDHGB3, exon 1 of 4)	-exon (PCDHGB3, exon 1 of 4)	1708	PCDHGB3	PCDHGB3	NM_018924			PCDHGB3			NA
Interval_13911	chr3	129829466	129831528	+	0	NA	promoter-TSS (FAM86HP)	-promoter-TSS (FAM86HP)	-221	FAM86HP	FAM86HP	NR_024252			FAM86HP			NA
Interval_16241	chr6	35435749	35436962	+	0	NA	intron (RPL10A, intron 1 of 5)	-intron (RPL10A, intron 1 of 5)	177	RPL10A	RPL10A	NM_007104			RPL10A			NA
Interval_5077	chr13	41635138	41636175	+	0	NA	promoter-TSS (WBP4)	-promoter-TSS (WBP4)	-41	WBP4	WBP4	NM_007187			WBP4			NA
Interval_14634	chr4	86396077	86396670	+	0	NA	promoter-TSS (ARHGAP24)	-promoter-TSS (ARHGAP24)	-247248	MIR4451	MIR4451	NR_039656			MIR4451			NA
Interval_17774	chr7	140767235	140767757	+	0	NA	Intergenic	Intergenic	-6536	TMEM178B	TMEM178B	NM_001195278			TMEM178B			NA
Interval_11948	chr20	5799632	5800182	+	0	NA	intron (C20orf196, intron 3 of 3)	-intron (C20orf196, intron 3 of 3)	68874	C20orf196	C20orf196	NM_001303477			C20orf196			NA
Interval_8183	chr17	45177416	45177856	+	0	NA	Intergenic	Intergenic	89042	CDC27	CDC27	NM_001114091			CDC27			NA
Interval_13125	chr22	42764732	42765315	+	0	NA	exon (LINC01315, exon 1 of 2)	-exon (LINC01315, exon 1 of 2)	191	LINC01315	LINC01315	NR_120597			LINC01315			NA
Interval_4429	chr12	56039709	56040568	+	0	NA	Intergenic	Intergenic	9462	OR10P1	OR10P1	NM_206899			OR10P1			NA
Interval_16537	chr6	97345185	97346144	+	0	NA	exon (NDUFAF4, exon 1 of 3)	-exon (NDUFAF4, exon 1 of 3)	103	NDUFAF4	NDUFAF4	NM_014165			NDUFAF4			NA
Interval_6674	chr16	3108974	3109757	+	0	NA	promoter-TSS (MMP25-AS1)	-promoter-TSS (MMP25-AS1)	6	MMP25-AS1	MMP25-AS1	NR_123723			MMP25-AS1			NA
Interval_12716	chr22	18111174	18111786	+	0	NA	exon (ATP6V1E1, exon 1 of 8)	-exon (ATP6V1E1, exon 1 of 8)	108	ATP6V1E1	ATP6V1E1	NM_001696			ATP6V1E1			NA
Interval_10388	chr19	51339028	51339708	+	0	NA	intron (LOC105372441, intron 2 of 2)	-intron (LOC105372441, intron 2 of 2)	-4589	KLK15	KLK15	NM_017509			KLK15			NA
Interval_10838	chr2	43358169	43358523	+	0	NA	Intergenic	Intergenic	-91664	LOC102723854	LOC102723854	NR_110585			LOC102723854			NA
Interval_15335	chr5	118323948	118324474	+	0	NA	promoter-TSS (DTWD2)	-promoter-TSS (DTWD2)	89	DTWD2	DTWD2	NM_173666			DTWD2			NA
Interval_6714	chr16	4743242	4744279	+	0	NA	promoter-TSS (NUDT16L1)	-promoter-TSS (NUDT16L1)	66	NUDT16L1	NUDT16L1	NM_032349			NUDT16L1			NA
Interval_32	chr1	1004464	1005622	+	0	NA	Intergenic	Intergenic	4644	RNF223	RNF223	NM_001205252			RNF223			NA
Interval_15381	chr5	131563197	131563886	+	0	NA	promoter-TSS (P4HA2)	-promoter-TSS (P4HA2)	-606	P4HA2	P4HA2	NM_001017974			P4HA2			NA
Interval_11362	chr2	131966850	131967206	+	0	NA	Intergenic	Intergenic	-8896	POTEE	POTEE	NM_001083538			POTEE			NA
Interval_169	chr1	7831327	7831875	+	0	NA	intron (VAMP3, intron 1 of 4)	-intron (VAMP3, intron 1 of 4)	272	VAMP3	VAMP3	NM_004781			VAMP3			NA
Interval_9728	chr19	18854087	18854589	+	0	NA	intron (CRTC1, intron 2 of 13)	-intron (CRTC1, intron 2 of 14)	47776	COMP	COMP	NM_000095			COMP			NA
Interval_849	chr1	51443318	51444048	+	0	NA	Intergenic	Intergenic	8041	CDKN2C	CDKN2C	NM_078626			CDKN2C			NA
Interval_2849	chr10	124892377	124892878	+	0	NA	Intergenic	Intergenic	-2940	HMX3	HMX3	NM_001105574			HMX3			NA
Interval_9704	chr19	18484546	18485413	+	0	NA	Intergenic	Intergenic	-11989	GDF15	GDF15	NM_004864			GDF15			NA
Interval_4070	chr12	6472172	6472855	+	0	NA	intron (SCNN1A, intron 2 of 11)	-intron (SCNN1A, intron 3 of 12)	11877	SCNN1A	SCNN1A	NM_001159575			SCNN1A			NA
Interval_41	chr1	1240572	1241119	+	0	NA	intron (ACAP3, intron 1 of 23)	-intron (ACAP3, intron 1 of 23)	2424	ACAP3	ACAP3	NM_030649			ACAP3			NA
Interval_12909	chr22	29663818	29664667	+	0	NA	promoter-TSS (RHBDD3)	-promoter-TSS (RHBDD3)	244	EWSR1	EWSR1	NM_001163286			EWSR1			NA
Interval_14375	chr4	6711142	6711948	+	0	NA	promoter-TSS (MRFAP1L1)	-promoter-TSS (MRFAP1L1)	61	MRFAP1L1	MRFAP1L1	NM_203462			MRFAP1L1			NA
Interval_18303	chr8	71519473	71521125	+	0	NA	promoter-TSS (LACTB2-AS1)	-promoter-TSS (LACTB2-AS1)	395	TRAM1	TRAM1	NM_014294			TRAM1			NA
Interval_14681	chr4	103789768	103790797	+	0	NA	promoter-TSS (UBE2D3)	-promoter-TSS (UBE2D3)	147	CISD2	CISD2	NM_001008388			CISD2			NA
Interval_12329	chr20	57198822	57199306	+	0	NA	Intergenic	Intergenic	-10764	LOC79160	LOC79160	NR_125359			LOC79160			NA
Interval_5060	chr13	36920337	36921235	+	0	NA	promoter-TSS (SPG20)	-promoter-TSS (SPG20)	-140	SPG20	SPG20	NM_001142294			SPG20			NA
Interval_8384	chr17	62075271	62076066	+	0	NA	promoter-TSS (PRR29)	-promoter-TSS (PRR29)	-43	PRR29	PRR29	NM_001191029			PRR29			NA
Interval_9301	chr19	6677741	6678564	+	0	NA	intron (C3, intron 40 of 40)	-intron (C3, intron 40 of 40)	-7553	TNFSF14	TNFSF14	NM_172014			TNFSF14			NA
Interval_11999	chr20	23330769	23332068	+	0	NA	promoter-TSS (NXT1)	-promoter-TSS (NXT1)	45	NXT1	NXT1	NM_013248			NXT1			NA
Interval_12014	chr20	25520388	25520822	+	0	NA	intron (NINL, intron 1 of 23)	-intron (NINL, intron 1 of 23)	45548	NINL	NINL	NM_025176			NINL			NA
Interval_6410	chr15	85197064	85197714	+	0	NA	promoter-TSS (WDR73)	-promoter-TSS (WDR73)	185	WDR73	WDR73	NM_032856			WDR73			NA
Interval_2398	chr10	60697038	60697462	+	0	NA	Intergenic	Intergenic	-62028	LINC00844	LINC00844	NR_108046			LINC00844			NA
Interval_7787	chr17	18759273	18759863	+	0	NA	promoter-TSS (PRPSAP2)	-promoter-TSS (PRPSAP2)	-1813	PRPSAP2	PRPSAP2	NM_001243942			PRPSAP2			NA
Interval_18834	chr9	67297418	67297787	+	0	NA	Intergenic	Intergenic	-8110	AQP7P1	AQP7P1	NR_002817			AQP7P1			NA
Interval_12864	chr22	24487635	24487961	+	0	NA	intron (CABIN1, intron 24 of 36)	-intron (CABIN1, intron 24 of 36)	80033	CABIN1	CABIN1	NM_012295			CABIN1			NA
Interval_2749	chr10	104535726	104536099	+	0	NA	promoter-TSS (WBP1L)	-promoter-TSS (WBP1L)	24	WBP1L	WBP1L	NM_017787			WBP1L			NA
Interval_10737	chr2	26726239	26726736	+	0	NA	intron (OTOF, intron 6 of 46)	-intron (OTOF, intron 6 of 45)	-25577	OTOF	OTOF	NM_194248			OTOF			NA
Interval_1107	chr1	109968687	109969425	+	0	NA	promoter-TSS (PSMA5)	-promoter-TSS (PSMA5)	14	PSMA5	PSMA5	NM_001199774			PSMA5			NA
Interval_2245	chr10	25463635	25463934	+	0	NA	promoter-TSS (GPR158)	-promoter-TSS (GPR158)	-506	GPR158	GPR158	NM_020752			GPR158			NA
Interval_6388	chr15	83378320	83379176	+	0	NA	promoter-TSS (AP3B2)	-promoter-TSS (AP3B2)	-88	AP3B2	AP3B2	NM_004644			AP3B2			NA
Interval_10547	chr19	58427698	58428267	+	0	NA	promoter-TSS (ZNF417)	-promoter-TSS (ZNF417)	-4	ZNF417	ZNF417	NM_152475			ZNF417			NA
Interval_2009	chr1	235011936	235012259	+	0	NA	Intergenic	Intergenic	87649	LOC101927851	LOC101927851	NR_125945			LOC101927851			NA
Interval_12930	chr22	30821628	30822280	+	0	NA	TTS (SEC14L2)	-TTS (SEC14L2)	343	MTFP1	MTFP1	NM_001003704			MTFP1			NA
Interval_18907	chr9	90333747	90334123	+	0	NA	Intergenic	Intergenic	-7039	CTSL	CTSL	NM_001912			CTSL			NA
Interval_2832	chr10	121632157	121633081	+	0	NA	promoter-TSS (MCMBP)	-promoter-TSS (MCMBP)	-224	MCMBP	MCMBP	NM_001256379			MCMBP			NA
Interval_16348	chr6	42951809	42952663	+	0	NA	promoter-TSS (PPP2R5D)	-promoter-TSS (PPP2R5D)	-1	PPP2R5D	PPP2R5D	NM_180977			PPP2R5D			NA
Interval_6603	chr16	1470643	1471353	+	0	NA	promoter-TSS (C16orf91)	-promoter-TSS (C16orf91)	-197	C16orf91	C16orf91	NM_001272051			C16orf91			NA
Interval_12993	chr22	36966125	36966443	+	0	NA	intron (CACNG2, intron 2 of 3)	-intron (CACNG2, intron 2 of 3)	-41007	EIF3D	EIF3D	NM_003753			EIF3D			NA
Interval_12040	chr20	30194973	30195337	+	0	NA	TTS (ID1)	-TTS (ID1)	166	MIR3193	MIR3193	NR_036161			MIR3193			NA
Interval_12570	chr21	42440854	42441319	+	0	NA	Intergenic	Intergenic	78905	LINC00323	LINC00323	NR_024100			LINC00323			NA
Interval_4565	chr12	76424997	76426146	+	0	NA	promoter-TSS (PHLDA1)	-promoter-TSS (PHLDA1)	-15	PHLDA1	PHLDA1	NM_007350			PHLDA1			NA
Interval_376	chr1	21965225	21965622	+	0	NA	intron (RAP1GAP, intron 2 of 24)	-intron (RAP1GAP, intron 3 of 26)	30433	RAP1GAP	RAP1GAP	NM_001145657			RAP1GAP			NA
Interval_17206	chr7	45128358	45129003	+	0	NA	promoter-TSS (NACAD)	-promoter-TSS (NACAD)	-187	NACAD	NACAD	NM_001146334			NACAD			NA
Interval_9090	chr19	1252742	1253208	+	0	NA	intron (MIDN, intron 4 of 7)	-intron (MIDN, intron 4 of 7)	4423	MIDN	MIDN	NM_177401			MIDN			NA
Interval_6041	chr15	44580789	44581501	+	0	NA	exon (CASC4, exon 1 of 10)	-exon (CASC4, exon 1 of 10)	236	CASC4	CASC4	NM_177974			CASC4			NA
Interval_14851	chr4	168324049	168324456	+	0	NA	Intergenic	Intergenic	-168511	SPOCK3	SPOCK3	NM_001204356			SPOCK3			NA
Interval_952	chr1	67390325	67391395	+	0	NA	promoter-TSS (WDR78)	-promoter-TSS (WDR78)	282	MIER1	MIER1	NM_001077703			MIER1			NA
Interval_3549	chr11	66206258	66206838	+	0	NA	promoter-TSS (MRPL11)	-promoter-TSS (MRPL11)	-229	MRPL11	MRPL11	NR_120589			MRPL11			NA
Interval_17546	chr7	100846840	100847554	+	0	NA	Intergenic	Intergenic	-2895	MOGAT3	MOGAT3	NM_001287147			MOGAT3			NA
Interval_618	chr1	32966003	32966863	+	0	NA	Intergenic	Intergenic	35775	ZBTB8B	ZBTB8B	NM_001145720			ZBTB8B			NA
Interval_8833	chr18	21977591	21977928	+	0	NA	promoter-TSS (OSBPL1A)	-promoter-TSS (OSBPL1A)	74	OSBPL1A	OSBPL1A	NM_080597			OSBPL1A			NA
Interval_6205	chr15	66923254	66923556	+	0	NA	intron (LINC01169, intron 1 of 4)	-intron (LINC01169, intron 1 of 4)	48877	LINC01169	LINC01169	NR_110372			LINC01169			NA
Interval_10545	chr19	58325989	58326664	+	0	NA	promoter-TSS (ZNF552)	-promoter-TSS (ZNF552)	-45	ZNF552	ZNF552	NM_024762			ZNF552			NA
Interval_13383	chr3	27562829	27563318	+	0	NA	Intergenic	Intergenic	-64828	SLC4A7	SLC4A7	NM_001258379			SLC4A7			NA
Interval_3085	chr11	9594271	9595582	+	0	NA	promoter-TSS (WEE1)	-promoter-TSS (WEE1)	-302	WEE1	WEE1	NM_001143976			WEE1			NA
