PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_12384	chr19	11671033	11671708	+	0	NA	Intergenic	Intergenic	-1319	ELOF1	ELOF1	NM_032377			ELOF1			NA
Interval_10506	chr17	20110512	20111067	+	0	NA	intron (SPECC1, intron 4 of 7)	-intron (SPECC1, intron 4 of 14)	-113698	CCDC144CP	CCDC144CP	NR_023380			CCDC144CP			NA
Interval_8183	chr14	71988026	71988254	+	0	NA	Intergenic	Intergenic	-7889	SIPA1L1	SIPA1L1	NM_001284246			SIPA1L1			NA
Interval_18952	chr4	38329777	38330512	+	0	NA	Intergenic	Intergenic	194657	LINC01258	LINC01258	NR_110951			LINC01258			NA
Interval_18547	chr3	185044072	185044349	+	0	NA	intron (MAP3K13, intron 2 of 12)	-intron (MAP3K13, intron 2 of 14)	43481	MAP3K13	MAP3K13	NM_001242314			MAP3K13			NA
Interval_24199	chr7	105050467	105050745	+	0	NA	Intergenic	Intergenic	-21229	SRPK2	SRPK2	NM_182692			SRPK2			NA
Interval_24729	chr7	154675902	154676321	+	0	NA	intron (DPP6, intron 21 of 25)	-intron (DPP6, intron 21 of 25)	-44116	PAXIP1-AS2	PAXIP1-AS2	NR_024476			PAXIP1-AS2			NA
Interval_27871	chrX	154138718	154139234	+	0	NA	intron (F8, intron 14 of 25)	-intron (F8, intron 14 of 25)	-23243	MIR1184-1	MIR1184-1	NR_036049_1			MIR1184-1			NA
Interval_8666	chr15	42880557	42880824	+	0	NA	intron (STARD9, intron 3 of 32)	-intron (STARD9, intron 3 of 32)	12833	STARD9	STARD9	NM_020759			STARD9			NA
Interval_3303	chr10	15367597	15367847	+	0	NA	intron (FAM171A1, intron 1 of 7)	-intron (FAM171A1, intron 1 of 7)	45336	FAM171A1	FAM171A1	NM_001010924			FAM171A1			NA
Interval_14571	chr2	145978624	145979021	+	0	NA	Intergenic	Intergenic	553288	TEX41	TEX41	NR_033870			TEX41			NA
Interval_25015	chr8	26622535	26622775	+	0	NA	TTS (ADRA1A)	-TTS (ADRA1A)	100267	ADRA1A	ADRA1A	NM_033303			ADRA1A			NA
Interval_20853	chr5	134186292	134186530	+	0	NA	intron (C5orf24, intron 1 of 2)	-intron (C5orf24, intron 1 of 1)	5041	C5orf24	C5orf24	NM_001300894			C5orf24			NA
Interval_6751	chr12	92861780	92862051	+	0	NA	Intergenic	Intergenic	-39991	CLLU1OS	CLLU1OS	NM_001025232			CLLU1OS			NA
Interval_25988	chr8	146192173	146192604	+	0	NA	Intergenic	Intergenic	-16114	ZNF16	ZNF16	NM_006958			ZNF16			NA
Interval_14408	chr2	120528950	120529335	+	0	NA	intron (PTPN4, intron 1 of 26)	-intron (PTPN4, intron 1 of 26)	11935	PTPN4	PTPN4	NM_002830			PTPN4			NA
Interval_23364	chr7	6071830	6072599	+	0	NA	intron (ANKRD61, intron 1 of 2)	-intron (EIF2AK1, intron 11 of 14)	1207	ANKRD61	ANKRD61	NM_001271700			ANKRD61			NA
Interval_13444	chr2	20252588	20252971	+	0	NA	promoter-TSS (LAPTM4A)	-promoter-TSS (LAPTM4A)	-990	LAPTM4A	LAPTM4A	NM_014713			LAPTM4A			NA
Interval_4567	chr11	10043209	10043509	+	0	NA	intron (SBF2, intron 6 of 39)	-intron (SBF2, intron 6 of 39)	182670	LOC101928008	LOC101928008	NR_120539			LOC101928008			NA
Interval_9902	chr16	57635707	57636084	+	0	NA	Intergenic	Intergenic	-26243	ADGRG1	ADGRG1	NM_001145774			ADGRG1			NA
Interval_19138	chr4	73651842	73652587	+	0	NA	Intergenic	Intergenic	-217698	ADAMTS3	ADAMTS3	NM_014243			ADAMTS3			NA
Interval_7862	chr14	23910226	23910677	+	0	NA	Intergenic	Intergenic	-5556	MYH7	MYH7	NM_000257			MYH7			NA
Interval_25413	chr8	86906546	86906919	+	0	NA	Intergenic	Intergenic	175119	PSKH2	PSKH2	NM_033126			PSKH2			NA
Interval_4122	chr10	100537912	100538519	+	0	NA	intron (HPSE2, intron 3 of 11)	-intron (HPSE2, intron 3 of 10)	146110	MIR6507	MIR6507	NR_106762			MIR6507			NA
Interval_15568	chr20	24402785	24403029	+	0	NA	Intergenic	Intergenic	-46928	SYNDIG1	SYNDIG1	NM_024893			SYNDIG1			NA
Interval_9781	chr16	30907914	30908137	+	0	NA	promoter-TSS (CTF1)	-promoter-TSS (CTF1)	97	CTF1	CTF1	NM_001330			CTF1			NA
Interval_29	chr1	1612074	1612345	+	0	NA	intron (SLC35E2B, intron 1 of 8)	-intron (SLC35E2B, intron 1 of 8)	12034	SLC35E2B	SLC35E2B	NM_001290264			SLC35E2B			NA
Interval_21711	chr6	21308705	21308973	+	0	NA	Intergenic	Intergenic	203284	LINC00581	LINC00581	NR_103790			LINC00581			NA
Interval_26570	chr9	102907413	102907917	+	0	NA	intron (INVS, intron 3 of 17)	-intron (INVS, intron 3 of 16)	46163	INVS	INVS	NM_183245			INVS			NA
Interval_2569	chr1	204894805	204895260	+	0	NA	intron (NFASC, intron 2 of 26)	-intron (NFASC, intron 2 of 29)	97250	NFASC	NFASC	NM_015090			NFASC			NA
Interval_878	chr1	44509699	44510232	+	0	NA	Intergenic	Intergenic	-12801	SLC6A9	SLC6A9	NM_001024845			SLC6A9			NA
Interval_11248	chr17	63169496	63170697	+	0	NA	intron (RGS9, intron 8 of 18)	-intron (RGS9, intron 8 of 18)	36640	RGS9	RGS9	NM_001081955			RGS9			NA
Interval_6824	chr12	96866132	96866526	+	0	NA	Intergenic	Intergenic	-17020	CFAP54	CFAP54	NM_001306084			CFAP54			NA
Interval_8985	chr15	68184959	68185342	+	0	NA	Intergenic	Intergenic	-52767	RNU6-2	RNU6-2	NR_125730_10			RNU6-2			NA
Interval_3093	chr1	246124531	246124805	+	0	NA	intron (SMYD3, intron 5 of 11)	-intron (SMYD3, intron 5 of 11)	456046	SMYD3	SMYD3	NM_001167740			SMYD3			NA
Interval_2910	chr1	228621418	228621683	+	0	NA	Intergenic	Intergenic	-8524	HIST3H3	HIST3H3	NM_003493			HIST3H3			NA
Interval_11368	chr17	73854794	73855121	+	0	NA	Intergenic	Intergenic	-3456	WBP2	WBP2	NM_012478			WBP2			NA
Interval_20357	chr5	73589958	73590347	+	0	NA	Intergenic	Intergenic	13998	LINC01335	LINC01335	NR_105009			LINC01335			NA
Interval_15541	chr20	22898693	22898971	+	0	NA	Intergenic	Intergenic	-117225	SSTR4	SSTR4	NM_001052			SSTR4			NA
Interval_10920	chr17	43476923	43477219	+	0	NA	intron (ARHGAP27, intron 9 of 16)	-intron (ARHGAP27, intron 9 of 16)	25941	ARHGAP27	ARHGAP27	NM_174919_1			ARHGAP27			NA
Interval_6573	chr12	69006085	69006402	+	0	NA	intron (RAP1B, intron 1 of 7)	-intron (RAP1B, intron 1 of 7)	1624	RAP1B	RAP1B	NM_001251921			RAP1B			NA
Interval_791	chr1	40513518	40513805	+	0	NA	intron (CAP1, intron 1 of 12)	-intron (CAP1, intron 1 of 12)	7406	CAP1	CAP1	NM_001105530			CAP1			NA
Interval_16015	chr20	56120084	56120340	+	0	NA	Intergenic	Intergenic	-15925	PCK1	PCK1	NM_002591			PCK1			NA
Interval_16234	chr21	37470143	37470433	+	0	NA	intron (LOC100133286, intron 2 of 3)	-intron (LOC100133286, intron 2 of 3)	28066	CBR1	CBR1	NM_001757			CBR1			NA
Interval_12076	chr19	555354	556392	+	0	NA	Intergenic	Intergenic	11839	GZMM	GZMM	NM_005317			GZMM			NA
Interval_10623	chr17	28980096	28980371	+	0	NA	Intergenic	Intergenic	28897	SH3GL1P2	SH3GL1P2	NR_033420			SH3GL1P2			NA
Interval_20308	chr5	67821055	67821478	+	0	NA	Intergenic	Intergenic	237014	PIK3R1	PIK3R1	NM_181523			PIK3R1			NA
Interval_1824	chr1	150607330	150608033	+	0	NA	Intergenic	Intergenic	-5583	ENSA	ENSA	NM_207043			ENSA			NA
Interval_17077	chr3	13048785	13049446	+	0	NA	intron (IQSEC1, intron 1 of 14)	-intron (IQSEC1, intron 1 of 14)	-39917	IQSEC1	IQSEC1	NM_001134382			IQSEC1			NA
Interval_24375	chr7	127449436	127449851	+	0	NA	intron (SND1, intron 11 of 23)	-intron (SND1, intron 11 of 23)	157441	SND1	SND1	NM_014390			SND1			NA
Interval_11988	chr18	59733715	59734009	+	0	NA	intron (PIGN, intron 30 of 30)	-intron (PIGN, intron 29 of 29)	120427	PIGN	PIGN	NM_176787			PIGN			NA
Interval_19738	chr4	159730961	159731279	+	0	NA	intron (FNIP2, intron 1 of 16)	-intron (FNIP2, intron 1 of 16)	40938	FNIP2	FNIP2	NM_020840			FNIP2			NA
Interval_12040	chr18	75705698	75705933	+	0	NA	promoter-TSS (LINC01029)	-promoter-TSS (LINC01029)	-132	LINC01029	LINC01029	NR_104127			LINC01029			NA
Interval_18062	chr3	138102593	138102987	+	0	NA	intron (MRAS, intron 2 of 5)	-intron (MRAS, intron 2 of 5)	36300	MRAS	MRAS	NM_001085049			MRAS			NA
Interval_17494	chr3	50627966	50628500	+	0	NA	Intergenic	Intergenic	21029	CISH	CISH	NM_145071			CISH			NA
Interval_9678	chr16	24719015	24719557	+	0	NA	Intergenic	Intergenic	-21763	TNRC6A	TNRC6A	NM_014494			TNRC6A			NA
Interval_20625	chr5	108763347	108763702	+	0	NA	Intergenic	Intergenic	-17849	PJA2	PJA2	NM_014819			PJA2			NA
Interval_836	chr1	43152155	43152549	+	0	NA	intron (YBX1, intron 2 of 7)	-intron (YBX1, intron 2 of 7)	4286	YBX1	YBX1	NM_004559			YBX1			NA
Interval_1831	chr1	151024077	151024578	+	0	NA	TTS (C1orf56)	-TTS (C1orf56)	4068	C1orf56	C1orf56	NM_017860			C1orf56			NA
Interval_6898	chr12	106696317	106696547	+	0	NA	promoter-TSS (TCP11L2)	-promoter-TSS (TCP11L2)	-137	TCP11L2	TCP11L2	NM_152772			TCP11L2			NA
Interval_22013	chr6	35338008	35338298	+	0	NA	intron (PPARD, intron 2 of 6)	-intron (PPARD, intron 2 of 8)	27818	PPARD	PPARD	NM_001171820			PPARD			NA
Interval_24170	chr7	103449994	103450414	+	0	NA	intron (RELN, intron 3 of 63)	-intron (RELN, intron 3 of 64)	179759	RELN	RELN	NM_173054			RELN			NA
Interval_5019	chr11	61034141	61034412	+	0	NA	intron (VWCE, intron 16 of 19)	-intron (VWCE, intron 16 of 19)	25647	PGA5	PGA5	NM_014224			PGA5			NA
Interval_23972	chr7	86752296	86752771	+	0	NA	Intergenic	Intergenic	-29144	DMTF1	DMTF1	NM_001142326			DMTF1			NA
Interval_27156	chrX	17986608	17986973	+	0	NA	Intergenic	Intergenic	-107843	RAI2	RAI2	NM_001172743			RAI2			NA
Interval_18084	chr3	139024957	139025294	+	0	NA	Intergenic	Intergenic	-37736	MRPS22	MRPS22	NM_020191			MRPS22			NA
Interval_7429	chr13	34253262	34253498	+	0	NA	Intergenic	Intergenic	-138826	RFC3	RFC3	NM_181558			RFC3			NA
Interval_15215	chr2	220528829	220529140	+	0	NA	Intergenic	Intergenic	36692	SLC4A3	SLC4A3	NM_005070			SLC4A3			NA
Interval_27214	chrX	37549440	37549746	+	0	NA	intron (XK, intron 1 of 2)	-intron (XK, intron 1 of 2)	4460	XK	XK	NM_021083			XK			NA
Interval_5087	chr11	63642096	63642331	+	0	NA	intron (MARK2, intron 1 of 16)	-intron (MARK2, intron 1 of 18)	-13774	MARK2	MARK2	NM_017490			MARK2			NA
Interval_21897	chr6	31165654	31166055	+	0	NA	intron (HCG27, intron 1 of 1)	-intron (HCG27, intron 1 of 1)	317	HCG27	HCG27	NR_026791_5			HCG27			NA
Interval_6907	chr12	107377686	107378171	+	0	NA	intron (MTERF2, intron 2 of 2)	-intron (MTERF2, intron 2 of 2)	3016	MTERF2	MTERF2	NM_001033050			MTERF2			NA
Interval_764	chr1	39498296	39498554	+	0	NA	intron (NDUFS5, intron 2 of 2)	-intron (NDUFS5, intron 2 of 2)	6458	NDUFS5	NDUFS5	NM_004552			NDUFS5			NA
Interval_27351	chrX	48405721	48406316	+	0	NA	intron (TBC1D25, intron 3 of 5)	-intron (TBC1D25, intron 3 of 5)	7943	TBC1D25	TBC1D25	NM_002536			TBC1D25			NA
Interval_26003	chr9	312712	313270	+	0	NA	intron (DOCK8, intron 6 of 47)	-intron (DOCK8, intron 5 of 45)	-97098	C9orf66	C9orf66	NM_152569			C9orf66			NA
Interval_11162	chr17	57906508	57906988	+	0	NA	intron (VMP1, intron 10 of 11)	-intron (VMP1, intron 10 of 11)	-11879	MIR21	MIR21	NR_029493			MIR21			NA
Interval_14103	chr2	85235992	85236381	+	0	NA	intron (KCMF1, intron 1 of 6)	-intron (KCMF1, intron 1 of 6)	37955	KCMF1	KCMF1	NM_020122			KCMF1			NA
Interval_14823	chr2	178758633	178759042	+	0	NA	intron (PDE11A, intron 4 of 19)	-intron (PDE11A, intron 5 of 20)	178645	PDE11A	PDE11A	NM_001077197			PDE11A			NA
Interval_1610	chr1	114347410	114347659	+	0	NA	intron (RSBN1, intron 1 of 7)	-intron (RSBN1, intron 1 of 6)	7564	RSBN1	RSBN1	NM_018364			RSBN1			NA
Interval_23046	chr6	154842581	154843089	+	0	NA	Intergenic	Intergenic	-11082	CNKSR3	CNKSR3	NM_173515			CNKSR3			NA
Interval_6714	chr12	90071831	90072393	+	0	NA	Intergenic	Intergenic	-22268	ATP2B1	ATP2B1	NM_001682			ATP2B1			NA
Interval_13290	chr2	8755808	8756435	+	0	NA	Intergenic	Intergenic	-32199	LOC101929567	LOC101929567	NR_110257			LOC101929567			NA
Interval_9787	chr16	31181206	31181732	+	0	NA	Intergenic	Intergenic	-9962	FUS	FUS	NM_004960			FUS			NA
Interval_24300	chr7	112765773	112766172	+	0	NA	Intergenic	Intergenic	-7335	LINC00998	LINC00998	NR_015442			LINC00998			NA
Interval_13244	chr19	59053923	59054157	+	0	NA	Intergenic	Intergenic	-1796	TRIM28	TRIM28	NM_005762			TRIM28			NA
Interval_8848	chr15	60709175	60709650	+	0	NA	Intergenic	Intergenic	-19227	ANXA2	ANXA2	NM_001136015			ANXA2			NA
Interval_7145	chr12	121704036	121704461	+	0	NA	intron (CAMKK2, intron 5 of 15)	-intron (CAMKK2, intron 5 of 16)	30308	CAMKK2	CAMKK2	NM_153500			CAMKK2			NA
Interval_17020	chr3	9200933	9201205	+	0	NA	intron (SRGAP3, intron 1 of 21)	-intron (SRGAP3, intron 1 of 21)	-33108	LOC101927416	LOC101927416	NR_121663			LOC101927416			NA
Interval_17145	chr3	17902423	17902664	+	0	NA	Intergenic	Intergenic	-101521	LOC339862	LOC339862	NM_001257177			LOC339862			NA
Interval_2588	chr1	205771230	205771719	+	0	NA	intron (SLC41A1, intron 2 of 10)	-intron (SLC41A1, intron 2 of 10)	10850	SLC41A1	SLC41A1	NM_173854			SLC41A1			NA
Interval_11458	chr17	76474460	76474706	+	0	NA	intron (DNAH17, intron 51 of 80)	-intron (DNAH17, intron 51 of 80)	-6409	DNAH17-AS1	DNAH17-AS1	NR_102401			DNAH17-AS1			NA
Interval_6009	chr12	10826118	10826549	+	0	NA	intron (STYK1, intron 1 of 10)	-intron (STYK1, intron 1 of 10)	558	STYK1	STYK1	NM_018423			STYK1			NA
Interval_17549	chr3	57573759	57573996	+	0	NA	intron (ARF4, intron 1 of 5)	-intron (ARF4, intron 1 of 5)	9338	ARF4	ARF4	NM_001660			ARF4			NA
Interval_16133	chr21	23572635	23572889	+	0	NA	Intergenic	Intergenic	101826	LINC00308	LINC00308	NR_038400			LINC00308			NA
Interval_18023	chr3	133382663	133382934	+	0	NA	Intergenic	Intergenic	-2061	TOPBP1	TOPBP1	NM_007027			TOPBP1			NA
Interval_2461	chr1	200195205	200195857	+	0	NA	Intergenic	Intergenic	147389	LINC00862	LINC00862	NR_040064			LINC00862			NA
Interval_26186	chr9	37523014	37523383	+	0	NA	intron (FBXO10, intron 6 of 10)	-intron (FBXO10, intron 6 of 10)	37266	POLR1E	POLR1E	NM_022490			POLR1E			NA
Interval_13588	chr2	32698632	32698887	+	0	NA	intron (BIRC6, intron 33 of 73)	-intron (BIRC6, intron 33 of 73)	-58461	MIR558	MIR558	NR_030285			MIR558			NA
Interval_7633	chr13	80159182	80159557	+	0	NA	Intergenic	Intergenic	18507	LINC01068	LINC01068	NR_125772			LINC01068			NA
Interval_5429	chr11	77645160	77645408	+	0	NA	intron (INTS4, intron 10 of 22)	-intron (INTS4, intron 10 of 22)	60433	INTS4	INTS4	NM_033547			INTS4			NA
Interval_20827	chr5	132846381	132846637	+	0	NA	intron (FSTL4, intron 3 of 15)	-intron (FSTL4, intron 3 of 15)	-83111	MIR1289-2	MIR1289-2	NR_031621			MIR1289-2			NA
Interval_6648	chr12	76284990	76285213	+	0	NA	Intergenic	Intergenic	140455	PHLDA1	PHLDA1	NM_007350			PHLDA1			NA
Interval_27222	chrX	37998186	37998547	+	0	NA	Intergenic	Intergenic	81811	SRPX	SRPX	NM_001170750			SRPX			NA
Interval_27580	chrX	106547424	106547732	+	0	NA	Intergenic	Intergenic	97716	PIH1D3	PIH1D3	NM_001169154			PIH1D3			NA
Interval_3805	chr10	74262359	74262784	+	0	NA	intron (MICU1, intron 1 of 6)	-intron (MICU1, intron 6 of 11)	123378	MICU1	MICU1	NM_006077			MICU1			NA
Interval_1759	chr1	145827488	145828228	+	0	NA	promoter-TSS (GPR89A)	-promoter-TSS (GPR89A)	-755	GPR89A	GPR89A	NM_001097612			GPR89A			NA
Interval_13805	chr2	54798099	54798348	+	0	NA	intron (SPTBN1, intron 1 of 30)	-intron (SPTBN1, intron 2 of 35)	12692	SPTBN1	SPTBN1	NM_003128			SPTBN1			NA
Interval_12886	chr19	45093731	45094244	+	0	NA	Intergenic	Intergenic	-22953	IGSF23	IGSF23	NM_001205280			IGSF23			NA
Interval_19902	chr4	187124421	187124842	+	0	NA	intron (CYP4V2, intron 7 of 10)	-intron (CYP4V2, intron 7 of 10)	11957	CYP4V2	CYP4V2	NM_207352			CYP4V2			NA
Interval_12549	chr19	18111286	18111537	+	0	NA	promoter-TSS (ARRDC2)	-promoter-TSS (ARRDC2)	-7566	ARRDC2	ARRDC2	NM_015683			ARRDC2			NA
Interval_15421	chr20	2499264	2499687	+	0	NA	intron (ZNF343, intron 1 of 6)	-intron (ZNF343, intron 1 of 6)	-9697	ZNF343	ZNF343	NM_001282495			ZNF343			NA
Interval_5248	chr11	68713380	68713758	+	0	NA	Intergenic	Intergenic	34886	MRGPRD	MRGPRD	NM_198923			MRGPRD			NA
Interval_14786	chr2	174939436	174940007	+	0	NA	exon (OLA1, exon 10 of 10)	-exon (OLA1, exon 10 of 10)	-109291	SP3	SP3	NM_003111			SP3			NA
Interval_24238	chr7	106650411	106651392	+	0	NA	Intergenic	Intergenic	-34277	PRKAR2B	PRKAR2B	NM_002736			PRKAR2B			NA
Interval_10379	chr17	8042683	8043068	+	0	NA	TTS (PER1)	-TTS (PER1)	5514	MIR6883	MIR6883	NR_106943			MIR6883			NA
Interval_23904	chr7	75323916	75324496	+	0	NA	intron (HIP1, intron 1 of 30)	-intron (HIP1, intron 1 of 28)	44084	HIP1	HIP1	NM_005338			HIP1			NA
Interval_23937	chr7	77344218	77344663	+	0	NA	intron (RSBN1L, intron 1 of 7)	-intron (RSBN1L, intron 1 of 7)	-17778	APTR	APTR	NR_038361			APTR			NA
Interval_15380	chr20	307833	308113	+	0	NA	exon (SOX12, exon 1 of 1)	-exon (SOX12, exon 1 of 1)	1758	SOX12	SOX12	NM_006943			SOX12			NA
Interval_11089	chr17	54954219	54954501	+	0	NA	Intergenic	Intergenic	7914	MTVR2	MTVR2	NR_027025			MTVR2			NA
Interval_15101	chr2	209480435	209480873	+	0	NA	Intergenic	Intergenic	256085	PTH2R	PTH2R	NM_005048			PTH2R			NA
Interval_19693	chr4	153203574	153203820	+	0	NA	Intergenic	Intergenic	-55110	DEAR	DEAR	NR_104273			DEAR			NA
Interval_12411	chr19	12899322	12899930	+	0	NA	Intergenic	Intergenic	-2684	JUNB	JUNB	NM_002229			JUNB			NA
Interval_22102	chr6	39156495	39156791	+	0	NA	TTS (KCNK5)	-TTS (KCNK5)	40608	KCNK5	KCNK5	NM_003740			KCNK5			NA
Interval_23912	chr7	75567152	75567588	+	0	NA	intron (POR, intron 1 of 15)	-intron (POR, intron 1 of 15)	-5731	SNORA14A	SNORA14A	NR_002955			SNORA14A			NA
Interval_14867	chr2	188422248	188422510	+	0	NA	Intergenic	Intergenic	-3160	TFPI	TFPI	NM_001032281			TFPI			NA
Interval_13118	chr19	52299289	52299966	+	0	NA	intron (FPR3, intron 1 of 1)	-intron (FPR3, intron 1 of 1)	1216	FPR3	FPR3	NM_002030			FPR3			NA
Interval_14918	chr2	191897835	191898125	+	0	NA	intron (STAT4, intron 20 of 23)	-intron (STAT4, intron 20 of 23)	-19004	STAT1	STAT1	NM_139266			STAT1			NA
Interval_4603	chr11	12146447	12147419	+	0	NA	intron (MICAL2, intron 1 of 27)	-intron (MICAL2, intron 1 of 27)	14810	MICAL2	MICAL2	NM_014632			MICAL2			NA
Interval_10335	chr17	4409512	4409840	+	0	NA	intron (SPNS2, intron 1 of 12)	-intron (SPNS2, intron 1 of 12)	7547	SPNS2	SPNS2	NM_001124758			SPNS2			NA
Interval_12399	chr19	12025226	12025578	+	0	NA	TTS (ZNF69)	-TTS (ZNF69)	-10481	ZNF700	ZNF700	NM_001271848			ZNF700			NA
Interval_3619	chr10	50381104	50381740	+	0	NA	intron (C10orf128, intron 1 of 6)	-intron (C10orf128, intron 1 of 5)	15023	C10orf128	C10orf128	NM_001010863			C10orf128			NA
Interval_27304	chrX	44203861	44204412	+	0	NA	Intergenic	Intergenic	-1213	EFHC2	EFHC2	NM_025184			EFHC2			NA
Interval_25409	chr8	86295382	86296158	+	0	NA	Intergenic	Intergenic	-5387	CA1	CA1	NM_001738			CA1			NA
Interval_16384	chr21	46698604	46698856	+	0	NA	intron (POFUT2, intron 4 of 9)	-intron (POFUT2, intron 4 of 7)	9081	POFUT2	POFUT2	NM_015227			POFUT2			NA
Interval_1119	chr1	61628163	61628581	+	0	NA	intron (NFIA, intron 2 of 9)	-intron (NFIA, intron 2 of 10)	80392	NFIA	NFIA	NM_005595			NFIA			NA
Interval_17988	chr3	129961710	129962028	+	0	NA	intron (COL6A4P2, intron 12 of 22)	-intron (COL6A4P2, intron 12 of 22)	30206	COL6A4P2	COL6A4P2	NR_027898			COL6A4P2			NA
Interval_4210	chr10	108602965	108603209	+	0	NA	intron (SORCS1, intron 2 of 25)	-intron (SORCS1, intron 2 of 26)	321379	SORCS1	SORCS1	NM_001206571			SORCS1			NA
Interval_10119	chr16	84641396	84641701	+	0	NA	intron (COTL1, intron 2 of 3)	-intron (COTL1, intron 2 of 3)	10154	COTL1	COTL1	NM_021149			COTL1			NA
Interval_15585	chr20	30194896	30195548	+	0	NA	TTS (ID1)	-TTS (ID1)	233	MIR3193	MIR3193	NR_036161			MIR3193			NA
Interval_7859	chr14	23747090	23747576	+	0	NA	intron (HOMEZ, intron 1 of 1)	-intron (HOMEZ, intron 1 of 1)	7976	HOMEZ	HOMEZ	NM_020834			HOMEZ			NA
Interval_27650	chrX	118082178	118082688	+	0	NA	Intergenic	Intergenic	-26144	LONRF3	LONRF3	NM_024778			LONRF3			NA
Interval_16896	chr22	43659740	43660453	+	0	NA	intron (SCUBE1, intron 4 of 21)	-intron (SCUBE1, intron 4 of 21)	-76959	TTLL12	TTLL12	NM_015140			TTLL12			NA
Interval_16135	chr21	25249437	25249729	+	0	NA	Intergenic	Intergenic	444107	LOC101927869	LOC101927869	NR_109963			LOC101927869			NA
Interval_202	chr1	14135023	14135615	+	0	NA	intron (PRDM2, intron 8 of 9)	-intron (PRDM2, intron 6 of 7)	103969	PRDM2	PRDM2	NM_001135610			PRDM2			NA
Interval_19966	chr5	8445340	8445568	+	0	NA	intron (LOC729506, intron 2 of 5)	-intron (LOC729506, intron 2 of 5)	12223	LOC729506	LOC729506	NR_039984			LOC729506			NA
Interval_4006	chr10	93368480	93369193	+	0	NA	intron (HECTD2-AS1, intron 1 of 4)	-intron (HECTD2-AS1, intron 1 of 4)	2381	HECTD2-AS1	HECTD2-AS1	NR_024467			HECTD2-AS1			NA
Interval_25789	chr8	125933492	125934036	+	0	NA	Intergenic	Intergenic	-20486	LINC00964	LINC00964	NR_027321			LINC00964			NA
Interval_12813	chr19	40932281	40932546	+	0	NA	promoter-TSS (SERTAD1)	-promoter-TSS (SERTAD1)	-481	SERTAD1	SERTAD1	NM_013376			SERTAD1			NA
Interval_686	chr1	33840003	33840291	+	0	NA	intron (PHC2, intron 1 of 13)	-intron (PHC2, intron 1 of 13)	1047	PHC2	PHC2	NM_198040			PHC2			NA
Interval_1230	chr1	68757670	68757998	+	0	NA	Intergenic	Intergenic	-59550	WLS	WLS	NM_024911			WLS			NA
Interval_8379	chr14	100038644	100039286	+	0	NA	intron (CCDC85C, intron 1 of 5)	-intron (CCDC85C, intron 1 of 5)	31762	CCDC85C	CCDC85C	NM_001144995			CCDC85C			NA
Interval_7575	chr13	52946097	52946489	+	0	NA	Intergenic	Intergenic	34336	THSD1	THSD1	NM_199263			THSD1			NA
Interval_16668	chr22	31116454	31116743	+	0	NA	intron (OSBP2, intron 1 of 13)	-intron (OSBP2, intron 2 of 14)	-10946	MIR3200	MIR3200	NR_036171			MIR3200			NA
Interval_16228	chr21	37366963	37367262	+	0	NA	intron (LOC101928269, intron 1 of 5)	-intron (LOC101928269, intron 1 of 5)	9853	LOC101928269	LOC101928269	NR_110418			LOC101928269			NA
Interval_27049	chr9	140570887	140571172	+	0	NA	intron (EHMT1, intron 1 of 26)	-intron (EHMT1, intron 1 of 15)	57585	EHMT1	EHMT1	NM_024757			EHMT1			NA
Interval_22966	chr6	147197449	147198193	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	-intron (STXBP5-AS1, intron 7 of 10)	-72861	KATNBL1P6	KATNBL1P6	NR_003954			KATNBL1P6			NA
Interval_14654	chr2	160121730	160122157	+	0	NA	intron (WDSUB1, intron 5 of 10)	-intron (WDSUB1, intron 5 of 10)	21120	WDSUB1	WDSUB1	NM_001128212			WDSUB1			NA
Interval_14811	chr2	178342836	178343059	+	0	NA	intron (AGPS, intron 10 of 19)	-intron (AGPS, intron 10 of 19)	74577	TTC30B	TTC30B	NM_152517			TTC30B			NA
Interval_13836	chr2	58326191	58326475	+	0	NA	intron (VRK2, intron 7 of 12)	-intron (VRK2, intron 7 of 12)	52556	VRK2	VRK2	NM_001288839			VRK2			NA
Interval_18414	chr3	171847834	171848129	+	0	NA	intron (FNDC3B, intron 2 of 25)	-intron (FNDC3B, intron 2 of 25)	90563	FNDC3B	FNDC3B	NM_001135095			FNDC3B			NA
Interval_11338	chr17	72742939	72743459	+	0	NA	exon (RAB37, exon 9 of 9)	-exon (RAB37, exon 9 of 9)	-1552	SLC9A3R1	SLC9A3R1	NM_004252			SLC9A3R1			NA
Interval_1878	chr1	153855737	153856178	+	0	NA	intron (GATAD2B, intron 1 of 10)	-intron (GATAD2B, intron 1 of 10)	39494	GATAD2B	GATAD2B	NM_020699			GATAD2B			NA
Interval_5651	chr11	111569470	111570086	+	0	NA	intron (SIK2, intron 4 of 14)	-intron (SIK2, intron 4 of 14)	67391	PPP2R1B	PPP2R1B	NM_181700			PPP2R1B			NA
