PeakID (cmd=annotatePeaks.pl ENCAB000AIL.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_9183	chr20	36156143	36156718	+	0	NA	promoter-TSS (BLCAP)	-promoter-TSS (BLCAP)	-97	BLCAP	BLCAP	NM_006698			BLCAP			NA
Interval_825	chr1	150898557	150898925	+	0	NA	promoter-TSS (SETDB1)	-promoter-TSS (SETDB1)	-74	SETDB1	SETDB1	NM_012432			SETDB1			NA
Interval_12422	chr6	74171441	74171592	+	0	NA	promoter-TSS (MTO1)	-promoter-TSS (MTO1)	62	MTO1	MTO1	NM_001123226			MTO1			NA
Interval_5671	chr17	5276644	5276799	+	0	NA	exon (RABEP1, exon 13 of 18)	-exon (RABEP1, exon 13 of 18)	-46240	RPAIN	RPAIN	NM_001160244			RPAIN			NA
Interval_10364	chr3	53230689	53230852	+	0	NA	Intergenic	Intergenic	35547	PRKCD	PRKCD	NM_212539			PRKCD			NA
Interval_6866	chr19	2096137	2096736	+	0	NA	promoter-TSS (IZUMO4)	-promoter-TSS (IZUMO4)	-167	MOB3A	MOB3A	NM_130807			MOB3A			NA
Interval_3902	chr14	50065441	50065865	+	0	NA	exon (LRR1, exon 1 of 4)	-exon (LRR1, exon 1 of 4)	238	LRR1	LRR1	NM_152329			LRR1			NA
Interval_14303	chr9	114745892	114746076	+	0	NA	Intergenic	Intergenic	51604	MIR4668	MIR4668	NR_039814			MIR4668			NA
Interval_7582	chr19	43979566	43979686	+	0	NA	exon (PHLDB3, exon 16 of 16)	-exon (PHLDB3, exon 16 of 16)	-9795	LYPD3	LYPD3	NM_014400			LYPD3			NA
Interval_14073	chr9	33473629	33474239	+	0	NA	promoter-TSS (NOL6)	-promoter-TSS (NOL6)	7	NOL6	NOL6	NM_022917			NOL6			NA
Interval_11302	chr5	1524277	1524504	+	0	NA	promoter-TSS (LPCAT1)	-promoter-TSS (LPCAT1)	-314	LPCAT1	LPCAT1	NM_024830			LPCAT1			NA
Interval_14159	chr9	74980537	74980707	+	0	NA	promoter-TSS (ZFAND5)	-promoter-TSS (ZFAND5)	-459	ZFAND5	ZFAND5	NM_006007			ZFAND5			NA
Interval_1616	chr10	60094696	60094831	+	0	NA	promoter-TSS (UBE2D1)	-promoter-TSS (UBE2D1)	24	UBE2D1	UBE2D1	NM_001204880			UBE2D1			NA
Interval_5942	chr17	34957794	34958321	+	0	NA	promoter-TSS (MRM1)	-promoter-TSS (MRM1)	32	MRM1	MRM1	NM_024864			MRM1			NA
Interval_14644	chrX	14047918	14048212	+	0	NA	promoter-TSS (GEMIN8)	-promoter-TSS (GEMIN8)	-30	GEMIN8	GEMIN8	NM_001042479			GEMIN8			NA
Interval_12061	chr6	15663146	15663479	+	0	NA	promoter-TSS (DTNBP1)	-promoter-TSS (DTNBP1)	-23	DTNBP1	DTNBP1	NM_183040			DTNBP1			NA
Interval_11467	chr5	75700029	75700479	+	0	NA	intron (IQGAP2, intron 1 of 35)	-intron (IQGAP2, intron 1 of 35)	1174	IQGAP2	IQGAP2	NM_006633			IQGAP2			NA
Interval_9566	chr21	45667986	45668413	+	0	NA	intron (DNMT3L, intron 11 of 11)	-intron (DNMT3L, intron 11 of 11)	-7312	ICOSLG	ICOSLG	NM_015259			ICOSLG			NA
Interval_9379	chr20	62258582	62259004	+	0	NA	promoter-TSS (GMEB2)	-promoter-TSS (GMEB2)	-412	GMEB2	GMEB2	NM_012384			GMEB2			NA
Interval_2527	chr11	73470302	73470548	+	0	NA	intron (RAB6A, intron 1 of 7)	-intron (RAB6A, intron 1 of 4)	1776	RAB6A	RAB6A	NM_001243718			RAB6A			NA
Interval_1829	chr10	102241325	102241468	+	0	NA	intron (WNT8B, intron 4 of 5)	-intron (WNT8B, intron 4 of 5)	18584	WNT8B	WNT8B	NM_003393			WNT8B			NA
Interval_5934	chr17	34207270	34207492	+	0	NA	promoter-TSS (CCL5)	-promoter-TSS (CCL5)	-4	CCL5	CCL5	NM_001278736			CCL5			NA
Interval_12185	chr6	31940268	31940459	+	0	NA	promoter-TSS (DXO)	-promoter-TSS (DXO)	-331	DXO	DXO	NM_005510_5			DXO			NA
Interval_11878	chr5	175815435	175815722	+	0	NA	promoter-TSS (HIGD2A)	-promoter-TSS (HIGD2A)	185	NOP16	NOP16	NM_001256539			NOP16			NA
Interval_4344	chr15	34658980	34659122	+	0	NA	intron (LPCAT4, intron 1 of 13)	-intron (LPCAT4, intron 1 of 13)	344	LPCAT4	LPCAT4	NM_153613			LPCAT4			NA
Interval_4863	chr16	2478979	2479248	+	0	NA	promoter-TSS (CCNF)	-promoter-TSS (CCNF)	-282	CCNF	CCNF	NM_001761			CCNF			NA
Interval_14824	chrX	129473695	129473893	+	0	NA	promoter-TSS (SLC25A14)	-promoter-TSS (SLC25A14)	-68	SLC25A14	SLC25A14	NM_001282196			SLC25A14			NA
Interval_13145	chr7	100167797	100168117	+	0	NA	Intergenic	Intergenic	3313	SAP25	SAP25	NM_001168682			SAP25			NA
Interval_7062	chr19	9938301	9938649	+	0	NA	promoter-TSS (UBL5)	-promoter-TSS (UBL5)	-93	UBL5	UBL5	NM_001048241			UBL5			NA
Interval_11427	chr5	65017896	65018178	+	0	NA	promoter-TSS (SGTB)	-promoter-TSS (SGTB)	14	NLN	NLN	NM_020726			NLN			NA
Interval_5604	chr17	2296199	2296318	+	0	NA	intron (MNT, intron 4 of 5)	-intron (MNT, intron 4 of 5)	8000	MNT	MNT	NM_020310			MNT			NA
Interval_898	chr1	155099332	155099587	+	0	NA	promoter-TSS (EFNA1)	-promoter-TSS (EFNA1)	-890	EFNA1	EFNA1	NM_004428			EFNA1			NA
Interval_14226	chr9	97637747	97637888	+	0	NA	intron (C9orf3, intron 5 of 14)	-intron (C9orf3, intron 4 of 15)	65573	MIR2278	MIR2278	NR_031755			MIR2278			NA
Interval_14035	chr9	16459171	16459323	+	0	NA	intron (BNC2, intron 5 of 6)	-intron (BNC2, intron 5 of 6)	-182936	C9orf92	C9orf92	NR_073471			C9orf92			NA
Interval_12757	chr7	1513791	1513968	+	0	NA	exon (INTS1, exon 41 of 48)	-exon (INTS1, exon 41 of 48)	-14770	MICALL2	MICALL2	NM_182924			MICALL2			NA
Interval_24	chr1	1243347	1243597	+	0	NA	promoter-TSS (ACAP3)	-promoter-TSS (ACAP3)	-203	ACAP3	ACAP3	NM_030649			ACAP3			NA
Interval_10980	chr4	53588764	53588892	+	0	NA	Intergenic	Intergenic	9412	SNORA26	SNORA26	NR_003016			SNORA26			NA
Interval_8559	chr2	131129747	131129890	+	0	NA	intron (PTPN18, intron 12 of 14)	-intron (PTPN18, intron 8 of 10)	16238	PTPN18	PTPN18	NM_014369			PTPN18			NA
Interval_7247	chr19	16557030	16557217	+	0	NA	intron (EPS15L1, intron 1 of 22)	-intron (EPS15L1, intron 1 of 23)	25700	EPS15L1	EPS15L1	NM_001258375			EPS15L1			NA
Interval_3925	chr14	50809606	50809752	+	0	NA	intron (CDKL1, intron 3 of 8)	-intron (CDKL1, intron 4 of 8)	30632	ATP5S	ATP5S	NM_001003803			ATP5S			NA
Interval_14564	chr9	139512925	139513368	+	0	NA	Intergenic	Intergenic	-40162	EGFL7	EGFL7	NM_201446			EGFL7			NA
Interval_5333	chr16	68562658	68562850	+	0	NA	Intergenic	Intergenic	-10362	ZFP90	ZFP90	NM_001305204			ZFP90			NA
Interval_12427	chr6	76311274	76311503	+	0	NA	exon (SENP6, exon 1 of 23)	-exon (SENP6, exon 1 of 23)	163	SENP6	SENP6	NM_001100409			SENP6			NA
Interval_2625	chr11	107436282	107436493	+	0	NA	promoter-TSS (ALKBH8)	-promoter-TSS (ALKBH8)	74	ALKBH8	ALKBH8	NM_001301010			ALKBH8			NA
Interval_6712	chr18	57568175	57568319	+	0	NA	intron (PMAIP1, intron 1 of 1)	-intron (PMAIP1, intron 1 of 1)	1055	PMAIP1	PMAIP1	NM_021127			PMAIP1			NA
Interval_7803	chr19	52772666	52773016	+	0	NA	promoter-TSS (ZNF766)	-promoter-TSS (ZNF766)	17	ZNF766	ZNF766	NM_001010851			ZNF766			NA
Interval_8640	chr2	169347008	169347198	+	0	NA	intron (CERS6, intron 1 of 9)	-intron (CERS6, intron 1 of 10)	34344	CERS6	CERS6	NM_203463			CERS6			NA
Interval_3024	chr12	54069621	54070092	+	0	NA	exon (ATP5G2, exon 1 of 5)	-exon (ATP5G2, exon 1 of 5)	253	ATP5G2	ATP5G2	NM_001002031			ATP5G2			NA
Interval_685	chr1	92951407	92951527	+	0	NA	intron (GFI1, intron 1 of 6)	-intron (GFI1, intron 1 of 6)	966	GFI1	GFI1	NM_005263			GFI1			NA
Interval_1443	chr10	7454525	7454682	+	0	NA	Intergenic	Intergenic	-1155	SFMBT2	SFMBT2	NM_001029880			SFMBT2			NA
Interval_8002	chr2	11890598	11890818	+	0	NA	intron (LPIN1, intron 1 of 19)	-intron (LPIN1, intron 2 of 20)	3986	LPIN1	LPIN1	NM_001261428			LPIN1			NA
Interval_3786	chr14	21737994	21738348	+	0	NA	promoter-TSS (HNRNPC)	-promoter-TSS (HNRNPC)	-533	HNRNPC	HNRNPC	NM_001077442			HNRNPC			NA
Interval_1264	chr1	224622468	224622780	+	0	NA	promoter-TSS (WDR26)	-promoter-TSS (WDR26)	-623	WDR26	WDR26	NM_025160			WDR26			NA
Interval_10750	chr3	186857115	186857347	+	0	NA	promoter-TSS (RPL39L)	-promoter-TSS (RPL39L)	32	RPL39L	RPL39L	NM_052969			RPL39L			NA
Interval_10573	chr3	128997645	128997786	+	0	NA	promoter-TSS (HMCES)	-promoter-TSS (HMCES)	31	HMCES	HMCES	NM_001006109			HMCES			NA
Interval_11301	chr5	1503436	1503868	+	0	NA	intron (LPCAT1, intron 1 of 13)	-intron (LPCAT1, intron 1 of 13)	7319	MIR6075	MIR6075	NR_106723			MIR6075			NA
Interval_1447	chr10	7860274	7860613	+	0	NA	promoter-TSS (TAF3)	-promoter-TSS (TAF3)	-24	TAF3	TAF3	NM_031923			TAF3			NA
Interval_11505	chr5	86563448	86563577	+	0	NA	promoter-TSS (RASA1)	-promoter-TSS (RASA1)	-1229	RASA1	RASA1	NM_022650			RASA1			NA
Interval_8869	chr2	231454290	231454415	+	0	NA	Intergenic	Intergenic	110892	LOC151475	LOC151475	NR_040038			LOC151475			NA
Interval_7351	chr19	19471994	19472244	+	0	NA	Intergenic	Intergenic	-24523	GATAD2A	GATAD2A	NM_001300946			GATAD2A			NA
Interval_6956	chr19	4638995	4639267	+	0	NA	promoter-TSS (TNFAIP8L1)	-promoter-TSS (TNFAIP8L1)	-396	TNFAIP8L1	TNFAIP8L1	NM_152362			TNFAIP8L1			NA
Interval_13124	chr7	99698895	99699309	+	0	NA	promoter-TSS (AP4M1)	-promoter-TSS (AP4M1)	-28	AP4M1	AP4M1	NM_004722			AP4M1			NA
Interval_2627	chr11	107799162	107799341	+	0	NA	promoter-TSS (RAB39A)	-promoter-TSS (RAB39A)	50	RAB39A	RAB39A	NM_017516			RAB39A			NA
Interval_3506	chr13	21476814	21477070	+	0	NA	promoter-TSS (XPO4)	-promoter-TSS (XPO4)	-29	XPO4	XPO4	NM_022459			XPO4			NA
Interval_1984	chr10	129924617	129924782	+	0	NA	promoter-TSS (MKI67)	-promoter-TSS (MKI67)	-231	MKI67	MKI67	NM_002417			MKI67			NA
Interval_3293	chr12	111180591	111180723	+	0	NA	exon (PPP1CC, exon 1 of 8)	-exon (PPP1CC, exon 1 of 8)	126	PPP1CC	PPP1CC	NM_002710			PPP1CC			NA
Interval_8861	chr2	227700391	227700852	+	0	NA	promoter-TSS (RHBDD1)	-promoter-TSS (RHBDD1)	-50	RHBDD1	RHBDD1	NM_032276			RHBDD1			NA
Interval_10352	chr3	52570349	52570740	+	0	NA	promoter-TSS (SMIM4)	-promoter-TSS (SMIM4)	-77	SMIM4	SMIM4	NM_001124767			SMIM4			NA
Interval_7917	chr19	58987414	58987732	+	0	NA	promoter-TSS (ZNF446)	-promoter-TSS (ZNF446)	42	ZNF446	ZNF446	NM_001304453			ZNF446			NA
Interval_10094	chr3	13462535	13462744	+	0	NA	promoter-TSS (NUP210)	-promoter-TSS (NUP210)	-820	NUP210	NUP210	NM_024923			NUP210			NA
Interval_10698	chr3	173113188	173113524	+	0	NA	Intergenic	Intergenic	-2882	NLGN1	NLGN1	NM_014932			NLGN1			NA
Interval_13271	chr7	129710101	129710357	+	0	NA	promoter-TSS (KLHDC10)	-promoter-TSS (KLHDC10)	-120	KLHDC10	KLHDC10	NM_014997			KLHDC10			NA
Interval_14816	chrX	128915470	128915615	+	0	NA	intron (SASH3, intron 1 of 7)	-intron (SASH3, intron 1 of 7)	1650	SASH3	SASH3	NM_018990			SASH3			NA
Interval_10483	chr3	113775365	113775799	+	0	NA	promoter-TSS (QTRTD1)	-promoter-TSS (QTRTD1)	0	QTRTD1	QTRTD1	NM_024638			QTRTD1			NA
Interval_1185	chr1	207095252	207095417	+	0	NA	promoter-TSS (FCMR)	-promoter-TSS (FCMR)	44	FCMR	FCMR	NM_005449			FCMR			NA
Interval_13781	chr8	103823095	103823314	+	0	NA	Intergenic	Intergenic	53224	AZIN1	AZIN1	NM_001301668			AZIN1			NA
Interval_763	chr1	113499971	113500292	+	0	NA	exon (SLC16A1-AS1, exon 1 of 3)	-exon (SLC16A1-AS1, exon 1 of 3)	1094	SLC16A1-AS1	SLC16A1-AS1	NR_103743			SLC16A1-AS1			NA
Interval_13301	chr7	138915784	138916150	+	0	NA	promoter-TSS (UBN2)	-promoter-TSS (UBN2)	-264	UBN2	UBN2	NM_173569			UBN2			NA
Interval_9424	chr21	30445899	30446171	+	0	NA	promoter-TSS (CCT8)	-promoter-TSS (CCT8)	83	CCT8	CCT8	NM_006585			CCT8			NA
Interval_11204	chr4	154410038	154410161	+	0	NA	intron (KIAA0922, intron 3 of 34)	-intron (KIAA0922, intron 3 of 34)	22601	KIAA0922	KIAA0922	NM_015196			KIAA0922			NA
Interval_13376	chr7	152373174	152373425	+	0	NA	promoter-TSS (XRCC2)	-promoter-TSS (XRCC2)	-49	XRCC2	XRCC2	NM_005431			XRCC2			NA
Interval_4679	chr15	81594224	81594463	+	0	NA	intron (IL16, intron 14 of 17)	-intron (IL16, intron 15 of 18)	22181	STARD5	STARD5	NM_181900			STARD5			NA
Interval_3184	chr12	94853533	94853937	+	0	NA	promoter-TSS (CEP83)	-promoter-TSS (CEP83)	29	CEP83	CEP83	NM_001042399			CEP83			NA
Interval_7173	chr19	12912656	12912947	+	0	NA	promoter-TSS (PRDX2)	-promoter-TSS (PRDX2)	-77	PRDX2	PRDX2	NM_005809			PRDX2			NA
Interval_4118	chr14	77786693	77786812	+	0	NA	promoter-TSS (GSTZ1)	-promoter-TSS (GSTZ1)	473	POMT2	POMT2	NM_013382			POMT2			NA
Interval_5617	chr17	2833444	2833610	+	0	NA	intron (RAP1GAP2, intron 3 of 24)	-intron (RAP1GAP2, intron 3 of 23)	35662	LOC101927911	LOC101927911	NR_110818			LOC101927911			NA
Interval_10068	chr3	10240854	10241090	+	0	NA	intron (IRAK2, intron 2 of 12)	-intron (IRAK2, intron 2 of 12)	34409	IRAK2	IRAK2	NM_001570			IRAK2			NA
Interval_10138	chr3	25831425	25831735	+	0	NA	promoter-TSS (NGLY1)	-promoter-TSS (NGLY1)	17	OXSM	OXSM	NM_017897			OXSM			NA
Interval_11060	chr4	89204860	89204988	+	0	NA	intron (PPM1K, intron 1 of 6)	-intron (PPM1K, intron 1 of 6)	1059	PPM1K	PPM1K	NM_152542			PPM1K			NA
Interval_7809	chr19	53141451	53141573	+	0	NA	intron (ZNF83, intron 1 of 2)	-intron (ZNF83, intron 1 of 5)	132	ZNF83	ZNF83	NM_001277945			ZNF83			NA
Interval_11431	chr5	67511314	67511475	+	0	NA	promoter-TSS (PIK3R1)	-promoter-TSS (PIK3R1)	25690	LOC102467655	LOC102467655	NR_105003			LOC102467655			NA
Interval_12187	chr6	32160524	32160701	+	0	NA	promoter-TSS (GPSM3)	-promoter-TSS (GPSM3)	-2649	PBX2	PBX2	NM_002586			PBX2			NA
Interval_424	chr1	36184371	36184954	+	0	NA	exon (C1orf216, exon 1 of 2)	-exon (C1orf216, exon 1 of 2)	128	C1orf216	C1orf216	NM_152374			C1orf216			NA
Interval_12607	chr6	144537044	144537295	+	0	NA	Intergenic	Intergenic	65515	STX11	STX11	NM_003764			STX11			NA
Interval_8814	chr2	219262755	219262962	+	0	NA	promoter-TSS (CTDSP1)	-promoter-TSS (CTDSP1)	-1620	CTDSP1	CTDSP1	NM_021198			CTDSP1			NA
Interval_4144	chr14	90422111	90422347	+	0	NA	promoter-TSS (TDP1)	-promoter-TSS (TDP1)	-17	TDP1	TDP1	NM_018319			TDP1			NA
Interval_6302	chr17	66201399	66201756	+	0	NA	Intergenic	Intergenic	6776	LOC440461	LOC440461	NR_027283			LOC440461			NA
Interval_9119	chr20	32255312	32255542	+	0	NA	exon (ACTL10, exon 1 of 1)	-exon (ACTL10, exon 1 of 1)	1123	ACTL10	ACTL10	NM_001024675			ACTL10			NA
Interval_3252	chr12	108959915	108960061	+	0	NA	intron (ISCU, intron 3 of 4)	-intron (ISCU, intron 3 of 5)	4749	ISCU	ISCU	NM_213595			ISCU			NA
Interval_13743	chr8	101270620	101270820	+	0	NA	exon (RNF19A, exon 11 of 11)	-exon (RNF19A, exon 11 of 11)	51674	RNF19A	RNF19A	NM_001280539			RNF19A			NA
Interval_9484	chr21	42739788	42740158	+	0	NA	intron (MX2, intron 1 of 13)	-intron (MX2, intron 1 of 13)	6023	MX2	MX2	NM_002463			MX2			NA
Interval_3838	chr14	24768922	24769201	+	0	NA	promoter-TSS (DHRS1)	-promoter-TSS (DHRS1)	1	NOP9	NOP9	NM_174913			NOP9			NA
Interval_5913	chr17	30813433	30813625	+	0	NA	promoter-TSS (CDK5R1)	-promoter-TSS (CDK5R1)	-576	CDK5R1	CDK5R1	NM_003885			CDK5R1			NA
Interval_4013	chr14	66975611	66975862	+	0	NA	intron (GPHN, intron 1 of 22)	-intron (GPHN, intron 1 of 21)	1611	GPHN	GPHN	NM_020806			GPHN			NA
Interval_12501	chr6	106958516	106958638	+	0	NA	Intergenic	Intergenic	-1153	AIM1	AIM1	NM_001624			AIM1			NA
Interval_2722	chr11	124543640	124543801	+	0	NA	promoter-TSS (SPA17)	-promoter-TSS (SPA17)	-20	SPA17	SPA17	NM_017425			SPA17			NA
Interval_3672	chr13	53191503	53191674	+	0	NA	promoter-TSS (HNRNPA1L2)	-promoter-TSS (HNRNPA1L2)	-17	HNRNPA1L2	HNRNPA1L2	NM_001011725			HNRNPA1L2			NA
Interval_10521	chr3	122283579	122283727	+	0	NA	promoter-TSS (PARP9)	-promoter-TSS (PARP9)	-130	PARP9	PARP9	NM_001146103			PARP9			NA
Interval_5196	chr16	31519657	31519863	+	0	NA	promoter-TSS (C16orf58)	-promoter-TSS (C16orf58)	-20	C16orf58	C16orf58	NM_022744			C16orf58			NA
Interval_10226	chr3	45957207	45957325	+	0	NA	promoter-TSS (LZTFL1)	-promoter-TSS (LZTFL1)	-27707	CXCR6	CXCR6	NM_006564			CXCR6			NA
Interval_9483	chr21	40817646	40818015	+	0	NA	promoter-TSS (SH3BGR)	-promoter-TSS (SH3BGR)	-1106	MIR6508	MIR6508	NR_106763			MIR6508			NA
Interval_7463	chr19	38270198	38270321	+	0	NA	promoter-TSS (ZNF573)	-promoter-TSS (ZNF573)	-29	ZNF573	ZNF573	NM_001172689			ZNF573			NA
Interval_13423	chr8	9008552	9008728	+	0	NA	promoter-TSS (PPP1R3B)	-promoter-TSS (PPP1R3B)	-420	PPP1R3B	PPP1R3B	NM_001201329			PPP1R3B			NA
Interval_6844	chr19	1653081	1653297	+	0	NA	promoter-TSS (TCF3)	-promoter-TSS (TCF3)	-861	TCF3	TCF3	NM_003200			TCF3			NA
Interval_14761	chrX	74144034	74144427	+	0	NA	intron (KIAA2022, intron 1 of 3)	-intron (KIAA2022, intron 1 of 3)	1057	KIAA2022	KIAA2022	NM_001008537			KIAA2022			NA
Interval_8279	chr2	68589233	68589479	+	0	NA	Intergenic	Intergenic	-2966	PLEK	PLEK	NM_002664			PLEK			NA
Interval_4447	chr15	51199241	51199452	+	0	NA	Intergenic	Intergenic	-1523	AP4E1	AP4E1	NM_007347			AP4E1			NA
Interval_6083	chr17	42293618	42293831	+	0	NA	intron (UBTF, intron 3 of 20)	-intron (UBTF, intron 3 of 19)	5270	UBTF	UBTF	NR_045058			UBTF			NA
Interval_11258	chr4	185654519	185654668	+	0	NA	intron (CENPU, intron 1 of 11)	-intron (CENPU, intron 1 of 12)	693	CENPU	CENPU	NM_024629			CENPU			NA
Interval_14814	chrX	128906945	128907113	+	0	NA	Intergenic	Intergenic	-6863	SASH3	SASH3	NM_018990			SASH3			NA
Interval_3992	chr14	64108799	64108950	+	0	NA	promoter-TSS (WDR89)	-promoter-TSS (WDR89)	-233	WDR89	WDR89	NM_080666			WDR89			NA
Interval_2153	chr11	30344854	30344972	+	0	NA	intron (ARL14EP, intron 1 of 3)	-intron (ARL14EP, intron 1 of 3)	267	ARL14EP	ARL14EP	NM_152316			ARL14EP			NA
Interval_10406	chr3	66522782	66522908	+	0	NA	intron (LRIG1, intron 1 of 18)	-intron (LRIG1, intron 1 of 18)	28000	LRIG1	LRIG1	NM_015541			LRIG1			NA
Interval_6275	chr17	62223663	62223786	+	0	NA	promoter-TSS (SNORA76C)	-promoter-TSS (SNORA76C)	25	SNORA76C	SNORA76C	NR_002995			SNORA76C			NA
Interval_3318	chr12	113659024	113659322	+	0	NA	promoter-TSS (TPCN1)	-promoter-TSS (TPCN1)	-70	TPCN1	TPCN1	NM_001143819			TPCN1			NA
Interval_2484	chr11	68180493	68180629	+	0	NA	intron (LRP5, intron 11 of 22)	-intron (LRP5, intron 11 of 22)	-47625	PPP6R3	PPP6R3	NM_001164164			PPP6R3			NA
Interval_7284	chr19	17445562	17445831	+	0	NA	promoter-TSS (GTPBP3)	-promoter-TSS (GTPBP3)	-58	ANO8	ANO8	NM_020959			ANO8			NA
Interval_13057	chr7	76009202	76009353	+	0	NA	Intergenic	Intergenic	-17564	ZP3	ZP3	NM_001110354			ZP3			NA
Interval_1887	chr10	105156196	105156558	+	0	NA	promoter-TSS (USMG5)	-promoter-TSS (USMG5)	-35	PDCD11	PDCD11	NM_014976			PDCD11			NA
Interval_8270	chr2	65357185	65357531	+	0	NA	promoter-TSS (RAB1A)	-promoter-TSS (RAB1A)	77	RAB1A	RAB1A	NM_004161			RAB1A			NA
Interval_9907	chr22	42353688	42353898	+	0	NA	exon (LINC00634, exon 2 of 2)	-exon (LINC00634, exon 2 of 2)	5602	LINC00634	LINC00634	NR_024355			LINC00634			NA
Interval_7748	chr19	50016494	50016629	+	0	NA	exon (FCGRT, exon 1 of 6)	-exon (FCGRT, exon 1 of 6)	125	FCGRT	FCGRT	NM_001136019			FCGRT			NA
Interval_7642	chr19	46296096	46296236	+	0	NA	promoter-TSS (DMWD)	-promoter-TSS (DMWD)	-106	DMWD	DMWD	NM_004943			DMWD			NA
Interval_1394	chr1	247495617	247495818	+	0	NA	promoter-TSS (ZNF496)	-promoter-TSS (ZNF496)	-672	ZNF496	ZNF496	NM_032752			ZNF496			NA
Interval_4839	chr16	1993411	1993698	+	0	NA	promoter-TSS (MSRB1)	-promoter-TSS (MSRB1)	-260	MSRB1	MSRB1	NM_016332			MSRB1			NA
Interval_14210	chr9	95432433	95432725	+	0	NA	promoter-TSS (IPPK)	-promoter-TSS (IPPK)	-32	IPPK	IPPK	NM_022755			IPPK			NA
Interval_7312	chr19	18284261	18284558	+	0	NA	promoter-TSS (IFI30)	-promoter-TSS (IFI30)	-181	IFI30	IFI30	NM_006332			IFI30			NA
Interval_7566	chr19	42746943	42747269	+	0	NA	promoter-TSS (GSK3A)	-promoter-TSS (GSK3A)	-370	GSK3A	GSK3A	NM_019884			GSK3A			NA
Interval_4204	chr14	94444649	94444913	+	0	NA	Intergenic	Intergenic	-18861	LINC00521	LINC00521	NR_024183			LINC00521			NA
Interval_12699	chr6	167369967	167370553	+	0	NA	promoter-TSS (RNASET2)	-promoter-TSS (RNASET2)	-183	RNASET2	RNASET2	NM_003730			RNASET2			NA
Interval_3890	chr14	39735765	39735935	+	0	NA	promoter-TSS (CTAGE5)	-promoter-TSS (CTAGE5)	348	CTAGE5	CTAGE5	NM_203356			CTAGE5			NA
Interval_2410	chr11	66025786	66026013	+	0	NA	intron (KLC2, intron 1 of 14)	-intron (KLC2, intron 1 of 14)	725	KLC2	KLC2	NM_022822			KLC2			NA
Interval_9072	chr20	18774593	18774873	+	0	NA	promoter-TSS (LINC00652)	-promoter-TSS (LINC00652)	40	LOC100270804	LOC100270804	NR_026885			LOC100270804			NA
Interval_9767	chr22	32340426	32340621	+	0	NA	promoter-TSS (YWHAH)	-promoter-TSS (YWHAH)	44	YWHAH	YWHAH	NM_003405			YWHAH			NA
Interval_4104	chr14	77422972	77423164	+	0	NA	Intergenic	Intergenic	71974	IRF2BPL	IRF2BPL	NM_024496			IRF2BPL			NA
Interval_8877	chr2	231808372	231808580	+	0	NA	Intergenic	Intergenic	-18535	GPR55	GPR55	NM_005683			GPR55			NA
Interval_14552	chr9	139257729	139257967	+	0	NA	TTS (CARD9)	-TTS (CARD9)	415	DNLZ	DNLZ	NM_001080849			DNLZ			NA
Interval_4544	chr15	66648915	66649084	+	0	NA	promoter-TSS (TIPIN)	-promoter-TSS (TIPIN)	55	TIPIN	TIPIN	NM_017858			TIPIN			NA
Interval_13338	chr7	148959107	148959778	+	0	NA	exon (ZNF783, exon 1 of 6)	-exon (ZNF783, exon 1 of 6)	180	ZNF783	ZNF783	NM_001195220			ZNF783			NA
Interval_9215	chr20	42310697	42310847	+	0	NA	intron (MYBL2, intron 3 of 13)	-intron (MYBL2, intron 2 of 12)	15113	MYBL2	MYBL2	NM_002466			MYBL2			NA
Interval_5619	chr17	3539528	3539675	+	0	NA	promoter-TSS (CTNS)	-promoter-TSS (CTNS)	15	SHPK	SHPK	NM_013276			SHPK			NA
Interval_3785	chr14	21560770	21560934	+	0	NA	exon (ZNF219, exon 3 of 5)	-exon (ZNF219, exon 3 of 5)	5956	ZNF219	ZNF219	NM_001102454			ZNF219			NA
Interval_14179	chr9	86571111	86571296	+	0	NA	exon (C9orf64, exon 1 of 4)	-exon (C9orf64, exon 1 of 4)	460	C9orf64	C9orf64	NM_032307			C9orf64			NA
Interval_6021	chr17	39823361	39823506	+	0	NA	Intergenic	Intergenic	-21694	EIF1	EIF1	NM_005801			EIF1			NA
Interval_3563	chr13	32472646	32472800	+	0	NA	intron (EEF1DP3, intron 1 of 3)	-intron (EEF1DP3, intron 1 of 3)	51803	EEF1DP3	EEF1DP3	NR_027062			EEF1DP3			NA
Interval_7919	chr19	59010748	59011016	+	0	NA	exon (SLC27A5, exon 7 of 10)	-exon (SLC27A5, exon 7 of 10)	12550	SLC27A5	SLC27A5	NM_012254			SLC27A5			NA
Interval_7962	chr2	8660986	8661113	+	0	NA	Intergenic	Intergenic	62873	LOC101929567	LOC101929567	NR_110257			LOC101929567			NA
Interval_7540	chr19	41304050	41304228	+	0	NA	promoter-TSS (EGLN2)	-promoter-TSS (EGLN2)	-909	EGLN2	EGLN2	NM_080732			EGLN2			NA
