PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_1030	chr2	46463757	46464008	+	53	NA	Intergenic	Intergenic	-60659	EPAS1	EPAS1	NM_001430			EPAS1			NA
TCF12_IP_R1_peak_1390	chr3	126074066	126074358	+	53	NA	intron (KLF15, intron 1 of 2)	-intron (KLF15, intron 1 of 2)	2024	KLF15	KLF15	NM_014079			KLF15			NA
TCF12_IP_R1_peak_1685	chr6	33829037	33829276	+	53	NA	Intergenic	Intergenic	35528	LINC01016	LINC01016	NR_038989			LINC01016			NA
TCF12_IP_R1_peak_1202	chr20	57008236	57008598	+	52	NA	intron (VAPB, intron 2 of 2)	-intron (VAPB, intron 2 of 2)	44242	VAPB	VAPB	NM_004738			VAPB			NA
TCF12_IP_R1_peak_249	chr10	31768875	31769120	+	52	NA	intron (ZEB1, intron 2 of 7)	-intron (ZEB1, intron 2 of 8)	160896	ZEB1	ZEB1	NM_001174096			ZEB1			NA
TCF12_IP_R1_peak_1927	chr8	134079206	134079438	+	51	NA	intron (SLA, intron 1 of 6)	-intron (SLA, intron 2 of 8)	-6719	SLA	SLA	NM_001045557			SLA			NA
TCF12_IP_R1_peak_497	chr12	129971604	129971836	+	51	NA	intron (TMEM132D, intron 3 of 8)	-intron (TMEM132D, intron 3 of 8)	278574	LOC101927735	LOC101927735	NR_110058			LOC101927735			NA
TCF12_IP_R1_peak_1762	chr7	1550468	1550700	+	51	NA	Intergenic	Intergenic	-6566	INTS1	INTS1	NM_001080453			INTS1			NA
TCF12_IP_R1_peak_1077	chr2	120985492	120985724	+	51	NA	Intergenic	Intergenic	-4624	TMEM185B	TMEM185B	NM_024121			TMEM185B			NA
TCF12_IP_R1_peak_1023	chr2	26291522	26291754	+	51	NA	intron (RAB10, intron 1 of 5)	-intron (RAB10, intron 1 of 5)	34909	RAB10	RAB10	NM_016131			RAB10			NA
TCF12_IP_R1_peak_1268	chr22	30617265	30617521	+	51	NA	Intergenic	Intergenic	25447	LIF	LIF	NM_002309			LIF			NA
TCF12_IP_R1_peak_1017	chr2	15282428	15282791	+	51	NA	Intergenic	Intergenic	418863	NBAS	NBAS	NM_015909			NBAS			NA
TCF12_IP_R1_peak_370	chr11	61602106	61602366	+	51	NA	intron (FADS2, intron 1 of 11)	-intron (FADS2, intron 1 of 11)	6731	FADS2	FADS2	NM_001281501			FADS2			NA
TCF12_IP_R1_peak_1089	chr2	136348166	136348437	+	51	NA	intron (R3HDM1, intron 1 of 22)	-intron (R3HDM1, intron 1 of 25)	59276	R3HDM1	R3HDM1	NM_015361			R3HDM1			NA
TCF12_IP_R1_peak_613	chr14	103183683	103183923	+	51	NA	intron (RCOR1, intron 8 of 11)	-intron (RCOR1, intron 8 of 11)	-60013	TRAF3	TRAF3	NM_145725			TRAF3			NA
TCF12_IP_R1_peak_428	chr12	6892177	6892409	+	51	NA	Intergenic	Intergenic	-6345	CD4	CD4	NM_001195016			CD4			NA
TCF12_IP_R1_peak_1402	chr3	140947945	140948223	+	51	NA	Intergenic	Intergenic	-2583	PXYLP1	PXYLP1	NM_001282728			PXYLP1			NA
TCF12_IP_R1_peak_757	chr16	54085904	54086136	+	51	NA	intron (FTO, intron 8 of 8)	-intron (FTO, intron 8 of 8)	12715	FTO-IT1	FTO-IT1	NR_103838			FTO-IT1			NA
TCF12_IP_R1_peak_904	chr18	8745596	8745942	+	51	NA	intron (MTCL1, intron 4 of 16)	-intron (MTCL1, intron 4 of 16)	28400	MTCL1	MTCL1	NM_015210			MTCL1			NA
TCF12_IP_R1_peak_396	chr11	108815393	108815625	+	50	NA	Intergenic	Intergenic	279757	DDX10	DDX10	NM_004398			DDX10			NA
TCF12_IP_R1_peak_1883	chr8	59082363	59082595	+	50	NA	Intergenic	Intergenic	102181	LOC101929528	LOC101929528	NR_105005			LOC101929528			NA
TCF12_IP_R1_peak_521	chr13	41578986	41579219	+	50	NA	intron (ELF1, intron 1 of 8)	-intron (ELF1, intron 1 of 8)	14406	ELF1	ELF1	NM_172373			ELF1			NA
TCF12_IP_R1_peak_1104	chr2	173260345	173260591	+	50	NA	Intergenic	Intergenic	-31846	ITGA6	ITGA6	NM_001079818			ITGA6			NA
TCF12_IP_R1_peak_1589	chr5	112358450	112358725	+	50	NA	TTS (DCP2)	-TTS (DCP2)	46180	DCP2	DCP2	NM_001242377			DCP2			NA
TCF12_IP_R1_peak_333	chr11	11589719	11589951	+	49	NA	intron (GALNT18, intron 1 of 10)	-intron (GALNT18, intron 1 of 10)	53726	GALNT18	GALNT18	NM_198516			GALNT18			NA
TCF12_IP_R1_peak_545	chr13	75870909	75871252	+	49	NA	intron (TBC1D4, intron 17 of 20)	-intron (TBC1D4, intron 16 of 19)	-56563	CTAGE11P	CTAGE11P	NR_027466			CTAGE11P			NA
TCF12_IP_R1_peak_1291	chr3	4879287	4879620	+	48	NA	intron (ITPR1, intron 57 of 57)	-intron (ITPR1, intron 58 of 58)	-86179	EGOT	EGOT	NR_004428			EGOT			NA
TCF12_IP_R1_peak_1431	chr3	195443742	195443974	+	48	NA	Intergenic	Intergenic	-3895	MUC20	MUC20	NM_001291833			MUC20			NA
TCF12_IP_R1_peak_1110	chr2	174631058	174631290	+	47	NA	Intergenic	Intergenic	199256	SP3	SP3	NM_003111			SP3			NA
TCF12_IP_R1_peak_750	chr16	34941432	34941687	+	47	NA	Intergenic	Intergenic	-39364	FLJ26245	FLJ26245	NR_033985			FLJ26245			NA
TCF12_IP_R1_peak_872	chr17	56708932	56709164	+	47	NA	intron (TEX14, intron 2 of 32)	-intron (TEX14, intron 2 of 32)	60368	TEX14	TEX14	NM_001201457			TEX14			NA
TCF12_IP_R1_peak_969	chr19	12170418	12170689	+	47	NA	Intergenic	Intergenic	-4993	ZNF844	ZNF844	NM_001136501			ZNF844			NA
TCF12_IP_R1_peak_283	chr10	89678114	89678371	+	47	NA	intron (PTEN, intron 2 of 8)	-intron (PTEN, intron 2 of 8)	55047	PTEN	PTEN	NM_001304718			PTEN			NA
TCF12_IP_R1_peak_768	chr16	68236133	68236409	+	47	NA	intron (NFATC3, intron 9 of 9)	-intron (NFATC3, intron 9 of 10)	31131	MIR6773	MIR6773	NR_106831			MIR6773			NA
TCF12_IP_R1_peak_1969	chr9	85378522	85378754	+	47	NA	Intergenic	Intergenic	299405	RASEF	RASEF	NM_152573			RASEF			NA
TCF12_IP_R1_peak_50	chr1	40097734	40098070	+	47	NA	intron (HEYL, intron 2 of 4)	-intron (HEYL, intron 2 of 4)	7446	HEYL	HEYL	NM_014571			HEYL			NA
TCF12_IP_R1_peak_984	chr19	19779034	19779556	+	47	NA	promoter-TSS (ZNF101)	-promoter-TSS (ZNF101)	-302	ZNF101	ZNF101	NM_033204			ZNF101			NA
TCF12_IP_R1_peak_1846	chr7	155158037	155158321	+	47	NA	intron (BLACE, intron 1 of 5)	-intron (BLACE, intron 1 of 5)	2449	BLACE	BLACE	NR_103545			BLACE			NA
TCF12_IP_R1_peak_458	chr12	52979873	52980126	+	47	NA	intron (KRT72, intron 8 of 8)	-intron (KRT72, intron 8 of 9)	-12390	KRT74	KRT74	NM_175053			KRT74			NA
TCF12_IP_R1_peak_682	chr15	73989557	73989846	+	47	NA	intron (CD276, intron 1 of 7)	-intron (CD276, intron 1 of 9)	13079	CD276	CD276	NM_001024736			CD276			NA
TCF12_IP_R1_peak_1140	chr2	222941766	222941998	+	47	NA	Intergenic	Intergenic	-220984	CCDC140	CCDC140	NM_153038			CCDC140			NA
TCF12_IP_R1_peak_1179	chr20	25262446	25262679	+	47	NA	intron (PYGB, intron 11 of 19)	-intron (PYGB, intron 11 of 19)	33856	PYGB	PYGB	NM_002862			PYGB			NA
TCF12_IP_R1_peak_1752	chr6	158235963	158236305	+	47	NA	Intergenic	Intergenic	-8069	SNX9	SNX9	NM_016224			SNX9			NA
TCF12_IP_R1_peak_1551	chr5	37198246	37198480	+	47	NA	intron (C5orf42, intron 20 of 51)	-intron (C5orf42, intron 20 of 51)	51167	C5orf42	C5orf42	NM_023073			C5orf42			NA
TCF12_IP_R1_peak_1419	chr3	176828129	176828361	+	47	NA	intron (TBL1XR1, intron 1 of 15)	-intron (TBL1XR1, intron 1 of 15)	86803	TBL1XR1	TBL1XR1	NM_024665			TBL1XR1			NA
TCF12_IP_R1_peak_4	chr1	6035879	6036202	+	47	NA	intron (NPHP4, intron 1 of 25)	-intron (NPHP4, intron 3 of 26)	16493	NPHP4	NPHP4	NM_001291594			NPHP4			NA
TCF12_IP_R1_peak_1154	chr2	241736283	241736558	+	47	NA	intron (KIF1A, intron 1 of 45)	-intron (KIF1A, intron 2 of 48)	809	KIF1A	KIF1A	NM_001244008			KIF1A			NA
TCF12_IP_R1_peak_1750	chr6	147092121	147092416	+	47	NA	intron (ADGB, intron 29 of 35)	-intron (ADGB, intron 29 of 35)	32692	KATNBL1P6	KATNBL1P6	NR_003954			KATNBL1P6			NA
TCF12_IP_R1_peak_225	chr10	5359912	5360164	+	47	NA	Intergenic	Intergenic	-46938	UCN3	UCN3	NM_053049			UCN3			NA
TCF12_IP_R1_peak_541	chr13	67597118	67597375	+	47	NA	intron (PCDH9, intron 2 of 4)	-intron (PCDH9, intron 2 of 3)	32228	PCDH9-AS4	PCDH9-AS4	NR_046637			PCDH9-AS4			NA
TCF12_IP_R1_peak_1028	chr2	42794129	42794361	+	47	NA	promoter-TSS (MTA3)	-promoter-TSS (MTA3)	-1412	MTA3	MTA3	NM_001282756			MTA3			NA
TCF12_IP_R1_peak_1164	chr20	4850036	4850296	+	47	NA	intron (SLC23A2, intron 12 of 16)	-intron (SLC23A2, intron 12 of 16)	-54397	RASSF2	RASSF2	NM_014737			RASSF2			NA
TCF12_IP_R1_peak_1197	chr20	55265614	55265851	+	47	NA	Intergenic	Intergenic	61374	TFAP2C	TFAP2C	NM_003222			TFAP2C			NA
TCF12_IP_R1_peak_26	chr1	21952337	21952659	+	47	NA	intron (RAP1GAP, intron 3 of 24)	-intron (RAP1GAP, intron 4 of 26)	43358	RAP1GAP	RAP1GAP	NM_001145657			RAP1GAP			NA
TCF12_IP_R1_peak_2035	chrX	97119386	97119748	+	47	NA	Intergenic	Intergenic	-300033	DIAPH2-AS1	DIAPH2-AS1	NR_125391			DIAPH2-AS1			NA
TCF12_IP_R1_peak_776	chr16	70780975	70781232	+	47	NA	intron (VAC14, intron 12 of 18)	-intron (VAC14, intron 12 of 18)	-7860	VAC14-AS1	VAC14-AS1	NR_034083			VAC14-AS1			NA
TCF12_IP_R1_peak_2043	chrX	147393037	147393269	+	47	NA	Intergenic	Intergenic	-188986	AFF2	AFF2	NM_001169125			AFF2			NA
TCF12_IP_R1_peak_912	chr18	11973593	11973825	+	47	NA	Intergenic	Intergenic	-7718	IMPA2	IMPA2	NM_014214			IMPA2			NA
TCF12_IP_R1_peak_1911	chr8	122738240	122738472	+	47	NA	Intergenic	Intergenic	-84726	HAS2	HAS2	NM_005328			HAS2			NA
TCF12_IP_R1_peak_502	chr12	133239733	133239967	+	47	NA	intron (POLE, intron 23 of 48)	-intron (POLE, intron 23 of 48)	24260	POLE	POLE	NM_006231			POLE			NA
TCF12_IP_R1_peak_450	chr12	47601080	47601312	+	47	NA	intron (PCED1B, intron 2 of 2)	-intron (PCED1B, intron 2 of 2)	9030	PCED1B-AS1	PCED1B-AS1	NR_026544			PCED1B-AS1			NA
TCF12_IP_R1_peak_735	chr16	12888857	12889248	+	47	NA	intron (CPPED1, intron 1 of 3)	-intron (CPPED1, intron 1 of 2)	8692	CPPED1	CPPED1	NM_018340			CPPED1			NA
TCF12_IP_R1_peak_1905	chr8	117499090	117499447	+	47	NA	Intergenic	Intergenic	-161971	LINC00536	LINC00536	NR_046215			LINC00536			NA
TCF12_IP_R1_peak_874	chr17	63154793	63155025	+	47	NA	intron (RGS9, intron 3 of 18)	-intron (RGS9, intron 3 of 18)	21453	RGS9	RGS9	NM_001081955			RGS9			NA
TCF12_IP_R1_peak_1988	chr9	101925063	101925295	+	47	NA	Intergenic	Intergenic	57808	TGFBR1	TGFBR1	NM_004612			TGFBR1			NA
TCF12_IP_R1_peak_1156	chr2	242804879	242805111	+	47	NA	Intergenic	Intergenic	-3937	PDCD1	PDCD1	NM_005018			PDCD1			NA
TCF12_IP_R1_peak_702	chr15	86625919	86626183	+	47	NA	TTS (LINC01584)	-TTS (LINC01584)	33897	LINC01584	LINC01584	NR_120368			LINC01584			NA
TCF12_IP_R1_peak_1262	chr22	26681651	26681883	+	47	NA	intron (SEZ6L, intron 1 of 16)	-intron (SEZ6L, intron 1 of 16)	116327	SEZ6L	SEZ6L	NM_021115			SEZ6L			NA
TCF12_IP_R1_peak_622	chr14	106811798	106812030	+	47	NA	Intergenic	Intergenic	67645	LINC00226	LINC00226	NR_033375			LINC00226			NA
TCF12_IP_R1_peak_2014	chr9	132656798	132657030	+	47	NA	intron (FNBP1, intron 16 of 16)	-intron (FNBP1, intron 16 of 16)	25030	MIR6855	MIR6855	NR_106914			MIR6855			NA
TCF12_IP_R1_peak_1676	chr6	28842957	28843189	+	47	NA	Intergenic	Intergenic	-11619	LOC401242	LOC401242	NR_033379_4			LOC401242			NA
TCF12_IP_R1_peak_973	chr19	15308612	15308844	+	47	NA	intron (NOTCH3, intron 1 of 32)	-intron (NOTCH3, intron 1 of 32)	3064	NOTCH3	NOTCH3	NM_000435			NOTCH3			NA
TCF12_IP_R1_peak_2	chr1	2058520	2058752	+	47	NA	intron (PRKCZ, intron 1 of 14)	-intron (PRKCZ, intron 1 of 14)	67578	FAAP20	FAAP20	NM_001282670			FAAP20			NA
TCF12_IP_R1_peak_888	chr17	75080795	75081064	+	47	NA	Intergenic	Intergenic	-3796	SNHG20	SNHG20	NR_027058			SNHG20			NA
TCF12_IP_R1_peak_620	chr14	106471092	106471326	+	47	NA	Intergenic	Intergenic	-32851	ADAM6	ADAM6	NR_002224			ADAM6			NA
TCF12_IP_R1_peak_1848	chr7	158768700	158768947	+	47	NA	Intergenic	Intergenic	-32222	LINC00689	LINC00689	NR_024394			LINC00689			NA
TCF12_IP_R1_peak_468	chr12	75835921	75836169	+	47	NA	Intergenic	Intergenic	-38468	GLIPR1	GLIPR1	NM_006851			GLIPR1			NA
TCF12_IP_R1_peak_1611	chr5	139049972	139050221	+	47	NA	intron (CXXC5, intron 1 of 2)	-intron (CXXC5, intron 1 of 2)	21795	CXXC5	CXXC5	NM_016463			CXXC5			NA
TCF12_IP_R1_peak_1286	chr22	48475800	48476050	+	47	NA	Intergenic	Intergenic	-194251	MIR3201	MIR3201	NR_036172			MIR3201			NA
TCF12_IP_R1_peak_451	chr12	50016293	50016527	+	47	NA	promoter-TSS (PRPF40B)	-promoter-TSS (PRPF40B)	-993	PRPF40B	PRPF40B	NM_001031698			PRPF40B			NA
TCF12_IP_R1_peak_1835	chr7	149232413	149232780	+	47	NA	Intergenic	Intergenic	-37698	ZNF746	ZNF746	NM_152557			ZNF746			NA
TCF12_IP_R1_peak_1231	chr21	36371915	36372147	+	47	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	39692	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
TCF12_IP_R1_peak_674	chr15	68076087	68076409	+	47	NA	intron (MAP2K5, intron 21 of 21)	-intron (MAP2K5, intron 21 of 21)	-35794	SKOR1	SKOR1	NM_001258024			SKOR1			NA
TCF12_IP_R1_peak_723	chr16	652999	653231	+	47	NA	intron (RAB40C, intron 1 of 5)	-intron (RAB40C, intron 2 of 6)	12942	RAB40C	RAB40C	NM_021168			RAB40C			NA
TCF12_IP_R1_peak_1775	chr7	27905867	27906119	+	47	NA	intron (JAZF1, intron 3 of 4)	-intron (JAZF1, intron 3 of 4)	126279	TAX1BP1	TAX1BP1	NM_006024			TAX1BP1			NA
TCF12_IP_R1_peak_1332	chr3	37269428	37269709	+	47	NA	Intergenic	Intergenic	-15114	GOLGA4	GOLGA4	NM_001172713			GOLGA4			NA
TCF12_IP_R1_peak_818	chr17	17208113	17208353	+	47	NA	intron (NT5M, intron 1 of 4)	-intron (NT5M, intron 1 of 4)	1553	NT5M	NT5M	NM_020201			NT5M			NA
TCF12_IP_R1_peak_253	chr10	38063190	38063548	+	47	NA	Intergenic	Intergenic	20734	ZNF33BP1	ZNF33BP1	NR_051997			ZNF33BP1			NA
TCF12_IP_R1_peak_70	chr1	64472270	64472531	+	47	NA	intron (ROR1, intron 1 of 8)	-intron (ROR1, intron 1 of 6)	105488	ROR1-AS1	ROR1-AS1	NR_110665			ROR1-AS1			NA
TCF12_IP_R1_peak_1144	chr2	232351674	232351906	+	47	NA	Intergenic	Intergenic	-22585	NCL	NCL	NM_005381			NCL			NA
TCF12_IP_R1_peak_38	chr1	26613943	26614259	+	47	NA	intron (UBXN11, intron 4 of 10)	-intron (UBXN11, intron 4 of 10)	7888	SH3BGRL3	SH3BGRL3	NM_031286			SH3BGRL3			NA
TCF12_IP_R1_peak_1929	chr8	134511570	134511802	+	47	NA	intron (ST3GAL1, intron 2 of 9)	-intron (ST3GAL1, intron 2 of 8)	72497	ST3GAL1	ST3GAL1	NM_173344			ST3GAL1			NA
TCF12_IP_R1_peak_1466	chr4	71602743	71602986	+	47	NA	intron (RUFY3, intron 1 of 18)	-intron (RUFY3, intron 1 of 17)	15305	RUFY3	RUFY3	NM_001037442			RUFY3			NA
TCF12_IP_R1_peak_364	chr11	60632654	60633031	+	47	NA	Intergenic	Intergenic	-2173	ZP1	ZP1	NM_207341			ZP1			NA
TCF12_IP_R1_peak_501	chr12	133043002	133043298	+	47	NA	Intergenic	Intergenic	-24007	FBRSL1	FBRSL1	NM_001142641			FBRSL1			NA
TCF12_IP_R1_peak_1576	chr5	81643509	81643741	+	47	NA	Intergenic	Intergenic	68344	ATP6AP1L	ATP6AP1L	NM_001017971			ATP6AP1L			NA
TCF12_IP_R1_peak_467	chr12	75594722	75594955	+	47	NA	intron (KCNC2, intron 2 of 4)	-intron (KCNC2, intron 2 of 4)	8690	KCNC2	KCNC2	NM_001260499			KCNC2			NA
TCF12_IP_R1_peak_393	chr11	102231888	102232328	+	47	NA	intron (BIRC2, intron 3 of 8)	-intron (BIRC2, intron 3 of 8)	14195	BIRC2	BIRC2	NM_001166			BIRC2			NA
TCF12_IP_R1_peak_1395	chr3	129609046	129609340	+	47	NA	intron (TMCC1, intron 1 of 5)	-intron (TMCC1, intron 1 of 5)	-3521	TMCC1-AS1	TMCC1-AS1	NR_037893			TMCC1-AS1			NA
TCF12_IP_R1_peak_529	chr13	48129504	48129736	+	47	NA	Intergenic	Intergenic	377137	LINC00562	LINC00562	NR_047492			LINC00562			NA
TCF12_IP_R1_peak_1055	chr2	98486927	98487243	+	47	NA	intron (TMEM131, intron 4 of 40)	-intron (TMEM131, intron 4 of 40)	125269	TMEM131	TMEM131	NM_015348			TMEM131			NA
TCF12_IP_R1_peak_645	chr15	40013156	40013416	+	47	NA	intron (FSIP1, intron 9 of 11)	-intron (FSIP1, intron 9 of 11)	61753	FSIP1	FSIP1	NM_152597			FSIP1			NA
TCF12_IP_R1_peak_1242	chr21	43532235	43532467	+	47	NA	intron (UMODL1, intron 11 of 21)	-intron (UMODL1, intron 12 of 22)	-3707	UMODL1-AS1	UMODL1-AS1	NR_027243			UMODL1-AS1			NA
TCF12_IP_R1_peak_1452	chr4	36257194	36257468	+	47	NA	promoter-TSS (LOC439933)	-promoter-TSS (LOC439933)	-809	LOC439933	LOC439933	NR_122080			LOC439933			NA
TCF12_IP_R1_peak_896	chr17	79224886	79225196	+	47	NA	exon (SLC38A10, exon 14 of 14)	-exon (SLC38A10, exon 14 of 14)	11930	C17orf89	C17orf89	NM_001086521			C17orf89			NA
TCF12_IP_R1_peak_246	chr10	30726519	30726763	+	47	NA	intron (MAP3K8, intron 2 of 8)	-intron (MAP3K8, intron 1 of 7)	3691	MAP3K8	MAP3K8	NM_005204			MAP3K8			NA
TCF12_IP_R1_peak_1121	chr2	194407682	194407914	+	47	NA	Intergenic	Intergenic	793227	PCGEM1	PCGEM1	NR_002769			PCGEM1			NA
TCF12_IP_R1_peak_1977	chr9	92137291	92137542	+	47	NA	Intergenic	Intergenic	-42805	SEMA4D	SEMA4D	NM_001142287			SEMA4D			NA
TCF12_IP_R1_peak_927	chr18	43923994	43924244	+	47	NA	intron (RNF165, intron 1 of 5)	-intron (RNF165, intron 1 of 5)	9932	RNF165	RNF165	NM_001256758			RNF165			NA
TCF12_IP_R1_peak_1026	chr2	30513563	30513813	+	47	NA	Intergenic	Intergenic	-55824	LOC285043	LOC285043	NR_122048			LOC285043			NA
TCF12_IP_R1_peak_1056	chr2	99280669	99280962	+	47	NA	promoter-TSS (MGAT4A)	-promoter-TSS (MGAT4A)	55773	UNC50	UNC50	NM_014044			UNC50			NA
TCF12_IP_R1_peak_1024	chr2	28626349	28626799	+	47	NA	intron (FOSL2, intron 1 of 3)	-intron (FOSL2, intron 1 of 3)	-9035	FLJ31356	FLJ31356	NR_103831			FLJ31356			NA
TCF12_IP_R1_peak_361	chr11	56587411	56587643	+	47	NA	Intergenic	Intergenic	-28427	LOC101927120	LOC101927120	NR_110137			LOC101927120			NA
TCF12_IP_R1_peak_96	chr1	109187429	109187675	+	47	NA	Intergenic	Intergenic	16596	HENMT1	HENMT1	NM_144584			HENMT1			NA
TCF12_IP_R1_peak_1789	chr7	44136960	44137333	+	47	NA	Intergenic	Intergenic	-6814	AEBP1	AEBP1	NM_001129			AEBP1			NA
TCF12_IP_R1_peak_856	chr17	47481232	47481481	+	47	NA	TTS (PHB)	-TTS (PHB)	10911	PHB	PHB	NM_001281497			PHB			NA
TCF12_IP_R1_peak_1336	chr3	39388536	39388768	+	46	NA	Intergenic	Intergenic	17455	CCR8	CCR8	NM_005201			CCR8			NA
TCF12_IP_R1_peak_689	chr15	77456258	77456490	+	46	NA	intron (PEAK1, intron 5 of 7)	-intron (PEAK1, intron 5 of 7)	61372	LINC00597	LINC00597	NR_026813			LINC00597			NA
TCF12_IP_R1_peak_276	chr10	81947324	81947576	+	46	NA	intron (ANXA11, intron 1 of 16)	-intron (ANXA11, intron 1 of 14)	17878	ANXA11	ANXA11	NM_001278407			ANXA11			NA
TCF12_IP_R1_peak_1652	chr6	7345395	7345757	+	46	NA	intron (CAGE1, intron 8 of 10)	-intron (CAGE1, intron 11 of 13)	-32029	SSR1	SSR1	NM_003144			SSR1			NA
TCF12_IP_R1_peak_1540	chr5	3827811	3828049	+	46	NA	Intergenic	Intergenic	231762	IRX1	IRX1	NM_024337			IRX1			NA
TCF12_IP_R1_peak_1334	chr3	37961981	37962451	+	46	NA	intron (CTDSPL, intron 1 of 6)	-intron (CTDSPL, intron 1 of 7)	-48679	MIR26A1	MIR26A1	NR_029499			MIR26A1			NA
TCF12_IP_R1_peak_210	chr1	234859452	234859787	+	46	NA	promoter-TSS (LINC01132)	-promoter-TSS (LINC01132)	-170	LINC01132	LINC01132	NR_038856			LINC01132			NA
TCF12_IP_R1_peak_1814	chr7	109392219	109392451	+	46	NA	Intergenic	Intergenic	207935	EIF3IP1	EIF3IP1	NR_003024			EIF3IP1			NA
TCF12_IP_R1_peak_111	chr1	121258369	121258601	+	46	NA	Intergenic	Intergenic	-2425	EMBP1	EMBP1	NR_003955			EMBP1			NA
TCF12_IP_R1_peak_1199	chr20	55893059	55893312	+	46	NA	Intergenic	Intergenic	3462	MIR4325	MIR4325	NR_036219			MIR4325			NA
TCF12_IP_R1_peak_1989	chr9	106760253	106760491	+	46	NA	Intergenic	Intergenic	-1618	LOC101928523	LOC101928523	NR_109803			LOC101928523			NA
TCF12_IP_R1_peak_651	chr15	49258786	49259058	+	46	NA	Intergenic	Intergenic	-3281	SHC4	SHC4	NM_203349			SHC4			NA
TCF12_IP_R1_peak_1739	chr6	135516675	135516943	+	46	NA	intron (MYB, intron 8 of 13)	-intron (MYB, intron 8 of 14)	14356	MYB	MYB	NM_001130172			MYB			NA
TCF12_IP_R1_peak_1254	chr22	23922551	23922783	+	46	NA	promoter-TSS (IGLL1)	-promoter-TSS (IGLL1)	-172	IGLL1	IGLL1	NM_152855			IGLL1			NA
TCF12_IP_R1_peak_921	chr18	24290350	24290708	+	46	NA	Intergenic	Intergenic	-6927	PCAT18	PCAT18	NR_024259			PCAT18			NA
TCF12_IP_R1_peak_708	chr15	92249740	92249972	+	46	NA	Intergenic	Intergenic	-147082	SLCO3A1	SLCO3A1	NM_001145044			SLCO3A1			NA
TCF12_IP_R1_peak_145	chr1	182228737	182229019	+	46	NA	intron (LINC01344, intron 2 of 2)	-intron (LINC01344, intron 2 of 2)	54318	LINC01344	LINC01344	NR_104175			LINC01344			NA
TCF12_IP_R1_peak_275	chr10	79023990	79024281	+	46	NA	intron (KCNMA1, intron 1 of 27)	-intron (KCNMA1, intron 2 of 28)	-86495	KCNMA1-AS3	KCNMA1-AS3	NR_126365			KCNMA1-AS3			NA
TCF12_IP_R1_peak_1523	chr4	178230017	178230282	+	46	NA	promoter-TSS (NEIL3)	-promoter-TSS (NEIL3)	-842	NEIL3	NEIL3	NM_018248			NEIL3			NA
TCF12_IP_R1_peak_1993	chr9	114688856	114689097	+	46	NA	intron (UGCG, intron 5 of 8)	-intron (UGCG, intron 5 of 8)	-5404	MIR4668	MIR4668	NR_039814			MIR4668			NA
TCF12_IP_R1_peak_531	chr13	48975850	48976100	+	46	NA	intron (RB1, intron 17 of 26)	-intron (RB1, intron 17 of 26)	42865	LPAR6	LPAR6	NM_005767			LPAR6			NA
TCF12_IP_R1_peak_1529	chr4	187580427	187580734	+	46	NA	intron (FAT1, intron 3 of 26)	-intron (FAT1, intron 3 of 26)	64407	FAT1	FAT1	NM_005245			FAT1			NA
TCF12_IP_R1_peak_1774	chr7	25005511	25005876	+	45	NA	intron (OSBPL3, intron 1 of 22)	-intron (OSBPL3, intron 1 of 22)	-73453	OSBPL3	OSBPL3	NM_015550			OSBPL3			NA
TCF12_IP_R1_peak_871	chr17	56230446	56230765	+	45	NA	Intergenic	Intergenic	-1910	OR4D1	OR4D1	NM_012374			OR4D1			NA
TCF12_IP_R1_peak_109	chr1	117485127	117485374	+	45	NA	intron (PTGFRN, intron 2 of 8)	-intron (PTGFRN, intron 2 of 8)	32705	PTGFRN	PTGFRN	NM_020440			PTGFRN			NA
TCF12_IP_R1_peak_1892	chr8	74080683	74080921	+	45	NA	Intergenic	Intergenic	-75295	SBSPON	SBSPON	NM_153225			SBSPON			NA
TCF12_IP_R1_peak_641	chr15	37663201	37663449	+	45	NA	Intergenic	Intergenic	-270984	MEIS2	MEIS2	NM_002399			MEIS2			NA
TCF12_IP_R1_peak_1908	chr8	119576360	119576722	+	45	NA	intron (SAMD12, intron 2 of 4)	-intron (SAMD12, intron 2 of 4)	-56699	SAMD12-AS1	SAMD12-AS1	NR_038210			SAMD12-AS1			NA
TCF12_IP_R1_peak_426	chr12	4934650	4934887	+	45	NA	intron (KCNA6, intron 1 of 1)	-intron (KCNA6, intron 1 of 1)	16426	KCNA6	KCNA6	NM_002235			KCNA6			NA
TCF12_IP_R1_peak_1546	chr5	14742050	14742282	+	45	NA	intron (ANKH, intron 7 of 11)	-intron (ANKH, intron 7 of 11)	29363	LOC100130744	LOC100130744	NR_046285			LOC100130744			NA
