PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1046	chr17	69094303	69094537	+	0	NA	exon (CASC17, exon 4 of 4)	-exon (CASC17, exon 4 of 4)	103900	CASC17	CASC17	NR_104152			CASC17			NA
Interval_1469	chr21	15918623	15918793	+	0	NA	promoter-TSS (SAMSN1)	-promoter-TSS (SAMSN1)	-27	SAMSN1	SAMSN1	NM_001256370			SAMSN1			NA
Interval_1233	chr2	38770087	38770456	+	0	NA	Intergenic	Intergenic	-27389	LOC101929596	LOC101929596	NR_110259			LOC101929596			NA
Interval_258	chr10	11220629	11221052	+	0	NA	intron (CELF2, intron 2 of 14)	-intron (CELF2, intron 2 of 14)	-73389	CELF2-AS2	CELF2-AS2	NR_046108			CELF2-AS2			NA
Interval_2130	chr6	152283673	152283875	+	0	NA	intron (ESR1, intron 5 of 8)	-intron (ESR1, intron 4 of 7)	156966	ESR1	ESR1	NM_001291230			ESR1			NA
Interval_1254	chr2	59640846	59641100	+	0	NA	Intergenic	Intergenic	196130	LOC101927285	LOC101927285	NR_110219			LOC101927285			NA
Interval_392	chr11	4797754	4798005	+	0	NA	Intergenic	Intergenic	-6732	OR51F1	OR51F1	NM_001004752			OR51F1			NA
Interval_1937	chr5	75698126	75698556	+	0	NA	promoter-TSS (IQGAP2)	-promoter-TSS (IQGAP2)	-739	IQGAP2	IQGAP2	NM_006633			IQGAP2			NA
Interval_2301	chr8	30580512	30580873	+	0	NA	intron (GSR, intron 1 of 10)	-intron (GSR, intron 1 of 12)	4794	GSR	GSR	NM_001195103			GSR			NA
Interval_1652	chr3	106600111	106600327	+	0	NA	Intergenic	Intergenic	359266	LINC00882	LINC00882	NR_028303			LINC00882			NA
Interval_1992	chr5	150530226	150530377	+	0	NA	intron (ANXA6, intron 1 of 25)	-intron (ANXA6, intron 1 of 25)	-9085	ANXA6	ANXA6	NM_001155			ANXA6			NA
Interval_162	chr1	166913900	166914051	+	0	NA	intron (ILDR2, intron 3 of 9)	-intron (ILDR2, intron 3 of 9)	30586	ILDR2	ILDR2	NM_199351			ILDR2			NA
Interval_2275	chr8	8932663	8932847	+	0	NA	Intergenic	Intergenic	26800	MIR4660	MIR4660	NR_039804			MIR4660			NA
Interval_1551	chr3	4575475	4575710	+	0	NA	intron (ITPR1, intron 4 of 57)	-intron (ITPR1, intron 4 of 58)	40560	ITPR1	ITPR1	NM_001168272			ITPR1			NA
Interval_2172	chr7	11873265	11873519	+	0	NA	Intergenic	Intergenic	-1568	THSD7A	THSD7A	NM_015204			THSD7A			NA
Interval_1560	chr3	10380649	10380811	+	0	NA	intron (ATP2B2, intron 18 of 19)	-intron (ATP2B2, intron 21 of 22)	8817	MIR378B	MIR378B	NR_036084			MIR378B			NA
Interval_1587	chr3	31267736	31268240	+	0	NA	Intergenic	Intergenic	-64709	MIR466	MIR466	NR_130459			MIR466			NA
Interval_7	chr1	4236980	4237214	+	0	NA	Intergenic	Intergenic	-235014	LOC284661	LOC284661	NR_027088			LOC284661			NA
Interval_2408	chr9	71795711	71795952	+	0	NA	intron (TJP2, intron 1 of 20)	-intron (TJP2, intron 2 of 21)	6860	TJP2	TJP2	NM_001170416			TJP2			NA
Interval_2387	chr8	136008433	136008604	+	0	NA	Intergenic	Intergenic	146340	LOC101927845	LOC101927845	NR_125427			LOC101927845			NA
Interval_2114	chr6	135667835	135668343	+	0	NA	intron (AHI1, intron 23 of 27)	-intron (AHI1, intron 22 of 26)	150814	AHI1	AHI1	NM_017651			AHI1			NA
Interval_1659	chr3	108476408	108476682	+	0	NA	promoter-TSS (RETNLB)	-promoter-TSS (RETNLB)	-415	RETNLB	RETNLB	NM_032579			RETNLB			NA
Interval_863	chr15	98227558	98227766	+	0	NA	Intergenic	Intergenic	-123734	LOC101927310	LOC101927310	NR_110756			LOC101927310			NA
Interval_618	chr12	104892441	104892663	+	0	NA	intron (CHST11, intron 1 of 2)	-intron (CHST11, intron 1 of 2)	41860	CHST11	CHST11	NM_018413			CHST11			NA
Interval_2493	chr9	139482516	139482919	+	0	NA	Intergenic	Intergenic	40423	LINC01573	LINC01573	NR_121577			LINC01573			NA
Interval_504	chr11	127603463	127603866	+	0	NA	Intergenic	Intergenic	462699	LOC101929497	LOC101929497	NR_120580			LOC101929497			NA
Interval_1811	chr4	67918855	67919006	+	0	NA	Intergenic	Intergenic	368788	LOC101927237	LOC101927237	NR_110747			LOC101927237			NA
Interval_1669	chr3	122074492	122074843	+	0	NA	Intergenic	Intergenic	27411	CCDC58	CCDC58	NM_001017928			CCDC58			NA
Interval_2274	chr8	8729882	8730209	+	0	NA	intron (MFHAS1, intron 1 of 2)	-intron (MFHAS1, intron 1 of 2)	21086	MFHAS1	MFHAS1	NM_004225			MFHAS1			NA
Interval_1310	chr2	135724860	135725037	+	0	NA	intron (MAP3K19, intron 9 of 9)	-intron (MAP3K19, intron 7 of 7)	48556	CCNT2	CCNT2	NM_058241			CCNT2			NA
Interval_708	chr13	99705892	99706162	+	0	NA	intron (DOCK9, intron 1 of 55)	-intron (DOCK9, intron 1 of 32)	32633	DOCK9	DOCK9	NM_001130049			DOCK9			NA
Interval_1505	chr21	47740372	47740695	+	0	NA	intron (C21orf58, intron 1 of 7)	-intron (C21orf58, intron 1 of 8)	3280	C21orf58	C21orf58	NM_001286477			C21orf58			NA
Interval_874	chr16	12500064	12500367	+	0	NA	intron (SNX29, intron 18 of 20)	-intron (SNX29, intron 18 of 20)	-313963	MIR4718	MIR4718	NR_039869			MIR4718			NA
Interval_917	chr16	75077079	75077275	+	0	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	44262	ZNRF1	ZNRF1	NM_032268			ZNRF1			NA
Interval_717	chr14	22715183	22715373	+	0	NA	Intergenic	Intergenic	342865	DAD1	DAD1	NM_001344			DAD1			NA
Interval_517	chr11	134235063	134235264	+	0	NA	intron (GLB1L2, intron 8 of 19)	-intron (GLB1L2, intron 8 of 19)	33395	GLB1L2	GLB1L2	NM_138342			GLB1L2			NA
Interval_1216	chr2	15317153	15317395	+	0	NA	intron (NBAS, intron 50 of 50)	-intron (NBAS, intron 51 of 51)	384198	NBAS	NBAS	NM_015909			NBAS			NA
Interval_1437	chr20	43274820	43275268	+	0	NA	intron (ADA, intron 1 of 11)	-intron (ADA, intron 1 of 11)	5332	ADA	ADA	NM_000022			ADA			NA
Interval_1004	chr17	46624417	46624679	+	0	NA	intron (HOXB-AS1, intron 3 of 6)	-intron (HOXB-AS1, intron 3 of 6)	-2155	HOXB2	HOXB2	NM_002145			HOXB2			NA
Interval_789	chr14	106447931	106448287	+	0	NA	Intergenic	Intergenic	-9751	ADAM6	ADAM6	NR_002224			ADAM6			NA
Interval_661	chr12	130049464	130049633	+	0	NA	intron (TMEM132D, intron 2 of 8)	-intron (TMEM132D, intron 2 of 8)	338664	TMEM132D	TMEM132D	NM_133448			TMEM132D			NA
Interval_314	chr10	72237569	72237752	+	0	NA	promoter-TSS (PALD1)	-promoter-TSS (PALD1)	-904	PALD1	PALD1	NM_014431			PALD1			NA
Interval_2578	chrX	154012321	154012472	+	0	NA	intron (MPP1, intron 7 of 11)	-intron (MPP1, intron 7 of 11)	9123	SNORA56	SNORA56	NR_002984			SNORA56			NA
Interval_2075	chr6	41978185	41978432	+	0	NA	intron (CCND3, intron 1 of 4)	-intron (CCND3, intron 1 of 4)	-39943	TAF8	TAF8	NM_138572			TAF8			NA
Interval_2373	chr8	128399334	128399485	+	0	NA	intron (CASC21, intron 3 of 3)	-intron (CASC21, intron 3 of 3)	-13235	CCAT2	CCAT2	NR_109834			CCAT2			NA
Interval_611	chr12	98833866	98834132	+	0	NA	Intergenic	Intergenic	16924	SLC9A7P1	SLC9A7P1	NR_033801			SLC9A7P1			NA
Interval_2531	chrX	77772780	77772931	+	0	NA	Intergenic	Intergenic	141970	ZCCHC5	ZCCHC5	NM_152694			ZCCHC5			NA
Interval_1766	chr3	195854487	195854759	+	0	NA	Intergenic	Intergenic	-14884	LINC00885	LINC00885	NR_034088			LINC00885			NA
Interval_1313	chr2	146081127	146081447	+	0	NA	Intergenic	Intergenic	655753	TEX41	TEX41	NR_033870			TEX41			NA
Interval_358	chr10	115535574	115535737	+	0	NA	intron (PLEKHS1, intron 11 of 11)	-intron (PLEKHS1, intron 11 of 12)	2158	MIR4483	MIR4483	NR_039703			MIR4483			NA
Interval_2233	chr7	107517554	107517776	+	0	NA	Intergenic	Intergenic	-13887	DLD	DLD	NM_000108			DLD			NA
Interval_2026	chr6	11729239	11729505	+	0	NA	intron (ADTRP, intron 4 of 5)	-intron (ADTRP, intron 5 of 6)	49908	ADTRP	ADTRP	NM_001143948			ADTRP			NA
Interval_223	chr1	227627971	227628177	+	0	NA	Intergenic	Intergenic	-122248	CDC42BPA	CDC42BPA	NM_014826			CDC42BPA			NA
Interval_538	chr12	11112749	11113073	+	0	NA	intron (PRH1-PRR4, intron 4 of 9)	-intron (PRH1, intron 3 of 6)	-21105	TAS2R14	TAS2R14	NM_023922			TAS2R14			NA
Interval_1581	chr3	24033305	24033456	+	0	NA	Intergenic	Intergenic	46629	NR1D2	NR1D2	NM_005126			NR1D2			NA
Interval_425	chr11	33915279	33915475	+	0	NA	Intergenic	Intergenic	-1541	LMO2	LMO2	NM_005574			LMO2			NA
Interval_2369	chr8	124492368	124492627	+	0	NA	Intergenic	Intergenic	51886	FBXO32	FBXO32	NM_058229			FBXO32			NA
Interval_265	chr10	17038250	17038494	+	0	NA	intron (CUBN, intron 28 of 66)	-intron (CUBN, intron 28 of 66)	133444	CUBN	CUBN	NM_001081			CUBN			NA
Interval_1813	chr4	70866526	70866710	+	0	NA	exon (STATH, exon 4 of 5)	-exon (STATH, exon 4 of 5)	4970	STATH	STATH	NM_001009181			STATH			NA
Interval_184	chr1	200123263	200123604	+	0	NA	intron (NR5A2, intron 7 of 7)	-intron (NR5A2, intron 6 of 6)	126703	NR5A2	NR5A2	NM_001276464			NR5A2			NA
Interval_19	chr1	11902371	11902572	+	0	NA	exon (CLCN6, exon 22 of 22)	-exon (CLCN6, exon 22 of 22)	2095	NPPA-AS1	NPPA-AS1	NR_037806			NPPA-AS1			NA
Interval_764	chr14	75716380	75716649	+	0	NA	Intergenic	Intergenic	-28967	FOS	FOS	NM_005252			FOS			NA
Interval_2445	chr9	108834723	108835002	+	0	NA	Intergenic	Intergenic	378056	TMEM38B	TMEM38B	NM_018112			TMEM38B			NA
Interval_826	chr15	66438036	66438218	+	0	NA	intron (MEGF11, intron 1 of 22)	-intron (MEGF11, intron 1 of 22)	105556	MIR4311	MIR4311	NR_036196			MIR4311			NA
Interval_179	chr1	184318401	184318558	+	0	NA	Intergenic	Intergenic	-37671	C1orf21	C1orf21	NM_030806			C1orf21			NA
Interval_1967	chr5	131802170	131802334	+	0	NA	intron (C5orf56, intron 3 of 3)	-intron (C5orf56, intron 3 of 3)	24213	IRF1	IRF1	NM_002198			IRF1			NA
Interval_1917	chr5	32505300	32505466	+	0	NA	Intergenic	Intergenic	-60539	ZFR	ZFR	NM_016107			ZFR			NA
Interval_2035	chr6	14452812	14453333	+	0	NA	Intergenic	Intergenic	-167387	LINC01108	LINC01108	NR_108097			LINC01108			NA
Interval_1210	chr2	12581957	12582290	+	0	NA	intron (LOC100506457, intron 4 of 5)	-intron (LOC100506457, intron 4 of 5)	242867	MIR3681	MIR3681	NR_037452			MIR3681			NA
Interval_783	chr14	100535088	100535314	+	0	NA	intron (EVL, intron 1 of 13)	-intron (EVL, intron 1 of 13)	3450	EVL	EVL	NM_016337			EVL			NA
Interval_980	chr17	38673099	38673378	+	0	NA	Intergenic	Intergenic	-15384	TNS4	TNS4	NM_032865			TNS4			NA
Interval_178	chr1	181058894	181059072	+	0	NA	exon (IER5, exon 1 of 1)	-exon (IER5, exon 1 of 1)	1345	IER5	IER5	NM_016545			IER5			NA
Interval_866	chr16	3124955	3125198	+	0	NA	Intergenic	Intergenic	9763	IL32	IL32	NM_004221			IL32			NA
Interval_42	chr1	26644119	26644404	+	0	NA	promoter-TSS (CD52)	-promoter-TSS (CD52)	-150	CD52	CD52	NM_001803			CD52			NA
Interval_1748	chr3	193720987	193721200	+	0	NA	intron (LOC647323, intron 1 of 2)	-intron (LOC647323, intron 1 of 2)	355	LOC647323	LOC647323	NR_033944			LOC647323			NA
Interval_1825	chr4	81048596	81048783	+	0	NA	Intergenic	Intergenic	-54212	ANTXR2	ANTXR2	NM_001286780			ANTXR2			NA
Interval_1011	chr17	49734533	49734811	+	0	NA	intron (CA10, intron 4 of 8)	-intron (CA10, intron 5 of 9)	320596	LOC440446	LOC440446	NR_122104			LOC440446			NA
Interval_2008	chr5	169980606	169980817	+	0	NA	intron (KCNIP1, intron 1 of 7)	-intron (KCNIP1, intron 1 of 7)	49671	KCNIP1	KCNIP1	NM_001278339			KCNIP1			NA
Interval_2426	chr9	89924237	89924472	+	0	NA	Intergenic	Intergenic	160795	C9orf170	C9orf170	NM_001001709			C9orf170			NA
Interval_2348	chr8	102149392	102149648	+	0	NA	Intergenic	Intergenic	68440	ZNF706	ZNF706	NM_001267709			ZNF706			NA
Interval_2190	chr7	37400228	37400426	+	0	NA	intron (ELMO1, intron 1 of 21)	-intron (ELMO1, intron 1 of 21)	362926	ELMO1-AS1	ELMO1-AS1	NR_104120			ELMO1-AS1			NA
Interval_1255	chr2	60137432	60137656	+	0	NA	Intergenic	Intergenic	477036	MIR4432	MIR4432	NR_039631			MIR4432			NA
Interval_104	chr1	74861187	74861440	+	0	NA	intron (TNNI3K, intron 17 of 24)	-intron (FPGT-TNNI3K, intron 19 of 26)	160242	TNNI3K	TNNI3K	NM_015978			TNNI3K			NA
Interval_525	chr12	2024908	2025085	+	0	NA	intron (CACNA2D4, intron 1 of 37)	-intron (CACNA2D4, intron 1 of 37)	2874	CACNA2D4	CACNA2D4	NM_172364			CACNA2D4			NA
Interval_2340	chr8	96223467	96223734	+	0	NA	intron (LINC01298, intron 1 of 2)	-intron (LINC01298, intron 1 of 2)	5002	LINC01298	LINC01298	NR_046232			LINC01298			NA
Interval_1834	chr4	87882925	87883163	+	0	NA	intron (AFF1, intron 2 of 20)	-intron (AFF1, intron 2 of 20)	-27042	LOC100506746	LOC100506746	NR_038841			LOC100506746			NA
Interval_1484	chr21	36280712	36281083	+	0	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	130826	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
Interval_1470	chr21	15922678	15922848	+	0	NA	intron (SAMSN1, intron 2 of 8)	-intron (SAMSN1, intron 2 of 8)	-4082	SAMSN1	SAMSN1	NM_001256370			SAMSN1			NA
Interval_714	chr13	112712302	112712606	+	0	NA	intron (LINC00403, intron 1 of 3)	-intron (LINC00403, intron 1 of 3)	-9459	SOX1	SOX1	NM_005986			SOX1			NA
Interval_2401	chr9	26657575	26657727	+	0	NA	Intergenic	Intergenic	235175	CAAP1	CAAP1	NM_024828			CAAP1			NA
Interval_2478	chr9	131320607	131321083	+	0	NA	intron (SPTAN1, intron 1 of 55)	-intron (SPTAN1, intron 1 of 56)	6008	SPTAN1	SPTAN1	NM_001195532			SPTAN1			NA
Interval_918	chr16	75109165	75109531	+	0	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	41322	LDHD	LDHD	NM_153486			LDHD			NA
Interval_1725	chr3	176415108	176415351	+	0	NA	Intergenic	Intergenic	-61909	LINC01208	LINC01208	NR_109968			LINC01208			NA
Interval_495	chr11	118784259	118784410	+	0	NA	Intergenic	Intergenic	-2721	BCL9L	BCL9L	NM_182557			BCL9L			NA
Interval_289	chr10	43913533	43913710	+	0	NA	Intergenic	Intergenic	-8965	HNRNPF	HNRNPF	NM_001098204			HNRNPF			NA
Interval_1064	chr17	75925010	75925238	+	0	NA	Intergenic	Intergenic	-44955	FLJ45079	FLJ45079	NR_028337			FLJ45079			NA
Interval_1877	chr4	153001055	153001353	+	0	NA	Intergenic	Intergenic	-20701	LOC100996286	LOC100996286	NR_121627			LOC100996286			NA
Interval_1288	chr2	106173794	106174032	+	0	NA	Intergenic	Intergenic	53103	LOC285000	LOC285000	NR_038891			LOC285000			NA
Interval_499	chr11	122567417	122567697	+	0	NA	intron (UBASH3B, intron 1 of 13)	-intron (UBASH3B, intron 1 of 13)	41159	UBASH3B	UBASH3B	NM_032873			UBASH3B			NA
Interval_345	chr10	98092957	98093181	+	0	NA	intron (DNTT, intron 9 of 10)	-intron (DNTT, intron 9 of 10)	26053	OPALIN	OPALIN	NM_001040102			OPALIN			NA
Interval_64	chr1	38354091	38354312	+	0	NA	intron (INPP5B, intron 9 of 23)	-intron (INPP5B, intron 3 of 17)	-28909	MTF1	MTF1	NM_005955			MTF1			NA
Interval_220	chr1	226537748	226538250	+	0	NA	Intergenic	Intergenic	-40795	LIN9	LIN9	NM_001270410			LIN9			NA
Interval_15	chr1	10571054	10571205	+	0	NA	intron (PEX14, intron 2 of 8)	-intron (PEX14, intron 2 of 8)	36126	PEX14	PEX14	NM_004565			PEX14			NA
Interval_986	chr17	41400410	41400677	+	0	NA	Intergenic	Intergenic	-19481	LINC00854	LINC00854	NR_047479			LINC00854			NA
Interval_1105	chr18	46549818	46549990	+	0	NA	Intergenic	Intergenic	26234	MIR4744	MIR4744	NR_039898			MIR4744			NA
Interval_818	chr15	57224462	57224690	+	0	NA	intron (TCF12, intron 3 of 19)	-intron (TCF12, intron 3 of 19)	-13879	LOC145783	LOC145783	NR_015419			LOC145783			NA
Interval_1874	chr4	145568215	145568517	+	0	NA	intron (HHIP, intron 1 of 12)	-intron (HHIP, intron 1 of 12)	-1195	HHIP-AS1	HHIP-AS1	NR_037595			HHIP-AS1			NA
Interval_1707	chr3	161797578	161797797	+	0	NA	Intergenic	Intergenic	583091	OTOL1	OTOL1	NM_001080440			OTOL1			NA
Interval_902	chr16	54278189	54278405	+	0	NA	Intergenic	Intergenic	26494	LOC100996338	LOC100996338	NR_126340			LOC100996338			NA
Interval_1563	chr3	12162016	12162428	+	0	NA	intron (SYN2, intron 2 of 13)	-intron (SYN2, intron 2 of 11)	38629	TIMP4	TIMP4	NM_003256			TIMP4			NA
Interval_1063	chr17	75385753	75385926	+	0	NA	intron (SEPT9, intron 1 of 10)	-intron (SEPT9, intron 2 of 11)	7297	MIR4316	MIR4316	NR_036200			MIR4316			NA
Interval_580	chr12	57382123	57382375	+	0	NA	Intergenic	Intergenic	-6106	GPR182	GPR182	NM_007264			GPR182			NA
Interval_491	chr11	117150746	117151012	+	0	NA	intron (RNF214, intron 7 of 14)	-intron (RNF214, intron 7 of 14)	-11183	BACE1-AS	BACE1-AS	NR_037803			BACE1-AS			NA
Interval_2479	chr9	131831718	131831869	+	0	NA	intron (FAM73B, intron 14 of 15)	-intron (FAM73B, intron 14 of 15)	-11590	DOLPP1	DOLPP1	NM_020438			DOLPP1			NA
Interval_633	chr12	119695866	119696163	+	0	NA	Intergenic	Intergenic	45171	LINC00934	LINC00934	NR_024246			LINC00934			NA
Interval_2073	chr6	41736639	41736835	+	0	NA	Intergenic	Intergenic	10906	FRS3	FRS3	NM_006653			FRS3			NA
Interval_280	chr10	31040074	31040225	+	0	NA	Intergenic	Intergenic	58946	SVILP1	SVILP1	NR_036438			SVILP1			NA
Interval_2200	chr7	45066693	45066871	+	0	NA	promoter-TSS (CCM2)	-promoter-TSS (CCM2)	27437	CCM2	CCM2	NM_031443			CCM2			NA
Interval_2450	chr9	112906163	112906355	+	0	NA	intron (PALM2-AKAP2, intron 8 of 9)	-intron (AKAP2, intron 2 of 3)	64154	C9orf152	C9orf152	NM_001012993			C9orf152			NA
Interval_125	chr1	108593661	108593921	+	0	NA	Intergenic	Intergenic	-86246	VAV3	VAV3	NM_006113			VAV3			NA
Interval_2140	chr6	157877594	157877778	+	0	NA	intron (ZDHHC14, intron 1 of 8)	-intron (ZDHHC14, intron 1 of 8)	-72478	MIR3692	MIR3692	NR_037463			MIR3692			NA
Interval_2532	chrX	78253761	78253912	+	0	NA	Intergenic	Intergenic	53007	P2RY10	P2RY10	NM_198333			P2RY10			NA
Interval_2515	chrX	45763117	45763559	+	0	NA	Intergenic	Intergenic	-52418	LOC401585	LOC401585	NR_125365			LOC401585			NA
Interval_256	chr10	10957325	10957476	+	0	NA	Intergenic	Intergenic	36726	LINC00710	LINC00710	NR_015413			LINC00710			NA
Interval_544	chr12	15114527	15114698	+	0	NA	promoter-TSS (ARHGDIB)	-promoter-TSS (ARHGDIB)	-50	ARHGDIB	ARHGDIB	NM_001175			ARHGDIB			NA
Interval_2104	chr6	111888441	111888654	+	0	NA	promoter-TSS (TRAF3IP2)	-promoter-TSS (TRAF3IP2)	38930	TRAF3IP2	TRAF3IP2	NM_001164281			TRAF3IP2			NA
Interval_2511	chrX	40308236	40308387	+	0	NA	Intergenic	Intergenic	-131905	ATP6AP2	ATP6AP2	NM_005765			ATP6AP2			NA
Interval_1499	chr21	43885124	43885374	+	0	NA	Intergenic	Intergenic	31215	RSPH1	RSPH1	NM_080860			RSPH1			NA
Interval_217	chr1	225956859	225957010	+	0	NA	Intergenic	Intergenic	-8581	SRP9	SRP9	NM_003133			SRP9			NA
Interval_1959	chr5	126902751	126902932	+	0	NA	Intergenic	Intergenic	49540	PRRC1	PRRC1	NM_001286808			PRRC1			NA
Interval_1297	chr2	121072258	121072444	+	0	NA	Intergenic	Intergenic	-31368	INHBB	INHBB	NM_002193			INHBB			NA
Interval_1976	chr5	138598221	138598488	+	0	NA	Intergenic	Intergenic	-11087	SNHG4	SNHG4	NR_036536			SNHG4			NA
Interval_405	chr11	13102461	13102732	+	0	NA	Intergenic	Intergenic	71626	RASSF10	RASSF10	NM_001080521			RASSF10			NA
Interval_1677	chr3	134215411	134215605	+	0	NA	intron (CEP63, intron 3 of 15)	-intron (CEP63, intron 2 of 11)	10461	CEP63	CEP63	NM_001042384			CEP63			NA
Interval_25	chr1	16468246	16468397	+	0	NA	intron (EPHA2, intron 3 of 16)	-intron (EPHA2, intron 3 of 16)	14261	EPHA2	EPHA2	NM_004431			EPHA2			NA
Interval_1851	chr4	109280653	109280827	+	0	NA	Intergenic	Intergenic	-190628	LEF1	LEF1	NM_016269			LEF1			NA
Interval_2527	chrX	65235074	65235376	+	0	NA	Intergenic	Intergenic	-3487	MIR223	MIR223	NR_029637			MIR223			NA
Interval_1872	chr4	144434587	144434774	+	0	NA	promoter-TSS (SMARCA5)	-promoter-TSS (SMARCA5)	64	SMARCA5	SMARCA5	NM_003601			SMARCA5			NA
Interval_887	chr16	29020653	29020929	+	0	NA	Intergenic	Intergenic	24404	LAT	LAT	NM_001014988			LAT			NA
Interval_2484	chr9	134273830	134274002	+	0	NA	Intergenic	Intergenic	-31561	PRRC2B	PRRC2B	NM_013318			PRRC2B			NA
Interval_2360	chr8	115934335	115934661	+	0	NA	Intergenic	Intergenic	746757	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_1558	chr3	7918691	7918883	+	0	NA	Intergenic	Intergenic	139207	LOC101927394	LOC101927394	NR_110131			LOC101927394			NA
Interval_1355	chr2	224353647	224353856	+	0	NA	Intergenic	Intergenic	113466	SCG2	SCG2	NM_003469			SCG2			NA
Interval_2103	chr6	110710942	110711199	+	0	NA	Intergenic	Intergenic	25683	DDO	DDO	NM_004032			DDO			NA
Interval_652	chr12	127822126	127822284	+	0	NA	intron (LOC101927616, intron 1 of 2)	-intron (LOC101927616, intron 1 of 2)	2412	LOC101927616	LOC101927616	NR_110057			LOC101927616			NA
Interval_1965	chr5	131392112	131392379	+	0	NA	Intergenic	Intergenic	-4102	IL3	IL3	NM_000588			IL3			NA
Interval_463	chr11	66792033	66792267	+	0	NA	intron (SYT12, intron 1 of 7)	-intron (SYT12, intron 1 of 7)	1334	SYT12	SYT12	NM_177963			SYT12			NA
Interval_2512	chrX	44173608	44173829	+	0	NA	intron (EFHC2, intron 1 of 14)	-intron (EFHC2, intron 1 of 14)	29205	EFHC2	EFHC2	NM_025184			EFHC2			NA
Interval_388	chr11	201572	201723	+	0	NA	Intergenic	Intergenic	4886	ODF3	ODF3	NM_001286136			ODF3			NA
Interval_380	chr10	129741213	129741396	+	0	NA	intron (PTPRE, intron 1 of 20)	-intron (PTPRE, intron 1 of 20)	-50093	CLRN3	CLRN3	NM_152311			CLRN3			NA
Interval_2474	chr9	130559306	130559457	+	0	NA	Intergenic	Intergenic	-5756	FPGS	FPGS	NM_001288803			FPGS			NA
Interval_153	chr1	156143010	156143161	+	0	NA	intron (SEMA4A, intron 11 of 14)	-intron (SEMA4A, intron 11 of 14)	19763	SEMA4A	SEMA4A	NM_001193301			SEMA4A			NA
Interval_2115	chr6	135889540	135889824	+	0	NA	intron (LINC00271, intron 1 of 3)	-intron (LINC00271, intron 1 of 3)	70743	LINC00271	LINC00271	NR_026805			LINC00271			NA
Interval_1037	chr17	64072927	64073264	+	0	NA	intron (CEP112, intron 6 of 24)	-intron (CEP112, intron 8 of 26)	152461	APOH	APOH	NM_000042			APOH			NA
Interval_2021	chr6	3378720	3378878	+	0	NA	intron (SLC22A23, intron 3 of 11)	-intron (SLC22A23, intron 3 of 9)	66448	SLC22A23	SLC22A23	NM_015482			SLC22A23			NA
Interval_2418	chr9	80524360	80524576	+	0	NA	intron (GNAQ, intron 2 of 6)	-intron (GNAQ, intron 2 of 6)	121897	GNAQ	GNAQ	NM_002072			GNAQ			NA
Interval_182	chr1	199010669	199011053	+	0	NA	intron (LINC01221, intron 2 of 2)	-intron (LINC01221, intron 2 of 2)	-22768	LINC01222	LINC01222	NR_110525			LINC01222			NA
Interval_1804	chr4	48742699	48742899	+	0	NA	intron (FRYL, intron 1 of 63)	-intron (FRYL, intron 1 of 63)	39517	FRYL	FRYL	NM_015030			FRYL			NA
Interval_79	chr1	51266273	51266501	+	0	NA	intron (FAF1, intron 3 of 18)	-intron (FAF1, intron 3 of 18)	159549	FAF1	FAF1	NM_007051			FAF1			NA
Interval_2183	chr7	25068346	25068528	+	0	NA	Intergenic	Intergenic	96543	CYCS	CYCS	NM_018947			CYCS			NA
Interval_825	chr15	64915186	64915337	+	0	NA	intron (ZNF609, intron 2 of 8)	-intron (ZNF609, intron 2 of 8)	80219	OAZ2	OAZ2	NM_002537			OAZ2			NA
Interval_1820	chr4	79531705	79531952	+	0	NA	TTS (ANXA3)	-TTS (ANXA3)	-35320	LINC01094	LINC01094	NR_038308			LINC01094			NA
Interval_2077	chr6	41998702	41999019	+	0	NA	intron (CCND3, intron 1 of 4)	-intron (CCND3, intron 1 of 4)	-19391	TAF8	TAF8	NM_138572			TAF8			NA
Interval_450	chr11	59474421	59474682	+	0	NA	Intergenic	Intergenic	6767	OR10V1	OR10V1	NM_001005324			OR10V1			NA
Interval_2429	chr9	92170886	92171192	+	0	NA	Intergenic	Intergenic	-48888	GADD45G	GADD45G	NM_006705			GADD45G			NA
Interval_225	chr1	229166360	229166586	+	0	NA	Intergenic	Intergenic	144075	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
Interval_109	chr1	94178367	94178575	+	0	NA	intron (BCAR3, intron 2 of 13)	-intron (BCAR3, intron 2 of 13)	-31077	BCAR3	BCAR3	NM_001261408			BCAR3			NA
Interval_702	chr13	78394652	78394836	+	0	NA	intron (EDNRB-AS1, intron 1 of 6)	-intron (EDNRB-AS1, intron 1 of 6)	1672	EDNRB-AS1	EDNRB-AS1	NR_103853			EDNRB-AS1			NA
