PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_14644	chr6	139618199	139618358	+	56	NA	Intergenic	Intergenic	-5070	TXLNB	TXLNB	NM_153235			TXLNB			NA
TCF12_IP_R1_peak_15368	chr7	104597695	104597873	+	56	NA	Intergenic	Intergenic	-30692	LHFPL3-AS2	LHFPL3-AS2	NR_027374			LHFPL3-AS2			NA
TCF12_IP_R1_peak_14262	chr6	35455858	35456034	+	56	NA	intron (TEAD3, intron 1 of 12)	-intron (TEAD3, intron 1 of 12)	8915	TEAD3	TEAD3	NM_003214			TEAD3			NA
TCF12_IP_R1_peak_217	chr1	17022983	17023353	+	56	NA	exon (ESPNP, exon 10 of 11)	-exon (ESPNP, exon 10 of 11)	23484	ESPNP	ESPNP	NR_026567			ESPNP			NA
TCF12_IP_R1_peak_12567	chr4	15005600	15005765	+	55	NA	TTS (LOC101929095)	-TTS (LOC101929095)	1384	CPEB2	CPEB2	NM_001177382			CPEB2			NA
TCF12_IP_R1_peak_14591	chr6	125622732	125622923	+	55	NA	intron (HDDC2, intron 1 of 5)	-intron (HDDC2, intron 1 of 5)	455	HDDC2	HDDC2	NM_016063			HDDC2			NA
TCF12_IP_R1_peak_4754	chr14	67708306	67708553	+	55	NA	intron (MPP5, intron 1 of 14)	-intron (MPP5, intron 1 of 14)	417	MPP5	MPP5	NM_001256550			MPP5			NA
TCF12_IP_R1_peak_16440	chr9	21253398	21253552	+	55	NA	Intergenic	Intergenic	-13497	IFNA14	IFNA14	NM_002172			IFNA14			NA
TCF12_IP_R1_peak_4249	chr13	30662575	30662743	+	55	NA	Intergenic	Intergenic	20353	LINC00365	LINC00365	NR_046998			LINC00365			NA
TCF12_IP_R1_peak_4413	chr13	78271796	78271972	+	55	NA	promoter-TSS (SLAIN1)	-promoter-TSS (SLAIN1)	367	MIR3665	MIR3665	NR_037438			MIR3665			NA
TCF12_IP_R1_peak_16529	chr9	79792476	79792700	+	55	NA	exon (VPS13A, exon 1 of 71)	-exon (VPS13A, exon 1 of 71)	227	VPS13A	VPS13A	NM_033305			VPS13A			NA
TCF12_IP_R1_peak_17371	chrX	152989434	152989747	+	55	NA	promoter-TSS (ABCD1)	-promoter-TSS (ABCD1)	248	BCAP31	BCAP31	NM_001256447			BCAP31			NA
TCF12_IP_R1_peak_4802	chr14	72595393	72595612	+	55	NA	intron (RGS6, intron 2 of 16)	-intron (RGS6, intron 2 of 17)	195716	RGS6	RGS6	NM_001204422			RGS6			NA
TCF12_IP_R1_peak_16431	chr9	17135044	17135233	+	55	NA	exon (CNTLN, exon 1 of 7)	-exon (CNTLN, exon 1 of 7)	149	CNTLN	CNTLN	NM_017738			CNTLN			NA
TCF12_IP_R1_peak_15904	chr8	56015585	56015744	+	55	NA	exon (XKR4, exon 1 of 3)	-exon (XKR4, exon 1 of 3)	647	XKR4	XKR4	NM_052898			XKR4			NA
TCF12_IP_R1_peak_15482	chr7	136609899	136610053	+	55	NA	intron (LOC349160, intron 2 of 3)	-intron (CHRM2, intron 2 of 3)	22062	MIR490	MIR490	NR_030165			MIR490			NA
TCF12_IP_R1_peak_6491	chr17	1962419	1962573	+	55	NA	TTS (SMG6)	-TTS (SMG6)	4103	HIC1	HIC1	NM_001098202			HIC1			NA
TCF12_IP_R1_peak_10457	chr20	58509110	58509364	+	55	NA	intron (FAM217B, intron 1 of 4)	-intron (FAM217B, intron 1 of 4)	-2028	SYCP2	SYCP2	NM_014258			SYCP2			NA
TCF12_IP_R1_peak_4263	chr13	33160207	33160399	+	55	NA	promoter-TSS (PDS5B)	-promoter-TSS (PDS5B)	-261	PDS5B	PDS5B	NM_015032			PDS5B			NA
TCF12_IP_R1_peak_8342	chr19	14183450	14183656	+	55	NA	promoter-TSS (LOC113230)	-promoter-TSS (LOC113230)	-268	LOC113230	LOC113230	NM_001291291			LOC113230			NA
TCF12_IP_R1_peak_10416	chr20	49411878	49412048	+	55	NA	intron (BCAS4, intron 1 of 4)	-intron (BCAS4, intron 1 of 3)	532	BCAS4	BCAS4	NM_001010974			BCAS4			NA
TCF12_IP_R1_peak_13542	chr5	117875342	117875498	+	55	NA	intron (HRAT56, intron 1 of 9)	-intron (HRAT56, intron 1 of 9)	22392	HRAT56	HRAT56	NR_104610			HRAT56			NA
TCF12_IP_R1_peak_10517	chr20	62175654	62175826	+	55	NA	intron (SRMS, intron 1 of 7)	-intron (SRMS, intron 1 of 7)	3117	SRMS	SRMS	NM_080823			SRMS			NA
TCF12_IP_R1_peak_12161	chr3	177888586	177888740	+	55	NA	Intergenic	Intergenic	-248326	LINC01014	LINC01014	NR_046786			LINC01014			NA
TCF12_IP_R1_peak_10619	chr21	36262436	36262620	+	55	NA	intron (RUNX1, intron 3 of 8)	-intron (RUNX1, intron 3 of 8)	144406	LINC01426	LINC01426	NR_038885			LINC01426			NA
TCF12_IP_R1_peak_2528	chr11	797766	797954	+	55	NA	exon (SLC25A22, exon 1 of 10)	-exon (SLC25A22, exon 1 of 10)	349	PANO1	PANO1	NM_001293167			PANO1			NA
TCF12_IP_R1_peak_16592	chr9	95571174	95571328	+	55	NA	promoter-TSS (ANKRD19P)	-promoter-TSS (ANKRD19P)	-642	ANKRD19P	ANKRD19P	NR_026868			ANKRD19P			NA
TCF12_IP_R1_peak_13598	chr5	131132381	131132693	+	55	NA	exon (FNIP1, exon 1 of 17)	-exon (FNIP1, exon 1 of 17)	219	FNIP1	FNIP1	NM_001008738			FNIP1			NA
TCF12_IP_R1_peak_16428	chr9	15552977	15553152	+	55	NA	promoter-TSS (CCDC171)	-promoter-TSS (CCDC171)	-33	CCDC171	CCDC171	NM_173550			CCDC171			NA
TCF12_IP_R1_peak_12995	chr4	146540331	146540505	+	55	NA	promoter-TSS (MMAA)	-promoter-TSS (MMAA)	-122	MMAA	MMAA	NM_172250			MMAA			NA
TCF12_IP_R1_peak_13333	chr5	60921539	60921852	+	55	NA	Intergenic	Intergenic	-11913	C5orf64	C5orf64	NR_126525			C5orf64			NA
TCF12_IP_R1_peak_13161	chr5	2038584	2038749	+	55	NA	Intergenic	Intergenic	151221	CTD-2194D22.4	CTD-2194D22	NR_109912			CTD-2194D22.4			NA
TCF12_IP_R1_peak_10006	chr2	242642025	242642212	+	55	NA	intron (ING5, intron 1 of 7)	-intron (ING5, intron 1 of 7)	662	ING5	ING5	NM_032329			ING5			NA
TCF12_IP_R1_peak_13136	chr5	784148	784338	+	55	NA	Intergenic	Intergenic	66858	ZDHHC11	ZDHHC11	NM_024786			ZDHHC11			NA
TCF12_IP_R1_peak_5127	chr14	105951881	105952337	+	55	NA	Intergenic	Intergenic	-1148	CRIP1	CRIP1	NM_001311			CRIP1			NA
TCF12_IP_R1_peak_930	chr1	145826702	145826875	+	55	NA	promoter-TSS (NBPF25P)	-promoter-TSS (NBPF25P)	315	GPR89A	GPR89A	NM_001097612			GPR89A			NA
TCF12_IP_R1_peak_15170	chr7	64498787	64498941	+	55	NA	exon (CCT6P3, exon 1 of 11)	-exon (CCT6P3, exon 1 of 11)	132	CCT6P3	CCT6P3	NR_033416			CCT6P3			NA
TCF12_IP_R1_peak_14420	chr6	57028886	57029040	+	55	NA	intron (ZNF451, intron 13 of 13)	-intron (ZNF451, intron 14 of 14)	8048	LOC101927211	LOC101927211	NR_110742			LOC101927211			NA
TCF12_IP_R1_peak_4801	chr14	72319026	72319211	+	55	NA	Intergenic	Intergenic	-80668	RGS6	RGS6	NM_001204422			RGS6			NA
TCF12_IP_R1_peak_12858	chr4	99849903	99850075	+	55	NA	intron (EIF4E, intron 1 of 6)	-intron (EIF4E, intron 1 of 6)	1797	EIF4E	EIF4E	NM_001130679			EIF4E			NA
TCF12_IP_R1_peak_17136	chrX	15929980	15930140	+	55	NA	Intergenic	Intergenic	-56923	AP1S2	AP1S2	NM_001272071			AP1S2			NA
TCF12_IP_R1_peak_10013	chr2	242754706	242754945	+	55	NA	intron (NEU4, intron 2 of 4)	-intron (NEU4, intron 2 of 4)	2798	NEU4	NEU4	NM_001167602			NEU4			NA
TCF12_IP_R1_peak_6550	chr17	7232267	7232478	+	55	NA	exon (NEURL4, exon 1 of 29)	-exon (NEURL4, exon 1 of 29)	266	NEURL4	NEURL4	NM_001005408			NEURL4			NA
TCF12_IP_R1_peak_12933	chr4	127493508	127493662	+	55	NA	Intergenic	Intergenic	-1060502	INTU	INTU	NM_015693			INTU			NA
TCF12_IP_R1_peak_5983	chr16	29818018	29818198	+	55	NA	exon (MAZ, exon 1 of 6)	-exon (MAZ, exon 1 of 6)	250	MAZ	MAZ	NM_002383			MAZ			NA
TCF12_IP_R1_peak_5867	chr16	15766734	15766952	+	55	NA	intron (NDE1, intron 3 of 8)	-intron (NDE1, intron 4 of 9)	22760	NDE1	NDE1	NM_001143979			NDE1			NA
TCF12_IP_R1_peak_5105	chr14	105634255	105634431	+	55	NA	exon (JAG2, exon 2 of 26)	-exon (JAG2, exon 2 of 26)	818	JAG2	JAG2	NM_145159			JAG2			NA
TCF12_IP_R1_peak_6517	chr17	4046920	4047363	+	55	NA	promoter-TSS (ZZEF1)	-promoter-TSS (ZZEF1)	679	CYB5D2	CYB5D2	NM_001254755			CYB5D2			NA
TCF12_IP_R1_peak_4172	chr12	133065795	133066036	+	55	NA	Intergenic	Intergenic	-1242	FBRSL1	FBRSL1	NM_001142641			FBRSL1			NA
TCF12_IP_R1_peak_9004	chr2	10587863	10588040	+	55	NA	promoter-TSS (ODC1)	-promoter-TSS (ODC1)	729	ODC1	ODC1	NM_002539			ODC1			NA
TCF12_IP_R1_peak_3406	chr12	6339941	6340226	+	55	NA	intron (CD9, intron 2 of 7)	-intron (CD9, intron 2 of 7)	30601	CD9	CD9	NM_001769			CD9			NA
TCF12_IP_R1_peak_16400	chr8	145727086	145727383	+	55	NA	exon (PPP1R16A, exon 10 of 10)	-exon (PPP1R16A, exon 10 of 10)	-2231	GPT	GPT	NM_005309			GPT			NA
TCF12_IP_R1_peak_7299	chr17	75878656	75878813	+	55	NA	exon (FLJ45079, exon 2 of 2)	-exon (FLJ45079, exon 2 of 2)	1435	FLJ45079	FLJ45079	NR_028337			FLJ45079			NA
TCF12_IP_R1_peak_7127	chr17	66352810	66353007	+	55	NA	exon (ARSG, exon 6 of 12)	-exon (ARSG, exon 6 of 12)	-65503	SLC16A6	SLC16A6	NM_004694			SLC16A6			NA
TCF12_IP_R1_peak_7404	chr17	79197114	79197277	+	55	NA	promoter-TSS (CEP131)	-promoter-TSS (CEP131)	-444	CEP131	CEP131	NM_014984			CEP131			NA
TCF12_IP_R1_peak_14487	chr6	88117754	88117943	+	55	NA	intron (C6orf165, intron 1 of 12)	-intron (C6orf165, intron 1 of 12)	158	C6orf165	C6orf165	NM_001031743			C6orf165			NA
TCF12_IP_R1_peak_3820	chr12	90102316	90102506	+	55	NA	promoter-TSS (LINC00936)	-promoter-TSS (LINC00936)	-321	LINC00936	LINC00936	NR_028138			LINC00936			NA
TCF12_IP_R1_peak_5813	chr16	4897677	4897840	+	55	NA	promoter-TSS (UBN1)	-promoter-TSS (UBN1)	-455	GLYR1	GLYR1	NM_001308096			GLYR1			NA
TCF12_IP_R1_peak_5701	chr16	1294759	1294939	+	55	NA	Intergenic	Intergenic	4171	TPSAB1	TPSAB1	NM_003294			TPSAB1			NA
TCF12_IP_R1_peak_11816	chr3	76908870	76909031	+	55	NA	Intergenic	Intergenic	-180344	ROBO2	ROBO2	NM_002942			ROBO2			NA
TCF12_IP_R1_peak_13815	chr5	170847395	170847735	+	55	NA	intron (FGF18, intron 2 of 4)	-intron (FGF18, intron 2 of 4)	898	FGF18	FGF18	NM_003862			FGF18			NA
TCF12_IP_R1_peak_5218	chr15	44069388	44069579	+	55	NA	promoter-TSS (ELL3)	-promoter-TSS (ELL3)	19	ELL3	ELL3	NM_025165			ELL3			NA
TCF12_IP_R1_peak_14035	chr6	7146398	7146703	+	55	NA	intron (RREB1, intron 1 of 11)	-intron (RREB1, intron 1 of 11)	38720	RREB1	RREB1	NM_001003698			RREB1			NA
TCF12_IP_R1_peak_4796	chr14	71415264	71415460	+	55	NA	intron (PCNX, intron 2 of 35)	-intron (PCNX, intron 2 of 33)	41240	PCNX	PCNX	NM_014982			PCNX			NA
TCF12_IP_R1_peak_7600	chr18	11937997	11938177	+	55	NA	Intergenic	Intergenic	-29291	MPPE1	MPPE1	NM_023075			MPPE1			NA
TCF12_IP_R1_peak_14584	chr6	117819399	117819559	+	55	NA	intron (DCBLD1, intron 1 of 14)	-intron (DCBLD1, intron 1 of 14)	15659	DCBLD1	DCBLD1	NM_173674			DCBLD1			NA
TCF12_IP_R1_peak_14473	chr6	84583642	84583796	+	55	NA	intron (CYB5R4, intron 2 of 15)	-intron (CYB5R4, intron 2 of 15)	14349	CYB5R4	CYB5R4	NM_016230			CYB5R4			NA
TCF12_IP_R1_peak_6068	chr16	53165592	53165907	+	55	NA	intron (CHD9, intron 1 of 38)	-intron (CHD9, intron 1 of 38)	76804	CHD9	CHD9	NM_025134			CHD9			NA
TCF12_IP_R1_peak_3586	chr12	46064580	46064748	+	55	NA	Intergenic	Intergenic	57040	LINC00938	LINC00938	NR_028408			LINC00938			NA
TCF12_IP_R1_peak_12844	chr4	89513336	89513505	+	55	NA	promoter-TSS (HERC3)	-promoter-TSS (HERC3)	-154	HERC3	HERC3	NM_001271602			HERC3			NA
TCF12_IP_R1_peak_16060	chr8	102217734	102217888	+	55	NA	exon (ZNF706, exon 1 of 5)	-exon (ZNF706, exon 1 of 5)	149	ZNF706	ZNF706	NM_001267709			ZNF706			NA
TCF12_IP_R1_peak_17233	chrX	53713190	53713411	+	55	NA	exon (HUWE1, exon 2 of 84)	-exon (HUWE1, exon 2 of 84)	374	HUWE1	HUWE1	NM_031407			HUWE1			NA
TCF12_IP_R1_peak_7950	chr19	1235775	1236024	+	55	NA	exon (C19orf26, exon 3 of 9)	-exon (C19orf26, exon 3 of 9)	2091	C19orf26	C19orf26	NM_152769			C19orf26			NA
TCF12_IP_R1_peak_14509	chr6	90348180	90348350	+	55	NA	promoter-TSS (LYRM2)	-promoter-TSS (LYRM2)	14	LOC101929057	LOC101929057	NR_111915			LOC101929057			NA
TCF12_IP_R1_peak_9228	chr2	47596259	47596447	+	55	NA	promoter-TSS (EPCAM)	-promoter-TSS (EPCAM)	66	EPCAM	EPCAM	NM_002354			EPCAM			NA
TCF12_IP_R1_peak_17182	chrX	40014419	40014573	+	55	NA	intron (BCOR, intron 1 of 13)	-intron (BCOR, intron 1 of 14)	-57777	BCOR	BCOR	NM_001123383			BCOR			NA
TCF12_IP_R1_peak_9307	chr2	67624560	67624852	+	55	NA	exon (ETAA1, exon 1 of 6)	-exon (ETAA1, exon 1 of 6)	264	ETAA1	ETAA1	NM_019002			ETAA1			NA
TCF12_IP_R1_peak_211	chr1	16825431	16825598	+	55	NA	Intergenic	Intergenic	-6318	CROCCP3	CROCCP3	NR_023386			CROCCP3			NA
TCF12_IP_R1_peak_8818	chr19	51003618	51003773	+	55	NA	Intergenic	Intergenic	10721	JOSD2	JOSD2	NM_001270641			JOSD2			NA
TCF12_IP_R1_peak_2549	chr11	1910421	1910647	+	55	NA	intron (LSP1, intron 10 of 10)	-intron (LSP1, intron 10 of 10)	-7455	LINC01150	LINC01150	NR_120534			LINC01150			NA
TCF12_IP_R1_peak_809	chr1	97010492	97010646	+	55	NA	Intergenic	Intergenic	-170888	LOC101928241	LOC101928241	NR_110693			LOC101928241			NA
TCF12_IP_R1_peak_13064	chr4	174292127	174292281	+	55	NA	exon (SAP30, exon 1 of 4)	-exon (SAP30, exon 1 of 4)	111	SAP30	SAP30	NM_003864			SAP30			NA
TCF12_IP_R1_peak_9781	chr2	174828625	174828891	+	55	NA	exon (SP3, exon 1 of 5)	-exon (SP3, exon 1 of 5)	1672	SP3	SP3	NM_003111			SP3			NA
TCF12_IP_R1_peak_7836	chr18	77153868	77154022	+	55	NA	Intergenic	Intergenic	-1827	NFATC1	NFATC1	NM_172387			NFATC1			NA
TCF12_IP_R1_peak_5886	chr16	19126421	19126636	+	55	NA	exon (ITPRIPL2, exon 1 of 1)	-exon (ITPRIPL2, exon 1 of 1)	1274	ITPRIPL2	ITPRIPL2	NM_001034841			ITPRIPL2			NA
TCF12_IP_R1_peak_93	chr1	6183241	6183411	+	55	NA	intron (CHD5, intron 31 of 41)	-intron (CHD5, intron 31 of 41)	56868	CHD5	CHD5	NM_015557			CHD5			NA
TCF12_IP_R1_peak_14820	chr7	948578	948738	+	55	NA	intron (ADAP1, intron 4 of 10)	-intron (ADAP1, intron 4 of 10)	32467	GET4	GET4	NM_015949			GET4			NA
TCF12_IP_R1_peak_6382	chr16	88497106	88497398	+	55	NA	exon (ZNF469, exon 2 of 2)	-exon (ZNF469, exon 2 of 2)	3373	ZNF469	ZNF469	NM_001127464			ZNF469			NA
TCF12_IP_R1_peak_7	chr1	896758	897214	+	55	NA	intron (KLHL17, intron 2 of 11)	-intron (KLHL17, intron 2 of 11)	1019	KLHL17	KLHL17	NM_198317			KLHL17			NA
TCF12_IP_R1_peak_4502	chr13	110437576	110437781	+	55	NA	exon (IRS2, exon 1 of 2)	-exon (IRS2, exon 1 of 2)	1236	IRS2	IRS2	NM_003749			IRS2			NA
TCF12_IP_R1_peak_16501	chr9	66493536	66493690	+	55	NA	promoter-TSS (PTGER4P2-CDK2AP2P2)	-promoter-TSS (PTGER4P2-CDK2AP2P2)	-656	PTGER4P2-CDK2AP2P2	PTGER4P2-CDK2AP2P2	NR_024496			PTGER4P2-CDK2AP2P2			NA
TCF12_IP_R1_peak_12866	chr4	101515175	101515329	+	55	NA	Intergenic	Intergenic	-76002	EMCN	EMCN	NM_016242			EMCN			NA
TCF12_IP_R1_peak_11581	chr3	45266757	45266911	+	55	NA	exon (TMEM158, exon 1 of 1)	-exon (TMEM158, exon 1 of 1)	980	TMEM158	TMEM158	NM_015444			TMEM158			NA
TCF12_IP_R1_peak_9656	chr2	133110630	133110928	+	55	NA	Intergenic	Intergenic	46062	ZNF806	ZNF806	NM_001304449			ZNF806			NA
TCF12_IP_R1_peak_8833	chr19	51775829	51775983	+	55	NA	Intergenic	Intergenic	21574	SIGLECL1	SIGLECL1	NM_001308437			SIGLECL1			NA
TCF12_IP_R1_peak_9850	chr2	198308663	198308867	+	55	NA	Intergenic	Intergenic	-8948	SF3B1	SF3B1	NM_012433			SF3B1			NA
TCF12_IP_R1_peak_15264	chr7	79764426	79764625	+	55	NA	promoter-TSS (GNAI1)	-promoter-TSS (GNAI1)	385	GNAI1	GNAI1	NM_002069			GNAI1			NA
TCF12_IP_R1_peak_8514	chr19	30458503	30458697	+	55	NA	intron (URI1, intron 1 of 9)	-intron (URI1, intron 1 of 10)	25454	URI1	URI1	NM_001252641			URI1			NA
TCF12_IP_R1_peak_737	chr1	84543892	84544104	+	55	NA	exon (PRKACB, exon 1 of 10)	-exon (PRKACB, exon 1 of 10)	340	PRKACB	PRKACB	NM_001242862			PRKACB			NA
TCF12_IP_R1_peak_6835	chr17	42296635	42296828	+	55	NA	intron (UBTF, intron 1 of 20)	-intron (UBTF, intron 1 of 19)	2263	UBTF	UBTF	NR_045058			UBTF			NA
TCF12_IP_R1_peak_9769	chr2	173420748	173420903	+	55	NA	exon (PDK1, exon 1 of 12)	-exon (PDK1, exon 1 of 12)	724	PDK1	PDK1	NR_103731			PDK1			NA
TCF12_IP_R1_peak_2697	chr11	33060733	33060962	+	55	NA	promoter-TSS (TCP11L1)	-promoter-TSS (TCP11L1)	-116	TCP11L1	TCP11L1	NM_018393			TCP11L1			NA
TCF12_IP_R1_peak_5905	chr16	22308598	22308811	+	55	NA	promoter-TSS (POLR3E)	-promoter-TSS (POLR3E)	8	POLR3E	POLR3E	NM_018119			POLR3E			NA
TCF12_IP_R1_peak_15761	chr8	23386556	23386753	+	55	NA	exon (SLC25A37, exon 1 of 4)	-exon (SLC25A37, exon 1 of 4)	291	SLC25A37	SLC25A37	NM_016612			SLC25A37			NA
TCF12_IP_R1_peak_6676	chr17	27620127	27620335	+	55	NA	intron (NUFIP2, intron 1 of 3)	-intron (NUFIP2, intron 1 of 3)	935	NUFIP2	NUFIP2	NM_020772			NUFIP2			NA
TCF12_IP_R1_peak_9022	chr2	15461723	15461877	+	55	NA	intron (NBAS, intron 38 of 50)	-intron (NBAS, intron 38 of 51)	239672	NBAS	NBAS	NM_015909			NBAS			NA
TCF12_IP_R1_peak_12554	chr4	13055190	13055344	+	55	NA	Intergenic	Intergenic	430722	RAB28	RAB28	NM_001017979			RAB28			NA
TCF12_IP_R1_peak_12065	chr3	143691527	143691845	+	55	NA	promoter-TSS (C3orf58)	-promoter-TSS (C3orf58)	1046	C3orf58	C3orf58	NM_173552			C3orf58			NA
TCF12_IP_R1_peak_14928	chr7	5463011	5463281	+	55	NA	promoter-TSS (TNRC18)	-promoter-TSS (TNRC18)	31	TNRC18	TNRC18	NM_001080495			TNRC18			NA
TCF12_IP_R1_peak_15404	chr7	113726702	113726857	+	55	NA	intron (FOXP2, intron 1 of 19)	-intron (FOXP2, intron 1 of 19)	-167697	PPP1R3A	PPP1R3A	NM_002711			PPP1R3A			NA
TCF12_IP_R1_peak_799	chr1	94374836	94375085	+	55	NA	exon (GCLM, exon 1 of 6)	-exon (GCLM, exon 1 of 6)	194	GCLM	GCLM	NM_002061			GCLM			NA
TCF12_IP_R1_peak_9940	chr2	231582434	231582588	+	55	NA	intron (CAB39, intron 1 of 8)	-intron (CAB39, intron 1 of 8)	4954	CAB39	CAB39	NM_001130849			CAB39			NA
TCF12_IP_R1_peak_5302	chr15	62684014	62684225	+	55	NA	Intergenic	Intergenic	48891	MIR6085	MIR6085	NR_106733			MIR6085			NA
TCF12_IP_R1_peak_9967	chr2	233388623	233388779	+	55	NA	intron (PRSS56, intron 9 of 12)	-intron (PRSS56, intron 9 of 12)	-2169	CHRND	CHRND	NM_000751			CHRND			NA
TCF12_IP_R1_peak_10676	chr21	40685654	40686044	+	55	NA	promoter-TSS (BRWD1)	-promoter-TSS (BRWD1)	16	BRWD1-IT2	BRWD1-IT2	NR_111942			BRWD1-IT2			NA
TCF12_IP_R1_peak_15120	chr7	44646235	44646392	+	55	NA	intron (OGDH, intron 1 of 22)	-intron (OGDH, intron 1 of 8)	192	OGDH	OGDH	NM_002541			OGDH			NA
TCF12_IP_R1_peak_11055	chr22	36724801	36724962	+	55	NA	intron (MYH9, intron 3 of 40)	-intron (MYH9, intron 3 of 40)	-41928	MIR6819	MIR6819	NR_106877			MIR6819			NA
TCF12_IP_R1_peak_823	chr1	101545057	101545211	+	55	NA	intron (LOC102606465, intron 3 of 4)	-intron (LOC102606465, intron 3 of 4)	53732	LOC102606465	LOC102606465	NR_109849			LOC102606465			NA
TCF12_IP_R1_peak_12589	chr4	25235642	25235849	+	55	NA	promoter-TSS (PI4K2B)	-promoter-TSS (PI4K2B)	92	PI4K2B	PI4K2B	NM_018323			PI4K2B			NA
TCF12_IP_R1_peak_13272	chr5	43557341	43557639	+	55	NA	promoter-TSS (PAIP1)	-promoter-TSS (PAIP1)	31	PAIP1	PAIP1	NM_183323			PAIP1			NA
TCF12_IP_R1_peak_5823	chr16	9184909	9185063	+	55	NA	promoter-TSS (C16orf72)	-promoter-TSS (C16orf72)	-551	C16orf72	C16orf72	NM_014117			C16orf72			NA
TCF12_IP_R1_peak_132	chr1	9189670	9189881	+	55	NA	promoter-TSS (GPR157)	-promoter-TSS (GPR157)	-546	GPR157	GPR157	NM_024980			GPR157			NA
TCF12_IP_R1_peak_3770	chr12	69004656	69004810	+	55	NA	exon (RAP1B, exon 1 of 8)	-exon (RAP1B, exon 1 of 8)	114	RAP1B	RAP1B	NM_001251921			RAP1B			NA
TCF12_IP_R1_peak_5699	chr16	1147212	1147380	+	55	NA	Intergenic	Intergenic	-1052	C1QTNF8	C1QTNF8	NM_207419			C1QTNF8			NA
TCF12_IP_R1_peak_7864	chr19	530937	531112	+	55	NA	promoter-TSS (CDC34)	-promoter-TSS (CDC34)	-709	CDC34	CDC34	NM_004359			CDC34			NA
TCF12_IP_R1_peak_16547	chr9	86432921	86433077	+	55	NA	promoter-TSS (GKAP1)	-promoter-TSS (GKAP1)	-247	GKAP1	GKAP1	NM_001135953			GKAP1			NA
TCF12_IP_R1_peak_6473	chr17	899740	899894	+	55	NA	promoter-TSS (TIMM22)	-promoter-TSS (TIMM22)	-540	TIMM22	TIMM22	NM_013337			TIMM22			NA
TCF12_IP_R1_peak_15385	chr7	106535789	106535989	+	55	NA	intron (PIK3CG, intron 10 of 10)	-intron (PIK3CG, intron 10 of 10)	29965	PIK3CG	PIK3CG	NM_001282426			PIK3CG			NA
TCF12_IP_R1_peak_2280	chr10	103113952	103114186	+	55	NA	intron (BTRC, intron 1 of 13)	-intron (BTRC, intron 1 of 13)	279	BTRC	BTRC	NM_003939			BTRC			NA
TCF12_IP_R1_peak_16579	chr9	93564004	93564158	+	55	NA	promoter-TSS (SYK)	-promoter-TSS (SYK)	119	SYK	SYK	NM_001174168			SYK			NA
TCF12_IP_R1_peak_17217	chrX	47509644	47509919	+	55	NA	intron (ELK1, intron 1 of 5)	-intron (ELK1, intron 1 of 6)	222	ELK1	ELK1	NM_001257168			ELK1			NA
TCF12_IP_R1_peak_14348	chr6	43543818	43544017	+	55	NA	promoter-TSS (POLH)	-promoter-TSS (POLH)	39	POLH	POLH	NM_001291969			POLH			NA
TCF12_IP_R1_peak_17316	chrX	119590876	119591089	+	55	NA	intron (LAMP2, intron 1 of 8)	-intron (LAMP2, intron 1 of 8)	12222	LAMP2	LAMP2	NM_002294			LAMP2			NA
TCF12_IP_R1_peak_6910	chr17	47269927	47270121	+	55	NA	Intergenic	Intergenic	16719	GNGT2	GNGT2	NM_001198754			GNGT2			NA
TCF12_IP_R1_peak_11209	chr22	45016383	45016546	+	55	NA	intron (LINC00229, intron 3 of 4)	-intron (LINC00229, intron 3 of 4)	4835	LINC00229	LINC00229	NR_044991			LINC00229			NA
TCF12_IP_R1_peak_14424	chr6	64345879	64346150	+	55	NA	promoter-TSS (PHF3)	-promoter-TSS (PHF3)	-10417	PHF3	PHF3	NM_001290259			PHF3			NA
TCF12_IP_R1_peak_14128	chr6	22884848	22885012	+	55	NA	Intergenic	Intergenic	315252	HDGFL1	HDGFL1	NM_138574			HDGFL1			NA
TCF12_IP_R1_peak_11624	chr3	48130160	48130384	+	55	NA	exon (MAP4, exon 1 of 18)	-exon (MAP4, exon 1 of 18)	497	MAP4	MAP4	NM_030885			MAP4			NA
TCF12_IP_R1_peak_4290	chr13	42846314	42846496	+	55	NA	intron (AKAP11, intron 1 of 12)	-intron (AKAP11, intron 1 of 12)	116	AKAP11	AKAP11	NM_016248			AKAP11			NA
TCF12_IP_R1_peak_12079	chr3	150127965	150128288	+	55	NA	exon (TSC22D2, exon 1 of 3)	-exon (TSC22D2, exon 1 of 3)	2004	TSC22D2	TSC22D2	NM_014779			TSC22D2			NA
TCF12_IP_R1_peak_390	chr1	27959340	27959543	+	55	NA	intron (FGR, intron 1 of 12)	-intron (FGR, intron 1 of 12)	2286	FGR	FGR	NM_005248			FGR			NA
TCF12_IP_R1_peak_9927	chr2	223182953	223183299	+	55	NA	Intergenic	Intergenic	-19411	PAX3	PAX3	NM_001127366			PAX3			NA
TCF12_IP_R1_peak_11253	chr22	46938201	46938609	+	55	NA	Intergenic	Intergenic	-5338	CELSR1	CELSR1	NM_014246			CELSR1			NA
