PeakID (cmd=annotatePeaks.pl ENCAB000BDY.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1801	chr19	10362548	10362710	+	0	NA	promoter-TSS (MRPL4)	-promoter-TSS (MRPL4)	-11	MRPL4	MRPL4	NM_015956			MRPL4			NA
Interval_2265	chr2	118771660	118771794	+	0	NA	promoter-TSS (CCDC93)	-promoter-TSS (CCDC93)	12	CCDC93	CCDC93	NM_019044			CCDC93			NA
Interval_3311	chr7	99070367	99070506	+	0	NA	promoter-TSS (ZNF789)	-promoter-TSS (ZNF789)	-79	ZNF789	ZNF789	NM_213603			ZNF789			NA
Interval_844	chr12	49454499	49454777	+	0	NA	Intergenic	Intergenic	-5531	KMT2D	KMT2D	NM_003482			KMT2D			NA
Interval_1533	chr17	42145318	42145452	+	0	NA	promoter-TSS (LSM12)	-promoter-TSS (LSM12)	-398	LSM12	LSM12	NM_152344			LSM12			NA
Interval_1268	chr16	30569681	30570150	+	0	NA	promoter-TSS (ZNF764)	-promoter-TSS (ZNF764)	-273	ZNF764	ZNF764	NM_033410			ZNF764			NA
Interval_850	chr12	50505633	50505854	+	0	NA	promoter-TSS (COX14)	-promoter-TSS (COX14)	-21	COX14	COX14	NM_032901			COX14			NA
Interval_2164	chr2	15731831	15731965	+	0	NA	exon (DDX1, exon 1 of 26)	-exon (DDX1, exon 1 of 26)	153	DDX1	DDX1	NM_004939			DDX1			NA
Interval_2098	chr19	54663110	54663418	+	0	NA	TTS (TMC4)	-TTS (TMC4)	217	LENG1	LENG1	NM_024316			LENG1			NA
Interval_142	chr1	28832208	28832350	+	0	NA	promoter-TSS (RCC1)	-promoter-TSS (RCC1)	-176	RCC1	RCC1	NM_001048195			RCC1			NA
Interval_1121	chr15	74840112	74840246	+	0	NA	intron (ARID3B, intron 2 of 8)	-intron (ARID3B, intron 2 of 8)	6661	ARID3B	ARID3B	NM_001307939			ARID3B			NA
Interval_1912	chr19	35531907	35532051	+	0	NA	TTS (SCN1B)	-TTS (SCN1B)	569	HPN	HPN	NM_002151			HPN			NA
Interval_280	chr1	110198603	110198835	+	0	NA	promoter-TSS (GSTM4)	-promoter-TSS (GSTM4)	21	GSTM4	GSTM4	NM_147148			GSTM4			NA
Interval_3615	chr9	130743523	130743839	+	0	NA	promoter-TSS (FAM102A)	-promoter-TSS (FAM102A)	-30688	FAM102A	FAM102A	NM_001035254			FAM102A			NA
Interval_747	chr11	67055817	67055968	+	0	NA	promoter-TSS (ANKRD13D)	-promoter-TSS (ANKRD13D)	-924	ANKRD13D	ANKRD13D	NM_207354			ANKRD13D			NA
Interval_1395	chr16	88869955	88870198	+	0	NA	promoter-TSS (CDT1)	-promoter-TSS (CDT1)	-110	CDT1	CDT1	NM_030928			CDT1			NA
Interval_2718	chr3	128444820	128445003	+	0	NA	promoter-TSS (RAB7A)	-promoter-TSS (RAB7A)	-68	RAB7A	RAB7A	NM_004637			RAB7A			NA
Interval_1951	chr19	40502767	40503002	+	0	NA	promoter-TSS (ZNF546)	-promoter-TSS (ZNF546)	-59	ZNF546	ZNF546	NM_178544			ZNF546			NA
Interval_3499	chr8	142396964	142397135	+	0	NA	Intergenic	Intergenic	-19684	GPR20	GPR20	NM_005293			GPR20			NA
Interval_2869	chr5	1345118	1345381	+	0	NA	promoter-TSS (CLPTM1L)	-promoter-TSS (CLPTM1L)	-247	CLPTM1L	CLPTM1L	NM_030782			CLPTM1L			NA
Interval_2095	chr19	54605974	54606260	+	0	NA	promoter-TSS (OSCAR)	-promoter-TSS (OSCAR)	-43	NDUFA3	NDUFA3	NM_004542			NDUFA3			NA
Interval_2418	chr20	44563241	44563378	+	0	NA	promoter-TSS (PCIF1)	-promoter-TSS (PCIF1)	-8	PCIF1	PCIF1	NM_022104			PCIF1			NA
Interval_1489	chr17	30771258	30771562	+	0	NA	promoter-TSS (PSMD11)	-promoter-TSS (PSMD11)	-71	PSMD11	PSMD11	NM_002815			PSMD11			NA
Interval_761	chr11	71814102	71814253	+	0	NA	intron (LAMTOR1, intron 1 of 4)	-intron (LRTOMT, intron 3 of 6)	256	LAMTOR1	LAMTOR1	NM_017907			LAMTOR1			NA
Interval_2452	chr20	62694295	62694554	+	0	NA	exon (TCEA2, exon 1 of 10)	-exon (TCEA2, exon 1 of 10)	5985	TCEA2	TCEA2	NM_003195			TCEA2			NA
Interval_2980	chr5	176433772	176433931	+	0	NA	promoter-TSS (UIMC1)	-promoter-TSS (UIMC1)	-408	UIMC1	UIMC1	NM_001199298			UIMC1			NA
Interval_674	chr11	46404536	46404674	+	0	NA	intron (MDK, intron 3 of 3)	-intron (MDK, intron 4 of 4)	1400	MDK	MDK	NM_002391			MDK			NA
Interval_229	chr1	50799307	50799448	+	0	NA	Intergenic	Intergenic	89742	DMRTA2	DMRTA2	NM_032110			DMRTA2			NA
Interval_248	chr1	63249382	63249526	+	0	NA	promoter-TSS (ATG4C)	-promoter-TSS (ATG4C)	-323	ATG4C	ATG4C	NM_032852			ATG4C			NA
Interval_1114	chr15	70740232	70740466	+	0	NA	Intergenic	Intergenic	-167537	SALRNA3	SALRNA3	NR_126481			SALRNA3			NA
Interval_3401	chr7	148823296	148823526	+	0	NA	promoter-TSS (ZNF425)	-promoter-TSS (ZNF425)	27	ZNF425	ZNF425	NM_001001661			ZNF425			NA
Interval_180	chr1	36689797	36690062	+	0	NA	promoter-TSS (THRAP3)	-promoter-TSS (THRAP3)	-88	THRAP3	THRAP3	NM_005119			THRAP3			NA
Interval_2117	chr19	55987846	55987994	+	0	NA	exon (ZNF628, exon 1 of 3)	-exon (ZNF628, exon 1 of 3)	221	ZNF628	ZNF628	NM_033113			ZNF628			NA
Interval_2336	chr2	232826254	232826490	+	0	NA	promoter-TSS (DIS3L2)	-promoter-TSS (DIS3L2)	79	DIS3L2	DIS3L2	NM_001257281			DIS3L2			NA
Interval_3138	chr6	44119717	44119865	+	0	NA	intron (TMEM63B, intron 19 of 23)	-intron (TMEM63B, intron 19 of 23)	-6757	CAPN11	CAPN11	NM_007058			CAPN11			NA
Interval_3055	chr6	30685328	30685474	+	0	NA	promoter-TSS (MDC1)	-promoter-TSS (MDC1)	57	MDC1	MDC1	NM_014641_7			MDC1			NA
Interval_717	chr11	64781711	64781884	+	0	NA	intron (ARL2-SNX15, intron 1 of 10)	-intron (ARL2, intron 1 of 3)	212	ARL2	ARL2	NM_001667			ARL2			NA
Interval_143	chr1	28832396	28832644	+	0	NA	promoter-TSS (RCC1)	-promoter-TSS (RCC1)	65	SNHG3	SNHG3	NR_002909			SNHG3			NA
Interval_1952	chr19	40697191	40697379	+	0	NA	promoter-TSS (MAP3K10)	-promoter-TSS (MAP3K10)	-366	MAP3K10	MAP3K10	NM_002446			MAP3K10			NA
Interval_3654	chr9	133741905	133742128	+	0	NA	intron (ABL1, intron 4 of 10)	-intron (ABL1, intron 4 of 10)	27209	QRFP	QRFP	NM_198180			QRFP			NA
Interval_702	chr11	62539004	62539182	+	0	NA	intron (TAF6L, intron 1 of 10)	-intron (TAF6L, intron 1 of 10)	318	TAF6L	TAF6L	NM_006473			TAF6L			NA
Interval_2358	chr20	5931095	5931315	+	0	NA	promoter-TSS (TRMT6)	-promoter-TSS (TRMT6)	-1	TRMT6	TRMT6	NM_015939			TRMT6			NA
Interval_3007	chr6	6687527	6687721	+	0	NA	Intergenic	Intergenic	-64565	LY86-AS1	LY86-AS1	NR_026970			LY86-AS1			NA
Interval_1025	chr14	54955708	54955889	+	0	NA	promoter-TSS (GMFB)	-promoter-TSS (GMFB)	-54	GMFB	GMFB	NM_004124			GMFB			NA
Interval_3050	chr6	30434105	30434492	+	0	NA	Intergenic	Intergenic	-22885	HLA-E	HLA-E	NM_005516_1			HLA-E			NA
Interval_3375	chr7	129598588	129598735	+	0	NA	Intergenic	Intergenic	-5861	UBE2H	UBE2H	NM_001202498			UBE2H			NA
Interval_2296	chr2	176032747	176032956	+	0	NA	promoter-TSS (ATF2)	-promoter-TSS (ATF2)	83	ATF2	ATF2	NM_001880			ATF2			NA
Interval_916	chr12	105629977	105630112	+	0	NA	promoter-TSS (APPL2)	-promoter-TSS (APPL2)	-36	APPL2	APPL2	NM_018171			APPL2			NA
Interval_1636	chr17	78518476	78518743	+	0	NA	promoter-TSS (RPTOR)	-promoter-TSS (RPTOR)	-16	RPTOR	RPTOR	NM_001163034			RPTOR			NA
Interval_1712	chr19	1113359	1113493	+	0	NA	intron (SBNO2, intron 19 of 31)	-intron (SBNO2, intron 16 of 28)	9501	GPX4	GPX4	NM_001039847			GPX4			NA
Interval_2528	chr22	19929270	19929514	+	0	NA	exon (COMT, exon 1 of 6)	-exon (COMT, exon 1 of 6)	123	TXNRD2	TXNRD2	NM_001282512			TXNRD2			NA
Interval_657	chr11	20408610	20408817	+	0	NA	promoter-TSS (PRMT3)	-promoter-TSS (PRMT3)	-363	PRMT3	PRMT3	NM_001145167			PRMT3			NA
Interval_787	chr11	94887770	94887911	+	0	NA	intron (LOC101929295, intron 1 of 2)	-intron (LOC101929295, intron 1 of 2)	4137	LOC101929295	LOC101929295	NR_110303			LOC101929295			NA
Interval_2472	chr21	37432764	37433050	+	0	NA	promoter-TSS (SETD4)	-promoter-TSS (SETD4)	209	SETD4	SETD4	NM_017438			SETD4			NA
Interval_3668	chr9	136283140	136283310	+	0	NA	promoter-TSS (REXO4)	-promoter-TSS (REXO4)	-9	REXO4	REXO4	NM_001279351			REXO4			NA
Interval_199	chr1	43424684	43424818	+	0	NA	promoter-TSS (SLC2A1)	-promoter-TSS (SLC2A1)	31	SLC2A1-AS1	SLC2A1-AS1	NR_033967			SLC2A1-AS1			NA
Interval_725	chr11	65239643	65239917	+	0	NA	Intergenic	Intergenic	-25453	MALAT1	MALAT1	NR_002819			MALAT1			NA
Interval_3369	chr7	128502669	128502838	+	0	NA	promoter-TSS (ATP6V1F)	-promoter-TSS (ATP6V1F)	-104	ATP6V1F	ATP6V1F	NM_001198909			ATP6V1F			NA
Interval_1662	chr18	657934	658068	+	0	NA	exon (TYMSOS, exon 1 of 2)	-exon (TYMSOS, exon 1 of 2)	339	TYMSOS	TYMSOS	NM_001012716			TYMSOS			NA
Interval_729	chr11	65479279	65479437	+	0	NA	promoter-TSS (KAT5)	-promoter-TSS (KAT5)	-115	KAT5	KAT5	NM_001206833			KAT5			NA
Interval_2927	chr5	133861752	133861923	+	0	NA	promoter-TSS (JADE2)	-promoter-TSS (JADE2)	39	JADE2	JADE2	NM_015288			JADE2			NA
Interval_1551	chr17	44026444	44026627	+	0	NA	intron (MAPT, intron 1 of 8)	-intron (MAPT, intron 1 of 14)	-50081	STH	STH	NM_001007532			STH			NA
Interval_1259	chr16	30064266	30064570	+	0	NA	promoter-TSS (ALDOA)	-promoter-TSS (ALDOA)	-11182	ALDOA	ALDOA	NM_184043			ALDOA			NA
Interval_1427	chr17	4736547	4736698	+	0	NA	promoter-TSS (MINK1)	-promoter-TSS (MINK1)	-13	MINK1	MINK1	NM_001024937			MINK1			NA
Interval_3022	chr6	20401945	20402183	+	0	NA	promoter-TSS (E2F3)	-promoter-TSS (E2F3)	-73	E2F3	E2F3	NM_001949			E2F3			NA
Interval_2502	chr22	19109801	19110023	+	0	NA	promoter-TSS (DGCR2)	-promoter-TSS (DGCR2)	55	DGCR2	DGCR2	NM_001173533			DGCR2			NA
Interval_138	chr1	28157115	28157329	+	0	NA	promoter-TSS (PPP1R8)	-promoter-TSS (PPP1R8)	-103	PPP1R8	PPP1R8	NM_002713			PPP1R8			NA
Interval_920	chr12	108154896	108155226	+	0	NA	promoter-TSS (PRDM4)	-promoter-TSS (PRDM4)	-147	PRDM4	PRDM4	NM_012406			PRDM4			NA
Interval_1777	chr19	6457960	6458114	+	0	NA	intron (SLC25A23, intron 2 of 9)	-intron (SLC25A23, intron 2 of 9)	1744	SLC25A23	SLC25A23	NM_024103			SLC25A23			NA
Interval_52	chr1	9687144	9687293	+	0	NA	Intergenic	Intergenic	-24572	PIK3CD	PIK3CD	NM_005026			PIK3CD			NA
Interval_1256	chr16	29984810	29984974	+	0	NA	promoter-TSS (TAOK2)	-promoter-TSS (TAOK2)	-296	TAOK2	TAOK2	NM_004783			TAOK2			NA
Interval_900	chr12	66524446	66524653	+	0	NA	promoter-TSS (LLPH)	-promoter-TSS (LLPH)	-16	LLPH	LLPH	NM_032338			LLPH			NA
Interval_2398	chr20	35580060	35580256	+	0	NA	promoter-TSS (SAMHD1)	-promoter-TSS (SAMHD1)	88	SAMHD1	SAMHD1	NM_015474			SAMHD1			NA
Interval_953	chr12	124086553	124086736	+	0	NA	promoter-TSS (DDX55)	-promoter-TSS (DDX55)	-28	DDX55	DDX55	NM_020936			DDX55			NA
Interval_3457	chr8	37619792	37620058	+	0	NA	promoter-TSS (PROSC)	-promoter-TSS (PROSC)	-176	PROSC	PROSC	NM_007198			PROSC			NA
Interval_854	chr12	52976873	52977032	+	0	NA	Intergenic	Intergenic	-9343	KRT74	KRT74	NM_175053			KRT74			NA
Interval_3373	chr7	129419435	129419748	+	0	NA	Intergenic	Intergenic	-4737	MIR183	MIR183	NR_029615			MIR183			NA
Interval_122	chr1	26758656	26758896	+	0	NA	promoter-TSS (DHDDS)	-promoter-TSS (DHDDS)	3	DHDDS	DHDDS	NM_001243564			DHDDS			NA
Interval_3148	chr6	53409819	53410003	+	0	NA	promoter-TSS (GCLC)	-promoter-TSS (GCLC)	16	GCLC	GCLC	NM_001197115			GCLC			NA
Interval_1016	chr14	23775889	23776066	+	0	NA	promoter-TSS (BCL2L2)	-promoter-TSS (BCL2L2)	6	BCL2L2	BCL2L2	NM_001199839			BCL2L2			NA
Interval_1745	chr19	2819635	2819956	+	0	NA	promoter-TSS (ZNF554)	-promoter-TSS (ZNF554)	-77	ZNF554	ZNF554	NM_001102651			ZNF554			NA
Interval_574	chr10	80956720	80956885	+	0	NA	intron (ZMIZ1, intron 4 of 24)	-intron (ZMIZ1, intron 4 of 24)	128010	ZMIZ1	ZMIZ1	NM_020338			ZMIZ1			NA
Interval_1174	chr16	1401800	1402012	+	0	NA	promoter-TSS (TSR3)	-promoter-TSS (TSR3)	6	GNPTG	GNPTG	NM_032520			GNPTG			NA
Interval_2828	chr4	47916690	47916870	+	0	NA	promoter-TSS (NFXL1)	-promoter-TSS (NFXL1)	-96	NFXL1	NFXL1	NM_001278623			NFXL1			NA
Interval_564	chr10	75503804	75504063	+	0	NA	promoter-TSS (SEC24C)	-promoter-TSS (SEC24C)	-198	SEC24C	SEC24C	NM_198597			SEC24C			NA
Interval_1877	chr19	17716771	17716927	+	0	NA	exon (UNC13A, exon 42 of 42)	-exon (UNC13A, exon 42 of 42)	50338	COLGALT1	COLGALT1	NM_024656			COLGALT1			NA
Interval_2178	chr2	27603660	27603875	+	0	NA	promoter-TSS (ZNF513)	-promoter-TSS (ZNF513)	-156	ZNF513	ZNF513	NM_144631			ZNF513			NA
Interval_2988	chr5	177631448	177631594	+	0	NA	promoter-TSS (HNRNPAB)	-promoter-TSS (HNRNPAB)	13	HNRNPAB	HNRNPAB	NM_004499			HNRNPAB			NA
Interval_2085	chr19	52531633	52531797	+	0	NA	promoter-TSS (ZNF614)	-promoter-TSS (ZNF614)	-35	ZNF614	ZNF614	NM_025040			ZNF614			NA
Interval_62	chr1	11539064	11539223	+	0	NA	promoter-TSS (PTCHD2)	-promoter-TSS (PTCHD2)	-152	PTCHD2	PTCHD2	NM_020780			PTCHD2			NA
Interval_1063	chr14	105957290	105957502	+	0	NA	promoter-TSS (C14orf80)	-promoter-TSS (C14orf80)	1204	C14orf80	C14orf80	NM_001134875			C14orf80			NA
Interval_3106	chr6	36853600	36853750	+	0	NA	promoter-TSS (C6orf89)	-promoter-TSS (C6orf89)	35	C6orf89	C6orf89	NM_001286637			C6orf89			NA
Interval_220	chr1	46152253	46152448	+	0	NA	promoter-TSS (GPBP1L1)	-promoter-TSS (GPBP1L1)	-48	GPBP1L1	GPBP1L1	NM_021639			GPBP1L1			NA
Interval_798	chr11	118481835	118481979	+	0	NA	intron (PHLDB1, intron 1 of 20)	-intron (PHLDB1, intron 1 of 22)	4694	PHLDB1	PHLDB1	NM_015157			PHLDB1			NA
Interval_892	chr12	57881753	57881900	+	0	NA	promoter-TSS (MARS)	-promoter-TSS (MARS)	90	MARS	MARS	NM_004990			MARS			NA
Interval_1038	chr14	68141521	68141655	+	0	NA	promoter-TSS (VTI1B)	-promoter-TSS (VTI1B)	14	VTI1B	VTI1B	NM_006370			VTI1B			NA
Interval_383	chr1	173793414	173793791	+	0	NA	promoter-TSS (CENPL)	-promoter-TSS (CENPL)	175	CENPL	CENPL	NM_001127181			CENPL			NA
Interval_2038	chr19	49298695	49298930	+	0	NA	intron (BCAT2, intron 11 of 11)	-intron (BCAT2, intron 8 of 8)	15508	BCAT2	BCAT2	NM_001164773			BCAT2			NA
Interval_3136	chr6	43845927	43846079	+	0	NA	Intergenic	Intergenic	-12762	LINC01512	LINC01512	NR_024478			LINC01512			NA
Interval_2562	chr22	21937516	21937664	+	0	NA	intron (UBE2L3, intron 1 of 3)	-intron (UBE2L3, intron 1 of 3)	15571	UBE2L3	UBE2L3	NM_001256356			UBE2L3			NA
Interval_3095	chr6	33756904	33757066	+	0	NA	promoter-TSS (LEMD2)	-promoter-TSS (LEMD2)	-79	LEMD2	LEMD2	NM_181336			LEMD2			NA
Interval_217	chr1	45965713	45966045	+	0	NA	promoter-TSS (MMACHC)	-promoter-TSS (MMACHC)	23	MMACHC	MMACHC	NM_015506			MMACHC			NA
Interval_3340	chr7	100797633	100797924	+	0	NA	promoter-TSS (AP1S1)	-promoter-TSS (AP1S1)	92	AP1S1	AP1S1	NM_001283			AP1S1			NA
Interval_307	chr1	145096273	145096443	+	0	NA	promoter-TSS (SEC22B)	-promoter-TSS (SEC22B)	-49	SEC22B	SEC22B	NM_004892			SEC22B			NA
Interval_360	chr1	160254848	160255008	+	0	NA	promoter-TSS (PEX19)	-promoter-TSS (PEX19)	13	PEX19	PEX19	NM_001193644			PEX19			NA
Interval_3150	chr6	74230694	74230841	+	0	NA	promoter-TSS (EEF1A1)	-promoter-TSS (EEF1A1)	-12	EEF1A1	EEF1A1	NM_001402			EEF1A1			NA
Interval_3550	chr9	68455343	68455582	+	0	NA	Intergenic	Intergenic	-1087	LOC642236	LOC642236	NR_033907			LOC642236			NA
Interval_2001	chr19	46234134	46234363	+	0	NA	promoter-TSS (FBXO46)	-promoter-TSS (FBXO46)	-97	FBXO46	FBXO46	NM_001080469			FBXO46			NA
Interval_2484	chr21	45230790	45230980	+	0	NA	exon (AATBC, exon 1 of 2)	-exon (AATBC, exon 1 of 2)	1563	AATBC	AATBC	NR_026961			AATBC			NA
Interval_1768	chr19	5790516	5790741	+	0	NA	intron (DUS3L, intron 1 of 12)	-intron (DUS3L, intron 1 of 11)	621	DUS3L	DUS3L	NM_001161619			DUS3L			NA
Interval_3248	chr7	33168995	33169240	+	0	NA	promoter-TSS (BBS9)	-promoter-TSS (BBS9)	-35	BBS9	BBS9	NM_001033604			BBS9			NA
Interval_2254	chr2	101179251	101179431	+	0	NA	promoter-TSS (PDCL3)	-promoter-TSS (PDCL3)	-77	PDCL3	PDCL3	NM_024065			PDCL3			NA
Interval_2245	chr2	91847956	91848130	+	0	NA	promoter-TSS (LOC654342)	-promoter-TSS (LOC654342)	-68	LOC654342	LOC654342	NR_027238			LOC654342			NA
Interval_2111	chr19	55815746	55815929	+	0	NA	intron (BRSK1, intron 13 of 18)	-intron (BRSK1, intron 13 of 18)	20303	BRSK1	BRSK1	NM_032430			BRSK1			NA
Interval_1968	chr19	42747320	42747458	+	0	NA	promoter-TSS (GSK3A)	-promoter-TSS (GSK3A)	-653	GSK3A	GSK3A	NM_019884			GSK3A			NA
Interval_13	chr1	1376343	1376493	+	0	NA	exon (VWA1, exon 3 of 3)	-exon (VWA1, exon 3 of 3)	5515	VWA1	VWA1	NM_022834			VWA1			NA
Interval_3006	chr6	5003896	5004030	+	0	NA	promoter-TSS (LOC100129461)	-promoter-TSS (LOC100129461)	334	RPP40	RPP40	NM_006638			RPP40			NA
Interval_2547	chr22	20748192	20748691	+	0	NA	promoter-TSS (ZNF74)	-promoter-TSS (ZNF74)	36	ZNF74	ZNF74	NM_003426			ZNF74			NA
Interval_426	chr1	206785792	206786048	+	0	NA	promoter-TSS (EIF2D)	-promoter-TSS (EIF2D)	-16	EIF2D	EIF2D	NM_006893			EIF2D			NA
Interval_993	chr13	53226375	53226541	+	0	NA	promoter-TSS (SUGT1)	-promoter-TSS (SUGT1)	-373	SUGT1	SUGT1	NM_001130912			SUGT1			NA
Interval_980	chr13	28024602	28024809	+	0	NA	promoter-TSS (MTIF3)	-promoter-TSS (MTIF3)	34	MTIF3	MTIF3	NM_152912			MTIF3			NA
Interval_2431	chr20	49547978	49548339	+	0	NA	promoter-TSS (ADNP)	-promoter-TSS (ADNP)	-631	ADNP	ADNP	NM_181442			ADNP			NA
Interval_45	chr1	6673531	6673773	+	0	NA	promoter-TSS (PHF13)	-promoter-TSS (PHF13)	-104	PHF13	PHF13	NM_153812			PHF13			NA
Interval_401	chr1	186344359	186344638	+	0	NA	promoter-TSS (C1orf27)	-promoter-TSS (C1orf27)	-41	TPR	TPR	NM_003292			TPR			NA
Interval_2962	chr5	154134546	154134711	+	0	NA	intron (LARP1, intron 1 of 18)	-intron (LARP1, intron 1 of 18)	42166	LARP1	LARP1	NM_015315			LARP1			NA
Interval_1032	chr14	60558642	60558776	+	0	NA	promoter-TSS (PCNXL4)	-promoter-TSS (PCNXL4)	80	PCNXL4	PCNXL4	NM_022495			PCNXL4			NA
Interval_3651	chr9	133412020	133412160	+	0	NA	Intergenic	Intergenic	42791	LOC100272217	LOC100272217	NR_027440			LOC100272217			NA
Interval_2720	chr3	128879892	128880049	+	0	NA	exon (ISY1, exon 1 of 12)	-exon (ISY1, exon 1 of 12)	103	ISY1-RAB43	ISY1-RAB43	NM_001204890			ISY1-RAB43			NA
Interval_3252	chr7	39989005	39989164	+	0	NA	promoter-TSS (CDK13)	-promoter-TSS (CDK13)	-875	CDK13	CDK13	NM_031267			CDK13			NA
Interval_2410	chr20	39765333	39765487	+	0	NA	promoter-TSS (PLCG1)	-promoter-TSS (PLCG1)	-751	PLCG1	PLCG1	NM_002660			PLCG1			NA
Interval_1152	chr15	91537897	91538077	+	0	NA	promoter-TSS (PRC1)	-promoter-TSS (PRC1)	-106	PRC1	PRC1	NM_001267580			PRC1			NA
Interval_26	chr1	2322951	2323243	+	0	NA	promoter-TSS (MORN1)	-promoter-TSS (MORN1)	93	MORN1	MORN1	NM_001301060			MORN1			NA
Interval_1534	chr17	42147887	42148214	+	0	NA	promoter-TSS (G6PC3)	-promoter-TSS (G6PC3)	-48	G6PC3	G6PC3	NM_138387			G6PC3			NA
Interval_3018	chr6	17600396	17600574	+	0	NA	promoter-TSS (FAM8A1)	-promoter-TSS (FAM8A1)	-33	FAM8A1	FAM8A1	NM_016255			FAM8A1			NA
Interval_978	chr13	27936246	27936380	+	0	NA	Intergenic	Intergenic	-62368	GTF3A	GTF3A	NM_002097			GTF3A			NA
Interval_3681	chr9	139539067	139539256	+	0	NA	Intergenic	Intergenic	-14147	EGFL7	EGFL7	NM_201446			EGFL7			NA
Interval_3222	chr7	5468604	5468741	+	0	NA	Intergenic	Intergenic	-5495	TNRC18	TNRC18	NM_001080495			TNRC18			NA
Interval_3103	chr6	36318617	36318751	+	0	NA	Intergenic	Intergenic	-14022	C6orf222	C6orf222	NM_001010903			C6orf222			NA
Interval_2139	chr19	58873727	58873887	+	0	NA	intron (ZNF497, intron 1 of 2)	-intron (ZNF497, intron 1 of 1)	407	ZNF497	ZNF497	NM_001207009			ZNF497			NA
Interval_1972	chr19	44037090	44037498	+	0	NA	promoter-TSS (ZNF575)	-promoter-TSS (ZNF575)	-46	ZNF575	ZNF575	NM_174945			ZNF575			NA
Interval_1677	chr18	23806335	23806469	+	0	NA	promoter-TSS (TAF4B)	-promoter-TSS (TAF4B)	-445	TAF4B	TAF4B	NM_001293725			TAF4B			NA
Interval_3470	chr8	66546370	66546729	+	0	NA	promoter-TSS (ARMC1)	-promoter-TSS (ARMC1)	-97	ARMC1	ARMC1	NM_018120			ARMC1			NA
Interval_1632	chr17	77898276	77898447	+	0	NA	TTS (LOC101928738)	-TTS (LOC101928738)	2163	LOC101928766	LOC101928766	NR_110850			LOC101928766			NA
Interval_2312	chr2	202645696	202645907	+	0	NA	promoter-TSS (ALS2)	-promoter-TSS (ALS2)	94	ALS2	ALS2	NM_020919			ALS2			NA
Interval_904	chr12	72057893	72058201	+	0	NA	promoter-TSS (ZFC3H1)	-promoter-TSS (ZFC3H1)	-298	ZFC3H1	ZFC3H1	NM_144982			ZFC3H1			NA
Interval_99	chr1	21996340	21996480	+	0	NA	promoter-TSS (RAP1GAP)	-promoter-TSS (RAP1GAP)	-554	RAP1GAP	RAP1GAP	NM_001145657			RAP1GAP			NA
Interval_765	chr11	73472191	73472375	+	0	NA	promoter-TSS (RAB6A)	-promoter-TSS (RAB6A)	-82	RAB6A	RAB6A	NM_001243718			RAB6A			NA
Interval_227	chr1	48176218	48176444	+	0	NA	Intergenic	Intergenic	-273342	LINC01389	LINC01389	NR_126355			LINC01389			NA
Interval_1428	chr17	4869859	4870015	+	0	NA	intron (SPAG7, intron 1 of 6)	-intron (SPAG7, intron 1 of 6)	1195	SPAG7	SPAG7	NM_004890			SPAG7			NA
Interval_6	chr1	999227	999361	+	0	NA	Intergenic	Intergenic	10393	RNF223	RNF223	NM_001205252			RNF223			NA
Interval_2157	chr2	6987583	6987733	+	0	NA	TTS (CMPK2)	-TTS (CMPK2)	-7063	NRIR	NRIR	NR_126359			NRIR			NA
Interval_3280	chr7	72937024	72937171	+	0	NA	promoter-TSS (BAZ1B)	-promoter-TSS (BAZ1B)	-482	BAZ1B	BAZ1B	NM_032408			BAZ1B			NA
Interval_2690	chr3	47554775	47555370	+	0	NA	exon (ELP6, exon 1 of 7)	-exon (ELP6, exon 1 of 7)	127	ELP6	ELP6	NM_001031703			ELP6			NA
Interval_1	chr1	714000	714223	+	0	NA	promoter-TSS (LOC100288069)	-promoter-TSS (LOC100288069)	-43	LOC100288069	LOC100288069	NR_033908			LOC100288069			NA
Interval_177	chr1	36554334	36554666	+	0	NA	promoter-TSS (ADPRHL2)	-promoter-TSS (ADPRHL2)	47	ADPRHL2	ADPRHL2	NM_017825			ADPRHL2			NA
Interval_352	chr1	156426578	156426712	+	0	NA	Intergenic	Intergenic	-27461	C1orf61	C1orf61	NM_006365			C1orf61			NA
Interval_891	chr12	57856549	57856854	+	0	NA	intron (GLI1, intron 1 of 9)	-intron (GLI1, intron 1 of 9)	2767	GLI1	GLI1	NM_001167609			GLI1			NA
Interval_467	chr1	231473540	231473826	+	0	NA	promoter-TSS (SPRTN)	-promoter-TSS (SPRTN)	1	SPRTN	SPRTN	NM_032018			SPRTN			NA
Interval_2131	chr19	57946509	57946702	+	0	NA	promoter-TSS (ZNF749)	-promoter-TSS (ZNF749)	-88	ZNF749	ZNF749	NM_001023561			ZNF749			NA
Interval_2626	chr22	51052201	51052418	+	0	NA	Intergenic	Intergenic	13195	MAPK8IP2	MAPK8IP2	NM_012324			MAPK8IP2			NA
Interval_1332	chr16	69419773	69420084	+	0	NA	promoter-TSS (TERF2)	-promoter-TSS (TERF2)	-37	TERF2	TERF2	NM_005652			TERF2			NA
